actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-15T02:05:55.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-15T02:05:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-15T02:05:57.7Z,1,REGULAR,jumpball,recovered,[],1628983,,,1610612760,0,0,2024-03-15T02:05:57Z,40000,False,,,0,,Jump Ball C. Holmgren vs. D. Gafford: Tip to S. Gilgeous-Alexander,"[1628983, 1631096, 1629655]",1610612760.0,OKC,startperiod,S. Gilgeous-Alexander,1628983.0,Gilgeous-Alexander,S. Gilgeous-Alexander,Holmgren,1631096.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-03-15T02:06:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,9.149145860709593,55.88235294117647,1610612760,0,0,2024-03-15T02:07:00Z,70000,False,-29.0,34.0,1,left,MISS C. Holmgren driving finger roll Layup,[1631096],1610612760.0,OKC,driving finger roll,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,4.46,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2024-03-15T02:06:14.4Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,0,0,2024-03-15T02:06:18Z,80000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M33.00S,2024-03-15T02:06:22.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203957,92.85479632063075,59.068627450980394,1610612742,0,0,2024-03-15T02:06:29Z,90000,False,45.0,15.0,1,right,MISS D. Exum driving Layup,[203957],1610612742.0,DAL,driving,,,Exum,D. Exum,,,,,In The Paint (Non-RA),0-8 Center,4.76,Missed,,,,,,,,,,,,,,,,,,
10,PT11M29.00S,2024-03-15T02:06:25.7Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,0,0,2024-03-15T02:06:25Z,100000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M28.00S,2024-03-15T02:06:26.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,93.38042049934296,48.03921568627451,1610612742,0,0,2024-03-15T02:06:30Z,110000,False,-10.0,10.0,1,right,MISS D. Gafford putback Layup,[1629655],1610612742.0,DAL,putback,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,,
12,PT11M25.00S,2024-03-15T02:06:29.5Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,0,0,2024-03-15T02:06:30Z,120000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M09.00S,2024-03-15T02:06:45.4Z,1,REGULAR,2pt,Jump Shot,[],1629652,9.280551905387648,18.872549019607842,1610612760,0,0,2024-03-15T02:06:51Z,130000,False,156.0,35.0,1,left,MISS L. Dort 15' step back Shot,[1629652],1610612760.0,OKC,step back,,,Dort,L. Dort,,,,,Mid-Range,8-16 Right,15.94,Missed,,,,,,,,,,,,,,,,,,
14,PT11M07.00S,2024-03-15T02:06:47.4Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,0,0,2024-03-15T02:06:51Z,140000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Right,,,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,
