actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
84,PT06M32.00S,2024-02-28T03:14:24.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,13,15,2024-02-28T03:14:24Z,820000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M16.00S,2024-02-28T03:18:12.7Z,1,REGULAR,3pt,Jump Shot,[],1631114,96.40275952693824,4.166666666666666,1610612760,16,15,2024-02-28T03:18:17Z,830000,False,-229.0,-19.0,1,right,J. Williams 3PT  (5 PTS) (S. Gilgeous-Alexander 2 AST),"[1631114, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,,,Made,,5.0,23.0,,,,S. Gilgeous-Alexander,1628983.0,2.0,,,,,
87,PT05M47.00S,2024-02-28T03:18:40.8Z,1,REGULAR,3pt,Jump Shot,[],1627832,32.276609724047304,49.26470588235294,1610612745,16,15,2024-02-28T03:18:45Z,850000,False,4.0,251.0,1,left,MISS F. VanVleet 25' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.09,,,,,,,,,,,
88,PT05M43.00S,2024-02-28T03:18:44.8Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,16,15,2024-02-28T03:18:45Z,860000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,,,,,,,87.0,,,3.0,3.0,0.0,,,,,,,,
89,PT05M34.00S,2024-02-28T03:18:53.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,84.70762155059133,62.5,1610612760,16,15,2024-02-28T03:18:57Z,870000,False,62.0,91.0,1,right,MISS J. Williams 11' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,11.06,,,,,,,,,,,
90,PT05M31.00S,2024-02-28T03:18:56.4Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,16,15,2024-02-28T03:18:57Z,880000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,89.0,,,1.0,1.0,0.0,,,,,,,,
91,PT05M27.00S,2024-02-28T03:19:00.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630224,19.398817345597898,91.42156862745098,1610612745,16,18,2024-02-28T03:19:07Z,890000,False,-207.0,130.0,1,left,J. Green 24' 3PT step back (3 PTS) (F. VanVleet 1 AST),"[1630224, 1627832]",1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,24.44,,,,F. VanVleet,1627832.0,1.0,,,,,
93,PT05M12.00S,2024-02-28T03:19:18.4Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612760,16,18,2024-02-28T03:19:24Z,910000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1628415, 1628983]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,1627541.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
95,PT05M12.00S,2024-02-28T03:19:38.6Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,16,18,2024-02-28T03:19:38Z,930000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
96,PT05M12.00S,2024-02-28T03:19:38.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,16,18,2024-02-28T03:19:38Z,940000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,
97,PT05M12.00S,2024-02-28T03:19:39.1Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,16,18,2024-02-28T03:19:55Z,950000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M12.00S,2024-02-28T03:19:39.1Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,16,18,2024-02-28T03:19:55Z,960000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M12.00S,2024-02-28T03:19:39.1Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,16,18,2024-02-28T03:19:55Z,970000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M12.00S,2024-02-28T03:19:39.1Z,1,REGULAR,substitution,out,[],1631095,,,1610612760,16,18,2024-02-28T03:19:55Z,980000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M12.00S,2024-02-28T03:19:39.1Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,16,18,2024-02-28T03:19:55Z,990000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M12.00S,2024-02-28T03:19:39.1Z,1,REGULAR,substitution,in,[],1631119,,,1610612760,16,18,2024-02-28T03:19:55Z,1000000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M12.00S,2024-02-28T03:19:39.1Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,16,18,2024-02-28T03:19:55Z,1010000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M12.00S,2024-02-28T03:19:39.1Z,1,REGULAR,substitution,in,[],1641708,,,1610612760,16,18,2024-02-28T03:19:55Z,1020000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M12.00S,2024-02-28T03:20:04.2Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,17,18,2024-02-28T03:20:04Z,1030000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (1 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
106,PT05M02.00S,2024-02-28T03:20:15.1Z,1,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,17,18,2024-02-28T03:20:24Z,1040000,False,,,0,,A. Sengun bad pass out-of-bounds TURNOVER (1 TO),[1630578],1610612745.0,HOU,bad pass,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,1627541.0,,,,,,,,,,,,,,,,,1.0,,
107,PT04M53.00S,2024-02-28T03:20:29.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628983,70.38436268068331,75.49019607843137,1610612760,20,18,2024-02-28T03:20:35Z,1050000,False,127.0,226.0,1,right,S. Gilgeous-Alexander 25' 3PT pullup (4 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,4.0,25.94,,,,,,,,,,,
108,PT04M33.00S,2024-02-28T03:20:47.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,20.18725361366623,39.950980392156865,1610612745,20,18,2024-02-28T03:20:54Z,1060000,False,50.0,137.0,1,left,MISS J. Green 14' driving floating bank Shot,[1630224],1610612745.0,HOU,driving floating bank,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,14.62,,,,,,,,,,,
109,PT04M30.00S,2024-02-28T03:20:50.8Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,20,18,2024-02-28T03:20:54Z,1070000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,108.0,,,1.0,1.0,0.0,,,,,,,,
110,PT04M13.00S,2024-02-28T03:21:08.1Z,1,REGULAR,3pt,Jump Shot,[],1629026,97.05978975032852,95.09803921568627,1610612760,20,18,2024-02-28T03:21:12Z,1080000,False,225.0,-25.0,1,right,MISS K. Williams 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.69,,,,,,,,,,,
111,PT04M10.00S,2024-02-28T03:21:11.1Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,20,18,2024-02-28T03:21:12Z,1090000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Right Corner 3,24+ Right,,,,,,,110.0,,,1.0,1.0,0.0,,,,,,,,
112,PT04M03.00S,2024-02-28T03:21:18.2Z,1,REGULAR,3pt,Jump Shot,[],1628415,26.888961892247043,81.61764705882352,1610612745,20,21,2024-02-28T03:21:22Z,1100000,False,-158.0,200.0,1,left,D. Brooks 25' 3PT  (3 PTS) (A. Sengun 1 AST),"[1628415, 1630578]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,25.52,,,,A. Sengun,1630578.0,1.0,,,,,
115,PT03M49.00S,2024-02-28T03:21:32.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,95.0886990801577,65.19607843137256,1610612760,22,21,2024-02-28T03:24:53Z,1120000,False,76.0,-6.0,1,right,S. Gilgeous-Alexander 7' step back Jump Shot (6 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,6.0,7.63,,,,,,,,,,,
116,PT03M36.00S,2024-02-28T03:21:47.4Z,1,REGULAR,foul,personal,['2freethrow'],1631119,,,1610612745,22,21,2024-02-28T03:21:55Z,1130000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Sengun 2 FT),"[1631119, 1630578]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1627541.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,,,,,,,
118,PT03M36.00S,2024-02-28T03:22:22.5Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,22,21,2024-02-28T03:22:22Z,1150000,False,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
119,PT03M36.00S,2024-02-28T03:22:22.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,22,21,2024-02-28T03:22:22Z,1160000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,
120,PT03M36.00S,2024-02-28T03:22:23.2Z,1,REGULAR,substitution,out,[],1629652,,,1610612745,22,21,2024-02-28T03:22:36Z,1170000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M36.00S,2024-02-28T03:22:23.2Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,22,21,2024-02-28T03:22:36Z,1180000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M36.00S,2024-02-28T03:22:23.2Z,1,REGULAR,substitution,in,[],1641717,,,1610612745,22,21,2024-02-28T03:22:36Z,1190000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M36.00S,2024-02-28T03:22:23.2Z,1,REGULAR,substitution,in,[],1641715,,,1610612745,22,21,2024-02-28T03:22:36Z,1200000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M36.00S,2024-02-28T03:22:54.1Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,22,22,2024-02-28T03:22:54Z,1210000,False,,,0,,A. Sengun Free Throw 2 of 2 (8 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
125,PT03M29.00S,2024-02-28T03:23:05.5Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612760,22,22,2024-02-28T03:23:10Z,1220000,False,,,0,,D. Brooks shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1628415, 1628983]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Right,1627541.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
127,PT03M29.00S,2024-02-28T03:23:26.5Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,23,22,2024-02-28T03:23:26Z,1240000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (7 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
128,PT03M29.00S,2024-02-28T03:23:27.0Z,1,REGULAR,substitution,out,[],1628415,,,1610612760,23,22,2024-02-28T03:23:31Z,1250000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M29.00S,2024-02-28T03:23:27.0Z,1,REGULAR,substitution,out,[],1630578,,,1610612760,23,22,2024-02-28T03:23:31Z,1260000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M29.00S,2024-02-28T03:23:27.0Z,1,REGULAR,substitution,in,[],201145,,,1610612760,23,22,2024-02-28T03:23:31Z,1270000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M29.00S,2024-02-28T03:23:27.0Z,1,REGULAR,substitution,in,[],1631095,,,1610612760,23,22,2024-02-28T03:23:31Z,1280000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M29.00S,2024-02-28T03:23:45.6Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,24,22,2024-02-28T03:23:45Z,1290000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (8 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
133,PT03M11.00S,2024-02-28T03:24:05.8Z,1,REGULAR,2pt,Jump Shot,[],1631095,16.90210249671485,23.774509803921568,1610612745,24,22,2024-02-28T03:24:12Z,1300000,False,131.0,106.0,1,left,MISS J. Smith Jr. 16' turnaround fadeaway Shot,[1631095],1610612745.0,HOU,turnaround fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,16.88,,,,,,,,,,,
134,PT03M09.00S,2024-02-28T03:24:07.8Z,1,REGULAR,rebound,offensive,[],1641708,,,1610612745,24,22,2024-02-28T03:24:12Z,1310000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Right Center,,,,,,,133.0,,,2.0,1.0,1.0,,,,,,,,
176,PT03M02.00S,2024-02-28T03:24:14.1Z,1,REGULAR,turnover,bad pass,[],1641708,,,1610612745,24,22,2024-02-28T03:33:31Z,1330000,False,,,0,,A. Thompson bad pass TURNOVER (1 TO),"[1641708, 1628983]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0
177,PT03M02.00S,2024-02-28T03:24:14.1Z,1,REGULAR,steal,,[],1628983,,,1610612760,24,22,2024-02-28T03:33:31Z,1340000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
138,PT02M54.00S,2024-02-28T03:24:22.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,85.23324572930355,28.186274509803923,1610612760,26,22,2024-02-28T03:33:31Z,1350000,False,-109.0,86.0,1,right,S. Gilgeous-Alexander 13' turnaround fadeaway Jump Shot (10 PTS),[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,,,Made,,10.0,13.91,,,,,,,,,,,
139,PT02M33.00S,2024-02-28T03:24:42.8Z,1,REGULAR,3pt,Jump Shot,[],1631095,29.517082785808146,26.715686274509803,1610612745,26,22,2024-02-28T03:32:52Z,1360000,False,116.0,225.0,1,left,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.33,,,,,,,,,,,
140,PT02M29.00S,2024-02-28T03:24:46.8Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,26,22,2024-02-28T03:24:49Z,1370000,False,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,139.0,,,2.0,2.0,0.0,,,,,,,,
141,PT02M19.00S,2024-02-28T03:24:56.7Z,1,REGULAR,3pt,Jump Shot,[],1641717,85.23324572930355,96.07843137254902,1610612760,26,22,2024-02-28T03:25:01Z,1380000,False,230.0,86.0,1,right,MISS C. Wallace 24' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,24.6,,,,,,,,,,,
142,PT02M16.00S,2024-02-28T03:24:59.7Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,26,22,2024-02-28T03:25:01Z,1390000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,,,,141.0,,,4.0,4.0,0.0,,,,,,,,
143,PT02M06.00S,2024-02-28T03:25:10.3Z,1,REGULAR,2pt,Jump Shot,[],1641715,23.209592641261498,31.127450980392158,1610612745,26,24,2024-02-28T03:25:15Z,1400000,False,94.0,166.0,1,left,C. Whitmore 19' step back Jump Shot (2 PTS) (J. Green 1 AST),"[1641715, 201145]",1610612745.0,HOU,step back,,,Whitmore,C. Whitmore,,,,,Mid-Range,16-24 Right Center,,,,,,Made,,2.0,19.07,,,,J. Green,201145.0,1.0,,,,,
145,PT01M52.00S,2024-02-28T03:25:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.11760840998686,56.127450980392155,1610612760,26,24,2024-02-28T03:25:29Z,1420000,False,31.0,12.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.29,,,,,,,,,,,
146,PT01M52.00S,2024-02-28T03:25:24.6Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,26,24,2024-02-28T03:25:29Z,1430000,False,,,0,,A. Thompson REBOUND (Off:1 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,145.0,,,3.0,2.0,1.0,,,,,,,,
147,PT01M45.00S,2024-02-28T03:25:32.4Z,1,REGULAR,3pt,Jump Shot,[],1631095,4.681340341655716,95.34313725490196,1610612745,26,24,2024-02-28T03:25:37Z,1440000,False,-227.0,-8.0,1,left,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,22.69,,,,,,,,,,,
148,PT01M42.00S,2024-02-28T03:25:35.4Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,26,24,2024-02-28T03:25:37Z,1450000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,,,,147.0,,,1.0,1.0,0.0,,,,,,,,
149,PT01M36.00S,2024-02-28T03:25:40.2Z,1,REGULAR,turnover,lost ball,[],1630198,,,1610612760,26,24,2024-02-28T03:25:45Z,1460000,False,,,0,,I. Joe lost ball TURNOVER (1 TO),"[1630198, 1641715]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Whitmore,1641715.0
150,PT01M36.00S,2024-02-28T03:25:40.2Z,1,REGULAR,steal,,[],1641715,,,1610612745,26,24,2024-02-28T03:25:43Z,1470000,False,,,0,,C. Whitmore STEAL (1 STL),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
151,PT01M32.00S,2024-02-28T03:25:44.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1641715,22.683968462549277,50.73529411764706,1610612745,26,24,2024-02-28T03:25:53Z,1480000,False,-4.0,161.0,1,left,MISS C. Whitmore 16' running pullup Shot,[1641715],1610612745.0,HOU,running pullup,,,Whitmore,C. Whitmore,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,16.07,,,,,,,,,,,
152,PT01M30.00S,2024-02-28T03:25:46.5Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,26,24,2024-02-28T03:25:53Z,1490000,False,,,0,,K. Williams REBOUND (Off:0 Def:3),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Mid-Range,16-24 Center,,,,,,,151.0,,,3.0,3.0,0.0,,,,,,,,
153,PT01M13.00S,2024-02-28T03:26:05.9Z,1,REGULAR,turnover,out-of-bounds,[],1628983,,,1610612760,26,24,2024-02-28T03:26:12Z,1500000,False,,,0,,S. Gilgeous-Alexander bad pass out-of-bounds TURNOVER (1 TO),[1628983],1610612760.0,OKC,bad pass,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,201639.0,,,,,,,,,,,,,,,,,1.0,,
154,PT01M13.00S,2024-02-28T03:26:10.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,26,24,2024-02-28T03:26:10Z,1510000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M13.00S,2024-02-28T03:28:57.6Z,1,REGULAR,substitution,out,[],1631119,,,1610612745,26,24,2024-02-28T03:29:20Z,1520000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M13.00S,2024-02-28T03:28:57.6Z,1,REGULAR,substitution,out,[],1627832,,,1610612745,26,24,2024-02-28T03:29:20Z,1530000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M13.00S,2024-02-28T03:28:57.6Z,1,REGULAR,substitution,in,[],1630598,,,1610612745,26,24,2024-02-28T03:29:20Z,1540000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M13.00S,2024-02-28T03:28:57.6Z,1,REGULAR,substitution,in,[],1628988,,,1610612745,26,24,2024-02-28T03:29:20Z,1550000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M03.00S,2024-02-28T03:29:44.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628988,2.8416557161629434,96.07843137254902,1610612745,26,24,2024-02-28T03:29:50Z,1560000,False,-230.0,-26.0,1,left,MISS A. Holiday 3PT,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.18,,,,,,,,,,,
160,PT01M00.00S,2024-02-28T03:29:46.8Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,26,24,2024-02-28T03:29:46Z,1570000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,,,,,,,159.0,,,5.0,4.0,1.0,,,,,,,,
162,PT00M53.80S,2024-02-28T03:30:11.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641715,30.17411300919842,18.872549019607842,1610612745,26,27,2024-02-28T03:30:15Z,1590000,False,156.0,231.0,1,left,C. Whitmore 27' 3PT pullup (5 PTS) (J. Smith Jr. 1 AST),"[1641715, 1631095]",1610612745.0,HOU,pullup,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,5.0,27.86,,,,J. Smith Jr.,1631095.0,1.0,,,,,
265,PT00M31.20S,2024-02-28T03:30:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,87.86136662286465,49.26470588235294,1610612760,26,27,2024-02-28T04:23:55Z,1605000,False,-4.0,62.0,1,right,MISS A. Wiggins 6' Layup - blocked,"[1630598, 201145]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.17,,,,,,,Green,201145.0,,,
266,PT00M31.20S,2024-02-28T03:30:29.6Z,1,REGULAR,block,,[],201145,,,1610612760,26,27,2024-02-28T03:47:26Z,1607500,False,,,0,,J. Green BLOCK (1 BLK),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
