actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
22,PT10M28.00S,2024-02-28T03:07:47.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.389618922470433,44.6078431372549,1610612745,4,4,2024-02-28T03:09:14Z,220000,False,27.0,8.0,1,left,MISS J. Green driving Layup - blocked,"[1630224, 1631096]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.8,,,,,,,Holmgren,1631096.0,,,
23,PT10M28.00S,2024-02-28T03:07:47.6Z,1,REGULAR,block,,[],1631096,,,1610612745,4,4,2024-02-28T03:07:50Z,230000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M26.00S,2024-02-28T03:07:49.6Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,4,4,2024-02-28T03:07:51Z,240000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,22.0,,,1.0,1.0,0.0,,,,,,,,
25,PT10M19.00S,2024-02-28T03:07:56.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,82.60512483574244,50.0,1610612760,6,4,2024-02-28T03:08:01Z,250000,False,0.0,111.0,1,right,C. Holmgren 11' pullup Jump Shot (2 PTS),[1631096],1610612760.0,OKC,pullup,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,2.0,11.1,,,,,,,,,,,
26,PT10M04.00S,2024-02-28T03:08:12.0Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612745,6,4,2024-02-28T03:08:17Z,260000,False,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 1631096]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Holmgren,1631096.0
27,PT10M04.00S,2024-02-28T03:08:12.0Z,1,REGULAR,steal,,[],1631096,,,1610612760,6,4,2024-02-28T03:08:14Z,270000,False,,,0,,C. Holmgren STEAL (1 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
28,PT09M48.00S,2024-02-28T03:08:27.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630581,85.89027595269383,30.637254901960787,1610612760,8,4,2024-02-28T03:08:32Z,280000,False,-97.0,80.0,1,right,J. Giddey 12' driving floating Jump Shot (6 PTS) (S. Gilgeous-Alexander 1 AST),"[1630581, 1628983]",1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,,,,Made,,6.0,12.56,,,,S. Gilgeous-Alexander,1628983.0,1.0,,,,,
30,PT09M37.00S,2024-02-28T03:08:40.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,7.835085413929041,46.81372549019608,1610612745,8,4,2024-02-28T03:08:48Z,300000,False,16.0,21.0,1,left,MISS J. Smith Jr. driving finger roll Layup,[1631095],1610612745.0,HOU,driving finger roll,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.64,,,,,,,,,,,
31,PT09M37.00S,2024-02-28T03:08:40.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,8,4,2024-02-28T03:08:54Z,310000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,30.0,,,,,,,,,,,,,
33,PT09M37.00S,2024-02-28T03:09:03.8Z,1,REGULAR,foul,offensive,[],1631095,,,1610612745,8,4,2024-02-28T03:12:14Z,330000,False,,,0,,J. Smith Jr. offensive FOUL (1 PF),"[1631095, 1629652]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,201639.0,1.0,0.0,Dort,1629652.0,,,,,,,,,,,,,,,
35,PT09M37.00S,2024-02-28T03:09:03.8Z,1,REGULAR,turnover,offensive foul,[],1631095,,,1610612745,8,4,2024-02-28T03:09:03Z,350000,False,,,0,,J. Smith Jr. offensive foul TURNOVER (1 TO),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,201639.0,,,,,,,,,,,,,,,,,1.0,,
36,PT09M32.00S,2024-02-28T03:09:20.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,68.9388961892247,67.15686274509804,1610612760,8,4,2024-02-28T03:12:41Z,360000,False,86.0,239.0,1,right,MISS J. Giddey 25' pullup 3PT,[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.44,,,,,,,,,,,
37,PT09M29.00S,2024-02-28T03:09:22.7Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,8,4,2024-02-28T03:09:22Z,370000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,36.0,,,1.0,1.0,0.0,,,,,,,,
38,PT09M24.00S,2024-02-28T03:09:26.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,6.915243101182654,54.65686274509803,1610612745,8,4,2024-02-28T03:13:19Z,380000,False,-23.0,13.0,1,left,MISS F. VanVleet running Layup,[1627832],1610612745.0,HOU,running,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.64,,,,,,,,,,,
40,PT09M21.00S,2024-02-28T03:09:29.8Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,8,4,2024-02-28T03:10:04Z,400000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,38.0,,,2.0,1.0,1.0,,,,,,,,
41,PT09M20.00S,2024-02-28T03:09:30.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1630578,4.812746386333772,48.77450980392157,1610612745,8,6,2024-02-28T03:13:30Z,410000,False,6.0,-7.0,1,left,A. Sengun putback Layup (3 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,Made,,3.0,0.95,,,,,,,,,,,
42,PT09M17.00S,2024-02-28T03:09:43.5Z,1,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612760,8,6,2024-02-28T03:09:55Z,420000,False,,,0,,F. VanVleet shooting personal FOUL (1 PF) (Giddey 2 FT),"[1627832, 1630581]",1610612745.0,HOU,shooting,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,201639.0,1.0,0.0,Giddey,1630581.0,,,,,,,,,,,,,,,
44,PT09M17.00S,2024-02-28T03:10:02.0Z,1,REGULAR,freethrow,1 of 2,[],1630581,,,1610612760,9,6,2024-02-28T03:10:02Z,440000,False,,,0,,J. Giddey Free Throw 1 of 2 (7 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
45,PT09M17.00S,2024-02-28T03:10:02.0Z,1,REGULAR,freethrow,2 of 2,[],1630581,,,1610612760,9,6,2024-02-28T03:10:17Z,450000,False,,,0,,MISS J. Giddey Free Throw 2 of 2,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
46,PT09M15.00S,2024-02-28T03:10:04.0Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,9,6,2024-02-28T03:10:17Z,460000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,45.0,,,2.0,2.0,0.0,,,,,,,,
47,PT09M00.00S,2024-02-28T03:10:31.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,5.469776609724048,61.029411764705884,1610612745,9,8,2024-02-28T03:56:32Z,470000,False,-55.0,-1.0,1,left,A. Sengun floating Jump Shot (5 PTS) (J. Green 1 AST),"[1630578, 1630224]",1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,5.0,5.51,,,,J. Green,1630224.0,1.0,,,,,
49,PT08M49.00S,2024-02-28T03:10:41.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,88.12417871222075,62.99019607843137,1610612760,11,8,2024-02-28T03:10:47Z,490000,False,65.0,59.0,1,right,J. Giddey 8' floating Jump Shot (9 PTS) (J. Williams 2 AST),"[1630581, 1631114]",1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,,9.0,8.79,,,,J. Williams,1631114.0,2.0,,,,,
51,PT08M40.00S,2024-02-28T03:10:51.1Z,1,REGULAR,3pt,Jump Shot,[],1630224,33.065045992115635,54.65686274509803,1610612745,11,8,2024-02-28T03:10:55Z,510000,False,-23.0,258.0,1,left,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.93,,,,,,,,,,,
52,PT08M37.00S,2024-02-28T03:10:54.1Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,11,8,2024-02-28T03:10:55Z,520000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,,,,,,,51.0,,,2.0,2.0,0.0,,,,,,,,
53,PT08M27.00S,2024-02-28T03:11:04.3Z,1,REGULAR,turnover,bad pass,[],1631096,,,1610612760,11,8,2024-02-28T03:11:11Z,530000,False,,,0,,C. Holmgren bad pass TURNOVER (1 TO),"[1631096, 1627832]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,VanVleet,1627832.0
114,PT08M27.00S,2024-02-28T03:11:04.3Z,1,REGULAR,steal,,[],1627832,,,1610612745,11,8,2024-02-28T03:21:30Z,535000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT08M22.00S,2024-02-28T03:11:08.9Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,11,8,2024-02-28T03:11:14Z,540000,False,,,0,,J. Green lost ball TURNOVER (1 TO),"[1630224, 1631114]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Williams,1631114.0
55,PT08M22.00S,2024-02-28T03:11:08.9Z,1,REGULAR,steal,,[],1631114,,,1610612760,11,8,2024-02-28T03:11:54Z,550000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
56,PT08M18.00S,2024-02-28T03:11:13.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629652,79.71419185282524,6.61764705882353,1610612760,11,8,2024-02-28T03:15:53Z,560000,False,-217.0,138.0,1,right,MISS L. Dort 25' running 3PT,[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.72,,,,,,,,,,,
57,PT08M16.00S,2024-02-28T03:11:15.8Z,1,REGULAR,rebound,offensive,[],1631114,,,1610612760,11,8,2024-02-28T03:11:15Z,570000,False,,,0,,J. Williams REBOUND (Off:1 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,56.0,,,2.0,1.0,1.0,,,,,,,,
58,PT08M10.00S,2024-02-28T03:11:22.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628983,73.27529566360053,17.892156862745097,1610612760,11,8,2024-02-28T03:11:29Z,580000,False,-161.0,199.0,1,right,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.54,,,,,,,,,,,
60,PT08M07.00S,2024-02-28T03:11:25.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,11,8,2024-02-28T03:11:29Z,590000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,58.0,,,,,,,,,,,,,
62,PT07M56.00S,2024-02-28T03:11:42.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,10.200394218134035,50.0,1610612745,11,8,2024-02-28T03:17:43Z,610000,False,0.0,43.0,1,left,MISS A. Sengun turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,4.34,,,,,,,,,,,
63,PT07M56.00S,2024-02-28T03:11:42.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,11,8,2024-02-28T03:11:45Z,620000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,62.0,,,,,,,,,,,,,
65,PT07M51.00S,2024-02-28T03:12:02.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630578,4.155716162943495,82.35294117647058,1610612745,11,10,2024-02-28T03:12:06Z,640000,False,-162.0,-13.0,1,left,A. Sengun 16' Jump Shot (7 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left,,,,,,Made,,7.0,16.24,,,,,,,,,,,
66,PT07M34.00S,2024-02-28T03:12:20.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,97.32260183968464,34.068627450980394,1610612760,11,10,2024-02-28T03:12:24Z,650000,False,-80.0,-27.0,1,right,MISS J. Giddey 8' driving floating Shot,[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,,8.42,,,,,,,,,,,
67,PT07M32.00S,2024-02-28T03:12:22.0Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,11,10,2024-02-28T03:12:24Z,660000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,66.0,,,1.0,1.0,0.0,,,,,,,,
68,PT07M29.00S,2024-02-28T03:12:26.8Z,1,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612745,11,10,2024-02-28T03:12:36Z,670000,False,,,0,,L. Dort shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[1629652, 1631095]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,201639.0,1.0,0.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,
71,PT07M29.00S,2024-02-28T03:12:55.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631095,,,1610612745,11,11,2024-02-28T03:18:34Z,690000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (1 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
72,PT07M29.00S,2024-02-28T03:12:55.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631095,,,1610612745,11,12,2024-02-28T03:18:34Z,700000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (2 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
73,PT07M13.00S,2024-02-28T03:13:40.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,80.6340341655716,37.745098039215684,1610612760,13,12,2024-02-28T03:13:44Z,710000,False,-61.0,130.0,1,right,J. Williams 14' pullup Jump Shot (2 PTS),[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,2.0,14.33,,,,,,,,,,,
74,PT07M00.00S,2024-02-28T03:13:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,4.812746386333772,54.90196078431373,1610612745,13,12,2024-02-28T03:13:56Z,720000,False,-25.0,-7.0,1,left,MISS J. Green driving Layup - blocked,"[1630224, 1631096]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.56,,,,,,,Holmgren,1631096.0,,,
75,PT07M00.00S,2024-02-28T03:13:51.9Z,1,REGULAR,block,,[],1631096,,,1610612745,13,12,2024-02-28T03:13:54Z,730000,False,,,0,,C. Holmgren BLOCK (2 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
76,PT06M58.00S,2024-02-28T03:13:53.9Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,13,12,2024-02-28T03:13:56Z,740000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,74.0,,,1.0,1.0,0.0,,,,,,,,
77,PT06M55.00S,2024-02-28T03:13:58.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629652,91.01511169513797,45.09803921568628,1610612760,13,12,2024-02-28T03:14:06Z,750000,False,-25.0,32.0,1,right,MISS L. Dort running Layup - blocked,"[1629652, 1630578]",1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,4.03,,,,,,,Sengun,1630578.0,,,
78,PT06M55.00S,2024-02-28T03:13:58.3Z,1,REGULAR,block,,[],1630578,,,1610612760,13,12,2024-02-28T03:14:00Z,760000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
79,PT06M52.00S,2024-02-28T03:14:01.3Z,1,REGULAR,rebound,offensive,[],1631114,,,1610612760,13,12,2024-02-28T03:14:06Z,770000,False,,,0,,J. Williams REBOUND (Off:2 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,77.0,,,3.0,1.0,2.0,,,,,,,,
80,PT06M49.00S,2024-02-28T03:14:03.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628983,70.90998685939553,21.323529411764707,1610612760,13,12,2024-02-28T03:14:08Z,780000,False,-143.0,221.0,1,right,MISS S. Gilgeous-Alexander 26' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.34,,,,,,,,,,,
81,PT06M47.00S,2024-02-28T03:14:05.0Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,13,12,2024-02-28T03:14:08Z,790000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,80.0,,,3.0,3.0,0.0,,,,,,,,
82,PT06M33.00S,2024-02-28T03:14:19.6Z,1,REGULAR,3pt,Jump Shot,[],1631095,6.389618922470433,3.6764705882352944,1610612745,13,15,2024-02-28T03:14:23Z,800000,False,232.0,8.0,1,left,J. Smith Jr. 3PT  (5 PTS) (J. Green 2 AST),"[1631095, 1630224]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,,,Made,,5.0,23.17,,,,J. Green,1630224.0,2.0,,,,,
