actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
82,PT04M54.00S,2023-11-23T01:23:15.9Z,1,REGULAR,substitution,in,[],1630198,,,1610612741,12,7,2023-11-23T01:23:25Z,820000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M54.00S,2023-11-23T01:23:15.9Z,1,REGULAR,substitution,in,[],1630322,,,1610612741,12,7,2023-11-23T01:23:25Z,830000,False,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M54.00S,2023-11-23T01:23:15.9Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,12,7,2023-11-23T01:23:25Z,840000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M52.00S,2023-11-23T01:23:38.1Z,1,REGULAR,2pt,Jump Shot,[],1629632,7.178055190538765,21.813725490196077,1610612741,12,7,2023-11-23T01:23:42Z,850000,False,141.0,15.0,1,left,MISS C. White 14' Jump Shot,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,8-16 Right,14.17,Missed,,,,,,,,,,,,,,,,,,
86,PT04M49.00S,2023-11-23T01:23:41.1Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,12,7,2023-11-23T01:23:42Z,860000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,
87,PT04M35.00S,2023-11-23T01:23:55.4Z,1,REGULAR,3pt,Jump Shot,[],1641717,98.11103810775296,3.431372549019608,1610612760,15,7,2023-11-23T01:24:00Z,870000,False,-233.0,-35.0,1,right,C. Wallace 3PT  (5 PTS) (L. Waters III 1 AST),"[1641717, 1630322]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,23.54,Made,5.0,,,,,,,,,,,,,,,L. Waters III,1630322.0,1.0
89,PT04M12.00S,2023-11-23T01:24:17.6Z,1,REGULAR,3pt,Jump Shot,[],1627936,25.969119579500656,18.627450980392158,1610612741,15,7,2023-11-23T01:24:22Z,890000,False,157.0,192.0,1,left,MISS A. Caruso 24' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,24.76,Missed,,,,,,,,,,,,,,,,,,
90,PT04M10.00S,2023-11-23T01:24:19.6Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,15,7,2023-11-23T01:24:22Z,900000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,89.0,2.0,2.0,0.0,,,,,,,,,,,,,
91,PT04M00.00S,2023-11-23T01:24:30.5Z,1,REGULAR,3pt,Jump Shot,[],1631119,66.70499342969777,50.0,1610612760,15,7,2023-11-23T01:24:35Z,910000,False,0.0,260.0,1,right,MISS J. Williams 26' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
92,PT03M56.00S,2023-11-23T01:24:34.5Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,15,7,2023-11-23T01:24:35Z,920000,False,,,0,,A. Caruso REBOUND (Off:1 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,,,,91.0,3.0,2.0,1.0,,,,,,,,,,,,,
93,PT03M47.00S,2023-11-23T01:24:46.4Z,1,REGULAR,foul,personal,[],1631119,,,1610612741,15,7,2023-11-23T01:24:52Z,930000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631119, 202696]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1201.0,1.0,0.0,Vucevic,202696.0,,,
95,PT03M40.00S,2023-11-23T01:25:12.7Z,1,REGULAR,foul,personal,[],1641717,,,1610612741,15,7,2023-11-23T01:25:18Z,950000,False,,,0,,C. Wallace personal FOUL (1 PF),"[1641717, 1629632]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2003.0,1.0,0.0,White,1629632.0,,,
97,PT03M40.00S,2023-11-23T01:25:25.3Z,1,REGULAR,substitution,out,[],1627936,,,1610612741,15,7,2023-11-23T01:25:29Z,970000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M40.00S,2023-11-23T01:25:25.3Z,1,REGULAR,substitution,in,[],1628470,,,1610612741,15,7,2023-11-23T01:25:29Z,980000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M32.00S,2023-11-23T01:25:47.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,3.3672798948751645,62.5,1610612741,15,9,2023-11-23T01:25:54Z,990000,False,-62.0,-21.0,1,left,N. Vucevic 6' floating Jump Shot (4 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,6.59,Made,4.0,,,,,,,,,,,,,,,C. White,1629632.0,1.0
101,PT03M17.00S,2023-11-23T01:26:02.4Z,1,REGULAR,2pt,Jump Shot,[],1630198,96.40275952693824,16.911764705882355,1610612760,15,9,2023-11-23T01:26:07Z,1010000,False,-165.0,-19.0,1,right,MISS I. Joe 16' pullup Shot,[1630198],1610612760.0,OKC,pullup,,,Joe,I. Joe,,,,,Mid-Range,16-24 Left,16.65,Missed,,,,,,,,,,,,,,,,,,
102,PT03M15.00S,2023-11-23T01:26:04.4Z,1,REGULAR,rebound,offensive,[],1630322,,,1610612760,15,9,2023-11-23T01:26:07Z,1020000,False,,,0,,L. Waters III REBOUND (Off:1 Def:0),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Mid-Range,16-24 Left,,,,101.0,1.0,0.0,1.0,,,,,,,,,,,,,
103,PT03M07.00S,2023-11-23T01:26:13.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630198,80.6340341655716,4.6568627450980395,1610612760,18,9,2023-11-23T01:26:18Z,1030000,False,-227.0,130.0,1,right,I. Joe 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1630198, 1628983]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,26.11,Made,3.0,,,,,,,,,,,,,,,S. Gilgeous-Alexander,1628983.0,1.0
105,PT02M49.00S,2023-11-23T01:26:30.5Z,1,REGULAR,3pt,Jump Shot,[],1630245,5.995400788436268,3.431372549019608,1610612741,18,12,2023-11-23T01:26:36Z,1050000,False,233.0,4.0,1,left,A. Dosunmu 3PT  (3 PTS) (C. White 2 AST),"[1630245, 1629632]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,23.28,Made,3.0,,,,,,,,,,,,,,,C. White,1629632.0,2.0
107,PT02M40.00S,2023-11-23T01:26:42.2Z,1,REGULAR,3pt,Jump Shot,[],1630198,67.36202365308804,22.30392156862745,1610612760,18,12,2023-11-23T01:28:37Z,1070000,False,-138.0,254.0,1,right,MISS I. Joe 28' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,28.96,Missed,,,,,,,,,,,,,,,,,,
108,PT02M36.00S,2023-11-23T01:26:46.2Z,1,REGULAR,rebound,offensive,[],1628983,,,1610612760,18,12,2023-11-23T01:28:37Z,1080000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,107.0,2.0,1.0,1.0,,,,,,,,,,,,,
109,PT02M28.00S,2023-11-23T01:26:52.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628983,66.70499342969777,69.85294117647058,1610612760,18,12,2023-11-23T01:26:57Z,1090000,False,99.0,260.0,1,right,MISS S. Gilgeous-Alexander 27' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,27.88,Missed,,,,,,,,,,,,,,,,,,
110,PT02M26.00S,2023-11-23T01:26:54.1Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,18,12,2023-11-23T01:26:57Z,1100000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,
111,PT02M06.00S,2023-11-23T01:27:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,7.178055190538765,51.225490196078425,1610612741,18,12,2023-11-23T01:27:24Z,1110000,False,-6.0,15.0,1,left,MISS C. White Layup - blocked,"[1629632, 1630322]",1610612741.0,CHI,,,,White,C. White,,,,,Restricted Area,0-8 Center,1.62,Missed,,,,,,Waters III,1630322.0,,,,,,,,,,,
112,PT02M06.00S,2023-11-23T01:27:14.3Z,1,REGULAR,block,,[],1630322,,,1610612741,18,12,2023-11-23T01:27:16Z,1120000,False,,,0,,L. Waters III BLOCK (1 BLK),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT02M04.00S,2023-11-23T01:27:16.3Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,18,12,2023-11-23T01:27:24Z,1130000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,111.0,3.0,2.0,1.0,,,,,,,,,,,,,
114,PT02M04.00S,2023-11-23T01:27:34.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,18,12,2023-11-23T01:27:34Z,1140000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M04.00S,2023-11-23T01:27:35.8Z,1,REGULAR,substitution,out,[],1631119,,,1610612760,18,12,2023-11-23T01:30:03Z,1150000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M04.00S,2023-11-23T01:27:35.8Z,1,REGULAR,substitution,out,[],1641717,,,1610612760,18,12,2023-11-23T01:30:03Z,1160000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M04.00S,2023-11-23T01:27:35.8Z,1,REGULAR,substitution,out,[],202696,,,1610612760,18,12,2023-11-23T01:30:03Z,1170000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M04.00S,2023-11-23T01:27:35.8Z,1,REGULAR,substitution,out,[],1630172,,,1610612760,18,12,2023-11-23T01:30:03Z,1180000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M04.00S,2023-11-23T01:27:35.8Z,1,REGULAR,substitution,in,[],1631096,,,1610612760,18,12,2023-11-23T01:30:03Z,1190000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M04.00S,2023-11-23T01:27:35.8Z,1,REGULAR,substitution,in,[],1629652,,,1610612760,18,12,2023-11-23T01:30:03Z,1200000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M04.00S,2023-11-23T01:27:35.8Z,1,REGULAR,substitution,in,[],201942,,,1610612760,18,12,2023-11-23T01:30:03Z,1210000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M04.00S,2023-11-23T01:27:35.8Z,1,REGULAR,substitution,in,[],203083,,,1610612760,18,12,2023-11-23T01:30:03Z,1220000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M01.00S,2023-11-23T01:30:23.8Z,1,REGULAR,jumpball,recovered,[],1630198,,,1610612760,18,12,2023-11-23T01:30:23Z,1230000,False,,,0,,Jump Ball S. Gilgeous-Alexander vs. C. White: Tip to I. Joe,"[1630198, 1628983, 1629632]",1610612760.0,OKC,heldball,I. Joe,1630198.0,Joe,I. Joe,Gilgeous-Alexander,1628983.0,White,1629632.0,,,,,,,,,,,,,,,,,,,,,,
126,PT01M59.00S,2023-11-23T01:30:25.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630198,93.77463863337714,46.32352941176471,1610612760,20,12,2023-11-23T01:30:32Z,1260000,False,-18.0,6.0,1,right,I. Joe running DUNK (5 PTS) (S. Gilgeous-Alexander 2 AST),"[1630198, 1628983]",1610612760.0,OKC,running,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,1.94,Made,5.0,,,,,,,,,,,,,,,S. Gilgeous-Alexander,1628983.0,2.0
128,PT01M40.00S,2023-11-23T01:30:46.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612741,20,12,2023-11-23T01:30:53Z,1280000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1628983, 201942]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2003.0,2.0,0.0,DeRozan,201942.0,,,
130,PT01M40.00S,2023-11-23T01:31:11.5Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,20,13,2023-11-23T01:31:11Z,1300000,False,,,0,,D. DeRozan Free Throw 1 of 2 (1 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
131,PT01M40.00S,2023-11-23T01:31:12.0Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,20,13,2023-11-23T01:31:14Z,1310000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M40.00S,2023-11-23T01:31:12.0Z,1,REGULAR,substitution,in,[],1628975,,,1610612741,20,13,2023-11-23T01:31:14Z,1320000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M40.00S,2023-11-23T01:31:27.4Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,20,14,2023-11-23T01:31:27Z,1330000,False,,,0,,D. DeRozan Free Throw 2 of 2 (2 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
134,PT01M27.00S,2023-11-23T01:31:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.51182654402102,49.754901960784316,1610612760,20,14,2023-11-23T01:33:02Z,1340000,False,-1.0,8.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.86,Missed,,,,,,,,,,,,,,,,,,
135,PT01M24.00S,2023-11-23T01:31:45.2Z,1,REGULAR,rebound,offensive,[],1631096,,,1610612760,20,14,2023-11-23T01:31:46Z,1350000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,134.0,5.0,3.0,2.0,,,,,,,,,,,,,
136,PT01M24.00S,2023-11-23T01:31:44.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631096,94.40999984741211,50.0,1610612760,20,14,2023-11-23T01:31:49Z,1360000,False,0.0,0.0,1,right,MISS C. Holmgren tip Layup,[1631096],1610612760.0,OKC,tip,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
137,PT01M24.00S,2023-11-23T01:31:44.6Z,1,REGULAR,rebound,offensive,[],1631096,,,1610612760,20,14,2023-11-23T01:31:49Z,1370000,False,,,0,,C. Holmgren REBOUND (Off:3 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,136.0,6.0,3.0,3.0,,,,,,,,,,,,,
138,PT01M20.00S,2023-11-23T01:31:48.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631096,94.40999984741211,50.0,1610612760,22,14,2023-11-23T01:31:48Z,1380000,False,0.0,0.0,1,right,C. Holmgren putback Layup (2 PTS),[1631096],1610612760.0,OKC,putback,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
139,PT01M11.00S,2023-11-23T01:31:57.4Z,1,REGULAR,3pt,Jump Shot,[],1628470,4.944152431011826,96.56862745098039,1610612741,22,14,2023-11-23T01:32:08Z,1390000,False,-233.0,-6.0,1,left,MISS T. Craig 3PT,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,,
140,PT01M08.00S,2023-11-23T01:32:00.4Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,22,14,2023-11-23T01:32:13Z,1400000,False,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Left Corner 3,24+ Left,,,,139.0,1.0,0.0,1.0,,,,,,,,,,,,,
142,PT01M06.00S,2023-11-23T01:32:17.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628975,15.456636005256241,2.941176470588235,1610612741,22,14,2023-11-23T01:32:22Z,1420000,False,235.0,93.0,1,left,MISS J. Carter 25' 3PT,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right,25.29,Missed,,,,,,,,,,,,,,,,,,
143,PT01M02.00S,2023-11-23T01:32:21.5Z,1,REGULAR,rebound,defensive,[],1630322,,,1610612760,22,14,2023-11-23T01:32:22Z,1430000,False,,,0,,L. Waters III REBOUND (Off:1 Def:1),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Right,,,,142.0,2.0,1.0,1.0,,,,,,,,,,,,,
144,PT00M45.00S,2023-11-23T01:32:39.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,93.38042049934296,50.0,1610612760,24,14,2023-11-23T01:32:43Z,1440000,False,0.0,10.0,1,right,C. Holmgren driving DUNK (4 PTS) (S. Gilgeous-Alexander 3 AST),"[1631096, 1628983]",1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,0.97,Made,4.0,,,,,,,,,,,,,,,S. Gilgeous-Alexander,1628983.0,3.0
146,PT00M30.80S,2023-11-23T01:32:57.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203083,9.674770039421814,50.98039215686274,1610612741,24,14,2023-11-23T01:33:02Z,1460000,False,-5.0,38.0,1,left,MISS A. Drummond Hook - blocked,"[203083, 1631096]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,3.87,Missed,,,,,,Holmgren,1631096.0,,,,,,,,,,,
148,PT00M30.80S,2023-11-23T01:32:57.2Z,1,REGULAR,block,,[],1631096,,,1610612741,24,14,2023-11-23T01:33:07Z,1465000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
147,PT00M28.90S,2023-11-23T01:32:59.1Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,24,14,2023-11-23T01:33:02Z,1470000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,,,,146.0,1.0,1.0,0.0,,,,,,,,,,,,,
149,PT00M19.90S,2023-11-23T01:33:08.3Z,1,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612760,24,14,2023-11-23T01:33:15Z,1480000,False,,,0,,T. Craig shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1628470, 1628983]",1610612741.0,CHI,shooting,,,Craig,T. Craig,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,2003.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,
151,PT00M19.90S,2023-11-23T01:33:33.7Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,25,14,2023-11-23T01:33:33Z,1500000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (9 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
152,PT00M19.90S,2023-11-23T01:33:34.2Z,1,REGULAR,substitution,out,[],1630322,,,1610612760,25,14,2023-11-23T01:33:50Z,1510000,False,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M19.90S,2023-11-23T01:33:34.2Z,1,REGULAR,substitution,out,[],1628470,,,1610612760,25,14,2023-11-23T01:33:50Z,1520000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M19.90S,2023-11-23T01:33:34.2Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,25,14,2023-11-23T01:33:50Z,1530000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M19.90S,2023-11-23T01:33:34.2Z,1,REGULAR,substitution,in,[],1629632,,,1610612760,25,14,2023-11-23T01:33:50Z,1540000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M19.90S,2023-11-23T01:34:01.4Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,26,14,2023-11-23T01:34:01Z,1550000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (10 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
157,PT00M03.00S,2023-11-23T01:34:22.4Z,1,REGULAR,3pt,Jump Shot,[],1628975,25.969119579500656,82.84313725490196,1610612741,26,14,2023-11-23T01:34:34Z,1560000,False,-164.0,192.0,1,left,MISS J. Carter 25' step back 3PT,[1628975],1610612741.0,CHI,step back,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,25.23,Missed,,,,,,,,,,,,,,,,,,
158,PT00M01.00S,2023-11-23T01:34:24.4Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,26,14,2023-11-23T01:34:34Z,1570000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,,,,157.0,1.0,1.0,0.0,,,,,,,,,,,,,
159,PT00M00.00S,2023-11-23T01:34:39.3Z,1,REGULAR,period,end,[],0,,,1610612760,26,14,2023-11-23T01:34:39Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-11-23T01:34:42.1Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,26,14,2023-11-23T01:36:44Z,1590000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-11-23T01:34:42.1Z,2,REGULAR,substitution,out,['startperiod'],1630198,,,1610612760,26,14,2023-11-23T01:36:44Z,1600000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-11-23T01:34:42.1Z,2,REGULAR,substitution,out,['startperiod'],1629632,,,1610612760,26,14,2023-11-23T01:36:44Z,1610000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-11-23T01:34:42.1Z,2,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,26,14,2023-11-23T01:36:44Z,1620000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-11-23T01:34:42.1Z,2,REGULAR,substitution,in,['startperiod'],203995,,,1610612760,26,14,2023-11-23T01:36:44Z,1630000,False,,,0,,SUB in: V. Micic,[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-11-23T01:34:42.1Z,2,REGULAR,substitution,in,['startperiod'],1628470,,,1610612760,26,14,2023-11-23T01:36:44Z,1640000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-11-23T01:37:01.5Z,2,REGULAR,period,start,[],0,,,1610612741,26,14,2023-11-23T01:37:01Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
