actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT10M24.00S,2023-11-15T00:37:31.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631110,91.67214191852825,51.470588235294116,1610612759,2,0,2023-11-15T00:37:39Z,180000,False,7.0,26.0,1,right,MISS J. Sochan running Layup - blocked,"[1631110, 1631096]",1610612759.0,SAS,running,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,2.68,Missed,,,,,,,,,Holmgren,1631096.0,,,,,,,,
19,PT10M24.00S,2023-11-15T00:37:31.0Z,1,REGULAR,block,,[],1631096,,,1610612759,2,0,2023-11-15T00:37:33Z,190000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M19.00S,2023-11-15T00:37:36.0Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,2,0,2023-11-15T00:37:39Z,200000,False,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,18.0,1.0,0.0,1.0,,,,,,,,,,
21,PT10M19.00S,2023-11-15T00:37:34.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628380,91.5407358738502,50.0,1610612759,2,2,2023-11-15T00:37:43Z,210000,False,0.0,27.0,1,right,Z. Collins putback Layup (2 PTS),[1628380],1610612759.0,SAS,putback,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,2.7,Made,2.0,,,,,,,,,,,,,,,,,
22,PT10M05.00S,2023-11-15T00:37:48.4Z,1,REGULAR,2pt,Jump Shot,[],1628983,4.944152431011826,79.41176470588235,1610612760,2,2,2023-11-15T00:37:54Z,220000,False,-147.0,-6.0,1,left,MISS S. Gilgeous-Alexander 14' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,14.72,Missed,,,,,,,,,,,,,,,,,,
23,PT10M01.00S,2023-11-15T00:37:52.4Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,2,2,2023-11-15T00:37:54Z,230000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,
24,PT09M55.00S,2023-11-15T00:37:58.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,93.9060446780552,52.20588235294118,1610612759,2,4,2023-11-15T00:38:03Z,240000,False,11.0,5.0,1,right,J. Sochan cutting Layup (2 PTS) (V. Wembanyama 1 AST),"[1631110, 1641705]",1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.2,Made,2.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,,,,,
26,PT09M46.00S,2023-11-15T00:38:07.8Z,1,REGULAR,3pt,Jump Shot,[],1631096,31.09395532194481,67.8921568627451,1610612760,2,4,2023-11-15T00:38:16Z,260000,False,-89.0,240.0,1,left,MISS C. Holmgren 25' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,,
27,PT09M44.00S,2023-11-15T00:38:10.5Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,2,4,2023-11-15T00:38:10Z,270000,False,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,26.0,1.0,0.0,1.0,,,,,,,,,,
28,PT09M38.00S,2023-11-15T00:38:16.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631114,32.276609724047304,29.166666666666668,1610612760,5,4,2023-11-15T00:38:21Z,280000,False,104.0,251.0,1,left,J. Williams 27' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1631114, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,27.17,Made,3.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,,
30,PT09M18.00S,2023-11-15T00:38:35.8Z,1,REGULAR,3pt,Jump Shot,[],1628380,72.48685939553219,79.16666666666666,1610612759,5,4,2023-11-15T00:38:41Z,300000,False,146.0,206.0,1,right,MISS Z. Collins 25' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
31,PT09M14.00S,2023-11-15T00:38:39.8Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,5,4,2023-11-15T00:38:41Z,310000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,
32,PT09M09.00S,2023-11-15T00:38:45.6Z,1,REGULAR,3pt,Jump Shot,[],1631114,27.677398160315374,78.43137254901961,1610612760,5,4,2023-11-15T00:39:57Z,320000,False,-142.0,208.0,1,left,MISS J. Williams 25' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
33,PT09M05.00S,2023-11-15T00:38:49.6Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,5,4,2023-11-15T00:38:51Z,330000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,,32.0,3.0,3.0,0.0,,,,,,,,,,
34,PT08M59.00S,2023-11-15T00:38:54.8Z,1,REGULAR,3pt,Jump Shot,[],1641705,72.61826544021025,14.460784313725492,1610612759,5,4,2023-11-15T00:39:00Z,340000,False,-178.0,205.0,1,right,MISS V. Wembanyama 27' pullup 3PT,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,27.12,Missed,,,,,,,,,,,,,,,,,,
35,PT08M57.00S,2023-11-15T00:38:56.8Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,5,4,2023-11-15T00:39:00Z,350000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,
36,PT08M50.00S,2023-11-15T00:39:04.3Z,1,REGULAR,turnover,lost ball,[],1631114,,,1610612760,5,4,2023-11-15T00:39:10Z,360000,False,,,0,,J. Williams lost ball TURNOVER (1 TO),"[1631114, 1630577]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,Champagnie,1630577.0,,,,,
37,PT08M50.00S,2023-11-15T00:39:04.3Z,1,REGULAR,steal,,[],1630577,,,1610612759,5,4,2023-11-15T00:39:07Z,370000,False,,,0,,J. Champagnie STEAL (1 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
38,PT08M41.00S,2023-11-15T00:39:13.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641705,93.77463863337714,49.754901960784316,1610612759,5,6,2023-11-15T00:39:18Z,380000,False,-1.0,6.0,1,right,V. Wembanyama driving DUNK (2 PTS) (J. Champagnie 1 AST),"[1641705, 1630577]",1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.61,Made,2.0,J. Champagnie,1630577.0,1.0,,,,,,,,,,,,,,
40,PT08M27.00S,2023-11-15T00:39:28.5Z,1,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612760,5,6,2023-11-15T00:41:54Z,400000,False,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (1 TO),[1630581],1610612760.0,OKC,bad pass,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,,,1627963.0,,,,
41,PT08M15.00S,2023-11-15T00:39:50.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631110,75.50919842312747,87.5,1610612759,5,9,2023-11-15T00:39:55Z,410000,False,188.0,178.0,1,right,J. Sochan 25' 3PT  (5 PTS) (D. Vassell 1 AST),"[1631110, 1630170]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,25.83,Made,5.0,D. Vassell,1630170.0,1.0,,,,,,,,,,,,,,
43,PT07M57.00S,2023-11-15T00:40:08.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,7.30946123521682,47.549019607843135,1610612760,7,9,2023-11-15T00:40:13Z,430000,False,12.0,16.0,1,left,J. Giddey floating Jump Shot (4 PTS) (C. Holmgren 2 AST),"[1630581, 1631096]",1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.03,Made,4.0,C. Holmgren,1631096.0,2.0,,,,,,,,,,,,,,
44,PT07M46.00S,2023-11-15T00:40:19.1Z,1,REGULAR,turnover,bad pass,[],1628380,,,1610612759,7,9,2023-11-15T00:40:23Z,440000,False,,,0,,Z. Collins bad pass TURNOVER (1 TO),"[1628380, 1628983]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,,
45,PT07M46.00S,2023-11-15T00:40:19.1Z,1,REGULAR,steal,,[],1628983,,,1610612760,7,9,2023-11-15T00:40:21Z,450000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
46,PT07M39.00S,2023-11-15T00:40:26.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,24.392247043363994,83.08823529411765,1610612760,7,9,2023-11-15T00:40:33Z,460000,False,-165.0,177.0,1,left,MISS L. Dort 24' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,24.21,Missed,,,,,,,,,,,,,,,,,,
47,PT07M35.00S,2023-11-15T00:40:30.2Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,7,9,2023-11-15T00:40:33Z,470000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,,46.0,4.0,4.0,0.0,,,,,,,,,,
48,PT07M33.00S,2023-11-15T00:40:32.1Z,1,REGULAR,turnover,bad pass,[],1631110,,,1610612759,7,9,2023-11-15T00:40:38Z,480000,False,,,0,,J. Sochan bad pass TURNOVER (1 TO),"[1631110, 1631096]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Holmgren,1631096.0,,,,,
49,PT07M33.00S,2023-11-15T00:40:32.1Z,1,REGULAR,steal,,[],1631096,,,1610612760,7,9,2023-11-15T00:40:33Z,490000,False,,,0,,C. Holmgren STEAL (1 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
50,PT07M26.00S,2023-11-15T00:40:39.0Z,1,REGULAR,turnover,bad pass,[],1631114,,,1610612760,7,9,2023-11-15T00:40:42Z,500000,False,,,0,,J. Williams bad pass TURNOVER (2 TO),"[1631114, 1630170]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,2.0,Vassell,1630170.0,,,,,
51,PT07M26.00S,2023-11-15T00:40:39.0Z,1,REGULAR,steal,,[],1630170,,,1610612759,7,9,2023-11-15T00:40:40Z,510000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
52,PT07M13.00S,2023-11-15T00:40:52.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630170,94.95729303547962,82.1078431372549,1610612759,7,9,2023-11-15T00:40:59Z,520000,False,161.0,-5.0,1,right,MISS D. Vassell 16' fadeaway Shot,[1630170],1610612759.0,SAS,fadeaway,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right,16.06,Missed,,,,,,,,,,,,,,,,,,
53,PT07M10.00S,2023-11-15T00:40:55.0Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,7,9,2023-11-15T00:40:59Z,530000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right,,,,,,,52.0,5.0,4.0,1.0,,,,,,,,,,
54,PT07M10.00S,2023-11-15T00:40:55.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641705,92.9862023653088,50.0,1610612759,7,9,2023-11-15T00:41:05Z,540000,False,0.0,13.0,1,right,MISS V. Wembanyama tip Layup,[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,1.34,Missed,,,,,,,,,,,,,,,,,,
55,PT07M06.00S,2023-11-15T00:40:58.0Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,7,9,2023-11-15T00:40:58Z,550000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,54.0,6.0,4.0,2.0,,,,,,,,,,
56,PT07M06.00S,2023-11-15T00:40:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641705,94.40999984741211,50.0,1610612759,7,11,2023-11-15T00:40:58Z,560000,False,0.0,0.0,1,right,V. Wembanyama tip Layup (4 PTS),[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
57,PT06M54.00S,2023-11-15T00:41:11.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631114,5.732588699080158,49.754901960784316,1610612760,9,11,2023-11-15T00:41:15Z,570000,False,1.0,1.0,1,left,J. Williams cutting DUNK (5 PTS) (J. Giddey 1 AST),"[1631114, 1630581]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,0.18,Made,5.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
59,PT06M53.00S,2023-11-15T00:41:15.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,9,11,2023-11-15T00:41:15Z,590000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M53.00S,2023-11-15T00:41:35.7Z,1,REGULAR,substitution,out,[],1641705,,,1610612759,9,11,2023-11-15T00:44:28Z,600000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M53.00S,2023-11-15T00:41:35.7Z,1,REGULAR,substitution,in,[],1626224,,,1610612759,9,11,2023-11-15T00:44:28Z,610000,False,,,0,,SUB in: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M36.00S,2023-11-15T00:45:03.2Z,1,REGULAR,3pt,Jump Shot,[],1626224,77.61169513797634,87.99019607843137,1610612759,9,11,2023-11-15T00:45:08Z,620000,False,190.0,158.0,1,right,MISS C. Osman 24' 3PT,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,24.71,Missed,,,,,,,,,,,,,,,,,,
63,PT06M33.00S,2023-11-15T00:45:06.2Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,9,11,2023-11-15T00:45:08Z,630000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,62.0,2.0,2.0,0.0,,,,,,,,,,
64,PT06M26.00S,2023-11-15T00:45:13.2Z,1,REGULAR,2pt,Jump Shot,[],1628983,20.18725361366623,33.33333333333333,1610612760,11,11,2023-11-15T00:45:16Z,640000,False,83.0,137.0,1,left,S. Gilgeous-Alexander 16' pullup Jump Shot (2 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,16.06,Made,2.0,,,,,,,,,,,,,,,,,
65,PT06M13.00S,2023-11-15T00:45:26.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,93.11760840998686,52.20588235294118,1610612759,11,13,2023-11-15T00:47:31Z,650000,False,11.0,12.0,1,right,Z. Collins cutting Layup (4 PTS) (J. Champagnie 2 AST),"[1628380, 1630577]",1610612759.0,SAS,cutting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,1.64,Made,4.0,J. Champagnie,1630577.0,2.0,,,,,,,,,,,,,,
67,PT06M01.00S,2023-11-15T00:45:37.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,15.588042049934298,50.73529411764706,1610612760,13,13,2023-11-15T00:45:44Z,670000,False,-4.0,94.0,1,left,S. Gilgeous-Alexander 9' turnaround fadeaway Jump Shot (4 PTS),[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,9.41,Made,4.0,,,,,,,,,,,,,,,,,
68,PT05M48.00S,2023-11-15T00:45:54.0Z,1,REGULAR,foul,personal,[],1631114,,,1610612759,13,13,2023-11-15T00:46:11Z,680000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631114, 1630577]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Champagnie,1630577.0
70,PT05M48.00S,2023-11-15T00:46:01.2Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,13,13,2023-11-15T00:46:08Z,700000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M48.00S,2023-11-15T00:46:01.2Z,1,REGULAR,substitution,in,[],1631103,,,1610612759,13,13,2023-11-15T00:46:08Z,710000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M45.00S,2023-11-15T00:46:19.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631110,93.38042049934296,50.0,1610612759,13,15,2023-11-15T00:46:23Z,720000,False,0.0,10.0,1,right,J. Sochan DUNK (7 PTS) (Z. Collins 1 AST),"[1631110, 1628380]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.97,Made,7.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,
74,PT05M21.00S,2023-11-15T00:46:42.6Z,1,REGULAR,3pt,Jump Shot,[],1629652,7.046649145860711,3.1862745098039214,1610612760,16,15,2023-11-15T00:46:47Z,740000,False,234.0,14.0,1,left,L. Dort 3PT  (3 PTS) (J. Williams 1 AST),"[1629652, 1631114]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,23.45,Made,3.0,J. Williams,1631114.0,1.0,,,,,,,,,,,,,,
76,PT05M05.00S,2023-11-15T00:46:59.1Z,1,REGULAR,3pt,Jump Shot,[],1626224,97.84822601839684,3.6764705882352944,1610612759,16,18,2023-11-15T00:47:06Z,760000,False,-232.0,-32.0,1,right,C. Osman 3PT  (3 PTS) (D. Vassell 2 AST),"[1626224, 1630170]",1610612759.0,SAS,,,,Osman,C. Osman,,,,,Left Corner 3,24+ Left,23.38,Made,3.0,D. Vassell,1630170.0,2.0,,,,,,,,,,,,,,
78,PT04M54.00S,2023-11-15T00:47:09.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,14.931011826544022,59.31372549019608,1610612760,18,18,2023-11-15T00:47:13Z,780000,False,-47.0,88.0,1,left,J. Williams 9' pullup Jump Shot (7 PTS),[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,9.95,Made,7.0,,,,,,,,,,,,,,,,,
80,PT04M41.00S,2023-11-15T00:47:24.1Z,1,REGULAR,turnover,lost ball,[],1631110,,,1610612759,18,18,2023-11-15T00:47:28Z,800000,False,,,0,,J. Sochan lost ball TURNOVER (2 TO),"[1631110, 1628983]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2.0,Gilgeous-Alexander,1628983.0,,,,,
81,PT04M41.00S,2023-11-15T00:47:24.1Z,1,REGULAR,steal,,[],1628983,,,1610612760,18,18,2023-11-15T00:47:43Z,810000,False,,,0,,S. Gilgeous-Alexander STEAL (2 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
