actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
84,PT06M25.00S,2023-10-31T00:21:32.4Z,1,REGULAR,3pt,Jump Shot,[],1630595,19.267411300919843,6.127450980392156,1610612765,13,8,2023-10-31T00:21:35Z,820000,False,219.0,129.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
85,PT06M23.00S,2023-10-31T00:21:34.4Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,13,8,2023-10-31T00:21:35Z,830000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,84.0,,,,,,,3.0,3.0,0.0,,,,,,
86,PT06M17.00S,2023-10-31T00:21:40.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631096,70.64717477003943,76.9607843137255,1610612760,16,8,2023-10-31T00:21:47Z,840000,False,135.0,223.0,1,right,C. Holmgren 26' 3PT  (9 PTS) (J. Williams 1 AST),"[1631096, 1631114]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,26.09,Made,,,,,,,,,9.0,,,,J. Williams,1631114.0,1.0,,,
88,PT06M16.00S,2023-10-31T00:21:49.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,16,8,2023-10-31T00:21:49Z,860000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M16.00S,2023-10-31T00:24:03.8Z,1,REGULAR,substitution,out,[],1630165,,,1610612765,16,8,2023-10-31T00:24:12Z,870000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M16.00S,2023-10-31T00:24:03.8Z,1,REGULAR,substitution,in,[],202692,,,1610612765,16,8,2023-10-31T00:24:12Z,880000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M57.00S,2023-10-31T00:24:49.7Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,16,8,2023-10-31T00:24:54Z,890000,False,,,0,,C. Cunningham bad pass TURNOVER (2 TO),"[1630595, 1631096]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,2.0,Holmgren,1631096.0
92,PT05M57.00S,2023-10-31T00:24:49.7Z,1,REGULAR,steal,,[],1631096,,,1610612760,16,8,2023-10-31T00:24:51Z,900000,False,,,0,,C. Holmgren STEAL (1 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
93,PT05M57.00S,2023-10-31T00:24:52.4Z,1,REGULAR,turnover,out-of-bounds,[],1631096,,,1610612760,16,8,2023-10-31T00:25:01Z,910000,False,,,0,,C. Holmgren lost ball out-of-bounds TURNOVER (1 TO),[1631096],1610612760.0,OKC,lost ball,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1628171.0,,,,,,,,,,,,1.0,,
94,PT05M47.00S,2023-10-31T00:25:31.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631105,6.521024967148489,49.50980392156863,1610612765,16,8,2023-10-31T00:25:36Z,920000,False,2.0,9.0,1,left,MISS J. Duren cutting DUNK,[1631105],1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.91,Missed,,,,,,,,,,,,,,,,,,
96,PT05M44.00S,2023-10-31T00:25:34.2Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,16,8,2023-10-31T00:25:34Z,940000,False,,,0,,A. Thompson REBOUND (Off:2 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,94.0,,,,,,,2.0,0.0,2.0,,,,,,
97,PT05M40.00S,2023-10-31T00:25:38.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202692,1.921813403416557,94.11764705882352,1610612765,16,11,2023-10-31T00:25:42Z,950000,False,-221.0,-34.0,1,left,A. Burks 3PT  (3 PTS) (A. Thompson 2 AST),"[202692, 1641709]",1610612765.0,DET,,,,Burks,A. Burks,,,,,Left Corner 3,24+ Left,22.33,Made,,,,,,,,,3.0,,,,A. Thompson,1641709.0,2.0,,,
99,PT05M15.00S,2023-10-31T00:26:03.4Z,1,REGULAR,3pt,Jump Shot,[],1629652,73.80091984231275,18.38235294117647,1610612760,16,11,2023-10-31T00:26:08Z,970000,False,-158.0,194.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,25.01,Missed,,,,,,,,,,,,,,,,,,
100,PT05M11.00S,2023-10-31T00:26:07.4Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,16,11,2023-10-31T00:26:08Z,980000,False,,,0,,A. Thompson REBOUND (Off:2 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,99.0,,,,,,,3.0,1.0,2.0,,,,,,
101,PT05M05.00S,2023-10-31T00:26:13.2Z,1,REGULAR,3pt,Jump Shot,[],1630595,28.991458607095925,20.833333333333336,1610612765,16,14,2023-10-31T00:26:18Z,990000,False,146.0,220.0,1,left,C. Cunningham 26' 3PT  (5 PTS) (A. Burks 1 AST),"[1630595, 202692]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,26.39,Made,,,,,,,,,5.0,,,,A. Burks,202692.0,1.0,,,
103,PT04M49.00S,2023-10-31T00:26:30.6Z,1,REGULAR,foul,personal,['2freethrow'],202692,,,1610612760,16,14,2023-10-31T00:26:35Z,1010000,False,,,0,,A. Burks shooting personal FOUL (1 PF) (Giddey 2 FT),"[202692, 1630581]",1610612765.0,DET,shooting,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,,,,1628171.0,1.0,0.0,Giddey,1630581.0,,,,,,,,,,
105,PT04M49.00S,2023-10-31T00:27:03.6Z,1,REGULAR,freethrow,1 of 2,[],1630581,,,1610612760,16,14,2023-10-31T00:27:03Z,1030000,False,,,0,,MISS J. Giddey Free Throw 1 of 2,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
106,PT04M49.00S,2023-10-31T00:27:03.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,16,14,2023-10-31T00:27:03Z,1040000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,
107,PT04M49.00S,2023-10-31T00:27:04.3Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,16,14,2023-10-31T00:27:10Z,1050000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M49.00S,2023-10-31T00:27:04.3Z,1,REGULAR,substitution,out,[],1631105,,,1610612760,16,14,2023-10-31T00:27:10Z,1060000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M49.00S,2023-10-31T00:27:04.3Z,1,REGULAR,substitution,in,[],1630846,,,1610612760,16,14,2023-10-31T00:27:10Z,1070000,False,,,0,,SUB in: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M49.00S,2023-10-31T00:27:04.3Z,1,REGULAR,substitution,in,[],1628963,,,1610612760,16,14,2023-10-31T00:27:10Z,1080000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M49.00S,2023-10-31T00:27:28.2Z,1,REGULAR,freethrow,2 of 2,[],1630581,,,1610612760,17,14,2023-10-31T00:27:28Z,1090000,False,,,0,,J. Giddey Free Throw 2 of 2 (1 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
112,PT04M30.00S,2023-10-31T00:27:49.1Z,1,REGULAR,turnover,lost ball,[],1630191,,,1610612765,17,14,2023-10-31T00:27:53Z,1100000,False,,,0,,I. Stewart lost ball TURNOVER (1 TO),"[1630191, 1631114]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Williams,1631114.0
113,PT04M30.00S,2023-10-31T00:27:49.1Z,1,REGULAR,steal,,[],1631114,,,1610612760,17,14,2023-10-31T00:28:14Z,1110000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
114,PT04M18.00S,2023-10-31T00:28:01.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,80.3712220762155,27.941176470588236,1610612760,17,14,2023-10-31T00:35:23Z,1120000,False,-110.0,132.0,1,right,MISS S. Gilgeous-Alexander 17' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,17.2,Missed,,,,,,,,,,,,,,,,,,
115,PT04M14.00S,2023-10-31T00:28:05.1Z,1,REGULAR,rebound,offensive,[],1630846,,,1610612760,17,14,2023-10-31T00:28:07Z,1130000,False,,,0,,O. Sarr REBOUND (Off:1 Def:0),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,Mid-Range,16-24 Left Center,,,,,114.0,,,,,,,1.0,0.0,1.0,,,,,,
117,PT04M13.00S,2023-10-31T00:28:09.7Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,17,14,2023-10-31T00:28:32Z,1150000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M13.00S,2023-10-31T00:28:09.7Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,17,14,2023-10-31T00:28:32Z,1160000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M13.00S,2023-10-31T00:28:09.7Z,1,REGULAR,substitution,out,[],1630595,,,1610612760,17,14,2023-10-31T00:28:32Z,1170000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M13.00S,2023-10-31T00:28:09.7Z,1,REGULAR,substitution,out,[],1630191,,,1610612760,17,14,2023-10-31T00:28:32Z,1180000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M13.00S,2023-10-31T00:28:09.7Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,17,14,2023-10-31T00:28:32Z,1190000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT04M13.00S,2023-10-31T00:28:09.7Z,1,REGULAR,substitution,in,[],202722,,,1610612760,17,14,2023-10-31T00:28:32Z,1200000,False,,,0,,SUB in: D. Bertāns,[202722],1610612760.0,OKC,,,,Bertāns,D. Bertāns,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M13.00S,2023-10-31T00:28:09.7Z,1,REGULAR,substitution,in,[],203925,,,1610612760,17,14,2023-10-31T00:28:32Z,1210000,False,,,0,,SUB in: J. Harris,[203925],1610612765.0,DET,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M13.00S,2023-10-31T00:28:09.7Z,1,REGULAR,substitution,in,[],1631093,,,1610612760,17,14,2023-10-31T00:28:32Z,1220000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M05.00S,2023-10-31T00:28:46.2Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628983,77.4802890932983,52.94117647058824,1610612760,19,14,2023-10-31T00:28:52Z,1230000,False,15.0,159.0,1,right,S. Gilgeous-Alexander 15' step back Jump Shot (4 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,15.99,Made,,,,,,,,,4.0,,,,,,,,,
126,PT03M49.00S,2023-10-31T00:29:02.1Z,1,REGULAR,2pt,Jump Shot,[],1628963,20.71287779237845,55.63725490196079,1610612765,19,14,2023-10-31T00:29:06Z,1240000,False,-28.0,142.0,1,left,MISS M. Bagley III 14' Jump Shot,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Mid-Range,8-16 Center,14.5,Missed,,,,,,,,,,,,,,,,,,
127,PT03M46.00S,2023-10-31T00:29:05.1Z,1,REGULAR,rebound,defensive,[],1630846,,,1610612760,19,14,2023-10-31T00:29:06Z,1250000,False,,,0,,O. Sarr REBOUND (Off:1 Def:1),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,Mid-Range,8-16 Center,,,,,126.0,,,,,,,2.0,1.0,1.0,,,,,,
128,PT03M37.00S,2023-10-31T00:29:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.64323258869908,51.470588235294116,1610612760,21,14,2023-10-31T00:29:17Z,1260000,False,7.0,7.0,1,right,L. Dort Layup (5 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,,5.0,,,,,,,,,
129,PT03M13.00S,2023-10-31T00:29:37.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202692,6.521024967148489,53.92156862745098,1610612765,21,14,2023-10-31T00:36:45Z,1270000,False,-20.0,9.0,1,left,MISS A. Burks driving Layup,[202692],1610612765.0,DET,driving,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,2.15,Missed,,,,,,,,,,,,,,,,,,
130,PT03M11.00S,2023-10-31T00:29:39.7Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612765,21,14,2023-10-31T00:30:22Z,1280000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,129.0,,,,,,,1.0,0.0,1.0,,,,,,
131,PT03M11.00S,2023-10-31T00:29:42.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612765,21,14,2023-10-31T00:30:17Z,1290000,False,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,203177.0,,,,,,,,,,,,,,
132,PT03M11.00S,2023-10-31T00:29:49.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,21,14,2023-10-31T00:29:49Z,1300000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M11.00S,2023-10-31T00:32:00.8Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,21,14,2023-10-31T00:32:21Z,1310000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M11.00S,2023-10-31T00:32:00.8Z,1,REGULAR,substitution,out,[],1641709,,,1610612760,21,14,2023-10-31T00:32:21Z,1320000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M11.00S,2023-10-31T00:32:00.8Z,1,REGULAR,substitution,in,[],1641717,,,1610612760,21,14,2023-10-31T00:32:21Z,1330000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M11.00S,2023-10-31T00:32:00.8Z,1,REGULAR,substitution,in,[],1631204,,,1610612760,21,14,2023-10-31T00:32:21Z,1340000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M57.00S,2023-10-31T00:32:50.7Z,1,REGULAR,foul,personal,['3freethrow'],202692,,,1610612760,21,14,2023-10-31T00:33:03Z,1350000,False,,,0,,A. Burks shooting personal FOUL (2 PF) (Bertāns 3 FT),"[202692, 202722]",1610612765.0,DET,shooting,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,,,,,,203177.0,2.0,0.0,Bertāns,202722.0,,,,,,,,,,
141,PT02M57.00S,2023-10-31T00:33:20.5Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],202722,,,1610612760,22,14,2023-10-31T00:33:20Z,1370000,False,,,0,,D. Bertāns Free Throw 1 of 3 (1 PTS),[202722],1610612760.0,OKC,,,,Bertāns,D. Bertāns,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
142,PT02M57.00S,2023-10-31T00:33:31.7Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],202722,,,1610612760,23,14,2023-10-31T00:33:31Z,1380000,False,,,0,,D. Bertāns Free Throw 2 of 3 (2 PTS),[202722],1610612760.0,OKC,,,,Bertāns,D. Bertāns,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
143,PT02M57.00S,2023-10-31T00:33:44.8Z,1,REGULAR,freethrow,3 of 3,['fromturnover'],202722,,,1610612760,24,14,2023-10-31T00:33:44Z,1390000,False,,,0,,D. Bertāns Free Throw 3 of 3 (3 PTS),[202722],1610612760.0,OKC,,,,Bertāns,D. Bertāns,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
144,PT02M36.00S,2023-10-31T00:34:08.9Z,1,REGULAR,3pt,Jump Shot,[],202692,28.203022339027594,21.813725490196077,1610612765,24,17,2023-10-31T00:34:17Z,1400000,False,141.0,213.0,1,left,A. Burks 25' 3PT pullup bank (6 PTS),[202692],1610612765.0,DET,pullup bank,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,25.51,Made,,,,,,,,,6.0,,,,,,,,,
145,PT02M17.00S,2023-10-31T00:34:27.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,86.02168199737189,41.17647058823529,1610612760,26,17,2023-10-31T00:34:35Z,1410000,False,-44.0,79.0,1,right,S. Gilgeous-Alexander 9' turnaround fadeaway Jump Shot (6 PTS),[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,9.04,Made,,,,,,,,,6.0,,,,,,,,,
146,PT02M11.00S,2023-10-31T00:34:35.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1631093,6.783837056504599,55.88235294117647,1610612765,26,19,2023-10-31T00:38:13Z,1420000,False,-29.0,11.0,1,left,J. Ivey driving Layup (2 PTS) (M. Sasser 1 AST),"[1631093, 1631204]",1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,3.15,Made,,,,,,,,,2.0,,,,M. Sasser,1631204.0,1.0,,,
148,PT02M11.00S,2023-10-31T00:34:38.4Z,1,REGULAR,violation,defensive goaltending,[],1630846,,,1610612765,26,19,2023-10-31T00:34:46Z,1440000,False,,,0,,O. Sarr defensive goaltending VIOLATION,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,1628171.0,,,,,,,,,,,,,,
149,PT01M59.00S,2023-10-31T00:34:53.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.59198423127464,49.26470588235294,1610612760,26,19,2023-10-31T00:34:58Z,1450000,False,-4.0,17.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.75,Missed,,,,,,,,,,,,,,,,,,
150,PT01M57.00S,2023-10-31T00:34:55.7Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,26,19,2023-10-31T00:34:58Z,1460000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,149.0,,,,,,,1.0,1.0,0.0,,,,,,
151,PT01M48.00S,2023-10-31T00:35:04.9Z,1,REGULAR,2pt,Jump Shot,[],1631093,19.530223390275953,21.813725490196077,1610612765,26,19,2023-10-31T00:38:51Z,1470000,False,141.0,131.0,1,left,MISS J. Ivey 19' pullup Shot,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right Center,19.25,Missed,,,,,,,,,,,,,,,,,,
152,PT01M46.00S,2023-10-31T00:35:06.9Z,1,REGULAR,rebound,defensive,[],202722,,,1610612760,26,19,2023-10-31T00:38:51Z,1480000,False,,,0,,D. Bertāns REBOUND (Off:0 Def:1),[202722],1610612760.0,OKC,,,,Bertāns,D. Bertāns,,,,,Mid-Range,16-24 Right Center,,,,,151.0,,,,,,,1.0,1.0,0.0,,,,,,
153,PT01M39.00S,2023-10-31T00:35:14.1Z,1,REGULAR,3pt,Jump Shot,[],1630198,82.7365308804205,4.6568627450980395,1610612760,29,19,2023-10-31T00:35:20Z,1490000,False,-227.0,110.0,1,right,I. Joe 25' 3PT  (3 PTS) (S. Gilgeous-Alexander 3 AST),"[1630198, 1628983]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,25.19,Made,,,,,,,,,3.0,,,,S. Gilgeous-Alexander,1628983.0,3.0,,,
155,PT01M24.00S,2023-10-31T00:35:28.7Z,1,REGULAR,3pt,Jump Shot,[],1631093,26.757555847568987,10.53921568627451,1610612765,29,19,2023-10-31T00:35:33Z,1510000,False,197.0,199.0,1,left,MISS J. Ivey 28' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,28.02,Missed,,,,,,,,,,,,,,,,,,
156,PT01M21.00S,2023-10-31T00:35:31.7Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,29,19,2023-10-31T00:35:33Z,1520000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,155.0,,,,,,,3.0,2.0,1.0,,,,,,
157,PT01M16.00S,2023-10-31T00:35:36.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628983,93.64323258869908,50.49019607843137,1610612760,31,19,2023-10-31T00:35:42Z,1530000,False,2.0,7.0,1,right,S. Gilgeous-Alexander running finger roll Layup (8 PTS),[1628983],1610612760.0,OKC,running finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,,,8.0,,,,,,,,,
158,PT00M52.80S,2023-10-31T00:36:02.8Z,1,REGULAR,foul,personal,['2freethrow'],1630846,,,1610612765,31,19,2023-10-31T00:36:21Z,1540000,False,,,0,,O. Sarr shooting personal FOUL (1 PF) (Bagley III 2 FT),"[1630846, 1628963]",1610612760.0,OKC,shooting,,,Sarr,O. Sarr,,,,,Restricted Area,0-8 Center,,,,,,203177.0,1.0,0.0,Bagley III,1628963.0,,,,,,,,,,
160,PT00M52.80S,2023-10-31T00:36:34.3Z,1,REGULAR,freethrow,1 of 2,[],1628963,,,1610612765,31,20,2023-10-31T00:36:34Z,1560000,False,,,0,,M. Bagley III Free Throw 1 of 2 (1 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
161,PT00M52.80S,2023-10-31T00:36:35.2Z,1,REGULAR,substitution,out,[],1630846,,,1610612765,31,20,2023-10-31T00:36:38Z,1570000,False,,,0,,SUB out: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M52.80S,2023-10-31T00:36:35.2Z,1,REGULAR,substitution,in,[],1631096,,,1610612765,31,20,2023-10-31T00:36:38Z,1580000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M52.80S,2023-10-31T00:36:55.5Z,1,REGULAR,freethrow,2 of 2,[],1628963,,,1610612765,31,21,2023-10-31T00:36:55Z,1590000,False,,,0,,M. Bagley III Free Throw 2 of 2 (2 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
164,PT00M38.10S,2023-10-31T00:37:13.6Z,1,REGULAR,foul,personal,[],1631093,,,1610612760,31,21,2023-10-31T00:37:19Z,1600000,False,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 1628983]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,1628171.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
166,PT00M38.10S,2023-10-31T00:37:26.2Z,1,REGULAR,substitution,out,[],203925,,,1610612760,31,21,2023-10-31T00:37:32Z,1620000,False,,,0,,SUB out: J. Harris,[203925],1610612765.0,DET,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M38.10S,2023-10-31T00:37:26.2Z,1,REGULAR,substitution,in,[],1641709,,,1610612760,31,21,2023-10-31T00:37:32Z,1630000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M33.60S,2023-10-31T00:37:47.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641709,,,1610612760,31,21,2023-10-31T00:37:56Z,1640000,False,,,0,,A. Thompson personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1641709, 1628983]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,202026.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
