actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-01-30T01:10:40.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-30T01:10:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-01-30T01:10:43.8Z,1,REGULAR,jumpball,recovered,[],1626157,,,1610612750,0,0,2024-01-30T01:10:43Z,40000,False,,,0,,Jump Ball R. Gobert vs. C. Holmgren: Tip to K. Towns,"[1626157, 203497, 1631096]",1610612750.0,MIN,startperiod,K. Towns,1626157.0,Towns,K. Towns,Gobert,203497.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-01-30T01:10:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,93.51182654402102,48.28431372549019,1610612750,0,0,2024-01-30T01:10:59Z,70000,False,-9.0,8.0,1,right,MISS K. Towns Layup - blocked,"[1626157, 1631096]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.21,Missed,Holmgren,1631096.0,,,,,,,,,,,,,,,,
8,PT11M45.00S,2024-01-30T01:10:54.2Z,1,REGULAR,block,,[],1631096,,,1610612750,0,0,2024-01-30T01:10:57Z,80000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2024-01-30T01:10:57.2Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,0,0,2024-01-30T01:10:59Z,90000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M33.00S,2024-01-30T01:11:06.2Z,1,REGULAR,turnover,bad pass,[],1631114,,,1610612760,0,0,2024-01-30T01:11:11Z,100000,False,,,0,,J. Williams bad pass TURNOVER (1 TO),"[1631114, 1629638]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,1.0,Alexander-Walker,1629638.0,,,,,,,,,
11,PT11M33.00S,2024-01-30T01:11:06.2Z,1,REGULAR,steal,,[],1629638,,,1610612750,0,0,2024-01-30T01:11:10Z,110000,False,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
12,PT11M24.00S,2024-01-30T01:11:15.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203497,93.11760840998686,50.49019607843137,1610612750,0,2,2024-01-30T01:11:19Z,120000,False,2.0,12.0,1,right,R. Gobert Layup (2 PTS) (K. Towns 1 AST),"[203497, 1626157]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,,,,,,2.0,K. Towns,1626157.0,1.0,,,,,
14,PT10M58.00S,2024-01-30T01:11:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,5.732588699080158,45.588235294117645,1610612760,2,2,2024-01-30T01:11:47Z,140000,False,22.0,1.0,1,left,J. Williams driving reverse Layup (2 PTS) (J. Giddey 1 AST),"[1631114, 1630581]",1610612760.0,OKC,driving reverse,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,,,,2.0,J. Giddey,1630581.0,1.0,,,,,
16,PT10M40.00S,2024-01-30T01:12:11.0Z,1,REGULAR,foul,personal,[],1629652,,,1610612750,2,2,2024-01-30T01:13:19Z,160000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 1626157]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Towns,1626157.0
18,PT10M34.00S,2024-01-30T01:12:46.2Z,1,REGULAR,3pt,Jump Shot,[],1629638,73.14388961892247,82.1078431372549,1610612750,2,2,2024-01-30T01:12:50Z,180000,False,161.0,200.0,1,right,MISS N. Alexander-Walker 25' pullup 3PT,[1629638],1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,25.64,Missed,,,,,,,,,,,,,,,,,,
