actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-19T01:10:28.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-19T01:10:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-12-19T01:10:29.7Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612760,0,0,2023-12-19T01:10:29Z,40000,False,,,0,,Jump Ball C. Holmgren vs. J. Jackson Jr.: Tip to J. Giddey,"[1630581, 1631096, 1628991]",1610612760.0,OKC,startperiod,J. Giddey,1630581.0,Giddey,J. Giddey,Holmgren,1631096.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2023-12-19T01:10:40.3Z,1,REGULAR,turnover,palming,[],1630581,,,1610612760,0,0,2023-12-19T01:10:45Z,70000,False,,,0,,J. Giddey palming TURNOVER (1 TO),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Center,2882.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M29.00S,2023-12-19T01:11:06.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631367,24.392247043363994,89.95098039215686,1610612763,0,3,2023-12-19T01:11:11Z,80000,False,-200.0,177.0,1,left,J. Gilyard 26' 3PT  (3 PTS) (D. Bane 1 AST),"[1631367, 1630217]",1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Left Center,,,26.68,Made,3.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,
10,PT11M13.00S,2023-12-19T01:11:22.5Z,1,REGULAR,3pt,Jump Shot,[],1630581,81.94809461235218,5.147058823529411,1610612760,0,3,2023-12-19T01:11:27Z,100000,False,-224.0,117.0,1,right,MISS J. Giddey 25' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,25.31,Missed,,,,,,,,,,,,,,,,
11,PT11M10.00S,2023-12-19T01:11:25.5Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,0,3,2023-12-19T01:11:27Z,110000,False,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,
12,PT11M05.00S,2023-12-19T01:11:31.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628991,8.754927726675426,3.1862745098039214,1610612763,0,6,2023-12-19T01:11:57Z,120000,False,234.0,30.0,1,left,J. Jackson Jr. 3PT running (3 PTS) (D. Bane 2 AST),"[1628991, 1630217]",1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,23.6,Made,3.0,D. Bane,1630217.0,2.0,,,,,,,,,,,,
14,PT10M50.00S,2023-12-19T01:11:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,92.46057818659659,51.470588235294116,1610612760,2,6,2023-12-19T01:11:50Z,140000,False,7.0,18.0,1,right,J. Williams driving Layup (2 PTS),[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,1.98,Made,2.0,,,,,,,,,,,,,,,
15,PT10M37.00S,2023-12-19T01:11:58.0Z,1,REGULAR,3pt,Jump Shot,[],1631246,4.02431011826544,94.85294117647058,1610612763,2,6,2023-12-19T01:12:25Z,150000,False,-224.0,-15.0,1,left,MISS V. Williams Jr. 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Left Corner 3,24+ Left,,,22.48,Missed,,,,,,,,,,,,,,,,
16,PT10M33.00S,2023-12-19T01:12:02.0Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,2,6,2023-12-19T01:12:03Z,160000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,
17,PT10M29.00S,2023-12-19T01:12:06.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630581,93.38042049934296,48.77450980392157,1610612760,4,6,2023-12-19T01:12:51Z,170000,False,-6.0,10.0,1,right,J. Giddey running reverse Layup (2 PTS) (J. Williams 1 AST),"[1630581, 1631114]",1610612760.0,OKC,running reverse,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,1.15,Made,2.0,J. Williams,1631114.0,1.0,,,,,,,,,,,,
19,PT10M17.00S,2023-12-19T01:12:18.5Z,1,REGULAR,3pt,Jump Shot,[],1630217,32.53942181340342,40.68627450980392,1610612763,4,9,2023-12-19T01:12:24Z,190000,False,47.0,253.0,1,left,D. Bane 25' 3PT pullup (3 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,25.76,Made,3.0,,,,,,,,,,,,,,,
20,PT09M58.00S,2023-12-19T01:12:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,92.9862023653088,52.20588235294118,1610612760,4,9,2023-12-19T01:12:42Z,200000,False,11.0,13.0,1,right,MISS C. Holmgren driving Layup,[1631096],1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,1.73,Missed,,,,,,,,,,,,,,,,
22,PT09M55.00S,2023-12-19T01:12:41.1Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,4,9,2023-12-19T01:12:42Z,220000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:1),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,
23,PT09M53.00S,2023-12-19T01:12:43.3Z,1,REGULAR,turnover,lost ball,[],1631246,,,1610612763,4,9,2023-12-19T01:12:46Z,230000,False,,,0,,V. Williams Jr. lost ball TURNOVER (1 TO),"[1631246, 1631114]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,Williams,1631114.0,,,,,,
24,PT09M53.00S,2023-12-19T01:12:43.3Z,1,REGULAR,steal,,[],1631114,,,1610612760,4,9,2023-12-19T01:12:45Z,240000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT09M43.00S,2023-12-19T01:12:53.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,68.41327201051249,31.127450980392158,1610612760,7,9,2023-12-19T01:12:59Z,250000,False,-94.0,244.0,1,right,L. Dort 26' 3PT  (3 PTS) (J. Giddey 1 AST),"[1629652, 1630581]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,26.2,Made,3.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,
