actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-27T01:10:42.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-27T01:10:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-12-27T01:10:47.4Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612760,0,0,2023-12-27T01:10:47Z,40000,False,,,0,,Jump Ball C. Holmgren vs. R. Gobert: Tip to J. Giddey,"[1630581, 1631096, 203497]",1610612760.0,OKC,startperiod,J. Giddey,1630581.0,Giddey,J. Giddey,Holmgren,1631096.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-12-27T01:10:59.2Z,1,REGULAR,3pt,Jump Shot,[],1629652,26.10052562417871,17.647058823529413,1610612760,0,0,2023-12-27T01:11:04Z,70000,False,162.0,193.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-12-27T01:11:02.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2023-12-27T01:11:04Z,80000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2023-12-27T01:11:17.5Z,1,REGULAR,2pt,Jump Shot,[],1630183,93.11760840998686,23.52941176470588,1610612750,0,0,2023-12-27T01:11:24Z,90000,False,-132.0,12.0,1,right,MISS J. McDaniels 13' fadeaway Shot,[1630183],1610612750.0,MIN,fadeaway,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,13.3,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2023-12-27T01:11:20.5Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,0,0,2023-12-27T01:11:24Z,100000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M13.00S,2023-12-27T01:11:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,6.1268068331143235,47.05882352941176,1610612760,0,0,2023-12-27T01:12:10Z,110000,False,15.0,5.0,1,left,MISS C. Holmgren driving finger roll Layup,[1631096],1610612760.0,OKC,driving finger roll,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,,
12,PT11M10.00S,2023-12-27T01:11:32.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,0,0,2023-12-27T01:11:33Z,120000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M06.00S,2023-12-27T01:11:35.8Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,0,0,2023-12-27T01:11:40Z,130000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 1629652]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Dort,1629652.0,,,,,,,,,,,
14,PT11M06.00S,2023-12-27T01:11:35.8Z,1,REGULAR,steal,,[],1629652,,,1610612760,0,0,2023-12-27T01:11:37Z,140000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
15,PT10M59.00S,2023-12-27T01:11:42.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628983,15.588042049934298,36.27450980392157,1610612760,2,0,2023-12-27T01:12:55Z,150000,False,69.0,94.0,1,left,S. Gilgeous-Alexander 11' running pullup Jump Shot (2 PTS) (J. Giddey 1 AST),"[1628983, 1630581]",1610612760.0,OKC,running pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,11.64,Made,,,,,,,,2.0,J. Giddey,1630581.0,1.0,,,,,,,
17,PT10M43.00S,2023-12-27T01:11:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,93.24901445466492,51.71568627450981,1610612750,2,2,2023-12-27T01:12:02Z,170000,False,9.0,11.0,1,right,K. Towns driving Layup (2 PTS) (M. Conley 1 AST),"[1626157, 201144]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.4,Made,,,,,,,,2.0,M. Conley,201144.0,1.0,,,,,,,
18,PT10M34.00S,2023-12-27T01:12:07.9Z,1,REGULAR,2pt,Jump Shot,[],1631114,11.645860709592641,30.14705882352941,1610612760,4,2,2023-12-27T01:12:11Z,180000,False,99.0,57.0,1,left,J. Williams 11' pullup Jump Shot (2 PTS) (J. Giddey 2 AST),"[1631114, 1630581]",1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,11.45,Made,,,,,,,,2.0,J. Giddey,1630581.0,2.0,,,,,,,
