actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,jumpBallRecoverdPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
88,PT05M15.00S,2024-04-14T19:54:36.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630581,9.937582128777924,63.48039215686274,1610612760,19,11,2024-04-14T19:55:37Z,870000,False,-67.0,41.0,1,left,MISS J. Giddey 7' driving floating Shot,[1630581],1610612760.0,OKC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.88,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,
89,PT05M15.00S,2024-04-14T19:54:36.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,19,11,2024-04-14T19:55:37Z,880000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,88.0,,,,,,,,,,,,,,,,,,
91,PT05M15.00S,2024-04-14T19:54:44.5Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,19,11,2024-04-14T19:54:53Z,900000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,,,,,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,
92,PT05M15.00S,2024-04-14T19:54:44.5Z,1,REGULAR,substitution,in,[],1631119,,,1610612760,19,11,2024-04-14T19:54:53Z,910000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,
93,PT05M12.00S,2024-04-14T19:55:04.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,7.046649145860711,4.166666666666666,1610612760,19,11,2024-04-14T19:55:08Z,920000,False,229.0,14.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,22.96,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,,
94,PT05M08.00S,2024-04-14T19:55:08.2Z,1,REGULAR,rebound,defensive,[],1641765,,,1610612742,19,11,2024-04-14T19:55:08Z,930000,False,,,0,,O. Prosper REBOUND (Off:0 Def:1),[1641765],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,,,Prosper,O. Prosper,93.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
95,PT05M03.00S,2024-04-14T19:55:12.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202693,78.79434954007884,7.107843137254902,1610612742,19,14,2024-04-14T19:56:09Z,940000,False,-214.0,147.0,1,right,M. Morris 25' 3PT running (3 PTS) (O. Prosper 1 AST),"[202693, 1641765]",1610612742.0,DAL,running,,,,,,Above the Break 3,24+ Left Center,25.99,Made,Morris,M. Morris,,,,,,3.0,O. Prosper,1641765.0,1.0,,,,,,,,,,
97,PT04M45.00S,2024-04-14T19:55:30.9Z,1,REGULAR,3pt,Jump Shot,[],1629652,27.151773981603156,16.176470588235293,1610612760,19,14,2024-04-14T19:55:34Z,960000,False,169.0,203.0,1,left,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,26.4,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,,
98,PT04M42.00S,2024-04-14T19:55:33.9Z,1,REGULAR,rebound,defensive,[],1630314,,,1610612742,19,14,2024-04-14T19:55:34Z,970000,False,,,0,,B. Williams REBOUND (Off:0 Def:2),[1630314],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,Williams,B. Williams,97.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
99,PT04M39.00S,2024-04-14T19:55:37.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630182,93.38042049934296,45.83333333333333,1610612742,19,14,2024-04-14T19:55:41Z,980000,False,-21.0,10.0,1,right,MISS J. Green running Layup,[1630182],1610612742.0,DAL,running,,,,,,Restricted Area,0-8 Center,2.3,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,,
100,PT04M37.00S,2024-04-14T19:55:39.4Z,1,REGULAR,rebound,defensive,[],202330,,,1610612760,19,14,2024-04-14T19:55:41Z,990000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Hayward,G. Hayward,99.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
101,PT04M22.00S,2024-04-14T19:55:54.8Z,1,REGULAR,3pt,Jump Shot,[],1630581,11.383048620236531,96.07843137254902,1610612760,22,14,2024-04-14T19:55:58Z,1000000,False,-230.0,55.0,1,left,J. Giddey 3PT  (5 PTS) (L. Dort 2 AST),"[1630581, 1629652]",1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,23.68,Made,Giddey,J. Giddey,,,,,,5.0,L. Dort,1629652.0,2.0,,,,,,,,,,
103,PT04M10.00S,2024-04-14T19:56:05.9Z,1,REGULAR,3pt,Jump Shot,[],1630182,78.13731931668858,90.19607843137256,1610612742,22,14,2024-04-14T19:56:10Z,1020000,False,201.0,153.0,1,right,MISS J. Green 25' 3PT,[1630182],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,25.26,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,,
104,PT04M08.00S,2024-04-14T19:56:09.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,22,14,2024-04-14T19:56:09Z,1030000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,,,,,103.0,,,,,,,,,,,,,,,,,,
106,PT04M08.00S,2024-04-14T19:56:10.8Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,22,14,2024-04-14T19:56:17Z,1050000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,,,,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,
107,PT04M08.00S,2024-04-14T19:56:10.8Z,1,REGULAR,substitution,out,[],1630182,,,1610612760,22,14,2024-04-14T19:56:17Z,1060000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
108,PT04M08.00S,2024-04-14T19:56:10.8Z,1,REGULAR,substitution,out,[],203501,,,1610612760,22,14,2024-04-14T19:56:17Z,1070000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
109,PT04M08.00S,2024-04-14T19:56:10.8Z,1,REGULAR,substitution,in,[],1641717,,,1610612760,22,14,2024-04-14T19:56:17Z,1080000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,
110,PT04M08.00S,2024-04-14T19:56:10.8Z,1,REGULAR,substitution,in,[],1630702,,,1610612760,22,14,2024-04-14T19:56:17Z,1090000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,,,,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,
111,PT04M08.00S,2024-04-14T19:56:10.8Z,1,REGULAR,substitution,in,[],1630639,,,1610612760,22,14,2024-04-14T19:56:17Z,1100000,False,,,0,,SUB in: A. Lawson,[1630639],1610612742.0,DAL,,,,,,,,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,
112,PT03M57.00S,2024-04-14T19:56:42.4Z,1,REGULAR,foul,personal,[],202330,,,1610612760,22,14,2024-04-14T20:12:32Z,1110000,False,,,0,,G. Hayward loose ball personal FOUL (1 PF),"[202330, 1641765]",1610612760.0,OKC,loose ball,,,,,,Above the Break 3,24+ Center,,,Hayward,G. Hayward,,,,,,,,,,1627541.0,1.0,0.0,Prosper,1641765.0,,,,,
322,PT03M57.00S,2024-04-14T19:56:50.1Z,1,REGULAR,turnover,lost ball,[],202330,,,1610612760,22,14,2024-04-14T20:30:26Z,1130000,False,,,0,,G. Hayward lost ball TURNOVER (1 TO),[202330],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Hayward,G. Hayward,,,,,,,,,,,,,,,1.0,,,,
115,PT03M48.00S,2024-04-14T19:56:57.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630314,85.62746386333771,64.4607843137255,1610612742,22,16,2024-04-14T20:30:26Z,1140000,False,72.0,83.0,1,right,B. Williams 10' fadeaway Jump Shot (4 PTS),[1630314],1610612742.0,DAL,fadeaway,,,,,,In The Paint (Non-RA),8-16 Right,10.98,Made,Williams,B. Williams,,,,,,4.0,,,,,,,,,,,,,
116,PT03M30.00S,2024-04-14T19:57:15.2Z,1,REGULAR,3pt,Jump Shot,[],1630581,29.77989487516426,21.323529411764707,1610612760,22,16,2024-04-14T19:57:19Z,1150000,False,143.0,227.0,1,left,MISS J. Giddey 26' 3PT,[1630581],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,26.88,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,
117,PT03M27.00S,2024-04-14T19:57:18.2Z,1,REGULAR,rebound,defensive,[],202693,,,1610612742,22,16,2024-04-14T19:57:19Z,1160000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[202693],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,Morris,M. Morris,116.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
118,PT03M21.00S,2024-04-14T19:57:24.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630702,92.9862023653088,39.21568627450981,1610612742,22,16,2024-04-14T20:00:14Z,1170000,False,-54.0,13.0,1,right,MISS J. Hardy driving floating Shot - blocked,"[1630702, 1641717]",1610612742.0,DAL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.55,Missed,Hardy,J. Hardy,,,,,,,,,,,,,,,,Wallace,1641717.0,,
119,PT03M21.00S,2024-04-14T19:57:24.7Z,1,REGULAR,block,,[],1641717,,,1610612742,22,16,2024-04-14T19:57:26Z,1180000,False,,,0,,C. Wallace BLOCK (1 BLK),[1641717],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,
120,PT03M19.00S,2024-04-14T19:57:26.7Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,22,16,2024-04-14T19:57:27Z,1190000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Wallace,C. Wallace,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
121,PT03M14.00S,2024-04-14T19:57:32.7Z,1,REGULAR,3pt,Jump Shot,[],1631114,30.831143232588698,69.6078431372549,1610612760,22,16,2024-04-14T20:01:01Z,1200000,False,-98.0,237.0,1,left,MISS J. Williams 25' 3PT,[1631114],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,25.67,Missed,Williams,J. Williams,,,,,,,,,,,,,,,,,,,
122,PT03M09.00S,2024-04-14T19:57:37.7Z,1,REGULAR,rebound,defensive,[],1630314,,,1610612742,22,16,2024-04-14T19:57:38Z,1210000,False,,,0,,B. Williams REBOUND (Off:0 Def:3),[1630314],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,Williams,B. Williams,121.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
123,PT03M04.00S,2024-04-14T19:57:41.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630639,93.38042049934296,54.41176470588235,1610612742,22,18,2024-04-14T20:01:36Z,1220000,False,22.0,10.0,1,right,A. Lawson running Layup (2 PTS) (B. Williams 1 AST),"[1630639, 1630314]",1610612742.0,DAL,running,,,,,,Restricted Area,0-8 Center,2.41,Made,Lawson,A. Lawson,,,,,,2.0,B. Williams,1630314.0,1.0,,,,,,,,,,
125,PT02M50.00S,2024-04-14T19:57:55.7Z,1,REGULAR,3pt,Jump Shot,[],1631119,18.74178712220762,7.107843137254902,1610612760,25,18,2024-04-14T19:58:00Z,1240000,False,214.0,124.0,1,left,J. Williams 24' 3PT  (3 PTS) (J. Giddey 3 AST),"[1631119, 1630581]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,24.76,Made,Williams,J. Williams,,,,,,3.0,J. Giddey,1630581.0,3.0,,,,,,,,,,
127,PT02M34.00S,2024-04-14T19:58:12.4Z,1,REGULAR,3pt,Jump Shot,[],202693,82.86793692509855,4.411764705882353,1610612742,25,18,2024-04-14T19:58:17Z,1260000,False,-228.0,109.0,1,right,MISS M. Morris 25' 3PT,[202693],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,25.24,Missed,Morris,M. Morris,,,,,,,,,,,,,,,,,,,
128,PT02M30.00S,2024-04-14T19:58:16.4Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,25,18,2024-04-14T19:58:17Z,1270000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Williams,J. Williams,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
129,PT02M26.00S,2024-04-14T19:58:20.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631114,6.258212877792378,49.754901960784316,1610612760,27,18,2024-04-14T20:02:07Z,1280000,False,1.0,6.0,1,left,J. Williams running DUNK (4 PTS) (J. Giddey 4 AST),"[1631114, 1630581]",1610612760.0,OKC,running,,,,,,Restricted Area,0-8 Center,0.64,Made,Williams,J. Williams,,,,,,4.0,J. Giddey,1630581.0,4.0,,,,,,,,,,
131,PT02M26.00S,2024-04-14T19:58:23.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,27,18,2024-04-14T19:58:23Z,1300000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M26.00S,2024-04-14T20:00:35.8Z,1,REGULAR,substitution,out,[],1630581,,,1610612742,27,18,2024-04-14T20:00:44Z,1310000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,
135,PT02M26.00S,2024-04-14T20:00:35.8Z,1,REGULAR,substitution,in,[],1630198,,,1610612742,27,18,2024-04-14T20:00:44Z,1320000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,
136,PT02M14.00S,2024-04-14T20:01:22.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630314,88.12417871222075,51.71568627450981,1610612742,27,18,2024-04-14T20:02:32Z,1330000,False,9.0,59.0,1,right,MISS B. Williams driving floating Shot,[1630314],1610612742.0,DAL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.97,Missed,Williams,B. Williams,,,,,,,,,,,,,,,,,,,
137,PT02M12.00S,2024-04-14T20:01:24.8Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,27,18,2024-04-14T20:01:28Z,1340000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Williams,J. Williams,136.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
138,PT02M04.00S,2024-04-14T20:01:33.3Z,1,REGULAR,3pt,Jump Shot,[],1630198,4.02431011826544,3.9215686274509802,1610612760,27,18,2024-04-14T20:01:37Z,1350000,False,230.0,-15.0,1,left,MISS I. Joe 3PT,[1630198],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,23.09,Missed,Joe,I. Joe,,,,,,,,,,,,,,,,,,,
139,PT02M00.00S,2024-04-14T20:01:37.3Z,1,REGULAR,rebound,defensive,[],1641765,,,1610612742,27,18,2024-04-14T20:01:37Z,1360000,False,,,0,,O. Prosper REBOUND (Off:0 Def:2),[1641765],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,,,Prosper,O. Prosper,138.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
140,PT01M56.00S,2024-04-14T20:01:44.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202330,,,1610612742,27,18,2024-04-14T20:01:49Z,1370000,False,,,0,,G. Hayward shooting personal FOUL (2 PF) (Prosper 2 FT),"[202330, 1641765]",1610612760.0,OKC,shooting,,,,,,Restricted Area,0-8 Center,,,Hayward,G. Hayward,,,,,,,,,,1627541.0,2.0,0.0,Prosper,1641765.0,,,,,
142,PT01M56.00S,2024-04-14T20:02:10.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641765,,,1610612742,27,19,2024-04-14T20:02:10Z,1390000,False,,,0,,O. Prosper Free Throw 1 of 2 (10 PTS),[1641765],1610612742.0,DAL,,,,,,,,,,Made,Prosper,O. Prosper,,,,,,10.0,,,,,,,,,,,,,
143,PT01M56.00S,2024-04-14T20:02:10.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641765,,,1610612742,27,20,2024-04-14T20:03:45Z,1400000,False,,,0,,O. Prosper Free Throw 2 of 2 (11 PTS),[1641765],1610612742.0,DAL,,,,,,,,,,Made,Prosper,O. Prosper,,,,,,11.0,,,,,,,,,,,,,
144,PT01M43.00S,2024-04-14T20:02:43.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202330,5.995400788436268,48.03921568627451,1610612760,29,20,2024-04-14T20:04:15Z,1410000,False,10.0,4.0,1,left,G. Hayward driving finger roll Layup (2 PTS) (J. Williams 2 AST),"[202330, 1631114]",1610612760.0,OKC,driving finger roll,,,,,,Restricted Area,0-8 Center,1.05,Made,Hayward,G. Hayward,,,,,,2.0,J. Williams,1631114.0,2.0,,,,,,,,,,
146,PT01M33.00S,2024-04-14T20:02:53.2Z,1,REGULAR,turnover,lost ball,[],1630702,,,1610612742,29,20,2024-04-14T20:02:55Z,1430000,False,,,0,,J. Hardy lost ball TURNOVER (2 TO),"[1630702, 1631119]",1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Left,,,Hardy,J. Hardy,,,,,,,,,,,,,,,2.0,,,Williams,1631119.0
147,PT01M33.00S,2024-04-14T20:02:53.2Z,1,REGULAR,steal,,[],1631119,,,1610612760,29,20,2024-04-14T20:10:21Z,1440000,False,,,0,,J. Williams STEAL (1 STL),[1631119],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),8-16 Left,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,
148,PT01M27.00S,2024-04-14T20:02:58.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631114,5.601182654402102,45.588235294117645,1610612760,31,20,2024-04-14T20:03:03Z,1450000,False,22.0,0.0,1,left,J. Williams running finger roll Layup (6 PTS),[1631114],1610612760.0,OKC,running finger roll,,,,,,Restricted Area,0-8 Center,2.21,Made,Williams,J. Williams,,,,,,6.0,,,,,,,,,,,,,
149,PT01M25.00S,2024-04-14T20:03:03.0Z,1,REGULAR,turnover,out-of-bounds,[],202693,,,1610612742,31,20,2024-04-14T20:03:06Z,1460000,False,,,0,,M. Morris bad pass out-of-bounds TURNOVER (1 TO),[202693],1610612742.0,DAL,bad pass,,,,,,Above the Break 3,24+ Left Center,,,Morris,M. Morris,,,,,,,,,,202026.0,,,,,1.0,,,,
150,PT01M25.00S,2024-04-14T20:03:06.1Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,31,20,2024-04-14T20:03:14Z,1470000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,
151,PT01M25.00S,2024-04-14T20:03:06.1Z,1,REGULAR,substitution,out,[],1641765,,,1610612760,31,20,2024-04-14T20:03:14Z,1480000,False,,,0,,SUB out: O. Prosper,[1641765],1610612742.0,DAL,,,,,,,,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,
152,PT01M25.00S,2024-04-14T20:03:06.1Z,1,REGULAR,substitution,in,[],1628983,,,1610612760,31,20,2024-04-14T20:03:14Z,1490000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,,,,,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,
153,PT01M25.00S,2024-04-14T20:03:06.1Z,1,REGULAR,substitution,in,[],1641788,,,1610612760,31,20,2024-04-14T20:03:14Z,1500000,False,,,0,,SUB in: A. Fudge,[1641788],1610612742.0,DAL,,,,,,,,,,,Fudge,A. Fudge,,,,,,,,,,,,,,,,,,,
154,PT01M25.00S,2024-04-14T20:03:26.6Z,1,REGULAR,foul,personal,['1freethrow'],1630702,,,1610612760,31,20,2024-04-14T20:03:59Z,1510000,False,,,0,,J. Hardy away-from-play personal FOUL (2 PF) (Joe 1 FT),"[1630702, 1630198]",1610612742.0,DAL,away-from-play,,,,,,Above the Break 3,24+ Center,,,Hardy,J. Hardy,,,,,,,,,,202026.0,2.0,0.0,Joe,1630198.0,,,,,
156,PT01M25.00S,2024-04-14T20:04:00.1Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1628983,,,1610612760,32,20,2024-04-14T20:04:00Z,1530000,False,,,0,,S. Gilgeous-Alexander away-from-play Free Throw 1 of 1 (6 PTS),[1628983],1610612760.0,OKC,away-from-play,,,,,,,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,6.0,,,,,,,,,,,,,
157,PT01M12.00S,2024-04-14T20:04:18.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,6.521024967148489,77.69607843137256,1610612760,34,20,2024-04-14T20:04:22Z,1540000,False,-138.0,9.0,1,left,S. Gilgeous-Alexander 13' turnaround fadeaway Jump Shot (8 PTS),[1628983],1610612760.0,OKC,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,13.88,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,8.0,,,,,,,,,,,,,
158,PT00M57.30S,2024-04-14T20:04:35.5Z,1,REGULAR,foul,offensive,[],1630702,,,1610612742,34,20,2024-04-14T20:04:42Z,1550000,False,,,0,,J. Hardy charge offensive FOUL (3 PF),"[1630702, 1630198]",1610612742.0,DAL,charge,,,,,,In The Paint (Non-RA),8-16 Right,,,Hardy,J. Hardy,,,,,,,,,,202026.0,3.0,0.0,Joe,1630198.0,,,,,
160,PT00M57.30S,2024-04-14T20:04:35.5Z,1,REGULAR,turnover,offensive foul,[],1630702,,,1610612742,34,20,2024-04-14T20:04:35Z,1570000,False,,,0,,J. Hardy offensive foul TURNOVER (3 TO),[1630702],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Right,,,Hardy,J. Hardy,,,,,,,,,,202026.0,,,,,3.0,,,,
161,PT00M57.30S,2024-04-14T20:04:48.2Z,1,REGULAR,substitution,out,[],1630702,,,1610612760,34,20,2024-04-14T20:04:50Z,1580000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,,,,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,
162,PT00M57.30S,2024-04-14T20:04:48.2Z,1,REGULAR,substitution,in,[],1630182,,,1610612760,34,20,2024-04-14T20:04:50Z,1590000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
163,PT00M34.70S,2024-04-14T20:05:18.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641717,9.674770039421814,2.941176470588235,1610612760,37,20,2024-04-14T20:05:22Z,1600000,False,235.0,38.0,1,left,C. Wallace 3PT  (3 PTS) (G. Hayward 1 AST),"[1641717, 202330]",1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,23.84,Made,Wallace,C. Wallace,,,,,,3.0,G. Hayward,202330.0,1.0,,,,,,,,,,
165,PT00M24.10S,2024-04-14T20:05:34.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641717,,,1610612742,37,20,2024-04-14T20:05:38Z,1620000,False,,,0,,C. Wallace shooting personal FOUL (1 PF) (Williams 2 FT),"[1641717, 1630314]",1610612760.0,OKC,shooting,,,,,,In The Paint (Non-RA),8-16 Right,,,Wallace,C. Wallace,,,,,,,,,,202026.0,1.0,0.0,Williams,1630314.0,,,,,
167,PT00M24.10S,2024-04-14T20:05:58.8Z,1,REGULAR,freethrow,1 of 2,[],1630314,,,1610612742,37,21,2024-04-14T20:05:58Z,1640000,False,,,0,,B. Williams Free Throw 1 of 2 (5 PTS),[1630314],1610612742.0,DAL,,,,,,,,,,Made,Williams,B. Williams,,,,,,5.0,,,,,,,,,,,,,
168,PT00M24.10S,2024-04-14T20:06:02.5Z,1,REGULAR,substitution,out,[],1631119,,,1610612742,37,21,2024-04-14T20:06:06Z,1650000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,
169,PT00M24.10S,2024-04-14T20:06:02.5Z,1,REGULAR,substitution,in,[],203488,,,1610612742,37,21,2024-04-14T20:06:06Z,1660000,False,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,,,,,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,
170,PT00M24.10S,2024-04-14T20:06:25.9Z,1,REGULAR,freethrow,2 of 2,[],1630314,,,1610612742,37,22,2024-04-14T20:06:25Z,1670000,False,,,0,,B. Williams Free Throw 2 of 2 (6 PTS),[1630314],1610612742.0,DAL,,,,,,,,,,Made,Williams,B. Williams,,,,,,6.0,,,,,,,,,,,,,
171,PT00M03.70S,2024-04-14T20:06:50.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,4.944152431011826,52.69607843137255,1610612760,39,22,2024-04-14T20:06:53Z,1680000,False,-13.0,-6.0,1,left,C. Wallace cutting Layup (5 PTS) (S. Gilgeous-Alexander 2 AST),"[1641717, 1628983]",1610612760.0,OKC,cutting,,,,,,Restricted Area,0-8 Center,1.48,Made,Wallace,C. Wallace,,,,,,5.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,
173,PT00M01.80S,2024-04-14T20:06:59.0Z,1,REGULAR,turnover,traveling,[],1630639,,,1610612742,39,22,2024-04-14T20:07:02Z,1700000,False,,,0,,A. Lawson traveling TURNOVER (1 TO),[1630639],1610612742.0,DAL,,,,,,,Mid-Range,16-24 Left Center,,,Lawson,A. Lawson,,,,,,,,,,1627541.0,,,,,1.0,,,,
174,PT00M01.80S,2024-04-14T20:07:07.4Z,1,REGULAR,substitution,out,[],1641717,,,1610612760,39,22,2024-04-14T20:07:17Z,1710000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,
