actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,jumpBallRecoverdPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
175,PT00M01.80S,2024-04-14T20:07:07.4Z,1,REGULAR,substitution,out,[],203488,,,1610612760,39,22,2024-04-14T20:07:17Z,1720000,False,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,,,,,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,
176,PT00M01.80S,2024-04-14T20:07:07.4Z,1,REGULAR,substitution,in,[],1630581,,,1610612760,39,22,2024-04-14T20:07:17Z,1730000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,
177,PT00M01.80S,2024-04-14T20:07:07.4Z,1,REGULAR,substitution,in,[],1631114,,,1610612760,39,22,2024-04-14T20:07:17Z,1740000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,
178,PT00M00.00S,2024-04-14T20:07:43.2Z,1,REGULAR,period,end,[],0,,,1610612760,39,22,2024-04-14T20:07:43Z,1750000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2024-04-14T20:07:45.7Z,2,REGULAR,substitution,out,['startperiod'],202330,,,1610612760,39,22,2024-04-14T20:09:58Z,1760000,False,,,0,,SUB out: G. Hayward,[202330],1610612760.0,OKC,,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2024-04-14T20:07:45.7Z,2,REGULAR,substitution,out,['startperiod'],1630581,,,1610612760,39,22,2024-04-14T20:09:58Z,1770000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2024-04-14T20:07:45.7Z,2,REGULAR,substitution,out,['startperiod'],1631114,,,1610612760,39,22,2024-04-14T20:09:58Z,1780000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2024-04-14T20:07:45.7Z,2,REGULAR,substitution,out,['startperiod'],1630639,,,1610612760,39,22,2024-04-14T20:09:58Z,1790000,False,,,0,,SUB out: A. Lawson,[1630639],1610612742.0,DAL,,,,,,,,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2024-04-14T20:07:45.7Z,2,REGULAR,substitution,out,['startperiod'],202693,,,1610612760,39,22,2024-04-14T20:09:58Z,1800000,False,,,0,,SUB out: M. Morris,[202693],1610612742.0,DAL,,,,,,,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2024-04-14T20:07:45.7Z,2,REGULAR,substitution,in,['startperiod'],1631096,,,1610612760,39,22,2024-04-14T20:09:58Z,1810000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,,,,,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2024-04-14T20:07:45.7Z,2,REGULAR,substitution,in,['startperiod'],1630598,,,1610612760,39,22,2024-04-14T20:09:58Z,1820000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2024-04-14T20:07:45.7Z,2,REGULAR,substitution,in,['startperiod'],1641717,,,1610612760,39,22,2024-04-14T20:09:58Z,1830000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2024-04-14T20:07:45.7Z,2,REGULAR,substitution,in,['startperiod'],203939,,,1610612760,39,22,2024-04-14T20:09:58Z,1840000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,,,,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2024-04-14T20:07:45.7Z,2,REGULAR,substitution,in,['startperiod'],203501,,,1610612760,39,22,2024-04-14T20:09:58Z,1850000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2024-04-14T20:10:11.3Z,2,REGULAR,period,start,[],0,,,1610612760,39,22,2024-04-14T20:10:11Z,1860000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT11M47.00S,2024-04-14T20:10:22.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,6.1268068331143235,53.92156862745098,1610612760,41,22,2024-04-14T20:10:29Z,1870000,False,-20.0,5.0,1,left,C. Wallace Layup (7 PTS) (S. Gilgeous-Alexander 3 AST),"[1641717, 1628983]",1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,2.03,Made,Wallace,C. Wallace,,,,,,7.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,
192,PT11M27.00S,2024-04-14T20:10:42.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630314,93.11760840998686,62.254901960784316,1610612742,41,22,2024-04-14T20:11:50Z,1890000,False,61.0,12.0,1,right,MISS B. Williams 6' pullup Shot,[1630314],1610612742.0,DAL,pullup,,,,,,In The Paint (Non-RA),0-8 Center,6.25,Missed,Williams,B. Williams,,,,,,,,,,,,,,,,,,,
193,PT11M24.00S,2024-04-14T20:10:45.7Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,41,22,2024-04-14T20:10:51Z,1900000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:4),[1631096],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Holmgren,C. Holmgren,192.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
194,PT11M11.00S,2024-04-14T20:10:58.6Z,2,REGULAR,3pt,Jump Shot,[],1628983,25.04927726675427,14.950980392156863,1610612760,41,22,2024-04-14T20:12:08Z,1910000,False,175.0,183.0,1,left,MISS S. Gilgeous-Alexander 25' 3PT,[1628983],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,25.33,Missed,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,
195,PT11M07.00S,2024-04-14T20:11:02.6Z,2,REGULAR,rebound,offensive,[],1641717,,,1610612760,41,22,2024-04-14T20:11:33Z,1920000,False,,,0,,C. Wallace REBOUND (Off:1 Def:1),[1641717],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,,,Wallace,C. Wallace,194.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
196,PT10M55.00S,2024-04-14T20:11:15.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1641717,20.18725361366623,73.2843137254902,1610612760,41,22,2024-04-14T20:12:35Z,1930000,False,-116.0,137.0,1,left,MISS C. Wallace 18' fadeaway Shot,[1641717],1610612760.0,OKC,fadeaway,,,,,,Mid-Range,16-24 Left Center,18.0,Missed,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,
197,PT10M55.00S,2024-04-14T20:11:15.6Z,2,REGULAR,rebound,offensive,[],1631096,,,1610612760,41,22,2024-04-14T20:12:35Z,1940000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:4),[1631096],1610612760.0,OKC,,,,,,,Mid-Range,16-24 Left Center,,,Holmgren,C. Holmgren,196.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
198,PT10M51.00S,2024-04-14T20:11:20.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631096,5.469776609724048,50.49019607843137,1610612760,43,22,2024-04-14T20:11:23Z,1950000,False,-2.0,-1.0,1,left,C. Holmgren putback Layup (10 PTS),[1631096],1610612760.0,OKC,putback,,,,,,Restricted Area,0-8 Center,0.27,Made,Holmgren,C. Holmgren,,,,,,10.0,,,,,,,,,,,,,
199,PT10M51.00S,2024-04-14T20:11:22.6Z,2,REGULAR,foul,personal,['1freethrow'],203939,,,1610612760,43,22,2024-04-14T20:11:29Z,1960000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Holmgren 1 FT),"[203939, 1631096]",1610612742.0,DAL,shooting,,,,,,Restricted Area,0-8 Center,,,Powell,D. Powell,,,,,,,,,,1627541.0,1.0,0.0,Holmgren,1631096.0,,,,,
201,PT10M51.00S,2024-04-14T20:11:48.5Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1631096,,,1610612760,44,22,2024-04-14T20:11:48Z,1980000,False,,,0,,C. Holmgren Free Throw 1 of 1 (11 PTS),[1631096],1610612760.0,OKC,,,,,,,,,,Made,Holmgren,C. Holmgren,,,,,,11.0,,,,,,,,,,,,,
202,PT10M43.00S,2024-04-14T20:12:02.2Z,2,REGULAR,violation,kicked ball,[],1631096,,,1610612742,44,22,2024-04-14T20:12:42Z,1990000,False,,,0,,C. Holmgren kicked ball VIOLATION,[1631096],1610612760.0,OKC,,,,,,,,,,,Holmgren,C. Holmgren,,,,,,,,,,1627541.0,,,,,,,,,
203,PT10M38.00S,2024-04-14T20:12:23.1Z,2,REGULAR,3pt,Jump Shot,[],1641788,96.66557161629436,4.166666666666666,1610612742,44,22,2024-04-14T20:12:47Z,2000000,False,-229.0,-21.0,1,right,MISS A. Fudge 3PT,[1641788],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,23.02,Missed,Fudge,A. Fudge,,,,,,,,,,,,,,,,,,,
204,PT10M37.00S,2024-04-14T20:12:27.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,44,22,2024-04-14T20:12:27Z,2010000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,,,,203.0,,,,,,,,,,,,,,,,,,
205,PT10M37.00S,2024-04-14T20:12:27.7Z,2,REGULAR,foul,personal,[],1630598,,,1610612742,44,22,2024-04-14T20:12:35Z,2020000,False,,,0,,A. Wiggins loose ball personal FOUL (1 PF),"[1630598, 203939]",1610612760.0,OKC,loose ball,,,,,,Restricted Area,0-8 Center,,,Wiggins,A. Wiggins,,,,,,,,,,1627541.0,1.0,0.0,Powell,203939.0,,,,,
208,PT10M34.00S,2024-04-14T20:12:46.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203501,71.82982917214193,17.647058823529413,1610612742,44,25,2024-04-14T20:12:50Z,2040000,False,-162.0,212.0,1,right,T. Hardaway Jr. 26' 3PT pullup (3 PTS) (J. Green 1 AST),"[203501, 1630182]",1610612742.0,DAL,pullup,,,,,,Above the Break 3,24+ Left Center,26.69,Made,Hardaway Jr.,T. Hardaway Jr.,,,,,,3.0,J. Green,1630182.0,1.0,,,,,,,,,,
209,PT10M17.00S,2024-04-14T20:13:04.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.703679369250986,40.44117647058824,1610612760,46,25,2024-04-14T20:13:08Z,2050000,False,48.0,20.0,1,left,S. Gilgeous-Alexander driving reverse Layup (10 PTS),[1628983],1610612760.0,OKC,driving reverse,,,,,,In The Paint (Non-RA),0-8 Center,5.18,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,10.0,,,,,,,,,,,,,
210,PT10M17.00S,2024-04-14T20:13:07.3Z,2,REGULAR,foul,personal,['1freethrow'],203939,,,1610612760,46,25,2024-04-14T20:13:18Z,2060000,False,,,0,,D. Powell shooting personal FOUL (2 PF) (Gilgeous-Alexander 1 FT),"[203939, 1628983]",1610612742.0,DAL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Powell,D. Powell,,,,,,,,,,1627541.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,
212,PT10M17.00S,2024-04-14T20:13:13.4Z,2,REGULAR,substitution,out,[],1641788,,,1610612760,46,25,2024-04-14T20:13:16Z,2080000,False,,,0,,SUB out: A. Fudge,[1641788],1610612742.0,DAL,,,,,,,,,,,Fudge,A. Fudge,,,,,,,,,,,,,,,,,,,
213,PT10M17.00S,2024-04-14T20:13:13.4Z,2,REGULAR,substitution,in,[],1641765,,,1610612760,46,25,2024-04-14T20:13:16Z,2090000,False,,,0,,SUB in: O. Prosper,[1641765],1610612742.0,DAL,,,,,,,,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,
214,PT10M17.00S,2024-04-14T20:13:32.0Z,2,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,47,25,2024-04-14T20:13:32Z,2100000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (11 PTS),[1628983],1610612760.0,OKC,,,,,,,,,,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,11.0,,,,,,,,,,,,,
215,PT10M07.00S,2024-04-14T20:13:44.6Z,2,REGULAR,3pt,Jump Shot,[],203501,80.1084099868594,94.11764705882352,1610612742,47,25,2024-04-14T20:13:48Z,2110000,False,221.0,134.0,1,right,MISS T. Hardaway Jr. 25' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,,,,Above the Break 3,24+ Right Center,25.84,Missed,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
216,PT10M03.00S,2024-04-14T20:13:48.6Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,47,25,2024-04-14T20:13:48Z,2120000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:5),[1631096],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,,,Holmgren,C. Holmgren,215.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
217,PT09M57.00S,2024-04-14T20:13:54.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,6.1268068331143235,48.03921568627451,1610612760,49,25,2024-04-14T20:13:57Z,2130000,False,10.0,5.0,1,left,C. Holmgren alley-oop DUNK (13 PTS) (S. Gilgeous-Alexander 4 AST),"[1631096, 1628983]",1610612760.0,OKC,alley-oop,,,,,,Restricted Area,0-8 Center,1.1,Made,Holmgren,C. Holmgren,,,,,,13.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,,
219,PT09M42.00S,2024-04-14T20:14:08.5Z,2,REGULAR,3pt,Jump Shot,[],1641765,67.7562417871222,61.51960784313726,1610612742,49,25,2024-04-14T20:14:13Z,2150000,False,58.0,251.0,1,right,MISS O. Prosper 25' 3PT,[1641765],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,25.71,Missed,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,
220,PT09M39.00S,2024-04-14T20:14:11.5Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,49,25,2024-04-14T20:14:13Z,2160000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:6),[1631096],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,,,Holmgren,C. Holmgren,219.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
221,PT09M30.00S,2024-04-14T20:14:20.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.258212877792378,45.588235294117645,1610612760,51,25,2024-04-14T20:14:23Z,2170000,False,22.0,6.0,1,left,S. Gilgeous-Alexander driving Layup (13 PTS),[1628983],1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,2.3,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,13.0,,,,,,,,,,,,,
222,PT09M13.00S,2024-04-14T20:14:37.2Z,2,REGULAR,3pt,Jump Shot,[],1630314,69.46452036793693,24.754901960784316,1610612742,51,25,2024-04-14T20:14:43Z,2180000,False,-126.0,235.0,1,right,MISS B. Williams 26' 3PT,[1630314],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,26.63,Missed,Williams,B. Williams,,,,,,,,,,,,,,,,,,,
223,PT09M10.00S,2024-04-14T20:14:40.2Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,51,25,2024-04-14T20:14:43Z,2190000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:7),[1631096],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Holmgren,C. Holmgren,222.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
224,PT08M55.00S,2024-04-14T20:14:55.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,14.011169513797633,60.049019607843135,1610612760,51,25,2024-04-14T20:15:33Z,2200000,False,-50.0,79.0,1,left,MISS S. Gilgeous-Alexander 9' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,,,,In The Paint (Non-RA),8-16 Left,9.38,Missed,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,
225,PT08M54.00S,2024-04-14T20:14:56.9Z,2,REGULAR,rebound,offensive,[],1630198,,,1610612760,51,25,2024-04-14T20:14:59Z,2210000,False,,,0,,I. Joe REBOUND (Off:1 Def:0),[1630198],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),8-16 Left,,,Joe,I. Joe,224.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
226,PT08M48.00S,2024-04-14T20:15:03.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641717,5.732588699080158,3.431372549019608,1610612760,54,25,2024-04-14T20:15:07Z,2220000,False,233.0,1.0,1,left,C. Wallace 3PT  (10 PTS) (I. Joe 1 AST),"[1641717, 1630198]",1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,23.28,Made,Wallace,C. Wallace,,,,,,10.0,I. Joe,1630198.0,1.0,,,,,,,,,,
228,PT08M28.00S,2024-04-14T20:15:22.3Z,2,REGULAR,2pt,Jump Shot,[],1630314,70.64717477003943,50.49019607843137,1610612742,54,25,2024-04-14T20:16:30Z,2240000,False,2.0,223.0,1,right,MISS B. Williams 22' pullup Shot,[1630314],1610612742.0,DAL,pullup,,,,,,Mid-Range,16-24 Center,22.34,Missed,Williams,B. Williams,,,,,,,,,,,,,,,,,,,
229,PT08M25.00S,2024-04-14T20:15:25.3Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612760,54,25,2024-04-14T20:15:26Z,2250000,False,,,0,,I. Joe REBOUND (Off:1 Def:1),[1630198],1610612760.0,OKC,,,,,,,Mid-Range,16-24 Center,,,Joe,I. Joe,228.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
230,PT08M23.00S,2024-04-14T20:15:28.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630198,27.283180026281208,20.34313725490196,1610612760,54,25,2024-04-14T20:15:33Z,2260000,False,148.0,204.0,1,left,MISS I. Joe 25' running pullup 3PT,[1630198],1610612760.0,OKC,running pullup,,,,,,Above the Break 3,24+ Right Center,25.22,Missed,Joe,I. Joe,,,,,,,,,,,,,,,,,,,
231,PT08M20.00S,2024-04-14T20:15:31.2Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,54,25,2024-04-14T20:15:33Z,2270000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,Hardaway Jr.,T. Hardaway Jr.,230.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
232,PT08M10.00S,2024-04-14T20:15:41.4Z,2,REGULAR,2pt,Jump Shot,[],1641765,79.31997371879106,50.0,1610612742,54,25,2024-04-14T20:15:45Z,2280000,False,0.0,142.0,1,right,MISS O. Prosper 14' step back Shot,[1641765],1610612742.0,DAL,step back,,,,,,Mid-Range,8-16 Center,14.19,Missed,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,
233,PT08M06.00S,2024-04-14T20:15:45.1Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,54,25,2024-04-14T20:15:45Z,2290000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,,,,Mid-Range,8-16 Center,,,Powell,D. Powell,232.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
234,PT08M05.00S,2024-04-14T20:15:45.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630182,93.51182654402102,3.431372549019608,1610612742,54,25,2024-04-14T20:15:50Z,2300000,False,-233.0,8.0,1,right,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,23.3,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,,
235,PT08M02.00S,2024-04-14T20:15:48.7Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,54,25,2024-04-14T20:15:50Z,2310000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,,,Wiggins,A. Wiggins,234.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
236,PT07M54.00S,2024-04-14T20:15:56.8Z,2,REGULAR,turnover,lost ball,[],1631096,,,1610612760,54,25,2024-04-14T20:16:00Z,2320000,False,,,0,,C. Holmgren lost ball TURNOVER (2 TO),"[1631096, 203501]",1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,2.0,,,Hardaway Jr.,203501.0
237,PT07M54.00S,2024-04-14T20:15:56.8Z,2,REGULAR,steal,,[],203501,,,1610612742,54,25,2024-04-14T20:15:58Z,2330000,False,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
238,PT07M47.00S,2024-04-14T20:16:04.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630314,93.77463863337714,52.450980392156865,1610612742,54,27,2024-04-14T20:18:44Z,2340000,False,12.0,6.0,1,right,B. Williams running Layup (8 PTS) (T. Hardaway Jr. 2 AST),"[1630314, 203501]",1610612742.0,DAL,running,,,,,,Restricted Area,0-8 Center,1.37,Made,Williams,B. Williams,,,,,,8.0,T. Hardaway Jr.,203501.0,2.0,,,,,,,,,,
239,PT07M27.00S,2024-04-14T20:16:26.5Z,2,REGULAR,turnover,out-of-bounds,[],1630198,,,1610612760,54,27,2024-04-14T20:16:32Z,2350000,False,,,0,,I. Joe lost ball out-of-bounds TURNOVER (1 TO),[1630198],1610612760.0,OKC,lost ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Joe,I. Joe,,,,,,,,,,202026.0,,,,,1.0,,,,
240,PT07M27.00S,2024-04-14T20:16:28.7Z,2,REGULAR,substitution,out,[],1630314,,,1610612742,54,27,2024-04-14T20:16:38Z,2360000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,,,,,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,
241,PT07M27.00S,2024-04-14T20:16:28.7Z,2,REGULAR,substitution,out,[],203939,,,1610612742,54,27,2024-04-14T20:16:38Z,2370000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,,,,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,
242,PT07M27.00S,2024-04-14T20:16:28.7Z,2,REGULAR,substitution,in,[],1630639,,,1610612742,54,27,2024-04-14T20:16:38Z,2380000,False,,,0,,SUB in: A. Lawson,[1630639],1610612742.0,DAL,,,,,,,,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,
243,PT07M27.00S,2024-04-14T20:16:28.7Z,2,REGULAR,substitution,in,[],202693,,,1610612742,54,27,2024-04-14T20:16:38Z,2390000,False,,,0,,SUB in: M. Morris,[202693],1610612742.0,DAL,,,,,,,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,
244,PT07M14.00S,2024-04-14T20:16:58.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630639,93.11760840998686,57.35294117647059,1610612742,54,29,2024-04-14T20:20:15Z,2400000,False,37.0,12.0,1,right,A. Lawson driving Layup (4 PTS),[1630639],1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,3.88,Made,Lawson,A. Lawson,,,,,,4.0,,,,,,,,,,,,,
246,PT07M13.00S,2024-04-14T20:17:05.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,54,29,2024-04-14T20:17:05Z,2420000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M13.00S,2024-04-14T20:19:29.5Z,2,REGULAR,substitution,out,[],1631096,,,1610612760,54,29,2024-04-14T20:19:46Z,2430000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,,,,,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,
248,PT07M13.00S,2024-04-14T20:19:29.5Z,2,REGULAR,substitution,in,[],1631119,,,1610612760,54,29,2024-04-14T20:19:46Z,2440000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,
250,PT06M58.00S,2024-04-14T20:20:10.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,6.258212877792378,47.30392156862745,1610612760,56,29,2024-04-14T20:20:13Z,2450000,False,13.0,6.0,1,left,A. Wiggins cutting Layup (2 PTS) (S. Gilgeous-Alexander 5 AST),"[1630598, 1628983]",1610612760.0,OKC,cutting,,,,,,Restricted Area,0-8 Center,1.49,Made,Wiggins,A. Wiggins,,,,,,2.0,S. Gilgeous-Alexander,1628983.0,5.0,,,,,,,,,,
252,PT06M43.00S,2024-04-14T20:20:24.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630182,94.69448094612353,49.754901960784316,1610612742,56,31,2024-04-14T20:20:46Z,2470000,False,-1.0,-3.0,1,right,J. Green driving DUNK (2 PTS) (M. Morris 2 AST),"[1630182, 202693]",1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,0.29,Made,Green,J. Green,,,,,,2.0,M. Morris,202693.0,2.0,,,,,,,,,,
254,PT06M29.00S,2024-04-14T20:20:39.1Z,2,REGULAR,3pt,Jump Shot,[],1628983,23.340998685939553,12.254901960784313,1610612760,56,31,2024-04-14T20:20:57Z,2490000,False,189.0,167.0,1,left,MISS S. Gilgeous-Alexander 25' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,,,,Above the Break 3,24+ Right Center,25.19,Missed,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,
255,PT06M28.00S,2024-04-14T20:20:40.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,56,31,2024-04-14T20:20:44Z,2500000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,,,,,254.0,,,,,,,,,,,,,,,,,,
