actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-12-22T01:10:29.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-22T01:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-12-22T01:10:31.5Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612760,0,0,2023-12-22T01:10:31Z,40000,False,,,0,,Jump Ball C. Holmgren vs. I. Zubac: Tip to J. Giddey,"[1630581, 1631096, 1627826]",1610612760.0,OKC,startperiod,J. Giddey,1630581.0,Giddey,J. Giddey,Holmgren,1631096.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-12-22T01:10:43.3Z,1,REGULAR,2pt,Jump Shot,[],1631096,79.31997371879106,35.78431372549019,1610612760,2,0,2023-12-22T01:10:50Z,70000,False,-71.0,142.0,1,right,C. Holmgren 15' Jump Shot (2 PTS) (J. Williams 1 AST),"[1631096, 1631114]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Center,15.87,Made,2.0,J. Williams,1631114.0,1.0,,,,,,,,,,,,,,
9,PT11M27.00S,2023-12-22T01:11:01.2Z,1,REGULAR,2pt,Jump Shot,[],1629599,2.0532194480946124,85.29411764705883,1610612746,2,2,2023-12-22T01:11:27Z,90000,False,-176.0,-33.0,1,left,A. Coffey 17' pullup Jump Shot (2 PTS) (J. Harden 1 AST),"[1629599, 201935]",1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,Mid-Range,16-24 Left,17.96,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
11,PT11M16.00S,2023-12-22T01:11:12.7Z,1,REGULAR,2pt,Jump Shot,[],1628983,80.3712220762155,66.66666666666666,1610612760,4,2,2023-12-22T01:11:16Z,110000,False,83.0,132.0,1,right,S. Gilgeous-Alexander 15' pullup Jump Shot (2 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,15.61,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M53.00S,2023-12-22T01:11:35.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,5.338370565045992,51.470588235294116,1610612746,4,4,2023-12-22T01:11:39Z,120000,False,-7.0,-2.0,1,left,I. Zubac cutting DUNK (2 PTS) (P. George 1 AST),"[1627826, 202331]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,P. George,202331.0,1.0,,,,,,,,,,,,,,
14,PT10M45.00S,2023-12-22T01:11:43.3Z,1,REGULAR,3pt,Jump Shot,[],1631096,69.99014454664915,23.03921568627451,1610612760,7,4,2023-12-22T01:11:49Z,140000,False,-135.0,230.0,1,right,C. Holmgren 26' 3PT  (5 PTS) (J. Giddey 1 AST),"[1631096, 1630581]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,26.62,Made,5.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
16,PT10M20.00S,2023-12-22T01:12:09.8Z,1,REGULAR,3pt,Jump Shot,[],201935,23.078186596583443,10.784313725490197,1610612746,7,4,2023-12-22T01:12:16Z,160000,False,196.0,164.0,1,left,MISS J. Harden 25' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,,
17,PT10M16.00S,2023-12-22T01:12:13.8Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,7,4,2023-12-22T01:12:16Z,170000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M06.00S,2023-12-22T01:12:23.3Z,1,REGULAR,3pt,Jump Shot,[],1630581,76.2976346911958,10.53921568627451,1610612760,10,4,2023-12-22T01:12:28Z,180000,False,-197.0,170.0,1,right,J. Giddey 26' 3PT  (3 PTS) (J. Williams 2 AST),"[1630581, 1631114]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,26.06,Made,3.0,J. Williams,1631114.0,2.0,,,,,,,,,,,,,,
20,PT09M51.00S,2023-12-22T01:12:37.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,9.674770039421814,46.568627450980394,1610612746,10,6,2023-12-22T01:12:47Z,200000,False,17.0,38.0,1,left,I. Zubac floating Jump Shot (4 PTS) (J. Harden 2 AST),"[1627826, 201935]",1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,4.21,Made,4.0,J. Harden,201935.0,2.0,,,,,,,,,,,,,,
