actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
97,PT05M04.00S,2024-01-01T00:27:23.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628969,5.995400788436268,56.61764705882353,1610612751,15,23,2024-01-01T00:31:54Z,950000,False,-33.0,4.0,1,left,M. Bridges driving floating bank Jump Shot (12 PTS),[1628969],1610612751.0,BKN,driving floating bank,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,3.33,Made,12.0,,,,,,,,,,,,,
98,PT04M45.00S,2024-01-01T00:27:40.8Z,1,REGULAR,3pt,Jump Shot,[],1630581,71.04139290407359,74.01960784313727,1610612760,18,23,2024-01-01T00:27:46Z,960000,False,120.0,220.0,1,right,J. Giddey 25' 3PT  (5 PTS) (J. Williams 1 AST),"[1630581, 1631119]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,25.04,Made,5.0,J. Williams,1631119.0,1.0,,,,,,,,,,
100,PT04M31.00S,2024-01-01T00:27:58.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630198,,,1610612751,18,23,2024-01-01T00:28:09Z,980000,False,,,0,,I. Joe personal FOUL (1 PF) (Thomas 2 FT),"[1630198, 1630560]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),8-16 Center,202058.0,,,,,,,,,,,,,,1.0,0.0,Thomas,1630560.0,,
102,PT04M31.00S,2024-01-01T00:28:32.2Z,1,REGULAR,freethrow,1 of 2,[],1630560,,,1610612751,18,24,2024-01-01T00:28:32Z,1000000,False,,,0,,C. Thomas Free Throw 1 of 2 (1 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
103,PT04M31.00S,2024-01-01T00:28:32.2Z,1,REGULAR,freethrow,2 of 2,[],1630560,,,1610612751,18,24,2024-01-01T00:28:52Z,1010000,False,,,0,,MISS C. Thomas Free Throw 2 of 2,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
104,PT04M31.00S,2024-01-01T00:28:32.2Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,18,24,2024-01-01T00:29:10Z,1020000,False,,,0,,J. Williams REBOUND (Off:1 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,103.0,2.0,1.0,1.0,,,,,,
106,PT04M21.00S,2024-01-01T00:29:33.5Z,1,REGULAR,3pt,Jump Shot,[],1631119,96.92838370565046,3.6764705882352944,1610612760,18,24,2024-01-01T00:29:39Z,1040000,False,-232.0,-24.0,1,right,MISS J. Williams 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,,23.28,Missed,,,,,,,,,,,,,,
107,PT04M19.00S,2024-01-01T00:29:35.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,18,24,2024-01-01T00:29:39Z,1050000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,106.0,,,,,,,,,
109,PT04M19.00S,2024-01-01T00:29:40.1Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,18,24,2024-01-01T00:30:04Z,1070000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M19.00S,2024-01-01T00:29:40.1Z,1,REGULAR,substitution,in,[],1630598,,,1610612760,18,24,2024-01-01T00:30:04Z,1080000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M13.00S,2024-01-01T00:30:11.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628983,79.05716162943496,62.254901960784316,1610612760,18,24,2024-01-01T00:30:22Z,1090000,False,61.0,144.0,1,right,MISS S. Gilgeous-Alexander 15' turnaround Shot,[1628983],1610612760.0,OKC,turnaround,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,,,,,15.69,Missed,,,,,,,,,,,,,,
112,PT04M07.00S,2024-01-01T00:30:17.4Z,1,REGULAR,rebound,offensive,[],1630598,,,1610612760,18,24,2024-01-01T00:30:22Z,1100000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Center,,,,,,,,,,,111.0,1.0,0.0,1.0,,,,,,
113,PT04M06.00S,2024-01-01T00:30:17.5Z,1,REGULAR,turnover,bad pass,[],1630598,,,1610612760,18,24,2024-01-01T00:30:25Z,1110000,False,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[1630598, 1630560]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Mid-Range,24+ Right,,1.0,Thomas,1630560.0,,,,,,,,,,,,,,,,
114,PT04M06.00S,2024-01-01T00:30:17.5Z,1,REGULAR,steal,,[],1630560,,,1610612751,18,24,2024-01-01T00:30:19Z,1120000,False,,,0,,C. Thomas STEAL (1 STL),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,24+ Right,,,,,,,,,,,,,,,,,,,,
115,PT04M02.00S,2024-01-01T00:30:21.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630560,5.206964520367937,51.9607843137255,1610612751,18,26,2024-01-01T00:30:30Z,1130000,False,-10.0,-4.0,1,left,C. Thomas running Layup (3 PTS),[1630560],1610612751.0,BKN,running,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,,1.04,Made,3.0,,,,,,,,,,,,,
116,PT03M50.00S,2024-01-01T00:30:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631119,93.11760840998686,50.49019607843137,1610612760,20,26,2024-01-01T00:30:41Z,1140000,False,2.0,12.0,1,right,J. Williams cutting Layup (2 PTS) (S. Gilgeous-Alexander 2 AST),"[1631119, 1628983]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,1.25,Made,2.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,
118,PT03M50.00S,2024-01-01T00:30:38.2Z,1,REGULAR,foul,personal,['1freethrow'],1630560,,,1610612760,20,26,2024-01-01T00:31:01Z,1160000,False,,,0,,C. Thomas shooting personal FOUL (2 PF) (Williams 1 FT),"[1630560, 1631119]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,202058.0,,,,,,,,,,,,,,2.0,0.0,Williams,1631119.0,,
120,PT03M50.00S,2024-01-01T00:30:49.8Z,1,REGULAR,substitution,out,[],203915,,,1610612760,20,26,2024-01-01T00:31:00Z,1180000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M50.00S,2024-01-01T00:30:49.8Z,1,REGULAR,substitution,in,[],1628372,,,1610612760,20,26,2024-01-01T00:31:00Z,1190000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M50.00S,2024-01-01T00:31:11.5Z,1,REGULAR,freethrow,1 of 1,[],1631119,,,1610612760,21,26,2024-01-01T00:31:11Z,1200000,False,,,0,,J. Williams Free Throw 1 of 1 (3 PTS),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
123,PT03M42.00S,2024-01-01T00:31:22.8Z,1,REGULAR,3pt,Jump Shot,[],1626220,21.76412614980289,91.91176470588235,1610612751,21,26,2024-01-01T00:31:27Z,1210000,False,-210.0,152.0,1,left,MISS R. O'Neale 25' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,25.9,Missed,,,,,,,,,,,,,,
124,PT03M38.00S,2024-01-01T00:31:26.8Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,21,26,2024-01-01T00:36:02Z,1220000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,
125,PT03M34.00S,2024-01-01T00:31:31.3Z,1,REGULAR,turnover,lost ball,[],1628983,,,1610612760,21,26,2024-01-01T00:31:35Z,1230000,False,,,0,,S. Gilgeous-Alexander lost ball TURNOVER (1 TO),"[1628983, 1626220]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,1.0,O'Neale,1626220.0,,,,,,,,,,,,,,,,
126,PT03M34.00S,2024-01-01T00:31:31.3Z,1,REGULAR,steal,,[],1626220,,,1610612751,21,26,2024-01-01T00:31:33Z,1240000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
127,PT03M27.00S,2024-01-01T00:31:38.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630560,9.937582128777924,26.96078431372549,1610612751,21,28,2024-01-01T00:31:45Z,1250000,False,115.0,41.0,1,left,C. Thomas 12' pullup Jump Shot (5 PTS) (R. O'Neale 1 AST),"[1630560, 1626220]",1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,,,,,12.22,Made,5.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,
129,PT03M07.00S,2024-01-01T00:31:58.5Z,1,REGULAR,3pt,Jump Shot,[],1630198,95.74572930354796,94.6078431372549,1610612760,24,28,2024-01-01T00:32:02Z,1270000,False,223.0,-13.0,1,right,I. Joe 3PT  (3 PTS) (J. Williams 2 AST),"[1630198, 1631119]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Right Corner 3,24+ Right,,,,,22.34,Made,3.0,J. Williams,1631119.0,2.0,,,,,,,,,,
131,PT02M50.00S,2024-01-01T00:32:15.0Z,1,REGULAR,3pt,Jump Shot,[],1626220,7.440867279894875,3.9215686274509802,1610612751,24,28,2024-01-01T00:32:19Z,1290000,False,230.0,17.0,1,left,MISS R. O'Neale 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,,23.11,Missed,,,,,,,,,,,,,,
132,PT02M47.00S,2024-01-01T00:32:18.0Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,24,28,2024-01-01T00:32:19Z,1300000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,,,,,,,,,,,131.0,2.0,1.0,1.0,,,,,,
133,PT02M39.00S,2024-01-01T00:32:27.8Z,1,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612760,24,28,2024-01-01T00:32:35Z,1310000,False,,,0,,D. Sharpe shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1630549, 1628983]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,202058.0,,,,,,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,
135,PT02M39.00S,2024-01-01T00:32:37.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,24,28,2024-01-01T00:32:37Z,1330000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M39.00S,2024-01-01T00:35:37.4Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,25,28,2024-01-01T00:35:37Z,1340000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (7 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
137,PT02M39.00S,2024-01-01T00:35:52.5Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,26,28,2024-01-01T00:35:52Z,1350000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (8 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
138,PT02M29.00S,2024-01-01T00:36:06.5Z,1,REGULAR,3pt,Jump Shot,[],1630560,6.915243101182654,2.450980392156863,1610612751,26,31,2024-01-01T00:36:10Z,1360000,False,238.0,13.0,1,left,C. Thomas 3PT  (8 PTS) (M. Bridges 3 AST),"[1630560, 1628969]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Right Corner 3,24+ Right,,,,,23.8,Made,8.0,M. Bridges,1628969.0,3.0,,,,,,,,,,
140,PT02M14.00S,2024-01-01T00:36:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,81.15965834428384,36.27450980392157,1610612760,26,31,2024-01-01T00:36:25Z,1380000,False,-69.0,125.0,1,right,MISS S. Gilgeous-Alexander 14' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,14.22,Missed,,,,,,,,,,,,,,
141,PT02M11.00S,2024-01-01T00:36:23.4Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,26,31,2024-01-01T00:36:25Z,1390000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,140.0,1.0,1.0,0.0,,,,,,
142,PT02M07.00S,2024-01-01T00:36:28.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,23.340998685939553,12.009803921568627,1610612751,26,34,2024-01-01T00:39:02Z,1400000,False,190.0,167.0,1,left,M. Bridges 25' 3PT running (15 PTS) (D. Smith Jr. 1 AST),"[1628969, 1628372]",1610612751.0,BKN,running,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,25.29,Made,15.0,D. Smith Jr.,1628372.0,1.0,,,,,,,,,,
144,PT01M51.00S,2024-01-01T00:36:43.7Z,1,REGULAR,2pt,Jump Shot,[],1641717,80.1084099868594,66.42156862745098,1610612760,28,34,2024-01-01T00:36:48Z,1420000,False,82.0,134.0,1,right,C. Wallace 15' pullup Jump Shot (2 PTS) (S. Gilgeous-Alexander 3 AST),"[1641717, 1628983]",1610612760.0,OKC,pullup,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Right,,,,,15.76,Made,2.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,
146,PT01M24.00S,2024-01-01T00:37:11.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,8.886333771353483,39.705882352941174,1610612751,28,36,2024-01-01T00:37:14Z,1440000,False,51.0,31.0,1,left,C. Thomas 6' bank Jump Shot (10 PTS),[1630560],1610612751.0,BKN,bank,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.01,Made,10.0,,,,,,,,,,,,,
147,PT01M08.00S,2024-01-01T00:37:29.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.51182654402102,50.73529411764706,1610612760,30,36,2024-01-01T00:37:37Z,1450000,False,4.0,8.0,1,right,S. Gilgeous-Alexander driving Layup (10 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,0.93,Made,10.0,,,,,,,,,,,,,
148,PT01M08.00S,2024-01-01T00:37:31.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628372,,,1610612760,30,36,2024-01-01T00:38:01Z,1460000,False,,,0,,D. Smith Jr. shooting personal FOUL (1 PF) (Gilgeous-Alexander 1 FT),"[1628372, 1628983]",1610612751.0,BKN,shooting,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,1627534.0,,,,,,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,
150,PT01M08.00S,2024-01-01T00:37:40.8Z,1,REGULAR,substitution,out,[],1631119,,,1610612760,30,36,2024-01-01T00:37:56Z,1480000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M08.00S,2024-01-01T00:37:40.8Z,1,REGULAR,substitution,out,[],1630549,,,1610612760,30,36,2024-01-01T00:37:56Z,1490000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M08.00S,2024-01-01T00:37:40.8Z,1,REGULAR,substitution,in,[],1631096,,,1610612760,30,36,2024-01-01T00:37:56Z,1500000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M08.00S,2024-01-01T00:37:40.8Z,1,REGULAR,substitution,in,[],1629651,,,1610612760,30,36,2024-01-01T00:37:56Z,1510000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M08.00S,2024-01-01T00:38:05.7Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,31,36,2024-01-01T00:38:05Z,1520000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (11 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
155,PT00M58.80S,2024-01-01T00:38:20.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,14.4053876478318,42.40196078431372,1610612751,31,36,2024-01-01T00:38:28Z,1530000,False,38.0,83.0,1,left,MISS N. Claxton 9' floating Shot,[1629651],1610612751.0,BKN,floating,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,9.12,Missed,,,,,,,,,,,,,,
156,PT00M55.90S,2024-01-01T00:38:23.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,31,36,2024-01-01T00:38:28Z,1540000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,155.0,,,,,,,,,
158,PT00M31.50S,2024-01-01T00:38:55.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612760,31,36,2024-01-01T00:39:04Z,1560000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,Mid-Range,16-24 Left,1628487.0,,,,,,,,,,,,,,,,,,,
159,PT00M20.60S,2024-01-01T00:39:23.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628969,6.652431011826544,79.90196078431373,1610612751,31,36,2024-01-01T00:39:28Z,1570000,False,-150.0,10.0,1,left,MISS M. Bridges 14' fadeaway Shot,[1628969],1610612751.0,BKN,fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,14.98,Missed,,,,,,,,,,,,,,
160,PT00M17.90S,2024-01-01T00:39:26.2Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,31,36,2024-01-01T00:39:26Z,1580000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,,,,,,,,159.0,1.0,1.0,0.0,,,,,,
161,PT00M02.80S,2024-01-01T00:39:41.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.64323258869908,46.568627450980394,1610612760,33,36,2024-01-01T00:39:45Z,1590000,False,-17.0,7.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (13 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,1.87,Made,13.0,,,,,,,,,,,,,
162,PT00M00.00S,2024-01-01T00:39:54.0Z,1,REGULAR,period,end,[],0,,,1610612751,33,36,2024-01-01T00:39:54Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-01-01T00:42:02.0Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612751,33,36,2024-01-01T00:42:16Z,1610000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-01-01T00:42:02.0Z,2,REGULAR,substitution,out,['startperiod'],1630198,,,1610612751,33,36,2024-01-01T00:42:16Z,1620000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-01-01T00:42:02.0Z,2,REGULAR,substitution,out,['startperiod'],1630598,,,1610612751,33,36,2024-01-01T00:42:16Z,1630000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-01-01T00:42:02.0Z,2,REGULAR,substitution,out,['startperiod'],1641717,,,1610612751,33,36,2024-01-01T00:42:16Z,1640000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-01-01T00:42:02.0Z,2,REGULAR,substitution,out,['startperiod'],1628969,,,1610612751,33,36,2024-01-01T00:42:16Z,1650000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-01-01T00:42:02.0Z,2,REGULAR,substitution,in,['startperiod'],1629652,,,1610612751,33,36,2024-01-01T00:42:16Z,1660000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-01-01T00:42:02.0Z,2,REGULAR,substitution,in,['startperiod'],1629026,,,1610612751,33,36,2024-01-01T00:42:16Z,1670000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-01-01T00:42:02.0Z,2,REGULAR,substitution,in,['startperiod'],1631114,,,1610612751,33,36,2024-01-01T00:42:16Z,1680000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-01-01T00:42:02.0Z,2,REGULAR,substitution,in,['startperiod'],203995,,,1610612751,33,36,2024-01-01T00:42:16Z,1690000,False,,,0,,SUB in: V. Micic,[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-01-01T00:42:02.0Z,2,REGULAR,substitution,in,['startperiod'],1627827,,,1610612751,33,36,2024-01-01T00:42:16Z,1700000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-01-01T00:42:32.6Z,2,REGULAR,period,start,[],0,,,1610612760,33,36,2024-01-01T00:42:32Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M43.00S,2024-01-01T00:42:49.2Z,2,REGULAR,2pt,Jump Shot,[],203995,77.7431011826544,69.36274509803921,1610612760,35,36,2024-01-01T00:42:53Z,1720000,False,97.0,157.0,1,right,V. Micic 18' pullup Jump Shot (2 PTS) (C. Holmgren 1 AST),"[203995, 1631096]",1610612760.0,OKC,pullup,,,Micic,V. Micic,,,,,Mid-Range,16-24 Right Center,,,,,18.42,Made,2.0,C. Holmgren,1631096.0,1.0,,,,,,,,,,
176,PT11M15.00S,2024-01-01T00:43:16.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627827,17.95335085413929,34.55882352941176,1610612751,35,36,2024-01-01T00:44:04Z,1740000,False,77.0,116.0,1,left,MISS D. Finney-Smith 13' driving floating bank Shot,[1627827],1610612751.0,BKN,driving floating bank,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Right,,,,,13.96,Missed,,,,,,,,,,,,,,
177,PT11M11.00S,2024-01-01T00:43:20.4Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,35,36,2024-01-01T00:44:04Z,1750000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,176.0,1.0,1.0,0.0,,,,,,
178,PT11M07.00S,2024-01-01T00:43:24.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631096,93.51182654402102,47.05882352941176,1610612760,37,36,2024-01-01T03:43:33Z,1760000,False,-15.0,8.0,1,right,C. Holmgren running Layup (2 PTS) (L. Dort 1 AST),"[1631096, 1629652]",1610612760.0,OKC,running,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,1.7,Made,2.0,L. Dort,1629652.0,1.0,,,,,,,,,,
180,PT10M57.00S,2024-01-01T00:43:34.6Z,2,REGULAR,3pt,Jump Shot,[],1630560,31.61957950065703,66.91176470588235,1610612751,37,36,2024-01-01T00:43:40Z,1780000,False,-85.0,245.0,1,left,MISS C. Thomas 25' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,,,,,25.89,Missed,,,,,,,,,,,,,,
181,PT10M53.00S,2024-01-01T00:43:38.6Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,37,36,2024-01-01T00:43:40Z,1790000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,180.0,2.0,2.0,0.0,,,,,,
