actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
190,PT11M48.00S,2023-11-09T01:40:27.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,6.652431011826544,48.03921568627451,1610612760,38,29,2023-11-09T01:40:32Z,1840000,False,10.0,10.0,1,left,C. Wallace cutting Layup (2 PTS) (J. Williams 1 AST),"[1641717, 1631114]",1610612760.0,OKC,cutting,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,,,,1.4,J. Williams,1631114.0,1.0,,
192,PT11M31.00S,2023-11-09T01:40:44.3Z,2,REGULAR,3pt,Jump Shot,[],1629622,96.66557161629436,3.9215686274509802,1610612739,38,29,2023-11-09T01:40:56Z,1860000,False,-230.0,-21.0,1,right,MISS M. Strus 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,,,,23.14,,,,,
193,PT11M28.00S,2023-11-09T01:40:47.3Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,38,29,2023-11-09T01:40:56Z,1870000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Left Corner 3,24+ Left,,,,,,,,192.0,2.0,1.0,1.0,,,,,,,,,
194,PT11M27.00S,2023-11-09T01:40:49.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627747,70.38436268068331,22.30392156862745,1610612739,38,29,2023-11-09T01:40:59Z,1880000,False,-138.0,226.0,1,right,MISS C. LeVert 26' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,,,26.5,,,,,
195,PT11M22.00S,2023-11-09T01:40:54.5Z,2,REGULAR,rebound,defensive,[],1641717,,,1610612760,38,29,2023-11-09T01:40:59Z,1890000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,,,194.0,1.0,1.0,0.0,,,,,,,,,
196,PT11M10.00S,2023-11-09T01:41:06.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,5.338370565045992,54.41176470588235,1610612760,38,29,2023-11-09T01:41:15Z,1900000,False,-22.0,-2.0,1,left,MISS J. Giddey cutting Layup,[1630581],1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,,,2.22,,,,,
197,PT11M09.00S,2023-11-09T01:41:07.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,38,29,2023-11-09T01:41:15Z,1910000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,196.0,,,,,,,,,,,,
199,PT10M52.00S,2023-11-09T01:41:34.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,89.56964520367937,54.65686274509803,1610612739,38,29,2023-11-09T01:41:41Z,1930000,False,23.0,46.0,1,right,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,,,5.11,,,,,
200,PT10M52.00S,2023-11-09T01:41:34.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,38,29,2023-11-09T01:41:41Z,1940000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,199.0,,,,,,,,,,,,
202,PT10M38.00S,2023-11-09T01:42:00.9Z,2,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612760,38,29,2023-11-09T01:42:08Z,1960000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Williams 2 FT),"[1627777, 1631114]",1610612739.0,CLE,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,1628484.0,1.0,0.0,Williams,1631114.0,,,,,,,,,,,,,,,
204,PT10M38.00S,2023-11-09T01:42:24.4Z,2,REGULAR,freethrow,1 of 2,[],1631114,,,1610612760,39,29,2023-11-09T01:42:24Z,1980000,False,,,0,,J. Williams Free Throw 1 of 2 (5 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
205,PT10M38.00S,2023-11-09T01:42:39.7Z,2,REGULAR,freethrow,2 of 2,[],1631114,,,1610612760,40,29,2023-11-09T01:42:39Z,1990000,False,,,0,,J. Williams Free Throw 2 of 2 (6 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
206,PT10M18.00S,2023-11-09T01:43:00.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,84.44480946123521,60.29411764705882,1610612739,40,31,2023-11-09T01:43:04Z,2000000,False,51.0,94.0,1,right,D. Garland 10' fadeaway Jump Shot (5 PTS),[1629636],1610612739.0,CLE,fadeaway,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,5.0,,,,,,,,10.69,,,,,
207,PT09M57.00S,2023-11-09T01:43:20.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,15.850854139290407,53.431372549019606,1610612760,42,31,2023-11-09T01:43:27Z,2010000,False,-17.0,96.0,1,left,C. Holmgren 9' turnaround fadeaway Jump Shot (7 PTS),[1631096],1610612760.0,OKC,turnaround fadeaway,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,7.0,,,,,,,,9.8,,,,,
208,PT09M45.00S,2023-11-09T01:43:33.1Z,2,REGULAR,3pt,Jump Shot,[],1629636,81.8166885676741,95.34313725490196,1610612739,42,31,2023-11-09T01:43:37Z,2020000,False,227.0,118.0,1,right,MISS D. Garland 25' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,,,25.58,,,,,
209,PT09M43.00S,2023-11-09T01:43:35.1Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,42,31,2023-11-09T01:43:37Z,2030000,False,,,0,,J. Giddey REBOUND (Off:1 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,,208.0,4.0,3.0,1.0,,,,,,,,,
210,PT09M31.00S,2023-11-09T01:43:47.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,9.411957950065702,52.94117647058824,1610612760,42,31,2023-11-09T01:43:52Z,2040000,False,-15.0,36.0,1,left,MISS C. Holmgren driving Layup,[1631096],1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,,,3.89,,,,,
211,PT09M30.00S,2023-11-09T01:43:48.9Z,2,REGULAR,rebound,offensive,[],1631096,,,1610612760,42,31,2023-11-09T01:43:48Z,2050000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:0),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,210.0,1.0,0.0,1.0,,,,,,,,,
212,PT09M29.00S,2023-11-09T01:43:49.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631096,5.995400788436268,50.49019607843137,1610612760,44,31,2023-11-09T01:43:57Z,2060000,False,-2.0,4.0,1,left,C. Holmgren putback Layup (9 PTS),[1631096],1610612760.0,OKC,putback,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,,,,,0.46,,,,,
213,PT09M29.00S,2023-11-09T01:43:53.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,44,31,2023-11-09T01:43:53Z,2070000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M08.00S,2023-11-09T01:47:06.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,90.09526938239159,45.09803921568628,1610612739,44,33,2023-11-09T01:47:09Z,2080000,False,-25.0,41.0,1,right,J. Allen Hook (7 PTS) (M. Strus 1 AST),"[1628386, 1629622]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,7.0,,,,,,,,4.74,M. Strus,1629622.0,1.0,,
215,PT08M49.00S,2023-11-09T01:47:25.3Z,2,REGULAR,3pt,Jump Shot,[],1641717,7.046649145860711,3.1862745098039214,1610612760,47,33,2023-11-09T01:47:29Z,2090000,False,234.0,14.0,1,left,C. Wallace 3PT  (5 PTS) (C. Holmgren 1 AST),"[1641717, 1631096]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,,,,,Made,5.0,,,,,,,,23.45,C. Holmgren,1631096.0,1.0,,
217,PT08M31.00S,2023-11-09T01:47:42.7Z,2,REGULAR,3pt,Jump Shot,[],1627777,66.96780551905388,46.81372549019608,1610612739,47,33,2023-11-09T01:47:50Z,2110000,False,-16.0,258.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,,,,25.85,,,,,
218,PT08M27.00S,2023-11-09T01:47:46.7Z,2,REGULAR,rebound,offensive,[],1629636,,,1610612739,47,33,2023-11-09T01:59:11Z,2120000,False,,,0,,D. Garland REBOUND (Off:1 Def:0),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,,,,,,,,217.0,1.0,0.0,1.0,,,,,,,,,
219,PT08M16.00S,2023-11-09T01:47:57.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628386,92.59198423127464,50.0,1610612739,47,35,2023-11-09T01:48:01Z,2130000,False,0.0,17.0,1,right,J. Allen DUNK (9 PTS) (C. LeVert 3 AST),"[1628386, 1627747]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,,,,,1.71,C. LeVert,1627747.0,3.0,,
221,PT08M04.00S,2023-11-09T01:48:10.0Z,2,REGULAR,3pt,Jump Shot,[],1630598,2.1846254927726676,96.81372549019608,1610612760,47,35,2023-11-09T01:48:13Z,2150000,False,-234.0,-32.0,1,left,MISS A. Wiggins 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,,,,23.63,,,,,
222,PT08M02.00S,2023-11-09T01:48:12.0Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,47,35,2023-11-09T01:48:13Z,2160000,False,,,0,,C. LeVert REBOUND (Off:0 Def:3),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Left Corner 3,24+ Left,,,,,,,,221.0,3.0,3.0,0.0,,,,,,,,,
223,PT07M57.00S,2023-11-09T01:48:19.8Z,2,REGULAR,foul,personal,['2freethrow'],1641717,,,1610612739,47,35,2023-11-09T01:48:27Z,2170000,False,,,0,,C. Wallace shooting personal FOUL (1 PF) (LeVert 2 FT),"[1641717, 1627747]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,1830.0,1.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,
225,PT07M57.00S,2023-11-09T01:49:02.2Z,2,REGULAR,freethrow,1 of 2,[],1627747,,,1610612739,47,36,2023-11-09T01:49:02Z,2190000,False,,,0,,C. LeVert Free Throw 1 of 2 (6 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
226,PT07M57.00S,2023-11-09T01:49:02.8Z,2,REGULAR,substitution,out,[],1629636,,,1610612739,47,36,2023-11-09T01:49:18Z,2200000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M57.00S,2023-11-09T01:49:02.8Z,2,REGULAR,substitution,in,[],1628378,,,1610612739,47,36,2023-11-09T01:49:18Z,2210000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M57.00S,2023-11-09T01:49:24.9Z,2,REGULAR,freethrow,2 of 2,[],1627747,,,1610612739,47,37,2023-11-09T01:49:24Z,2220000,False,,,0,,C. LeVert Free Throw 2 of 2 (7 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
229,PT07M42.00S,2023-11-09T01:49:40.9Z,2,REGULAR,3pt,Jump Shot,[],1641717,8.623521681997373,3.6764705882352944,1610612760,50,37,2023-11-09T01:49:45Z,2230000,False,232.0,29.0,1,left,C. Wallace 3PT  (8 PTS) (J. Giddey 3 AST),"[1641717, 1630581]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,,,,,Made,8.0,,,,,,,,23.34,J. Giddey,1630581.0,3.0,,
231,PT07M25.00S,2023-11-09T01:49:57.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,84.70762155059133,45.34313725490196,1610612739,50,37,2023-11-09T01:50:43Z,2250000,False,-23.0,91.0,1,right,MISS C. LeVert 9' pullup Shot,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,,,,9.41,,,,,
232,PT07M23.00S,2023-11-09T01:49:59.0Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,50,37,2023-11-09T02:03:27Z,2260000,False,,,0,,J. Giddey REBOUND (Off:1 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,231.0,5.0,4.0,1.0,,,,,,,,,
233,PT07M08.00S,2023-11-09T01:50:14.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641717,20.318659658344284,35.294117647058826,1610612760,52,37,2023-11-09T01:50:20Z,2270000,False,74.0,138.0,1,left,C. Wallace 15' step back Jump Shot (10 PTS) (C. Holmgren 2 AST),"[1641717, 1631096]",1610612760.0,OKC,step back,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,10.0,,,,,,,,15.68,C. Holmgren,1631096.0,2.0,,
235,PT06M50.00S,2023-11-09T01:50:32.1Z,2,REGULAR,3pt,Jump Shot,[],1628378,70.38436268068331,79.90196078431373,1610612739,52,37,2023-11-09T01:50:39Z,2290000,False,150.0,226.0,1,right,MISS D. Mitchell 27' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,,,27.09,,,,,
236,PT06M47.00S,2023-11-09T01:50:35.1Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,52,37,2023-11-09T01:50:39Z,2300000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,,235.0,2.0,1.0,1.0,,,,,,,,,
237,PT06M41.00S,2023-11-09T01:50:42.7Z,2,REGULAR,3pt,Jump Shot,[],1630598,11.12023653088042,3.6764705882352944,1610612760,52,37,2023-11-09T01:50:47Z,2310000,False,232.0,52.0,1,left,MISS A. Wiggins 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,,,,23.74,,,,,
238,PT06M37.00S,2023-11-09T01:50:46.7Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,52,37,2023-11-09T01:50:47Z,2320000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,,,,,,,,237.0,3.0,3.0,0.0,,,,,,,,,
239,PT06M30.00S,2023-11-09T01:50:53.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,88.78120893561103,51.9607843137255,1610612739,52,39,2023-11-09T01:51:00Z,2330000,False,10.0,53.0,1,right,G. Niang Layup (7 PTS),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,7.0,,,,,,,,5.39,,,,,
240,PT06M11.00S,2023-11-09T01:51:11.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,9.674770039421814,63.23529411764706,1610612760,52,39,2023-11-09T01:51:15Z,2340000,False,-66.0,38.0,1,left,MISS J. Giddey 7' Layup - blocked,"[1630581, 1629622]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,,,7.65,,,,Strus,1629622.0
256,PT06M11.00S,2023-11-09T01:51:11.7Z,2,REGULAR,block,,[],1629622,,,1610612760,52,39,2023-11-09T01:53:14Z,2345000,False,,,0,,M. Strus BLOCK (1 BLK),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
241,PT06M09.00S,2023-11-09T01:51:13.7Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612739,52,39,2023-11-09T01:51:15Z,2350000,False,,,0,,M. Strus REBOUND (Off:1 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,240.0,2.0,1.0,1.0,,,,,,,,,
242,PT06M06.00S,2023-11-09T01:51:18.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,94.82588699080158,59.31372549019608,1610612739,52,39,2023-11-09T01:51:24Z,2360000,False,47.0,-4.0,1,right,MISS J. Allen Layup - blocked,"[1628386, 1631096]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,,,4.68,,,,Holmgren,1631096.0
243,PT06M06.00S,2023-11-09T01:51:18.1Z,2,REGULAR,block,,[],1631096,,,1610612739,52,39,2023-11-09T01:51:20Z,2370000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
244,PT06M06.00S,2023-11-09T01:51:18.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,52,39,2023-11-09T01:51:24Z,2380000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,242.0,,,,,,,,,,,,
246,PT06M06.00S,2023-11-09T01:51:23.1Z,2,REGULAR,substitution,out,[],1631096,,,1610612739,52,39,2023-11-09T01:51:33Z,2400000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M06.00S,2023-11-09T01:51:23.1Z,2,REGULAR,substitution,out,[],1628386,,,1610612739,52,39,2023-11-09T01:51:33Z,2410000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M06.00S,2023-11-09T01:51:23.1Z,2,REGULAR,substitution,in,[],1631119,,,1610612739,52,39,2023-11-09T01:51:33Z,2420000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M06.00S,2023-11-09T01:51:23.1Z,2,REGULAR,substitution,in,[],1630596,,,1610612739,52,39,2023-11-09T01:51:33Z,2430000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M00.00S,2023-11-09T01:51:48.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630596,82.60512483574244,37.745098039215684,1610612739,52,41,2023-11-09T01:51:59Z,2440000,False,-61.0,111.0,1,right,E. Mobley 12' fadeaway Jump Shot (6 PTS),[1630596],1610612739.0,CLE,fadeaway,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,6.0,,,,,,,,12.68,,,,,
251,PT05M37.00S,2023-11-09T01:52:10.9Z,2,REGULAR,3pt,Jump Shot,[],1631119,32.802233902759525,55.14705882352941,1610612760,55,41,2023-11-09T01:52:17Z,2450000,False,-26.0,256.0,1,left,J. Williams 25' 3PT  (3 PTS) (J. Giddey 4 AST),"[1631119, 1630581]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,,,,,,,,25.71,J. Giddey,1630581.0,4.0,,
253,PT05M21.00S,2023-11-09T01:52:26.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,94.03745072273325,51.225490196078425,1610612739,55,43,2023-11-09T01:52:31Z,2470000,False,6.0,4.0,1,right,E. Mobley DUNK (8 PTS) (M. Strus 2 AST),"[1630596, 1629622]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,,,,,,,0.7,M. Strus,1629622.0,2.0,,
255,PT05M21.00S,2023-11-09T01:52:31.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,55,43,2023-11-09T01:52:31Z,2490000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M21.00S,2023-11-09T01:54:53.7Z,2,REGULAR,substitution,out,[],1630581,,,1610612760,55,43,2023-11-09T01:55:18Z,2500000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M21.00S,2023-11-09T01:54:53.7Z,2,REGULAR,substitution,out,[],1631114,,,1610612760,55,43,2023-11-09T01:55:18Z,2510000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M21.00S,2023-11-09T01:54:53.7Z,2,REGULAR,substitution,out,[],1630598,,,1610612760,55,43,2023-11-09T01:55:18Z,2520000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M21.00S,2023-11-09T01:54:53.7Z,2,REGULAR,substitution,in,[],202722,,,1610612760,55,43,2023-11-09T01:55:18Z,2530000,False,,,0,,SUB in: D. Bertans,[202722],1610612760.0,OKC,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M21.00S,2023-11-09T01:54:53.7Z,2,REGULAR,substitution,in,[],1630198,,,1610612760,55,43,2023-11-09T01:55:18Z,2540000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M21.00S,2023-11-09T01:54:53.7Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,55,43,2023-11-09T01:55:18Z,2550000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M10.00S,2023-11-09T01:55:36.4Z,2,REGULAR,foul,personal,[],1627747,,,1610612760,55,43,2023-11-09T01:56:02Z,2580000,False,,,0,,C. LeVert personal FOUL (2 PF),"[1627747, 1628983]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,1830.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
268,PT05M05.00S,2023-11-09T01:56:10.8Z,2,REGULAR,foul,personal,['3freethrow'],1627777,,,1610612760,55,43,2023-11-09T01:56:22Z,2610000,False,,,0,,G. Niang shooting personal FOUL (2 PF) (Bertans 3 FT),"[1627777, 202722]",1610612739.0,CLE,shooting,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,1628484.0,2.0,0.0,Bertans,202722.0,,,,,,,,,,,,,,,
270,PT05M05.00S,2023-11-09T01:56:27.6Z,2,REGULAR,freethrow,1 of 3,[],202722,,,1610612760,56,43,2023-11-09T01:56:27Z,2630000,False,,,0,,D. Bertans Free Throw 1 of 3 (1 PTS),[202722],1610612760.0,OKC,,,,Bertans,D. Bertans,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
271,PT05M05.00S,2023-11-09T01:56:38.1Z,2,REGULAR,freethrow,2 of 3,[],202722,,,1610612760,57,43,2023-11-09T01:56:38Z,2640000,False,,,0,,D. Bertans Free Throw 2 of 3 (2 PTS),[202722],1610612760.0,OKC,,,,Bertans,D. Bertans,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
272,PT05M05.00S,2023-11-09T01:56:38.8Z,2,REGULAR,substitution,out,[],1641717,,,1610612760,57,43,2023-11-09T01:56:49Z,2650000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M05.00S,2023-11-09T01:56:38.8Z,2,REGULAR,substitution,out,[],1627777,,,1610612760,57,43,2023-11-09T01:56:49Z,2660000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M05.00S,2023-11-09T01:56:38.8Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,57,43,2023-11-09T01:56:49Z,2670000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M05.00S,2023-11-09T01:56:38.8Z,2,REGULAR,substitution,in,[],202684,,,1610612760,57,43,2023-11-09T01:56:49Z,2680000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M05.00S,2023-11-09T01:57:02.3Z,2,REGULAR,freethrow,3 of 3,[],202722,,,1610612760,58,43,2023-11-09T01:57:02Z,2690000,False,,,0,,D. Bertans Free Throw 3 of 3 (3 PTS),[202722],1610612760.0,OKC,,,,Bertans,D. Bertans,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
