actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
511,PT10M39.00S,2024-02-23T02:47:35.5Z,4,REGULAR,foul,personal,[],201566,,,1610612760,100,84,2024-02-23T02:47:54Z,4940000,False,,,0,,R. Westbrook personal FOUL (2 PF),"[201566, 1628983]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Gilgeous-Alexander,1628983.0
513,PT10M39.00S,2024-02-23T02:47:42.7Z,4,REGULAR,substitution,out,[],1628983,,,1610612760,100,84,2024-02-23T02:47:58Z,4960000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT10M39.00S,2024-02-23T02:47:42.7Z,4,REGULAR,substitution,out,[],201566,,,1610612760,100,84,2024-02-23T02:47:58Z,4970000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT10M39.00S,2024-02-23T02:47:42.7Z,4,REGULAR,substitution,in,[],1630581,,,1610612760,100,84,2024-02-23T02:47:58Z,4980000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT10M39.00S,2024-02-23T02:47:42.7Z,4,REGULAR,substitution,in,[],1627826,,,1610612760,100,84,2024-02-23T02:47:58Z,4990000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT10M26.00S,2024-02-23T02:48:18.1Z,4,REGULAR,3pt,Jump Shot,[],1629652,27.414586070959263,15.441176470588236,1610612760,100,84,2024-02-23T02:48:22Z,5000000,False,173.0,205.0,1,left,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,26.83,Missed,,,,,,,,,,,,,,,,,,
518,PT10M22.00S,2024-02-23T02:48:22.1Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,100,84,2024-02-23T02:48:22Z,5010000,False,,,0,,I. Zubac REBOUND (Off:4 Def:6),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,,,,,517.0,10.0,6.0,4.0,,,,,,,,,,
519,PT10M17.00S,2024-02-23T02:48:26.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202331,70.64717477003943,78.18627450980392,1610612746,100,84,2024-02-23T02:48:32Z,5020000,False,141.0,223.0,1,right,MISS P. George 26' step back 3PT,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.41,Missed,,,,,,,,,,,,,,,,,,
520,PT10M14.00S,2024-02-23T02:48:29.5Z,4,REGULAR,rebound,defensive,[],1631096,,,1610612760,100,84,2024-02-23T02:48:32Z,5030000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:6),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,519.0,6.0,6.0,0.0,,,,,,,,,,
521,PT10M09.00S,2024-02-23T02:48:37.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631096,5.995400788436268,45.09803921568628,1610612760,102,84,2024-02-23T02:56:02Z,5040000,False,25.0,4.0,1,left,C. Holmgren running Layup (14 PTS),[1631096],1610612760.0,OKC,running,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,2.48,Made,14.0,,,,,,,,,,,,,,,,,
522,PT10M09.00S,2024-02-23T02:48:39.5Z,4,REGULAR,foul,personal,['1freethrow'],1627826,,,1610612760,102,84,2024-02-23T02:48:48Z,5050000,False,,,0,,I. Zubac shooting personal FOUL (4 PF) (Holmgren 1 FT),"[1627826, 1631096]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,4.0,0.0,Holmgren,1631096.0
524,PT10M09.00S,2024-02-23T02:49:06.6Z,4,REGULAR,freethrow,1 of 1,[],1631096,,,1610612760,103,84,2024-02-23T02:49:06Z,5070000,False,,,0,,C. Holmgren Free Throw 1 of 1 (15 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
525,PT09M56.00S,2024-02-23T02:49:24.1Z,4,REGULAR,3pt,Jump Shot,[],1629599,75.64060446780552,11.029411764705882,1610612746,103,84,2024-02-23T02:49:29Z,5080000,False,-195.0,176.0,1,right,MISS A. Coffey 26' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Left Center,26.29,Missed,,,,,,,,,,,,,,,,,,
526,PT09M51.00S,2024-02-23T02:49:29.1Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,103,84,2024-02-23T02:49:29Z,5090000,False,,,0,,J. Giddey REBOUND (Off:0 Def:5),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,525.0,5.0,5.0,0.0,,,,,,,,,,
527,PT09M42.00S,2024-02-23T02:49:37.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202330,5.075558475689881,53.431372549019606,1610612760,103,84,2024-02-23T02:57:13Z,5100000,False,-17.0,-5.0,1,left,MISS G. Hayward reverse Layup,[202330],1610612760.0,OKC,reverse,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,1.79,Missed,,,,,,,,,,,,,,,,,,
528,PT09M39.00S,2024-02-23T02:49:40.6Z,4,REGULAR,rebound,offensive,[],1631096,,,1610612760,103,84,2024-02-23T02:49:41Z,5110000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:6),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,527.0,7.0,6.0,1.0,,,,,,,,,,
529,PT09M39.00S,2024-02-23T02:49:40.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631096,5.590000152587891,50.0,1610612760,103,84,2024-02-23T02:49:40Z,5120000,False,0.0,0.0,1,left,MISS C. Holmgren tip Layup,[1631096],1610612760.0,OKC,tip,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
530,PT09M37.00S,2024-02-23T02:49:41.8Z,4,REGULAR,rebound,offensive,[],1631096,,,1610612760,103,84,2024-02-23T02:49:41Z,5130000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:6),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Left,,,,,,,529.0,8.0,6.0,2.0,,,,,,,,,,
531,PT09M37.00S,2024-02-23T02:49:41.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631096,5.590000152587891,50.0,1610612760,103,84,2024-02-23T02:49:49Z,5140000,False,0.0,0.0,1,left,MISS C. Holmgren tip Layup,[1631096],1610612760.0,OKC,tip,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
532,PT09M37.00S,2024-02-23T02:49:41.8Z,4,REGULAR,rebound,defensive,[],1629599,,,1610612746,103,84,2024-02-23T02:49:49Z,5150000,False,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,,531.0,1.0,1.0,0.0,,,,,,,,,,
533,PT09M26.00S,2024-02-23T02:49:52.8Z,4,REGULAR,3pt,Jump Shot,[],202331,71.69842312746385,20.098039215686274,1610612746,103,84,2024-02-23T02:57:44Z,5160000,False,-150.0,214.0,1,right,MISS P. George 26' step back 3PT,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Left Center,26.06,Missed,,,,,,,,,,,,,,,,,,
534,PT09M24.00S,2024-02-23T02:49:54.8Z,4,REGULAR,rebound,defensive,[],1631114,,,1610612760,103,84,2024-02-23T02:49:59Z,5170000,False,,,0,,J. Williams REBOUND (Off:0 Def:4),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,533.0,4.0,4.0,0.0,,,,,,,,,,
535,PT09M11.00S,2024-02-23T02:50:09.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,19.398817345597898,64.4607843137255,1610612760,103,84,2024-02-23T02:50:15Z,5180000,False,-72.0,130.0,1,left,MISS J. Williams 14' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,14.86,Missed,,,,,,,,,,,,,,,,,,
536,PT09M06.00S,2024-02-23T02:50:14.2Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,103,84,2024-02-23T02:50:15Z,5190000,False,,,0,,P. George REBOUND (Off:1 Def:6),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,535.0,7.0,6.0,1.0,,,,,,,,,,
537,PT08M57.00S,2024-02-23T02:50:21.6Z,4,REGULAR,3pt,Jump Shot,[],201935,81.2910643889619,4.166666666666666,1610612746,103,87,2024-02-23T02:50:25Z,5200000,False,-229.0,123.0,1,right,J. Harden 26' 3PT  (12 PTS) (P. George 6 AST),"[201935, 202331]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,26.03,Made,12.0,,,,,,,,,,P. George,202331.0,6.0,,,,,
539,PT08M36.00S,2024-02-23T02:50:46.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,6.783837056504599,43.872549019607845,1610612760,105,87,2024-02-23T02:51:04Z,5220000,False,31.0,11.0,1,left,J. Giddey driving Layup (9 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,3.26,Made,9.0,,,,,,,,,,,,,,,,,
540,PT08M36.00S,2024-02-23T02:50:49.1Z,4,REGULAR,foul,personal,['1freethrow'],202331,,,1610612760,105,87,2024-02-23T02:51:01Z,5230000,False,,,0,,P. George shooting personal FOUL (2 PF) (Giddey 1 FT),"[202331, 1630581]",1610612746.0,LAC,shooting,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Giddey,1630581.0
542,PT08M36.00S,2024-02-23T02:51:11.4Z,4,REGULAR,freethrow,1 of 1,[],1630581,,,1610612760,106,87,2024-02-23T02:51:11Z,5250000,False,,,0,,J. Giddey Free Throw 1 of 1 (10 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
543,PT08M17.00S,2024-02-23T02:51:31.4Z,4,REGULAR,3pt,Jump Shot,[],201935,83.26215505913272,95.34313725490196,1610612746,106,90,2024-02-23T02:58:48Z,5260000,False,227.0,105.0,1,right,J. Harden 24' 3PT step back (15 PTS) (I. Zubac 1 AST),"[201935, 1627826]",1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,24.98,Made,15.0,,,,,,,,,,I. Zubac,1627826.0,1.0,,,,,
546,PT08M16.00S,2024-02-23T02:51:36.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,106,90,2024-02-23T02:51:36Z,5280000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT07M53.00S,2024-02-23T02:54:55.2Z,4,REGULAR,2pt,Jump Shot,[],1629652,11.514454664914586,69.11764705882352,1610612760,106,90,2024-02-23T02:55:24Z,5290000,False,-96.0,56.0,1,left,MISS L. Dort 11' pullup Shot,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Mid-Range,8-16 Left,11.06,Missed,,,,,,,,,,,,,,,,,,
548,PT07M52.00S,2024-02-23T02:54:56.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,106,90,2024-02-23T02:55:24Z,5300000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,547.0,,,,,,,,,,,,,
549,PT07M52.00S,2024-02-23T02:55:00.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612760,106,90,2024-02-23T02:55:15Z,5310000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627962.0,,,,
550,PT07M40.00S,2024-02-23T02:55:22.3Z,4,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612746,106,90,2024-02-23T02:55:27Z,5320000,False,,,0,,L. Dort shooting personal FOUL (3 PF) (Harden 2 FT),"[1629652, 201935]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,2002.0,3.0,0.0,Harden,201935.0
552,PT07M40.00S,2024-02-23T02:56:04.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,106,90,2024-02-23T02:56:04Z,5340000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT07M40.00S,2024-02-23T02:58:38.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],201935,,,1610612746,106,91,2024-02-23T02:58:38Z,5360000,False,,,0,,J. Harden Free Throw 1 of 2 (16 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
555,PT07M40.00S,2024-02-23T02:58:54.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],201935,,,1610612746,106,92,2024-02-23T02:58:54Z,5370000,False,,,0,,J. Harden Free Throw 2 of 2 (17 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
556,PT07M29.00S,2024-02-23T02:59:07.9Z,4,REGULAR,3pt,Jump Shot,[],1631114,32.53942181340342,51.470588235294116,1610612760,109,92,2024-02-23T02:59:13Z,5380000,False,-7.0,253.0,1,left,J. Williams 25' 3PT pullup (11 PTS),[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,25.35,Made,11.0,,,,,,,,,,,,,,,,,
557,PT07M05.00S,2024-02-23T02:59:36.0Z,4,REGULAR,foul,personal,[],1631096,,,1610612746,109,92,2024-02-23T02:59:41Z,5390000,False,,,0,,C. Holmgren personal FOUL (3 PF),"[1631096, 1627826]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2714.0,3.0,0.0,Zubac,1627826.0
559,PT06M59.00S,2024-02-23T03:00:00.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,92.9862023653088,56.127450980392155,1610612746,109,92,2024-02-23T03:00:04Z,5410000,False,31.0,13.0,1,right,MISS N. Powell driving Layup,[1626181],1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
560,PT06M57.00S,2024-02-23T03:00:02.0Z,4,REGULAR,rebound,defensive,[],1631096,,,1610612760,109,92,2024-02-23T03:00:04Z,5420000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:7),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,559.0,9.0,7.0,2.0,,,,,,,,,,
561,PT06M51.00S,2024-02-23T03:00:08.7Z,4,REGULAR,3pt,Jump Shot,[],1631114,11.777266754270697,3.1862745098039214,1610612760,109,92,2024-02-23T03:00:13Z,5430000,False,234.0,58.0,1,left,MISS J. Williams 24' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,24.12,Missed,,,,,,,,,,,,,,,,,,
562,PT06M47.00S,2024-02-23T03:00:12.7Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,109,92,2024-02-23T03:00:13Z,5440000,False,,,0,,I. Zubac REBOUND (Off:4 Def:7),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Right Corner 3,24+ Right,,,,,,,561.0,11.0,7.0,4.0,,,,,,,,,,
563,PT06M34.00S,2024-02-23T03:00:24.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,91.93495400788436,54.90196078431373,1610612746,109,94,2024-02-23T03:00:29Z,5450000,False,25.0,23.0,1,right,A. Coffey driving bank Jump Shot (8 PTS) (N. Powell 1 AST),"[1629599, 1626181]",1610612746.0,LAC,driving bank,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,3.38,Made,8.0,,,,,,,,,,N. Powell,1626181.0,1.0,,,,,
565,PT06M15.00S,2024-02-23T03:00:44.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,14.536793692509855,53.18627450980392,1610612760,109,94,2024-02-23T03:00:47Z,5470000,False,-16.0,84.0,1,left,MISS J. Giddey 8' floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,8.56,Missed,,,,,,,,,,,,,,,,,,
566,PT06M12.00S,2024-02-23T03:00:47.2Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,109,94,2024-02-23T03:00:47Z,5480000,False,,,0,,I. Zubac REBOUND (Off:4 Def:8),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,565.0,12.0,8.0,4.0,,,,,,,,,,
567,PT06M08.00S,2024-02-23T03:00:50.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202331,89.83245729303549,95.34313725490196,1610612746,109,97,2024-02-23T03:03:20Z,5490000,False,227.0,43.0,1,right,P. George 3PT running (14 PTS) (J. Harden 2 AST),"[202331, 201935]",1610612746.0,LAC,running,,,George,P. George,,,,,Right Corner 3,24+ Right,23.08,Made,14.0,,,,,,,,,,J. Harden,201935.0,2.0,,,,,
569,PT05M49.00S,2024-02-23T03:01:10.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,7.703679369250986,53.67647058823529,1610612760,109,97,2024-02-23T03:01:21Z,5510000,False,-18.0,20.0,1,left,MISS J. Williams driving Layup - blocked,"[1631114, 1627826]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,Zubac,1627826.0,,,,,,,,
570,PT05M49.00S,2024-02-23T03:01:10.2Z,4,REGULAR,block,,[],1627826,,,1610612760,109,97,2024-02-23T03:01:12Z,5520000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
571,PT05M45.00S,2024-02-23T03:01:14.2Z,4,REGULAR,rebound,offensive,[],1629652,,,1610612760,109,97,2024-02-23T03:01:21Z,5530000,False,,,0,,L. Dort REBOUND (Off:1 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,569.0,2.0,1.0,1.0,,,,,,,,,,
572,PT05M44.00S,2024-02-23T03:01:13.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629652,6.915243101182654,49.50980392156863,1610612760,111,97,2024-02-23T03:01:23Z,5540000,False,2.0,13.0,1,left,L. Dort putback Layup (19 PTS),[1629652],1610612760.0,OKC,putback,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.27,Made,19.0,,,,,,,,,,,,,,,,,
573,PT05M24.00S,2024-02-23T03:01:34.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,87.59855453350855,50.98039215686274,1610612746,111,99,2024-02-23T03:01:39Z,5550000,False,5.0,64.0,1,right,N. Powell 6' driving floating Jump Shot (19 PTS),[1626181],1610612746.0,LAC,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,6.43,Made,19.0,,,,,,,,,,,,,,,,,
574,PT05M02.00S,2024-02-23T03:01:56.3Z,4,REGULAR,2pt,Jump Shot,[],1630581,14.668199737187912,80.88235294117648,1610612760,113,99,2024-02-23T03:01:59Z,5560000,False,-154.0,85.0,1,left,J. Giddey 17' pullup Jump Shot (12 PTS),[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Left,17.64,Made,12.0,,,,,,,,,,,,,,,,,
575,PT04M40.00S,2024-02-23T03:02:17.9Z,4,REGULAR,2pt,Jump Shot,[],1629599,75.24638633377135,62.254901960784316,1610612746,113,99,2024-02-23T03:02:24Z,5570000,False,61.0,180.0,1,right,MISS A. Coffey 19' step back Shot,[1629599],1610612746.0,LAC,step back,,,Coffey,A. Coffey,,,,,Mid-Range,16-24 Right Center,19.03,Missed,,,,,,,,,,,,,,,,,,
576,PT04M39.00S,2024-02-23T03:02:18.9Z,4,REGULAR,rebound,defensive,[],202330,,,1610612760,113,99,2024-02-23T03:02:24Z,5580000,False,,,0,,G. Hayward REBOUND (Off:0 Def:4),[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right Center,,,,,,,575.0,4.0,4.0,0.0,,,,,,,,,,
577,PT04M16.00S,2024-02-23T03:02:43.0Z,4,REGULAR,3pt,Jump Shot,[],1629652,23.340998685939553,88.72549019607843,1610612760,113,99,2024-02-23T03:02:52Z,5590000,False,-194.0,167.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,,
578,PT04M16.00S,2024-02-23T03:02:47.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,113,99,2024-02-23T03:02:48Z,5600000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,577.0,,,,,,,,,,,,,
579,PT04M16.00S,2024-02-23T03:02:49.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612760,113,99,2024-02-23T03:02:57Z,5610000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627962.0,,,,
580,PT04M16.00S,2024-02-23T03:02:51.0Z,4,REGULAR,substitution,out,[],202330,,,1610612746,113,99,2024-02-23T03:03:04Z,5620000,False,,,0,,SUB out: G. Hayward,[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT04M16.00S,2024-02-23T03:02:51.0Z,4,REGULAR,substitution,out,[],1630581,,,1610612746,113,99,2024-02-23T03:03:04Z,5630000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT04M16.00S,2024-02-23T03:02:51.0Z,4,REGULAR,substitution,out,[],1629599,,,1610612746,113,99,2024-02-23T03:03:04Z,5640000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT04M16.00S,2024-02-23T03:02:51.0Z,4,REGULAR,substitution,in,[],1630198,,,1610612746,113,99,2024-02-23T03:03:04Z,5650000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT04M16.00S,2024-02-23T03:02:51.0Z,4,REGULAR,substitution,in,[],1628983,,,1610612746,113,99,2024-02-23T03:03:04Z,5660000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT04M16.00S,2024-02-23T03:02:51.0Z,4,REGULAR,substitution,in,[],202695,,,1610612746,113,99,2024-02-23T03:03:04Z,5670000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT04M03.00S,2024-02-23T03:03:20.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627826,92.32917214191852,49.26470588235294,1610612746,113,99,2024-02-23T03:03:24Z,5680000,False,-4.0,20.0,1,right,MISS I. Zubac Layup - blocked,"[1627826, 1629652]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,Dort,1629652.0,,,,,,,,
587,PT04M03.00S,2024-02-23T03:03:20.0Z,4,REGULAR,block,,[],1629652,,,1610612746,113,99,2024-02-23T03:03:22Z,5690000,False,,,0,,L. Dort BLOCK (2 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
588,PT04M00.00S,2024-02-23T03:03:23.0Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,113,99,2024-02-23T03:03:24Z,5700000,False,,,0,,L. Dort REBOUND (Off:1 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,586.0,3.0,2.0,1.0,,,,,,,,,,
589,PT03M58.00S,2024-02-23T03:03:24.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628983,19.267411300919843,92.40196078431373,1610612760,113,99,2024-02-23T03:06:20Z,5710000,False,-212.0,129.0,1,left,MISS S. Gilgeous-Alexander 24' running pullup 3PT,[1628983],1610612760.0,OKC,running pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,24.8,Missed,,,,,,,,,,,,,,,,,,
590,PT03M56.00S,2024-02-23T03:03:26.8Z,4,REGULAR,rebound,offensive,[],1631096,,,1610612760,113,99,2024-02-23T03:06:20Z,5720000,False,,,0,,C. Holmgren REBOUND (Off:3 Def:7),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,589.0,10.0,7.0,3.0,,,,,,,,,,
