actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-02-24T01:10:41.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-24T01:10:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-02-24T01:10:42.3Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612760,0,0,2024-02-24T01:10:42Z,40000,False,,,0,,Jump Ball C. Holmgren vs. M. Bagley III: Tip to J. Giddey,"[1630581, 1631096, 1628963]",1610612760.0,OKC,startperiod,J. Giddey,1630581.0,Giddey,J. Giddey,Holmgren,1631096.0,Bagley III,1628963.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-02-24T01:10:59.6Z,1,REGULAR,turnover,out-of-bounds,[],1631096,,,1610612760,0,0,2024-02-24T01:11:07Z,70000,False,,,0,,C. Holmgren step out-of-bounds TURNOVER (1 TO),[1631096],1610612760.0,OKC,step,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,1627529.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M29.00S,2024-02-24T01:11:17.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628398,84.83902759526939,63.23529411764706,1610612764,0,2,2024-02-24T01:14:46Z,80000,False,66.0,90.0,1,right,K. Kuzma 11' driving floating Jump Shot (2 PTS) (M. Bagley III 1 AST),"[1628398, 1628963]",1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Right,,,11.17,Made,2.0,M. Bagley III,1628963.0,1.0,,,,,,,,,,,,
10,PT11M10.00S,2024-02-24T01:11:35.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,14.931011826544022,62.254901960784316,1610612760,0,2,2024-02-24T01:11:39Z,100000,False,-61.0,88.0,1,left,MISS J. Williams 10' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,10.72,Missed,,,,,,,,,,,,,,,,
11,PT11M08.00S,2024-02-24T01:11:37.4Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,0,2,2024-02-24T01:11:39Z,110000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,
12,PT11M02.00S,2024-02-24T01:11:44.0Z,1,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",1628398,92.59198423127464,60.049019607843135,1610612764,0,2,2024-02-24T01:14:53Z,120000,False,50.0,17.0,1,right,MISS K. Kuzma driving Hook,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,5.3,Missed,,,,,,,,,,,,,,,,
13,PT11M00.00S,2024-02-24T01:11:46.0Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,0,2,2024-02-24T01:11:48Z,130000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,
15,PT10M46.00S,2024-02-24T01:12:02.9Z,1,REGULAR,foul,personal,[],1629013,,,1610612760,0,2,2024-02-24T01:12:11Z,150000,False,,,0,,L. Shamet personal FOUL (1 PF),"[1629013, 1631114]",1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,Mid-Range,8-16 Left,1155.0,,,,,,,,,,,,1.0,0.0,Williams,1631114.0,,,,
17,PT10M38.00S,2024-02-24T01:12:28.4Z,1,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612760,0,2,2024-02-24T01:12:33Z,170000,False,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1628398, 1631096]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1627529.0,,,,,,,,,,,,1.0,0.0,Holmgren,1631096.0,,,,
