actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
83,PT05M46.00S,2023-12-01T01:22:38.9Z,1,REGULAR,3pt,Jump Shot,[],1631108,95.74572930354796,96.07843137254902,1610612747,16,24,2023-12-01T01:22:43Z,820000,False,230.0,-13.0,1,right,M. Christie 3PT  (3 PTS) (D. Russell 3 AST),"[1631108, 1626156]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,23.07,Made,,,,,,,,,,,,,,,3.0,D. Russell,1626156.0,3.0
85,PT05M34.00S,2023-12-01T01:22:51.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,6.521024967148489,46.568627450980394,1610612760,16,24,2023-12-01T01:22:55Z,840000,False,17.0,9.0,1,left,MISS J. Williams Layup,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
86,PT05M32.00S,2023-12-01T01:22:53.2Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,16,24,2023-12-01T01:22:55Z,850000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,
87,PT05M28.00S,2023-12-01T01:22:57.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,74.58935611038108,14.215686274509803,1610612747,16,27,2023-12-01T01:28:38Z,860000,False,-179.0,186.0,1,right,D. Russell 25' 3PT running pullup (9 PTS) (A. Reaves 1 AST),"[1626156, 1630559]",1610612747.0,LAL,running pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,25.84,Made,,,,,,,,,,,,,,,9.0,A. Reaves,1630559.0,1.0
89,PT05M11.00S,2023-12-01T01:23:16.0Z,1,REGULAR,foul,personal,['2freethrow'],1626174,,,1610612760,16,27,2023-12-01T01:23:23Z,880000,False,,,0,,C. Wood shooting personal FOUL (1 PF) (Williams 2 FT),"[1626174, 1631114]",1610612747.0,LAL,shooting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627524.0,1.0,0.0,Williams,1631114.0,,,,
91,PT05M11.00S,2023-12-01T01:23:49.8Z,1,REGULAR,freethrow,1 of 2,[],1631114,,,1610612760,16,27,2023-12-01T01:23:49Z,900000,False,,,0,,MISS J. Williams Free Throw 1 of 2,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
92,PT05M11.00S,2023-12-01T01:23:49.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,16,27,2023-12-01T01:23:49Z,910000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,
93,PT05M11.00S,2023-12-01T01:23:58.6Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,16,27,2023-12-01T01:24:00Z,920000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M11.00S,2023-12-01T01:23:58.6Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,16,27,2023-12-01T01:24:00Z,930000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M11.00S,2023-12-01T01:24:10.0Z,1,REGULAR,freethrow,2 of 2,[],1631114,,,1610612760,17,27,2023-12-01T01:24:10Z,940000,False,,,0,,J. Williams Free Throw 2 of 2 (3 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
96,PT05M05.00S,2023-12-01T01:24:17.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,93.77463863337714,53.18627450980392,1610612747,17,29,2023-12-01T01:24:20Z,950000,False,16.0,6.0,1,right,A. Davis Layup (9 PTS) (D. Russell 4 AST),"[203076, 1626156]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,,,,,,,,,,,9.0,D. Russell,1626156.0,4.0
98,PT04M53.00S,2023-12-01T01:24:28.7Z,1,REGULAR,3pt,Jump Shot,[],1631114,14.799605781865965,3.9215686274509802,1610612760,17,29,2023-12-01T01:24:33Z,970000,False,230.0,87.0,1,left,MISS J. Williams 24' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,24.61,Missed,,,,,,,,,,,,,,,,,,
99,PT04M50.00S,2023-12-01T01:24:31.7Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,17,29,2023-12-01T01:24:33Z,980000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Right Corner 3,24+ Right,,,,,98.0,2.0,2.0,0.0,,,,,,,,,,,,
100,PT04M46.00S,2023-12-01T01:24:41.9Z,1,REGULAR,foul,personal,[],1629652,,,1610612747,17,29,2023-12-01T01:24:54Z,990000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 203076]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1627534.0,1.0,0.0,Davis,203076.0,,,,
102,PT04M46.00S,2023-12-01T01:24:50.7Z,1,REGULAR,substitution,out,[],1631114,,,1610612747,17,29,2023-12-01T01:24:57Z,1010000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M46.00S,2023-12-01T01:24:50.7Z,1,REGULAR,substitution,in,[],1641717,,,1610612747,17,29,2023-12-01T01:24:57Z,1020000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M46.00S,2023-12-01T01:25:03.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,17,29,2023-12-01T01:25:03Z,1030000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M46.00S,2023-12-01T01:27:05.2Z,1,REGULAR,substitution,out,[],1629652,,,1610612747,17,29,2023-12-01T01:27:25Z,1050000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M46.00S,2023-12-01T01:27:05.2Z,1,REGULAR,substitution,in,[],1630322,,,1610612747,17,29,2023-12-01T01:27:25Z,1060000,False,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M40.00S,2023-12-01T01:28:00.1Z,1,REGULAR,2pt,Jump Shot,[],1626156,82.86793692509855,66.66666666666666,1610612747,17,29,2023-12-01T01:31:16Z,1070000,False,83.0,109.0,1,right,MISS D. Russell 13' fadeaway Shot,[1626156],1610612747.0,LAL,fadeaway,,,Russell,D. Russell,,,,,Mid-Range,8-16 Right,13.68,Missed,,,,,,,,,,,,,,,,,,
109,PT04M38.00S,2023-12-01T01:28:02.1Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,17,29,2023-12-01T01:28:05Z,1080000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Right,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,
110,PT04M38.00S,2023-12-01T01:28:04.2Z,1,REGULAR,foul,personal,[],1626156,,,1610612760,17,29,2023-12-01T01:28:09Z,1090000,False,,,0,,D. Russell personal FOUL (1 PF),"[1626156, 1641717]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1627524.0,1.0,0.0,Wallace,1641717.0,,,,
112,PT04M25.00S,2023-12-01T01:28:27.4Z,1,REGULAR,3pt,Jump Shot,[],1630198,30.831143232588698,30.637254901960787,1610612760,17,29,2023-12-01T01:28:32Z,1110000,False,97.0,237.0,1,left,MISS I. Joe 25' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,,
113,PT04M21.00S,2023-12-01T01:28:31.4Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,17,29,2023-12-01T01:28:32Z,1120000,False,,,0,,A. Davis REBOUND (Off:0 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,112.0,3.0,3.0,0.0,,,,,,,,,,,,
114,PT04M13.00S,2023-12-01T01:28:38.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,94.69448094612353,61.51960784313726,1610612747,17,29,2023-12-01T01:28:50Z,1130000,False,58.0,-3.0,1,right,MISS C. Wood Jump Shot,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,5.77,Missed,,,,,,,,,,,,,,,,,,
115,PT04M12.00S,2023-12-01T01:28:39.5Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612747,17,29,2023-12-01T01:28:50Z,1140000,False,,,0,,C. Wood REBOUND (Off:1 Def:0),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,114.0,1.0,0.0,1.0,,,,,,,,,,,,
116,PT04M11.00S,2023-12-01T01:28:40.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626174,92.32917214191852,58.333333333333336,1610612747,17,29,2023-12-01T01:28:46Z,1150000,False,42.0,20.0,1,right,MISS C. Wood putback Layup - blocked,"[1626174, 1630198]",1610612747.0,LAL,putback,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,4.61,Missed,Joe,1630198.0,,,,,,,,,,,,,,,,
117,PT04M11.00S,2023-12-01T01:28:40.8Z,1,REGULAR,block,,[],1630198,,,1610612747,17,29,2023-12-01T01:28:43Z,1160000,False,,,0,,I. Joe BLOCK (1 BLK),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
118,PT04M09.00S,2023-12-01T01:28:42.8Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,17,29,2023-12-01T01:28:46Z,1170000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,
119,PT04M00.00S,2023-12-01T01:28:52.0Z,1,REGULAR,2pt,Jump Shot,[],1628983,19.136005256241788,65.93137254901961,1610612760,19,29,2023-12-01T01:28:56Z,1180000,False,-80.0,127.0,1,left,S. Gilgeous-Alexander 15' pullup Jump Shot (7 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,15.03,Made,,,,,,,,,,,,,,,7.0,,,
120,PT03M44.00S,2023-12-01T01:29:11.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612747,19,29,2023-12-01T01:29:22Z,1190000,False,,,0,,S. Gilgeous-Alexander personal FOUL (1 PF) (Wood 2 FT),"[1628983, 1626174]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,2882.0,1.0,0.0,Wood,1626174.0,,,,
122,PT03M44.00S,2023-12-01T01:29:38.3Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612747,19,30,2023-12-01T01:29:38Z,1210000,False,,,0,,C. Wood Free Throw 1 of 2 (1 PTS),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
123,PT03M44.00S,2023-12-01T01:29:39.2Z,1,REGULAR,substitution,out,[],1626156,,,1610612747,19,30,2023-12-01T01:29:47Z,1220000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M44.00S,2023-12-01T01:29:39.2Z,1,REGULAR,substitution,out,[],1631108,,,1610612747,19,30,2023-12-01T01:29:47Z,1230000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M44.00S,2023-12-01T01:29:39.2Z,1,REGULAR,substitution,in,[],2544,,,1610612747,19,30,2023-12-01T01:29:47Z,1240000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M44.00S,2023-12-01T01:29:39.2Z,1,REGULAR,substitution,in,[],1627752,,,1610612747,19,30,2023-12-01T01:29:47Z,1250000,False,,,0,,SUB in: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M44.00S,2023-12-01T01:30:03.6Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612747,19,31,2023-12-01T01:30:03Z,1260000,False,,,0,,C. Wood Free Throw 2 of 2 (2 PTS),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
128,PT03M37.00S,2023-12-01T01:30:11.9Z,1,REGULAR,3pt,Jump Shot,[],1631119,27.020367936925098,18.38235294117647,1610612760,19,31,2023-12-01T01:30:16Z,1270000,False,158.0,201.0,1,left,MISS J. Williams 25' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
129,PT03M33.00S,2023-12-01T01:30:15.9Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612747,19,31,2023-12-01T01:30:16Z,1280000,False,,,0,,C. Wood REBOUND (Off:1 Def:1),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,,,,,128.0,2.0,1.0,1.0,,,,,,,,,,,,
130,PT03M21.00S,2023-12-01T01:30:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,91.80354796320631,59.068627450980394,1610612747,19,31,2023-12-01T01:34:50Z,1290000,False,45.0,25.0,1,right,MISS C. Wood driving Layup,[1626174],1610612747.0,LAL,driving,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,,,,,
131,PT03M17.00S,2023-12-01T01:30:31.4Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,19,31,2023-12-01T01:30:32Z,1300000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,
132,PT03M09.00S,2023-12-01T01:30:39.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,6.783837056504599,38.23529411764706,1610612760,21,31,2023-12-01T01:30:42Z,1310000,False,59.0,11.0,1,left,S. Gilgeous-Alexander pullup Jump Shot (9 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,5.99,Made,,,,,,,,,,,,,,,9.0,,,
133,PT02M53.00S,2023-12-01T01:30:55.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,93.38042049934296,46.81372549019608,1610612747,21,33,2023-12-01T01:30:59Z,1320000,False,-16.0,10.0,1,right,A. Davis reverse Layup (11 PTS) (T. Prince 1 AST),"[203076, 1627752]",1610612747.0,LAL,reverse,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,,,,,,,,,,,11.0,T. Prince,1627752.0,1.0
278,PT02M32.00S,2023-12-01T01:31:11.2Z,1,REGULAR,turnover,lost ball,[],1641717,,,1610612760,21,33,2023-12-01T01:53:56Z,1345000,False,,,0,,C. Wallace lost ball TURNOVER (1 TO),"[1641717, 203076]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,Davis,203076.0,,,,,,,,,
279,PT02M32.00S,2023-12-01T01:31:11.2Z,1,REGULAR,steal,,[],203076,,,1610612747,21,33,2023-12-01T01:53:56Z,1352500,False,,,0,,A. Davis STEAL (2 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
137,PT02M21.00S,2023-12-01T01:31:27.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203076,94.43166885676742,54.41176470588235,1610612747,21,35,2023-12-01T01:54:47Z,1360000,False,22.0,0.0,1,right,A. Davis driving Layup (13 PTS) (C. Wood 1 AST),"[203076, 1626174]",1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,,,,,,,,,13.0,C. Wood,1626174.0,1.0
140,PT02M04.00S,2023-12-01T01:31:50.9Z,1,REGULAR,substitution,out,[],1631119,,,1610612760,21,35,2023-12-01T01:32:00Z,1390000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M04.00S,2023-12-01T01:31:50.9Z,1,REGULAR,substitution,out,[],1630322,,,1610612760,21,35,2023-12-01T01:32:00Z,1400000,False,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M04.00S,2023-12-01T01:31:50.9Z,1,REGULAR,substitution,in,[],1629652,,,1610612760,21,35,2023-12-01T01:32:00Z,1410000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M04.00S,2023-12-01T01:31:50.9Z,1,REGULAR,substitution,in,[],1631096,,,1610612760,21,35,2023-12-01T01:32:00Z,1420000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M02.00S,2023-12-01T01:32:11.5Z,1,REGULAR,3pt,Jump Shot,[],1629652,7.046649145860711,2.941176470588235,1610612760,21,35,2023-12-01T01:32:16Z,1430000,False,235.0,14.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,23.57,Missed,,,,,,,,,,,,,,,,,,
145,PT01M58.00S,2023-12-01T01:32:15.5Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,21,35,2023-12-01T01:32:16Z,1440000,False,,,0,,A. Davis REBOUND (Off:0 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Right Corner 3,24+ Right,,,,,144.0,4.0,4.0,0.0,,,,,,,,,,,,
146,PT01M41.00S,2023-12-01T01:32:31.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,86.15308804204993,48.28431372549019,1610612747,21,35,2023-12-01T01:32:36Z,1450000,False,-9.0,78.0,1,right,MISS A. Reaves 7' floating Shot,[1630559],1610612747.0,LAL,floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,7.82,Missed,,,,,,,,,,,,,,,,,,
147,PT01M38.00S,2023-12-01T01:32:34.5Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,21,35,2023-12-01T01:32:36Z,1460000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,,,
148,PT01M32.00S,2023-12-01T01:32:40.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631096,6.389618922470433,48.03921568627451,1610612760,23,35,2023-12-01T01:32:44Z,1470000,False,10.0,8.0,1,left,C. Holmgren running finger roll Layup (2 PTS),[1631096],1610612760.0,OKC,running finger roll,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,,,,,,,,,,,2.0,,,
149,PT01M17.00S,2023-12-01T01:32:55.5Z,1,REGULAR,3pt,Jump Shot,[],2544,75.1149802890933,13.725490196078432,1610612747,23,35,2023-12-01T01:33:00Z,1480000,False,-181.0,181.0,1,right,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,25.65,Missed,,,,,,,,,,,,,,,,,,
150,PT01M15.00S,2023-12-01T01:32:57.5Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,23,35,2023-12-01T02:00:32Z,1490000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,149.0,2.0,2.0,0.0,,,,,,,,,,,,
151,PT01M08.00S,2023-12-01T01:33:05.5Z,1,REGULAR,2pt,Jump Shot,[],1628983,23.078186596583443,71.32352941176471,1610612760,25,35,2023-12-01T01:33:09Z,1500000,False,-107.0,164.0,1,left,S. Gilgeous-Alexander 19' step back Jump Shot (11 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,19.59,Made,,,,,,,,,,,,,,,11.0,,,
152,PT00M47.20S,2023-12-01T01:33:27.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,87.33574244415243,51.470588235294116,1610612747,25,35,2023-12-01T01:53:17Z,1510000,False,7.0,67.0,1,right,MISS A. Davis 6' driving Layup,[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,6.69,Missed,,,,,,,,,,,,,,,,,,
153,PT00M45.60S,2023-12-01T01:33:28.6Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,25,35,2023-12-01T01:33:31Z,1520000,False,,,0,,A. Davis REBOUND (Off:1 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,152.0,5.0,4.0,1.0,,,,,,,,,,,,
154,PT00M45.60S,2023-12-01T01:33:30.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,94.40999984741211,50.0,1610612747,25,37,2023-12-01T01:33:30Z,1530000,False,0.0,0.0,1,right,A. Davis tip Layup (15 PTS),[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,,,15.0,,,
155,PT00M33.30S,2023-12-01T01:33:42.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,17.427726675427067,35.294117647058826,1610612760,27,37,2023-12-01T01:33:46Z,1540000,False,74.0,111.0,1,left,S. Gilgeous-Alexander 13' pullup Jump Shot (13 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,13.34,Made,,,,,,,,,,,,,,,13.0,,,
156,PT00M33.30S,2023-12-01T01:33:45.3Z,1,REGULAR,foul,personal,['1freethrow'],1627752,,,1610612760,27,37,2023-12-01T01:33:50Z,1550000,False,,,0,,T. Prince shooting personal FOUL (2 PF) (Gilgeous-Alexander 1 FT),"[1627752, 1628983]",1610612747.0,LAL,shooting,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1627524.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,
158,PT00M33.30S,2023-12-01T01:34:09.8Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,27,37,2023-12-01T01:34:50Z,1570000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M33.30S,2023-12-01T01:34:09.8Z,1,REGULAR,substitution,out,[],1627752,,,1610612760,27,37,2023-12-01T01:34:50Z,1580000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M33.30S,2023-12-01T01:34:09.8Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,27,37,2023-12-01T01:34:50Z,1590000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M33.30S,2023-12-01T01:34:09.8Z,1,REGULAR,substitution,in,[],1631108,,,1610612760,27,37,2023-12-01T01:34:50Z,1600000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M33.30S,2023-12-01T01:34:38.6Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,28,37,2023-12-01T01:34:38Z,1610000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (14 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,,,,,,,14.0,,,
163,PT00M22.80S,2023-12-01T01:34:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631108,94.43166885676742,51.9607843137255,1610612747,28,37,2023-12-01T01:34:55Z,1620000,False,10.0,0.0,1,right,MISS M. Christie cutting Layup - blocked,"[1631108, 1630198]",1610612747.0,LAL,cutting,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,0.98,Missed,Joe,1630198.0,,,,,,,,,,,,,,,,
164,PT00M22.80S,2023-12-01T01:34:49.4Z,1,REGULAR,block,,[],1630198,,,1610612747,28,37,2023-12-01T01:34:51Z,1630000,False,,,0,,I. Joe BLOCK (2 BLK),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
165,PT00M19.80S,2023-12-01T01:34:52.4Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,28,37,2023-12-01T01:34:52Z,1640000,False,,,0,,I. Joe REBOUND (Off:0 Def:2),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,,,,,163.0,2.0,2.0,0.0,,,,,,,,,,,,
