actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
164,PT00M00.50S,2024-02-01T01:34:38.6Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,19,28,2024-02-01T01:34:50Z,1630000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Right Corner 3,24+ Right,,,,162.0,1.0,1.0,0.0,,,,,,,,,,,,,
165,PT00M00.00S,2024-02-01T01:34:57.5Z,1,REGULAR,period,end,[],0,,,1610612743,19,28,2024-02-01T01:34:57Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-02-01T01:35:00.3Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612743,19,28,2024-02-01T01:36:59Z,1650000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-02-01T01:35:00.3Z,2,REGULAR,substitution,out,['startperiod'],1631119,,,1610612743,19,28,2024-02-01T01:36:59Z,1660000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-02-01T01:35:00.3Z,2,REGULAR,substitution,out,['startperiod'],1630322,,,1610612743,19,28,2024-02-01T01:36:59Z,1670000,False,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-02-01T01:35:00.3Z,2,REGULAR,substitution,in,['startperiod'],1631096,,,1610612743,19,28,2024-02-01T01:36:59Z,1680000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-02-01T01:35:00.3Z,2,REGULAR,substitution,in,['startperiod'],1631172,,,1610612743,19,28,2024-02-01T01:36:59Z,1690000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-02-01T01:35:00.3Z,2,REGULAR,substitution,in,['startperiod'],203995,,,1610612743,19,28,2024-02-01T01:36:59Z,1700000,False,,,0,,SUB in: V. Micic,[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-02-01T01:37:16.0Z,2,REGULAR,period,start,[],0,,,1610612743,19,28,2024-02-01T01:37:16Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M50.00S,2024-02-01T01:37:26.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,84.70762155059133,59.80392156862745,1610612743,19,30,2024-02-01T01:37:47Z,1720000,False,49.0,91.0,1,right,R. Jackson 10' floating Jump Shot (5 PTS) (Z. Nnaji 1 AST),"[202704, 1630192]",1610612743.0,DEN,floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,10.35,Made,,,,,,,,,,,5.0,Z. Nnaji,1630192.0,1.0,,,
175,PT11M30.00S,2024-02-01T01:37:44.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203995,5.338370565045992,47.30392156862745,1610612760,21,30,2024-02-01T04:53:25Z,1740000,False,13.0,-2.0,1,left,V. Micic driving DUNK (2 PTS) (A. Wiggins 1 AST),"[203995, 1630598]",1610612760.0,OKC,driving,,,Micic,V. Micic,,,,,Restricted Area,0-8 Center,,1.37,Made,,,,,,,,,,,2.0,A. Wiggins,1630598.0,1.0,,,
177,PT11M20.00S,2024-02-01T01:37:55.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,93.38042049934296,51.71568627450981,1610612743,21,30,2024-02-01T01:41:50Z,1760000,False,9.0,10.0,1,right,MISS Z. Nnaji reverse Layup,[1630192],1610612743.0,DEN,reverse,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,1.3,Missed,,,,,,,,,,,,,,,,,
178,PT11M19.00S,2024-02-01T01:37:56.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,21,30,2024-02-01T01:38:05Z,1770000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,177.0,,,,,,,,,,,,,,,,
180,PT11M05.00S,2024-02-01T01:38:17.6Z,2,REGULAR,turnover,out-of-bounds,[],203995,,,1610612760,21,30,2024-02-01T01:38:35Z,1790000,False,,,0,,V. Micic bad pass out-of-bounds TURNOVER (1 TO),[203995],1610612760.0,OKC,bad pass,,,Micic,V. Micic,,,,,In The Paint (Non-RA),0-8 Center,202007.0,,,,,,,,,,,,,,,,,1.0,,
181,PT10M43.00S,2024-02-01T01:38:51.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629008,86.02168199737189,52.94117647058824,1610612743,21,30,2024-02-01T01:43:02Z,1800000,False,15.0,79.0,1,right,MISS M. Porter Jr. 8' driving floating Shot,[1629008],1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,8.03,Missed,,,,,,,,,,,,,,,,,
182,PT10M41.00S,2024-02-01T01:38:53.0Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,21,30,2024-02-01T01:38:57Z,1810000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,181.0,4.0,3.0,1.0,,,,,,,,,,,,,
183,PT10M18.00S,2024-02-01T01:39:16.6Z,2,REGULAR,3pt,Jump Shot,[],203995,28.86005256241787,75.24509803921569,1610612760,24,30,2024-02-01T01:39:27Z,1820000,False,-126.0,219.0,1,left,V. Micic 25' 3PT  (5 PTS) (A. Wiggins 2 AST),"[203995, 1630598]",1610612760.0,OKC,,,,Micic,V. Micic,,,,,Above the Break 3,24+ Left Center,,25.26,Made,,,,,,,,,,,5.0,A. Wiggins,1630598.0,2.0,,,
185,PT10M03.00S,2024-02-01T01:39:35.3Z,2,REGULAR,foul,personal,[],1641717,,,1610612743,24,30,2024-02-01T01:39:44Z,1840000,False,,,0,,C. Wallace personal FOUL (1 PF),"[1641717, 202704]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,16-24 Left Center,202007.0,,,,,,,,,1.0,0.0,Jackson,202704.0,,,,,,,
187,PT09M56.00S,2024-02-01T01:39:57.4Z,2,REGULAR,3pt,Jump Shot,[],202704,68.41327201051249,72.54901960784314,1610612743,24,33,2024-02-01T01:40:02Z,1860000,False,113.0,244.0,1,right,R. Jackson 26' 3PT pullup (8 PTS),[202704],1610612743.0,DEN,pullup,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,,26.91,Made,,,,,,,,,,,8.0,,,,,,
188,PT09M39.00S,2024-02-01T01:40:13.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,9.674770039421814,49.754901960784316,1610612760,24,33,2024-02-01T01:44:24Z,1870000,False,1.0,38.0,1,left,MISS C. Holmgren driving floating Shot,[1631096],1610612760.0,OKC,driving floating,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,3.84,Missed,,,,,,,,,,,,,,,,,
189,PT09M37.00S,2024-02-01T01:40:15.7Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,24,33,2024-02-01T01:40:16Z,1880000,False,,,0,,Z. Nnaji REBOUND (Off:1 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,188.0,2.0,1.0,1.0,,,,,,,,,,,,,
190,PT09M23.00S,2024-02-01T01:40:29.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202704,92.32917214191852,64.70588235294117,1610612743,24,33,2024-02-01T01:40:35Z,1890000,False,74.0,20.0,1,right,MISS R. Jackson 7' driving Layup,[202704],1610612743.0,DEN,driving,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,7.61,Missed,,,,,,,,,,,,,,,,,
191,PT09M22.00S,2024-02-01T01:40:30.7Z,2,REGULAR,rebound,offensive,[],1629008,,,1610612743,24,33,2024-02-01T01:40:30Z,1900000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,190.0,2.0,1.0,1.0,,,,,,,,,,,,,
192,PT09M21.00S,2024-02-01T01:40:31.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,92.59198423127464,50.0,1610612743,24,35,2024-02-01T01:40:38Z,1910000,False,0.0,17.0,1,right,M. Porter Jr. putback Layup (4 PTS),[1629008],1610612743.0,DEN,putback,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,1.71,Made,,,,,,,,,,,4.0,,,,,,
193,PT09M12.00S,2024-02-01T01:40:40.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,8.754927726675426,50.98039215686274,1610612760,24,35,2024-02-01T01:40:44Z,1920000,False,-5.0,30.0,1,left,MISS C. Wallace driving Layup,[1641717],1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,3.02,Missed,,,,,,,,,,,,,,,,,
194,PT09M11.00S,2024-02-01T01:40:41.6Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,24,35,2024-02-01T01:40:44Z,1930000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,193.0,3.0,2.0,1.0,,,,,,,,,,,,,
195,PT09M03.00S,2024-02-01T01:40:49.5Z,2,REGULAR,3pt,Jump Shot,[],203200,71.17279894875165,77.94117647058823,1610612743,24,35,2024-02-01T01:46:16Z,1940000,False,140.0,218.0,1,right,MISS J. Holiday 25' pullup 3PT,[203200],1610612743.0,DEN,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,25.93,Missed,,,,,,,,,,,,,,,,,
196,PT09M01.00S,2024-02-01T01:40:51.5Z,2,REGULAR,rebound,defensive,[],203995,,,1610612760,24,35,2024-02-01T01:40:54Z,1950000,False,,,0,,V. Micic REBOUND (Off:0 Def:1),[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,Above the Break 3,24+ Right Center,,,,195.0,1.0,1.0,0.0,,,,,,,,,,,,,
197,PT08M50.00S,2024-02-01T01:41:05.1Z,2,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612760,24,35,2024-02-01T01:41:14Z,1960000,False,,,0,,Z. Nnaji shooting personal FOUL (1 PF) (Micic 2 FT),"[1630192, 203995]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),0-8 Center,202007.0,,,,,,,,,1.0,0.0,Micic,203995.0,,,,,,,
199,PT08M50.00S,2024-02-01T01:41:34.3Z,2,REGULAR,freethrow,1 of 2,[],203995,,,1610612760,25,35,2024-02-01T01:41:58Z,1980000,False,,,0,,V. Micic Free Throw 1 of 2 (6 PTS),[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,
200,PT08M50.00S,2024-02-01T01:41:34.3Z,2,REGULAR,freethrow,2 of 2,[],203995,,,1610612760,25,35,2024-02-01T01:41:58Z,1990000,False,,,0,,MISS V. Micic Free Throw 2 of 2,[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
201,PT08M48.00S,2024-02-01T01:41:36.3Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,25,35,2024-02-01T01:41:58Z,2000000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,200.0,4.0,3.0,1.0,,,,,,,,,,,,,
202,PT08M37.00S,2024-02-01T01:42:06.5Z,2,REGULAR,2pt,Jump Shot,[],202704,78.0059132720105,77.94117647058823,1610612743,25,35,2024-02-01T01:47:07Z,2010000,False,140.0,154.0,1,right,MISS R. Jackson 20' pullup Shot,[202704],1610612743.0,DEN,pullup,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Right Center,,20.81,Missed,,,,,,,,,,,,,,,,,
203,PT08M34.00S,2024-02-01T01:42:09.5Z,2,REGULAR,rebound,offensive,[],1630192,,,1610612743,25,35,2024-02-01T01:42:11Z,2020000,False,,,0,,Z. Nnaji REBOUND (Off:2 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Mid-Range,16-24 Right Center,,,,202.0,3.0,1.0,2.0,,,,,,,,,,,,,
204,PT08M33.00S,2024-02-01T01:42:10.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,94.95729303547962,56.61764705882353,1610612743,25,35,2024-02-01T01:42:17Z,2030000,False,33.0,-5.0,1,right,MISS Z. Nnaji putback Layup - blocked,"[1630192, 1631096]",1610612743.0,DEN,putback,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,3.35,Missed,,,,,Holmgren,1631096.0,,,,,,,,,,,
205,PT08M33.00S,2024-02-01T01:42:10.2Z,2,REGULAR,block,,[],1631096,,,1610612743,25,35,2024-02-01T01:42:12Z,2040000,False,,,0,,C. Holmgren BLOCK (3 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
206,PT08M33.00S,2024-02-01T01:42:10.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,25,35,2024-02-01T01:42:17Z,2050000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,204.0,,,,,,,,,,,,,,,,
208,PT08M24.00S,2024-02-01T01:42:27.5Z,2,REGULAR,turnover,lost ball,[],1631172,,,1610612760,25,35,2024-02-01T01:42:31Z,2070000,False,,,0,,O. Dieng lost ball TURNOVER (1 TO),"[1631172, 1631128]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Braun,1631128.0
209,PT08M24.00S,2024-02-01T01:42:27.5Z,2,REGULAR,steal,,[],1631128,,,1610612743,25,35,2024-02-01T01:42:29Z,2080000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
210,PT08M18.00S,2024-02-01T01:42:33.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631128,93.11760840998686,53.18627450980392,1610612743,25,37,2024-02-01T01:42:38Z,2090000,False,16.0,12.0,1,right,C. Braun running Layup (2 PTS),[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,2.0,Made,,,,,,,,,,,2.0,,,,,,
212,PT08M01.00S,2024-02-01T01:43:09.6Z,2,REGULAR,foul,personal,[],203200,,,1610612760,25,37,2024-02-01T01:43:16Z,2110000,False,,,0,,J. Holiday personal FOUL (1 PF),"[203200, 1631096]",1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right Center,202007.0,,,,,,,,,1.0,0.0,Holmgren,1631096.0,,,,,,,
214,PT07M52.00S,2024-02-01T01:43:31.1Z,2,REGULAR,3pt,Jump Shot,[],1630598,25.04927726675427,16.42156862745098,1610612760,28,37,2024-02-01T01:43:37Z,2130000,False,168.0,183.0,1,left,A. Wiggins 24' 3PT  (5 PTS) (V. Micic 1 AST),"[1630598, 203995]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,24.84,Made,,,,,,,,,,,5.0,V. Micic,203995.0,1.0,,,
216,PT07M50.00S,2024-02-01T01:43:39.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,28,37,2024-02-01T01:43:39Z,2150000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M50.00S,2024-02-01T01:43:40.7Z,2,REGULAR,substitution,out,[],1641717,,,1610612743,28,37,2024-02-01T01:46:08Z,2160000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M50.00S,2024-02-01T01:43:40.7Z,2,REGULAR,substitution,out,[],1631096,,,1610612743,28,37,2024-02-01T01:46:08Z,2170000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M50.00S,2024-02-01T01:43:40.7Z,2,REGULAR,substitution,out,[],1629008,,,1610612743,28,37,2024-02-01T01:46:08Z,2180000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M50.00S,2024-02-01T01:43:40.7Z,2,REGULAR,substitution,out,[],202704,,,1610612743,28,37,2024-02-01T01:46:08Z,2190000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M50.00S,2024-02-01T01:43:40.7Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,28,37,2024-02-01T01:46:08Z,2200000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M50.00S,2024-02-01T01:43:40.7Z,2,REGULAR,substitution,in,[],1631119,,,1610612743,28,37,2024-02-01T01:46:08Z,2210000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M50.00S,2024-02-01T01:43:40.7Z,2,REGULAR,substitution,in,[],1629652,,,1610612743,28,37,2024-02-01T01:46:08Z,2220000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M50.00S,2024-02-01T01:43:40.7Z,2,REGULAR,substitution,in,[],1631212,,,1610612743,28,37,2024-02-01T01:46:08Z,2230000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M50.00S,2024-02-01T01:43:40.7Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,28,37,2024-02-01T01:46:08Z,2240000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M50.00S,2024-02-01T01:43:40.7Z,2,REGULAR,substitution,in,[],203932,,,1610612743,28,37,2024-02-01T01:46:08Z,2250000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M34.00S,2024-02-01T01:46:40.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631212,87.86136662286465,60.29411764705882,1610612743,28,37,2024-02-01T01:46:50Z,2260000,False,51.0,62.0,1,right,MISS P. Watson 8' turnaround Shot,[1631212],1610612743.0,DEN,turnaround,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Right,,8.03,Missed,,,,,,,,,,,,,,,,,
228,PT07M30.00S,2024-02-01T01:46:44.1Z,2,REGULAR,rebound,defensive,[],203995,,,1610612760,28,37,2024-02-01T01:47:12Z,2270000,False,,,0,,V. Micic REBOUND (Off:0 Def:2),[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,In The Paint (Non-RA),8-16 Right,,,,227.0,2.0,2.0,0.0,,,,,,,,,,,,,
229,PT07M21.00S,2024-02-01T01:46:55.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,5.732588699080158,45.588235294117645,1610612760,30,37,2024-02-01T01:47:00Z,2280000,False,22.0,1.0,1,left,L. Dort driving Layup (2 PTS) (V. Micic 2 AST),"[1629652, 203995]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,2.21,Made,,,,,,,,,,,2.0,V. Micic,203995.0,2.0,,,
230,PT07M21.00S,2024-02-01T01:46:57.5Z,2,REGULAR,foul,personal,['1freethrow'],1631212,,,1610612760,30,37,2024-02-01T01:47:04Z,2290000,False,,,0,,P. Watson shooting personal FOUL (2 PF) (Dort 1 FT),"[1631212, 1629652]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,200832.0,,,,,,,,,2.0,0.0,Dort,1629652.0,,,,,,,
232,PT07M21.00S,2024-02-01T01:47:39.2Z,2,REGULAR,freethrow,1 of 1,[],1629652,,,1610612760,30,37,2024-02-01T01:47:43Z,2310000,False,,,0,,MISS L. Dort Free Throw 1 of 1,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
233,PT07M19.00S,2024-02-01T01:47:41.2Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,30,37,2024-02-01T01:47:43Z,2320000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,232.0,2.0,2.0,0.0,,,,,,,,,,,,,
234,PT07M09.00S,2024-02-01T01:47:50.1Z,2,REGULAR,3pt,Jump Shot,[],1631128,67.49342969776609,64.2156862745098,1610612743,30,40,2024-02-01T01:47:54Z,2330000,False,71.0,253.0,1,right,C. Braun 26' 3PT  (5 PTS) (P. Watson 1 AST),"[1631128, 1631212]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,,26.29,Made,,,,,,,,,,,5.0,P. Watson,1631212.0,1.0,,,
236,PT06M46.00S,2024-02-01T01:48:12.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631119,9.937582128777924,45.34313725490196,1610612760,30,40,2024-02-01T01:48:16Z,2350000,False,23.0,41.0,1,left,MISS J. Williams Layup - blocked,"[1631119, 1627750]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,4.71,Missed,,,,,Murray,1627750.0,,,,,,,,,,,
237,PT06M46.00S,2024-02-01T01:48:12.1Z,2,REGULAR,block,,[],1627750,,,1610612760,30,40,2024-02-01T01:48:14Z,2360000,False,,,0,,J. Murray BLOCK (2 BLK),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
238,PT06M44.00S,2024-02-01T01:48:14.1Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,30,40,2024-02-01T01:48:16Z,2370000,False,,,0,,C. Braun REBOUND (Off:0 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,236.0,3.0,3.0,0.0,,,,,,,,,,,,,
239,PT06M44.00S,2024-02-01T01:48:17.6Z,2,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612743,30,40,2024-02-01T01:48:22Z,2380000,False,,,0,,L. Dort shooting personal FOUL (1 PF) (Watson 2 FT),"[1629652, 1631212]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,200832.0,,,,,,,,,1.0,0.0,Watson,1631212.0,,,,,,,
241,PT06M44.00S,2024-02-01T01:48:46.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631212,,,1610612743,30,41,2024-02-01T01:51:04Z,2400000,False,,,0,,P. Watson Free Throw 1 of 2 (4 PTS),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,
242,PT06M44.00S,2024-02-01T01:48:47.6Z,2,REGULAR,substitution,out,[],1631172,,,1610612743,30,41,2024-02-01T01:48:51Z,2410000,False,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M44.00S,2024-02-01T01:48:47.6Z,2,REGULAR,substitution,in,[],1629026,,,1610612743,30,41,2024-02-01T01:48:51Z,2420000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M44.00S,2024-02-01T01:48:46.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631212,,,1610612743,30,42,2024-02-01T01:51:04Z,2430000,False,,,0,,P. Watson Free Throw 2 of 2 (5 PTS),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,
245,PT06M28.00S,2024-02-01T01:49:25.0Z,2,REGULAR,3pt,Jump Shot,[],1630598,16.113666228646515,4.166666666666666,1610612760,33,42,2024-02-01T01:49:29Z,2440000,False,229.0,99.0,1,left,A. Wiggins 24' 3PT  (8 PTS) (V. Micic 3 AST),"[1630598, 203995]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,24.97,Made,,,,,,,,,,,8.0,V. Micic,203995.0,3.0,,,
247,PT06M07.00S,2024-02-01T01:49:45.0Z,2,REGULAR,2pt,Jump Shot,[],1627750,77.7431011826544,72.30392156862744,1610612743,33,42,2024-02-01T01:51:44Z,2460000,False,112.0,157.0,1,right,MISS J. Murray 19' fadeaway Shot,[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,,19.23,Missed,,,,,,,,,,,,,,,,,
248,PT06M02.00S,2024-02-01T01:49:50.0Z,2,REGULAR,rebound,defensive,[],1631119,,,1610612760,33,42,2024-02-01T01:49:52Z,2470000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,,,,247.0,1.0,1.0,0.0,,,,,,,,,,,,,
