actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-28T01:10:30.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-28T01:10:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-12-28T01:10:31.9Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612760,0,0,2023-12-28T01:10:32Z,40000,False,,,0,,Jump Ball C. Holmgren vs. I. Hartenstein: Tip to J. Giddey,"[1630581, 1631096, 1628392]",1610612760.0,OKC,startperiod,J. Giddey,1630581.0,Giddey,J. Giddey,Holmgren,1631096.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-12-28T01:10:42.8Z,1,REGULAR,2pt,Jump Shot,[],1631114,23.209592641261498,62.99019607843137,1610612760,0,0,2023-12-28T01:10:47Z,70000,False,-65.0,166.0,1,left,MISS J. Williams 17' step back Shot,[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left Center,17.8,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2023-12-28T01:10:44.8Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,0,0,2023-12-28T01:10:47Z,80000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2023-12-28T01:10:57.8Z,1,REGULAR,3pt,Jump Shot,[],1628973,74.72076215505913,14.215686274509803,1610612752,0,0,2023-12-28T01:11:03Z,90000,False,-179.0,185.0,1,right,MISS J. Brunson 25' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2023-12-28T01:11:03.8Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,0,0,2023-12-28T01:11:03Z,100000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M11.00S,2023-12-28T01:11:18.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,8.754927726675426,57.59803921568627,1610612760,0,0,2023-12-28T01:11:21Z,110000,False,-38.0,30.0,1,left,MISS J. Giddey driving floating Shot,[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,4.83,Missed,,,,,,,,,,,,,,,,,,
12,PT11M10.00S,2023-12-28T01:11:19.4Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,0,0,2023-12-28T01:11:21Z,120000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M07.00S,2023-12-28T01:11:24.1Z,1,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612752,0,0,2023-12-28T01:11:36Z,130000,False,,,0,,L. Dort shooting personal FOUL (1 PF) (Barrett 2 FT),"[1629652, 1629628]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,1148.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,
15,PT11M07.00S,2023-12-28T01:11:49.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629628,,,1610612752,0,1,2023-12-28T01:12:04Z,150000,False,,,0,,R. Barrett Free Throw 1 of 2 (1 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
