actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-04-10T00:10:20.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-10T00:10:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-04-10T00:10:22.5Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612758,0,0,2024-04-10T00:10:22Z,40000,False,,,0,,Jump Ball D. Sabonis vs. C. Holmgren: Tip to H. Barnes,"[203084, 1627734, 1631096]",1610612758.0,SAC,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Sabonis,1627734.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-04-10T00:10:35.4Z,1,REGULAR,3pt,Jump Shot,[],1628368,69.59592641261499,72.30392156862744,1610612758,0,3,2024-04-10T00:10:40Z,70000,False,112.0,233.0,1,right,D. Fox 25' 3PT  (3 PTS) (K. Ellis 1 AST),"[1628368, 1631165]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,25.86,Made,3.0,K. Ellis,1631165.0,1.0,,,,,,,,,,,,,,
9,PT11M19.00S,2024-04-10T00:11:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,12.434296977660972,52.450980392156865,1610612760,2,3,2024-04-10T00:11:24Z,90000,False,-12.0,64.0,1,left,L. Dort 6' driving floating Jump Shot (2 PTS) (J. Giddey 1 AST),"[1629652, 1630581]",1610612760.0,OKC,driving floating,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,6.56,Made,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
11,PT10M58.00S,2024-04-10T00:11:20.8Z,1,REGULAR,3pt,Jump Shot,[],1631099,77.87450722733246,89.70588235294117,1610612758,2,3,2024-04-10T00:11:25Z,110000,False,199.0,155.0,1,right,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
12,PT10M56.00S,2024-04-10T00:11:22.8Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,2,3,2024-04-10T00:11:25Z,120000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:0),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,
13,PT10M54.00S,2024-04-10T00:11:25.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,91.40932982917214,3.6764705882352944,1610612758,2,6,2024-04-10T00:11:29Z,130000,False,-232.0,28.0,1,right,D. Fox 3PT  (6 PTS) (D. Sabonis 1 AST),"[1628368, 1627734]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,23.33,Made,6.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,,
15,PT10M36.00S,2024-04-10T00:11:43.4Z,1,REGULAR,2pt,Jump Shot,[],1628983,5.601182654402102,70.34313725490196,1610612760,4,6,2024-04-10T00:11:48Z,150000,False,-102.0,0.0,1,left,S. Gilgeous-Alexander 10' turnaround fadeaway Jump Shot (2 PTS),[1628983],1610612760.0,OKC,turnaround fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,10.17,Made,2.0,,,,,,,,,,,,,,,,,
16,PT10M21.00S,2024-04-10T00:12:01.0Z,1,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612758,4,6,2024-04-10T00:12:15Z,160000,False,,,0,,J. Giddey shooting personal FOUL (1 PF) (Murray 2 FT),"[1630581, 1631099]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1151.0,1.0,0.0,Murray,1631099.0,,,,,
18,PT10M21.00S,2024-04-10T00:12:27.2Z,1,REGULAR,freethrow,1 of 2,[],1631099,,,1610612758,4,7,2024-04-10T00:12:27Z,180000,False,,,0,,K. Murray Free Throw 1 of 2 (1 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
19,PT10M21.00S,2024-04-10T00:12:45.4Z,1,REGULAR,freethrow,2 of 2,[],1631099,,,1610612758,4,8,2024-04-10T00:12:45Z,190000,False,,,0,,K. Murray Free Throw 2 of 2 (2 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
20,PT10M10.00S,2024-04-10T00:12:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,8.360709592641262,42.64705882352941,1610612760,6,8,2024-04-10T00:13:04Z,200000,False,37.0,26.0,1,left,J. Giddey driving Layup (2 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,4.51,Made,2.0,,,,,,,,,,,,,,,,,
21,PT09M56.00S,2024-04-10T00:13:10.3Z,1,REGULAR,3pt,Jump Shot,[],1628368,87.59855453350855,3.9215686274509802,1610612758,6,8,2024-04-10T00:13:16Z,210000,False,-230.0,64.0,1,right,MISS D. Fox step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,23.92,Missed,,,,,,,,,,,,,,,,,,
22,PT09M54.00S,2024-04-10T00:13:12.3Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,6,8,2024-04-10T00:13:16Z,220000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
23,PT09M45.00S,2024-04-10T00:13:22.5Z,1,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612760,6,8,2024-04-10T00:13:33Z,230000,False,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1627734, 1628983]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1628172.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,
25,PT09M45.00S,2024-04-10T00:13:48.5Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,7,8,2024-04-10T00:13:48Z,250000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (3 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
