actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-28T00:13:17.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-28T00:13:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-28T00:13:21.5Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612760,0,0,2024-03-28T00:13:21Z,40000,False,,,0,,Jump Ball C. Holmgren vs. J. Smith Jr.: Tip to J. Giddey,"[1630581, 1631096, 1631095]",1610612760.0,OKC,startperiod,J. Giddey,1630581.0,Giddey,J. Giddey,Holmgren,1631096.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-03-28T00:13:38.9Z,1,REGULAR,foul,personal,[],1631095,,,1610612760,0,0,2024-03-28T00:13:49Z,70000,False,,,0,,J. Smith Jr. personal FOUL (1 PF),"[1631095, 1630581]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,1627519.0,1.0,0.0,Giddey,1630581.0,,,,,,,,,,,,,,,
9,PT11M37.00S,2024-03-28T00:14:04.9Z,1,REGULAR,foul,offensive,[],1641717,,,1610612760,0,0,2024-03-28T00:14:12Z,90000,False,,,0,,C. Wallace offensive FOUL (1 PF),"[1641717, 1627832]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,1627519.0,1.0,0.0,VanVleet,1627832.0,,,,,,,,,,,,,,,
11,PT11M37.00S,2024-03-28T00:14:04.9Z,1,REGULAR,turnover,offensive foul,[],1641717,,,1610612760,0,0,2024-03-28T00:14:04Z,110000,False,,,0,,C. Wallace offensive foul TURNOVER (1 TO),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,1627519.0,,,,,1.0,,,,,,,,,,,,,,
12,PT11M20.00S,2024-03-28T00:14:37.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,26.757555847568987,80.3921568627451,1610612745,0,3,2024-03-28T00:14:42Z,120000,False,-152.0,199.0,1,left,F. VanVleet 25' 3PT  (3 PTS) (A. Thompson 1 AST),"[1627832, 1641708]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,,,,25.04,Made,3.0,A. Thompson,1641708.0,1.0,,,,,,,,
14,PT11M04.00S,2024-03-28T00:14:52.4Z,1,REGULAR,3pt,Jump Shot,[],1631114,68.28186596583443,28.431372549019606,1610612760,0,3,2024-03-28T00:14:56Z,140000,False,-108.0,246.0,1,right,MISS J. Williams 26' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,26.83,Missed,,,,,,,,,,,,
15,PT11M03.00S,2024-03-28T00:14:53.4Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,0,3,2024-03-28T00:14:56Z,150000,False,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,14.0,1.0,0.0,1.0,,,,
16,PT10M59.00S,2024-03-28T00:14:58.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641717,82.7365308804205,96.56862745098039,1610612760,0,3,2024-03-28T00:15:02Z,160000,False,233.0,110.0,1,right,MISS C. Wallace 25' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,,,,,,,25.74,Missed,,,,,,,,,,,,
17,PT10M55.00S,2024-03-28T00:15:02.5Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,0,3,2024-03-28T00:15:02Z,170000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,
18,PT10M51.00S,2024-03-28T00:15:06.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641708,5.338370565045992,49.01960784313725,1610612745,0,5,2024-03-28T00:15:12Z,180000,False,5.0,-2.0,1,left,A. Thompson running finger roll Layup (2 PTS),[1641708],1610612745.0,HOU,running finger roll,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,0.54,Made,2.0,,,,,,,,,,,
19,PT10M35.00S,2024-03-28T00:15:22.8Z,1,REGULAR,turnover,lost ball,[],1631096,,,1610612760,0,5,2024-03-28T00:15:27Z,190000,False,,,0,,C. Holmgren lost ball TURNOVER (1 TO),"[1631096, 1627832]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,1.0,,,,,,,,,,,VanVleet,1627832.0,,
20,PT10M35.00S,2024-03-28T00:15:22.8Z,1,REGULAR,steal,,[],1627832,,,1610612745,0,5,2024-03-28T00:15:24Z,200000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
21,PT10M32.00S,2024-03-28T00:15:25.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631095,5.075558475689881,49.01960784313725,1610612745,0,7,2024-03-28T00:15:31Z,210000,False,5.0,-5.0,1,left,J. Smith Jr. running DUNK (2 PTS),[1631095],1610612745.0,HOU,running,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,0.69,Made,2.0,,,,,,,,,,,
22,PT10M17.00S,2024-03-28T00:15:42.7Z,1,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612760,0,7,2024-03-28T00:15:52Z,220000,False,,,0,,J. Smith Jr. shooting personal FOUL (2 PF) (Holmgren 2 FT),"[1631095, 1631096]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,101283.0,2.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,,,,
24,PT10M17.00S,2024-03-28T00:16:11.3Z,1,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,1,7,2024-03-28T00:16:11Z,240000,False,,,0,,C. Holmgren Free Throw 1 of 2 (1 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
25,PT10M17.00S,2024-03-28T00:16:12.0Z,1,REGULAR,substitution,out,[],1631095,,,1610612760,1,7,2024-03-28T00:16:18Z,250000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT10M17.00S,2024-03-28T00:16:12.0Z,1,REGULAR,substitution,in,[],1630256,,,1610612760,1,7,2024-03-28T00:16:18Z,260000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT10M17.00S,2024-03-28T00:16:42.1Z,1,REGULAR,freethrow,2 of 2,[],1631096,,,1610612760,2,7,2024-03-28T00:16:42Z,270000,False,,,0,,C. Holmgren Free Throw 2 of 2 (2 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,
29,PT10M00.00S,2024-03-28T00:17:12.6Z,1,REGULAR,2pt,Jump Shot,[],1630224,2.447437582128778,77.45098039215686,1610612745,2,7,2024-03-28T00:17:22Z,290000,False,-137.0,-29.0,1,left,MISS J. Green 14' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,,,14.04,Missed,,,,,,,,,,,,
30,PT09M55.00S,2024-03-28T00:17:17.6Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,2,7,2024-03-28T00:17:22Z,300000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,
31,PT09M54.00S,2024-03-28T00:17:17.2Z,1,REGULAR,turnover,bad pass,[],1631096,,,1610612760,2,7,2024-03-28T00:17:25Z,310000,False,,,0,,C. Holmgren bad pass TURNOVER (2 TO),"[1631096, 1630256]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,2.0,,,,,,,,,,,Tate,1630256.0,,
32,PT09M54.00S,2024-03-28T00:17:17.2Z,1,REGULAR,steal,,[],1630256,,,1610612745,2,7,2024-03-28T00:17:19Z,320000,False,,,0,,J. Tate STEAL (1 STL),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M51.00S,2024-03-28T00:17:21.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628415,14.4053876478318,65.93137254901961,1610612745,2,9,2024-03-28T00:17:28Z,330000,False,-80.0,83.0,1,left,D. Brooks 11' Jump Shot (2 PTS) (J. Green 1 AST),"[1628415, 1630224]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,11.5,Made,2.0,J. Green,1630224.0,1.0,,,,,,,,
35,PT09M38.00S,2024-03-28T00:17:33.9Z,1,REGULAR,3pt,Jump Shot,[],1629652,97.58541392904073,95.58823529411765,1610612760,2,9,2024-03-28T00:17:38Z,350000,False,228.0,-30.0,1,right,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,,,,,,,22.98,Missed,,,,,,,,,,,,
