actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-03T01:10:23.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-03T01:10:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-01-03T01:10:26.7Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612738,0,0,2024-01-03T01:10:26Z,40000,False,,,0,,Jump Ball K. Porzingis vs. C. Holmgren: Tip to D. White,"[1628401, 204001, 1631096]",1610612738.0,BOS,startperiod,D. White,1628401.0,White,D. White,Porzingis,204001.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-01-03T01:10:39.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,29.6484888304862,25.49019607843137,1610612738,0,0,2024-01-03T01:10:47Z,70000,False,123.0,226.0,1,left,MISS J. Brown 25' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2024-01-03T01:10:42.0Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,0,0,2024-01-03T01:10:47Z,80000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2024-01-03T01:10:53.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,81.68528252299606,35.049019607843135,1610612760,2,0,2024-01-03T01:10:58Z,90000,False,-75.0,120.0,1,right,S. Gilgeous-Alexander 14' pullup Jump Shot (2 PTS) (C. Holmgren 1 AST),"[1628983, 1631096]",1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,14.11,Made,,,,,2.0,C. Holmgren,1631096.0,1.0,,,,,,,,,,
11,PT11M16.00S,2024-01-03T01:11:09.0Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,2,0,2024-01-03T01:13:11Z,110000,False,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,,,,,,,,,1628159.0,1.0,,,,,,,,
12,PT10M57.00S,2024-01-03T01:11:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631114,93.11760840998686,53.431372549019606,1610612760,4,0,2024-01-03T01:11:36Z,120000,False,17.0,12.0,1,right,J. Williams driving Layup (2 PTS) (J. Giddey 1 AST),"[1631114, 1630581]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,
14,PT10M45.00S,2024-01-03T01:11:43.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204001,5.338370565045992,46.81372549019608,1610612738,4,2,2024-01-03T01:11:48Z,140000,False,16.0,-2.0,1,left,K. Porzingis alley-oop Layup (2 PTS) (J. Brown 1 AST),"[204001, 1627759]",1610612738.0,BOS,alley-oop,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,2.0,J. Brown,1627759.0,1.0,,,,,,,,,,
16,PT10M30.00S,2024-01-03T01:11:58.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,86.28449408672799,49.50980392156863,1610612760,6,2,2024-01-03T01:12:02Z,160000,False,-2.0,76.0,1,right,C. Holmgren 7' turnaround Jump Shot (2 PTS),[1631096],1610612760.0,OKC,turnaround,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,7.64,Made,,,,,2.0,,,,,,,,,,,,,
17,PT10M16.00S,2024-01-03T01:12:15.7Z,1,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612738,6,2,2024-01-03T01:12:23Z,170000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Holiday 2 FT),"[1628983, 201950]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202049.0,,1.0,0.0,Holiday,201950.0,,,,
