actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
21,PT10M40.00S,2023-11-04T00:12:59.9Z,1,REGULAR,freethrow,3 of 3,[],201939,,,1610612744,7,8,2023-11-04T00:12:59Z,210000,False,,,0,,S. Curry Free Throw 3 of 3 (3 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
22,PT10M16.00S,2023-11-04T00:13:25.8Z,1,REGULAR,3pt,Jump Shot,[],1629652,96.7969776609724,3.9215686274509802,1610612760,10,8,2023-11-04T00:13:30Z,220000,False,-230.0,-22.0,1,right,L. Dort 3PT  (3 PTS) (J. Giddey 2 AST),"[1629652, 1630581]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.15,Made,3.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,
24,PT10M07.00S,2023-11-04T00:13:37.2Z,1,REGULAR,turnover,out-of-bounds,[],1626172,,,1610612744,10,8,2023-11-04T00:13:47Z,240000,False,,,0,,K. Looney lost ball out-of-bounds TURNOVER (1 TO),[1626172],1610612744.0,GSW,lost ball,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203591.0,,,,,1.0,,,,,,,,
25,PT09M57.00S,2023-11-04T00:13:49.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641717,93.38042049934296,40.44117647058824,1610612760,12,8,2023-11-04T00:14:04Z,250000,False,-48.0,10.0,1,right,C. Wallace driving finger roll Layup (4 PTS),[1641717],1610612760.0,OKC,driving finger roll,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,4.88,Made,4.0,,,,,,,,,,,,,,,,,
26,PT09M39.00S,2023-11-04T00:14:09.4Z,1,REGULAR,foul,offensive,[],1626172,,,1610612744,12,8,2023-11-04T00:14:16Z,260000,False,,,0,,K. Looney offensive FOUL (1 PF),"[1626172, 1631114]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Center,,,,,,,202007.0,1.0,0.0,Williams,1631114.0,,,,,,,,,
28,PT09M39.00S,2023-11-04T00:14:09.4Z,1,REGULAR,turnover,offensive foul,[],1626172,,,1610612744,12,8,2023-11-04T00:14:09Z,280000,False,,,0,,K. Looney offensive foul TURNOVER (2 TO),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Center,,,,,,,202007.0,,,,,2.0,,,,,,,,
29,PT09M22.00S,2023-11-04T00:14:35.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630581,76.95466491458606,33.57843137254902,1610612760,14,8,2023-11-04T00:14:40Z,290000,False,-82.0,164.0,1,right,J. Giddey 18' step back Jump Shot (2 PTS),[1630581],1610612760.0,OKC,step back,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Left Center,18.35,Made,2.0,,,,,,,,,,,,,,,,,
30,PT09M07.00S,2023-11-04T00:14:50.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,5.075558475689881,47.05882352941176,1610612744,14,10,2023-11-04T00:14:54Z,300000,False,15.0,-5.0,1,left,K. Looney cutting DUNK (2 PTS) (K. Thompson 1 AST),"[1626172, 202691]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,1.55,Made,2.0,K. Thompson,202691.0,1.0,,,,,,,,,,,,,,
32,PT08M54.00S,2023-11-04T00:15:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,91.01511169513797,48.77450980392157,1610612760,14,10,2023-11-04T00:15:11Z,320000,False,-6.0,32.0,1,right,MISS J. Williams driving finger roll Layup,[1631114],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,3.26,Missed,,,,,,,,,,,,,,,,,,
33,PT08M52.00S,2023-11-04T00:15:05.2Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,14,10,2023-11-04T00:15:11Z,330000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,,,
34,PT08M47.00S,2023-11-04T00:15:12.3Z,1,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612744,14,10,2023-11-04T00:15:23Z,340000,False,,,0,,C. Holmgren shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1631096, 203952]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,203591.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,
36,PT08M47.00S,2023-11-04T00:15:37.5Z,1,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,14,11,2023-11-04T00:15:37Z,360000,False,,,0,,A. Wiggins Free Throw 1 of 2 (3 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
37,PT08M47.00S,2023-11-04T00:15:51.7Z,1,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,14,12,2023-11-04T00:15:51Z,370000,False,,,0,,A. Wiggins Free Throw 2 of 2 (4 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
38,PT08M21.00S,2023-11-04T00:16:18.3Z,1,REGULAR,turnover,lost ball,[],1641717,,,1610612760,14,12,2023-11-04T00:16:23Z,380000,False,,,0,,C. Wallace lost ball TURNOVER (1 TO),"[1641717, 201939]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,1.0,,,,,Curry,201939.0,,
39,PT08M21.00S,2023-11-04T00:16:18.3Z,1,REGULAR,steal,,[],201939,,,1610612744,14,12,2023-11-04T00:16:20Z,390000,False,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
40,PT08M17.00S,2023-11-04T00:16:22.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201939,21.895532194480946,87.5,1610612744,14,12,2023-11-04T00:16:35Z,400000,False,-188.0,153.0,1,left,MISS S. Curry 24' running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,24.22,Missed,,,,,,,,,,,,,,,,,,
41,PT08M16.00S,2023-11-04T00:16:23.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,14,12,2023-11-04T00:16:35Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,40.0,,,,,,,
42,PT08M16.00S,2023-11-04T00:16:28.4Z,1,REGULAR,foul,personal,[],1629652,,,1610612744,14,12,2023-11-04T00:16:40Z,420000,False,,,0,,L. Dort loose ball personal FOUL (2 PF),"[1629652, 203110]",1610612760.0,OKC,loose ball,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,203054.0,2.0,0.0,Green,203110.0,,,,,,,,,
44,PT08M00.00S,2023-11-04T00:17:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203952,6.258212877792378,46.32352941176471,1610612744,14,12,2023-11-04T00:17:13Z,440000,False,18.0,6.0,1,left,MISS A. Wiggins cutting Layup,[203952],1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,,
45,PT07M57.00S,2023-11-04T00:17:09.5Z,1,REGULAR,rebound,offensive,[],203952,,,1610612744,14,12,2023-11-04T00:17:09Z,450000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,44.0,1.0,0.0,1.0,,,,
46,PT07M57.00S,2023-11-04T00:17:09.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203952,5.590000152587891,50.0,1610612744,14,12,2023-11-04T00:17:16Z,460000,False,0.0,0.0,1,left,MISS A. Wiggins tip Layup,[203952],1610612744.0,GSW,tip,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
47,PT07M56.00S,2023-11-04T00:17:10.5Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,14,12,2023-11-04T00:17:16Z,470000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,46.0,1.0,1.0,0.0,,,,
48,PT07M45.00S,2023-11-04T00:17:20.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,93.64323258869908,40.19607843137255,1610612760,16,12,2023-11-04T00:17:25Z,480000,False,-49.0,7.0,1,right,J. Giddey driving bank Jump Shot (4 PTS),[1630581],1610612760.0,OKC,driving bank,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,4.95,Made,4.0,,,,,,,,,,,,,,,,,
49,PT07M31.00S,2023-11-04T00:17:34.8Z,1,REGULAR,3pt,Jump Shot,[],203110,3.3672798948751645,3.6764705882352944,1610612744,16,15,2023-11-04T00:17:39Z,490000,False,232.0,-21.0,1,left,D. Green 3PT  (3 PTS) (K. Looney 3 AST),"[203110, 1626172]",1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,23.25,Made,3.0,K. Looney,1626172.0,3.0,,,,,,,,,,,,,,
51,PT07M16.00S,2023-11-04T00:17:50.8Z,1,REGULAR,turnover,lost ball,[],1631114,,,1610612760,16,15,2023-11-04T00:17:55Z,510000,False,,,0,,J. Williams lost ball TURNOVER (1 TO),"[1631114, 1626172]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,Looney,1626172.0,,
52,PT07M16.00S,2023-11-04T00:17:50.8Z,1,REGULAR,steal,,[],1626172,,,1610612744,16,15,2023-11-04T00:17:52Z,520000,False,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M00.00S,2023-11-04T00:18:06.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,31.488173455978973,21.07843137254902,1610612744,16,18,2023-11-04T00:18:11Z,530000,False,145.0,243.0,1,left,S. Curry 28' 3PT  (6 PTS) (K. Looney 4 AST),"[201939, 1626172]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,28.32,Made,6.0,K. Looney,1626172.0,4.0,,,,,,,,,,,,,,
55,PT06M59.00S,2023-11-04T00:18:11.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,16,18,2023-11-04T00:18:11Z,550000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M59.00S,2023-11-04T00:20:48.1Z,1,REGULAR,substitution,out,[],1626172,,,1610612760,16,18,2023-11-04T00:20:58Z,560000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M59.00S,2023-11-04T00:20:48.1Z,1,REGULAR,substitution,in,[],203967,,,1610612760,16,18,2023-11-04T00:20:58Z,570000,False,,,0,,SUB in: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M43.00S,2023-11-04T00:21:14.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631096,90.3580814717477,45.588235294117645,1610612760,18,18,2023-11-04T00:21:20Z,580000,False,-22.0,38.0,1,right,C. Holmgren turnaround Hook (7 PTS),[1631096],1610612760.0,OKC,turnaround,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,4.4,Made,7.0,,,,,,,,,,,,,,,,,
59,PT06M24.00S,2023-11-04T00:21:33.2Z,1,REGULAR,3pt,Jump Shot,[],203952,10.463206307490145,3.6764705882352944,1610612744,18,18,2023-11-04T00:21:39Z,590000,False,232.0,46.0,1,left,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,23.61,Missed,,,,,,,,,,,,,,,,,,
60,PT06M21.00S,2023-11-04T00:21:36.2Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,18,18,2023-11-04T00:21:39Z,600000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,59.0,1.0,1.0,0.0,,,,
61,PT06M16.00S,2023-11-04T00:21:45.4Z,1,REGULAR,foul,personal,[],201939,,,1610612760,18,18,2023-11-04T00:21:51Z,610000,False,,,0,,S. Curry personal FOUL (1 PF),"[201939, 1631096]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right,,,,,,,203054.0,1.0,0.0,Holmgren,1631096.0,,,,,,,,,
63,PT06M16.00S,2023-11-04T00:21:50.3Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,18,18,2023-11-04T00:22:01Z,630000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M16.00S,2023-11-04T00:21:50.3Z,1,REGULAR,substitution,out,[],203952,,,1610612760,18,18,2023-11-04T00:22:01Z,640000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M16.00S,2023-11-04T00:21:50.3Z,1,REGULAR,substitution,out,[],203110,,,1610612760,18,18,2023-11-04T00:22:01Z,650000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M16.00S,2023-11-04T00:21:50.3Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,18,18,2023-11-04T00:22:01Z,660000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M16.00S,2023-11-04T00:21:50.3Z,1,REGULAR,substitution,in,[],101108,,,1610612760,18,18,2023-11-04T00:22:01Z,670000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M16.00S,2023-11-04T00:21:50.3Z,1,REGULAR,substitution,in,[],1630228,,,1610612760,18,18,2023-11-04T00:22:01Z,680000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M59.00S,2023-11-04T00:22:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,92.85479632063075,49.01960784313725,1610612760,18,18,2023-11-04T00:22:33Z,690000,False,-5.0,15.0,1,right,MISS C. Holmgren driving finger roll Layup,[1631096],1610612760.0,OKC,driving finger roll,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,1.55,Missed,,,,,,,,,,,,,,,,,,
70,PT05M56.00S,2023-11-04T00:22:30.4Z,1,REGULAR,rebound,offensive,[],1631096,,,1610612760,18,18,2023-11-04T00:22:33Z,700000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,69.0,2.0,1.0,1.0,,,,
71,PT05M56.00S,2023-11-04T00:22:29.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631096,94.40999984741211,50.0,1610612760,18,18,2023-11-04T00:49:44Z,710000,False,0.0,0.0,1,right,MISS C. Holmgren tip Layup,[1631096],1610612760.0,OKC,tip,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
72,PT05M56.00S,2023-11-04T00:22:29.6Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,18,18,2023-11-04T00:49:44Z,720000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,71.0,1.0,1.0,0.0,,,,
73,PT05M47.00S,2023-11-04T00:22:39.3Z,1,REGULAR,3pt,Jump Shot,[],203967,29.122864651773984,76.47058823529412,1610612744,18,21,2023-11-04T00:22:43Z,730000,False,-132.0,221.0,1,left,D. Saric 25' 3PT  (3 PTS) (S. Curry 1 AST),"[203967, 201939]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Left Center,25.79,Made,3.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,
75,PT05M29.00S,2023-11-04T00:22:55.7Z,1,REGULAR,2pt,Jump Shot,[],1641717,73.40670170827858,38.72549019607843,1610612760,18,21,2023-11-04T00:23:00Z,750000,False,-56.0,197.0,1,right,MISS C. Wallace 20' pullup Shot,[1641717],1610612760.0,OKC,pullup,,,Wallace,C. Wallace,,,,,Mid-Range,16-24 Center,20.54,Missed,,,,,,,,,,,,,,,,,,
76,PT05M27.00S,2023-11-04T00:22:57.7Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,18,21,2023-11-04T00:23:00Z,760000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,75.0,2.0,2.0,0.0,,,,
77,PT05M16.00S,2023-11-04T00:23:09.5Z,1,REGULAR,2pt,Jump Shot,[],202691,20.18725361366623,83.08823529411765,1610612744,18,23,2023-11-04T00:24:19Z,770000,False,-165.0,137.0,1,left,K. Thompson 21' Jump Shot (5 PTS) (C. Paul 1 AST),"[202691, 101108]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,21.5,Made,5.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
79,PT05M03.00S,2023-11-04T00:23:22.2Z,1,REGULAR,2pt,Jump Shot,[],1630198,83.65637319316689,23.774509803921568,1610612760,20,23,2023-11-04T00:23:26Z,790000,False,-131.0,101.0,1,right,I. Joe 16' pullup Jump Shot (2 PTS) (C. Holmgren 2 AST),"[1630198, 1631096]",1610612760.0,OKC,pullup,,,Joe,I. Joe,,,,,Mid-Range,16-24 Left Center,16.56,Made,2.0,C. Holmgren,1631096.0,2.0,,,,,,,,,,,,,,
81,PT04M51.00S,2023-11-04T00:23:37.4Z,1,REGULAR,turnover,out-of-bounds,[],1630228,,,1610612744,20,23,2023-11-04T00:23:43Z,810000,False,,,0,,J. Kuminga step out-of-bounds TURNOVER (1 TO),[1630228],1610612744.0,GSW,step,,,Kuminga,J. Kuminga,,,,,Right Corner 3,24+ Right,,,,,,,203591.0,,,,,1.0,,,,,,,,
82,PT04M51.00S,2023-11-04T00:23:40.1Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,20,23,2023-11-04T00:23:56Z,820000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M51.00S,2023-11-04T00:23:40.1Z,1,REGULAR,substitution,out,[],202691,,,1610612760,20,23,2023-11-04T00:23:56Z,830000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M51.00S,2023-11-04T00:23:40.1Z,1,REGULAR,substitution,in,[],1631119,,,1610612760,20,23,2023-11-04T00:23:56Z,840000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M51.00S,2023-11-04T00:23:40.1Z,1,REGULAR,substitution,in,[],1627780,,,1610612760,20,23,2023-11-04T00:23:56Z,850000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M31.00S,2023-11-04T00:24:35.5Z,1,REGULAR,foul,offensive,[],1629652,,,1610612760,20,23,2023-11-04T00:24:57Z,860000,False,,,0,,L. Dort offensive FOUL (3 PF),"[1629652, 101108]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,202007.0,3.0,0.0,Paul,101108.0,,,,,,,,,
88,PT04M31.00S,2023-11-04T00:24:35.5Z,1,REGULAR,turnover,offensive foul,[],1629652,,,1610612760,20,23,2023-11-04T00:24:35Z,880000,False,,,0,,L. Dort offensive foul TURNOVER (1 TO),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,202007.0,,,,,1.0,,,,,,,,
89,PT04M18.00S,2023-11-04T00:24:57.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203967,30.436925098554536,70.34313725490196,1610612744,20,23,2023-11-04T00:25:06Z,890000,False,-102.0,234.0,1,left,MISS D. Saric 25' 3PT,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
