actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-24T01:10:47.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-24T01:10:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-12-24T01:10:52.3Z,1,REGULAR,jumpball,recovered,[],1629020,,,1610612747,0,0,2023-12-24T01:10:52Z,40000,False,,,0,,Jump Ball A. Davis vs. C. Holmgren: Tip to J. Vanderbilt,"[1629020, 203076, 1631096]",1610612747.0,LAL,startperiod,J. Vanderbilt,1629020.0,Vanderbilt,J. Vanderbilt,Davis,203076.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-12-24T01:11:05.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.51182654402102,43.38235294117647,1610612747,0,0,2023-12-24T01:11:15Z,70000,False,-33.0,8.0,1,right,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,3.42,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2023-12-24T01:11:09.9Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,0,0,2023-12-24T01:11:15Z,80000,False,,,0,,A. Davis REBOUND (Off:1 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M36.00S,2023-12-24T01:11:10.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203076,93.24901445466492,47.30392156862745,1610612747,0,2,2023-12-24T01:11:19Z,90000,False,-13.0,11.0,1,right,A. Davis putback DUNK (2 PTS),[203076],1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M25.00S,2023-12-24T01:11:21.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,14.931011826544022,36.27450980392157,1610612760,2,2,2023-12-24T01:11:27Z,100000,False,69.0,88.0,1,left,C. Holmgren 11' pullup Jump Shot (2 PTS) (C. Wallace 1 AST),"[1631096, 1641717]",1610612760.0,OKC,pullup,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Right,11.15,Made,,,,,2.0,C. Wallace,1641717.0,1.0,,,,,,,,,,
12,PT11M13.00S,2023-12-24T01:11:37.2Z,1,REGULAR,foul,personal,['2freethrow'],1641717,,,1610612747,2,2,2023-12-24T01:11:52Z,120000,False,,,0,,C. Wallace shooting personal FOUL (1 PF) (Prince 2 FT),"[1641717, 1627752]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1628954.0,1.0,0.0,Prince,1627752.0,,,,,
14,PT11M13.00S,2023-12-24T01:12:03.9Z,1,REGULAR,freethrow,1 of 2,[],1627752,,,1610612747,2,3,2023-12-24T01:12:04Z,140000,False,,,0,,T. Prince Free Throw 1 of 2 (1 PTS),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
15,PT11M13.00S,2023-12-24T01:12:18.1Z,1,REGULAR,freethrow,2 of 2,[],1627752,,,1610612747,2,4,2023-12-24T01:12:18Z,150000,False,,,0,,T. Prince Free Throw 2 of 2 (2 PTS),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
16,PT10M54.00S,2023-12-24T01:12:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,8.886333771353483,37.99019607843137,1610612760,4,4,2023-12-24T01:13:00Z,160000,False,60.0,31.0,1,left,S. Gilgeous-Alexander 6' driving floating bank Jump Shot (2 PTS),[1628983],1610612760.0,OKC,driving floating bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,6.75,Made,,,,,2.0,,,,,,,,,,,,,
17,PT10M38.00S,2023-12-24T01:12:53.4Z,1,REGULAR,3pt,Jump Shot,[],1629629,69.46452036793693,69.6078431372549,1610612747,4,4,2023-12-24T01:12:58Z,170000,False,98.0,235.0,1,right,MISS C. Reddish 25' 3PT,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
18,PT10M36.00S,2023-12-24T01:12:55.4Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,4,4,2023-12-24T01:12:58Z,180000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M24.00S,2023-12-24T01:13:08.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,15.588042049934298,39.950980392156865,1610612760,6,4,2023-12-24T01:13:13Z,190000,False,50.0,94.0,1,left,L. Dort 10' pullup Jump Shot (2 PTS),[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,10.66,Made,,,,,2.0,,,,,,,,,,,,,
20,PT10M01.00S,2023-12-24T01:13:30.4Z,1,REGULAR,2pt,Jump Shot,[],203076,78.66294349540078,63.48039215686274,1610612747,6,6,2023-12-24T01:13:37Z,200000,False,67.0,148.0,1,right,A. Davis 16' fadeaway Jump Shot (4 PTS),[203076],1610612747.0,LAL,fadeaway,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,16.27,Made,,,,,4.0,,,,,,,,,,,,,
21,PT09M47.00S,2023-12-24T01:13:45.0Z,1,REGULAR,2pt,Jump Shot,[],1631114,25.312089356110377,48.77450980392157,1610612760,6,6,2023-12-24T01:13:51Z,210000,False,6.0,185.0,1,left,MISS J. Williams 18' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,16-24 Center,18.55,Missed,,,,,,,,,,,,,,,,,,
22,PT09M45.00S,2023-12-24T01:13:47.0Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,6,6,2023-12-24T01:13:51Z,220000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT09M36.00S,2023-12-24T01:13:57.1Z,1,REGULAR,3pt,Jump Shot,[],1627752,89.17542706964521,95.58823529411765,1610612747,6,9,2023-12-24T01:14:01Z,230000,False,228.0,49.0,1,right,T. Prince 3PT  (5 PTS) (L. James 1 AST),"[1627752, 2544]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,23.32,Made,,,,,5.0,L. James,2544.0,1.0,,,,,,,,,,
25,PT09M14.00S,2023-12-24T01:14:17.4Z,1,REGULAR,3pt,Jump Shot,[],1631114,9.806176084099869,3.6764705882352944,1610612760,9,9,2023-12-24T01:14:35Z,250000,False,232.0,40.0,1,left,J. Williams 3PT step back (3 PTS) (C. Wallace 2 AST),"[1631114, 1641717]",1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,23.5,Made,,,,,3.0,C. Wallace,1641717.0,2.0,,,,,,,,,,
27,PT09M02.00S,2023-12-24T01:14:30.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,94.1688567674113,53.18627450980392,1610612747,9,11,2023-12-24T01:14:34Z,270000,False,16.0,2.0,1,right,A. Davis driving Layup (6 PTS),[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,6.0,,,,,,,,,,,,,
28,PT08M40.00S,2023-12-24T01:15:01.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,18.084756898817346,61.274509803921575,1610612760,11,11,2023-12-24T01:15:08Z,280000,False,-56.0,117.0,1,left,C. Holmgren 13' floating Jump Shot (4 PTS) (S. Gilgeous-Alexander 1 AST),"[1631096, 1628983]",1610612760.0,OKC,floating,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,13.03,Made,,,,,4.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,
30,PT08M29.00S,2023-12-24T01:15:10.8Z,1,REGULAR,3pt,Jump Shot,[],1627752,97.9796320630749,3.6764705882352944,1610612747,11,11,2023-12-24T01:15:19Z,300000,False,-232.0,-34.0,1,right,MISS T. Prince 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,23.4,Missed,,,,,,,,,,,,,,,,,,
31,PT08M27.00S,2023-12-24T01:15:12.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,11,11,2023-12-24T01:15:19Z,310000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Left Corner 3,24+ Left,,,30.0,,,,,,,,,,,,,,,,,
