actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-11-07T01:10:40.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-07T01:10:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-07T01:10:42.7Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612760,0,0,2023-11-07T01:10:42Z,40000,False,,,0,,Jump Ball C. Holmgren vs. C. Capela: Tip to J. Giddey,"[1630581, 1631096, 203991]",1610612760.0,OKC,startperiod,J. Giddey,1630581.0,Giddey,J. Giddey,Holmgren,1631096.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-11-07T01:10:59.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631096,8.623521681997373,43.872549019607845,1610612760,2,0,2023-11-07T01:11:03Z,70000,False,31.0,29.0,1,left,C. Holmgren Hook (2 PTS) (L. Dort 1 AST),"[1631096, 1629652]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,4.19,Made,2.0,L. Dort,1629652.0,1.0,,,,,,,,,,,,,,
9,PT11M20.00S,2023-11-07T01:11:19.5Z,1,REGULAR,turnover,lost ball,[],1629027,,,1610612737,2,0,2023-11-07T01:11:23Z,90000,False,,,0,,T. Young lost ball TURNOVER (1 TO),"[1629027, 1631096]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Holmgren,1631096.0,,,,,,,,,,,
10,PT11M20.00S,2023-11-07T01:11:19.5Z,1,REGULAR,steal,,[],1631096,,,1610612760,2,0,2023-11-07T02:18:53Z,100000,False,,,0,,C. Holmgren STEAL (1 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M04.00S,2023-11-07T01:11:35.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629652,12.828515111695138,56.372549019607845,1610612760,2,0,2023-11-07T01:11:40Z,110000,False,-32.0,68.0,1,left,MISS L. Dort 7' driving floating Shot,[1629652],1610612760.0,OKC,driving floating,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,,
12,PT11M02.00S,2023-11-07T01:11:37.6Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,2,0,2023-11-07T01:11:40Z,120000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,
13,PT10M55.00S,2023-11-07T01:11:44.2Z,1,REGULAR,3pt,Jump Shot,[],1629631,89.17542706964521,3.431372549019608,1610612737,2,0,2023-11-07T01:11:48Z,130000,False,-233.0,49.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,23.8,Missed,,,,,,,,,,,,,,,,,,
14,PT10M53.00S,2023-11-07T01:11:46.2Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,2,0,2023-11-07T01:11:48Z,140000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
15,PT10M46.00S,2023-11-07T01:11:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,7.046649145860711,56.86274509803921,1610612760,2,0,2023-11-07T01:12:02Z,150000,False,-34.0,14.0,1,left,MISS J. Giddey driving Layup - blocked,"[1630581, 203991]",1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,3.69,Missed,,,,,,,,,,,,Capela,203991.0,,,,,
