actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-02-03T01:12:06.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-03T01:12:06Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-02-03T01:12:08.4Z,1,REGULAR,jumpball,recovered,[],1628983,,,1610612760,0,0,2024-02-03T01:12:08Z,40000,False,,,0,,Jump Ball C. Holmgren vs. N. Richards: Tip to S. Gilgeous-Alexander,"[1628983, 1631096, 1630208]",1610612760.0,OKC,startperiod,S. Gilgeous-Alexander,1628983.0,Gilgeous-Alexander,S. Gilgeous-Alexander,Holmgren,1631096.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-02-03T01:12:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,92.06636005256242,50.98039215686274,1610612760,2,0,2024-02-03T01:12:28Z,70000,False,5.0,22.0,1,right,J. Giddey cutting finger roll Layup (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1630581, 1628983]",1610612760.0,OKC,cutting finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.26,Made,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2024-02-03T01:12:43.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,19.66162943495401,40.44117647058824,1610612766,2,0,2024-02-03T01:12:47Z,90000,False,48.0,132.0,1,left,MISS M. Bridges 14' pullup Shot,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,14.07,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2024-02-03T01:12:44.9Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,2,0,2024-02-03T01:12:47Z,100000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M14.00S,2024-02-03T01:12:52.3Z,1,REGULAR,3pt,Jump Shot,[],1631096,71.56701708278581,17.401960784313726,1610612760,5,0,2024-02-03T01:12:57Z,110000,False,-163.0,215.0,1,right,C. Holmgren 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 2 AST),"[1631096, 1628983]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,26.96,Made,3.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,,,,,
13,PT11M00.00S,2024-02-03T01:13:06.9Z,1,REGULAR,3pt,Jump Shot,[],1628998,14.931011826544022,2.941176470588235,1610612766,5,0,2024-02-03T01:13:59Z,130000,False,235.0,88.0,1,left,MISS C. Martin 25' 3PT - blocked,"[1628998, 1628983]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,25.12,Missed,,,,,,,,,Gilgeous-Alexander,1628983.0,,,,,,,,
14,PT11M00.00S,2024-02-03T01:13:06.9Z,1,REGULAR,block,,[],1628983,,,1610612766,5,0,2024-02-03T01:13:11Z,140000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
15,PT10M59.00S,2024-02-03T01:13:07.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,5,0,2024-02-03T01:13:59Z,150000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,13.0,,,,,,,,,,,,,
16,PT10M56.00S,2024-02-03T01:13:26.3Z,1,REGULAR,turnover,bad pass,[],1641706,,,1610612766,5,0,2024-02-03T01:13:29Z,160000,False,,,0,,B. Miller bad pass TURNOVER (1 TO),"[1641706, 1628983]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,,
