actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M40.00S,2025-04-12T02:12:02.6Z,1,REGULAR,rebound,offensive,[],1642346,,,1610612756,2,3,2025-04-12T02:14:01Z,160000,False,,,0,,R. Dunn REBOUND (Off:1 Def:0),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,15.0,1.0,0.0,1.0,,,,,
17,PT10M32.00S,2025-04-12T02:12:10.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642346,6.915243101182654,1.715686274509804,1610612756,2,3,2025-04-12T02:12:16Z,170000,False,241.0,13.0,1,left,MISS R. Dunn 24' 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Right Corner 3,24+ Right,,,,24.17,Missed,,,,,,,,,,,,,,,
18,PT10M28.00S,2025-04-12T02:12:14.5Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,2,3,2025-04-12T02:12:16Z,180000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,
19,PT10M25.00S,2025-04-12T02:12:17.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,75.3777923784494,10.294117647058822,1610612759,2,6,2025-04-12T02:12:23Z,190000,False,-199.0,179.0,1,right,J. Champagnie 26' 3PT running (6 PTS) (H. Barnes 1 AST),"[1630577, 203084]",1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,26.72,Made,6.0,H. Barnes,203084.0,1.0,,,,,,,,,,,
22,PT10M05.00S,2025-04-12T02:12:52.7Z,1,REGULAR,3pt,Jump Shot,[],1642346,8.886333771353483,3.6764705882352944,1610612756,5,6,2025-04-12T02:13:02Z,220000,False,232.0,31.0,1,left,R. Dunn 3PT  (3 PTS) (B. Beal 1 AST),"[1642346, 203078]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Right Corner 3,24+ Right,,,,23.37,Made,3.0,B. Beal,203078.0,1.0,,,,,,,,,,,
24,PT09M45.00S,2025-04-12T02:13:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202687,93.38042049934296,41.42156862745098,1610612759,5,8,2025-04-12T02:13:25Z,240000,False,-43.0,10.0,1,right,B. Biyombo reverse Layup (2 PTS) (J. Champagnie 1 AST),"[202687, 1630577]",1610612759.0,SAS,reverse,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,4.4,Made,2.0,J. Champagnie,1630577.0,1.0,,,,,,,,,,,
26,PT09M31.00S,2025-04-12T02:13:26.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642345,8.492115637319317,46.32352941176471,1610612756,7,8,2025-04-12T02:13:35Z,260000,False,18.0,27.0,1,left,O. Ighodaro cutting DUNK (2 PTS) (G. Allen 1 AST),"[1642345, 1628960]",1610612756.0,PHX,cutting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,3.29,Made,2.0,G. Allen,1628960.0,1.0,,,,,,,,,,,
28,PT09M20.00S,2025-04-12T02:13:38.6Z,1,REGULAR,3pt,Jump Shot,[],203084,92.32917214191852,1.9607843137254901,1610612759,7,8,2025-04-12T02:13:42Z,280000,False,-240.0,20.0,1,right,MISS H. Barnes 24' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,,,,24.1,Missed,,,,,,,,,,,,,,,
29,PT09M16.00S,2025-04-12T02:13:42.6Z,1,REGULAR,rebound,defensive,[],203078,,,1610612756,7,8,2025-04-12T02:13:42Z,290000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,
30,PT09M09.00S,2025-04-12T02:13:49.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,6.652431011826544,60.049019607843135,1610612756,7,8,2025-04-12T02:15:01Z,300000,False,-50.0,10.0,1,left,MISS B. Beal fadeaway bank Shot,[203078],1610612756.0,PHX,fadeaway bank,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,5.12,Missed,,,,,,,,,,,,,,,
31,PT09M05.00S,2025-04-12T02:13:53.2Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,7,8,2025-04-12T02:13:54Z,310000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,
32,PT08M52.00S,2025-04-12T02:14:05.2Z,1,REGULAR,2pt,Jump Shot,[],1642264,77.08607095926413,73.0392156862745,1610612759,7,10,2025-04-12T02:14:18Z,320000,False,115.0,163.0,1,right,S. Castle 19' pullup Jump Shot (2 PTS) (B. Biyombo 1 AST),"[1642264, 202687]",1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Mid-Range,16-24 Right Center,,,,19.95,Made,2.0,B. Biyombo,202687.0,1.0,,,,,,,,,,,
35,PT08M34.00S,2025-04-12T02:14:40.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642345,19.004599211563733,46.568627450980394,1610612756,7,10,2025-04-12T02:16:15Z,350000,False,17.0,126.0,1,left,MISS O. Ighodaro 12' floating Shot,[1642345],1610612756.0,PHX,floating,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,,,,12.73,Missed,,,,,,,,,,,,,,,
36,PT08M31.00S,2025-04-12T02:14:43.9Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,7,10,2025-04-12T02:14:45Z,360000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,
37,PT08M22.00S,2025-04-12T02:14:53.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202687,86.67871222076215,50.245098039215684,1610612759,7,10,2025-04-12T02:14:58Z,370000,False,1.0,73.0,1,right,MISS B. Biyombo 7' Hook,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,7.27,Missed,,,,,,,,,,,,,,,
38,PT08M19.00S,2025-04-12T02:14:56.4Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,7,10,2025-04-12T02:14:58Z,380000,False,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,37.0,2.0,2.0,0.0,,,,,
39,PT08M15.00S,2025-04-12T02:15:00.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642346,6.389618922470433,38.72549019607843,1610612756,7,10,2025-04-12T02:15:06Z,390000,False,56.0,8.0,1,left,MISS R. Dunn running Layup,[1642346],1610612756.0,PHX,running,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,5.69,Missed,,,,,,,,,,,,,,,
40,PT08M13.00S,2025-04-12T02:15:03.3Z,1,REGULAR,rebound,offensive,[],1642346,,,1610612756,7,10,2025-04-12T02:15:03Z,400000,False,,,0,,R. Dunn REBOUND (Off:2 Def:0),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,39.0,2.0,0.0,2.0,,,,,
41,PT08M13.00S,2025-04-12T02:15:06.1Z,1,REGULAR,foul,personal,['2freethrow'],101108,,,1610612756,7,10,2025-04-12T02:15:17Z,410000,False,,,0,,C. Paul shooting personal FOUL (1 PF) (Dunn 2 FT),"[101108, 1642346]",1610612759.0,SAS,shooting,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Dunn,1642346.0
43,PT08M13.00S,2025-04-12T02:15:25.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642346,,,1610612756,8,10,2025-04-12T02:15:25Z,430000,False,,,0,,R. Dunn Free Throw 1 of 2 (4 PTS),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
44,PT08M13.00S,2025-04-12T02:15:39.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642346,,,1610612756,9,10,2025-04-12T02:15:39Z,440000,False,,,0,,R. Dunn Free Throw 2 of 2 (5 PTS),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
45,PT08M02.00S,2025-04-12T02:15:54.1Z,1,REGULAR,2pt,Jump Shot,[],101108,78.0059132720105,53.18627450980392,1610612759,9,10,2025-04-12T02:15:58Z,450000,False,16.0,154.0,1,right,MISS C. Paul 15' pullup Shot,[101108],1610612759.0,SAS,pullup,,,Paul,C. Paul,,,,,Mid-Range,8-16 Center,,,,15.5,Missed,,,,,,,,,,,,,,,
46,PT07M59.00S,2025-04-12T02:15:57.1Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,9,10,2025-04-12T02:15:58Z,460000,False,,,0,,R. Dunn REBOUND (Off:2 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,45.0,3.0,1.0,2.0,,,,,
47,PT07M48.00S,2025-04-12T02:16:08.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642345,7.30946123521682,44.36274509803921,1610612756,11,10,2025-04-12T02:16:13Z,470000,False,28.0,16.0,1,left,O. Ighodaro alley-oop DUNK (4 PTS) (G. Allen 2 AST),"[1642345, 1628960]",1610612756.0,PHX,alley-oop,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,3.25,Made,4.0,G. Allen,1628960.0,2.0,,,,,,,,,,,
49,PT07M37.00S,2025-04-12T02:16:19.0Z,1,REGULAR,3pt,Jump Shot,[],1642264,67.62483574244416,33.33333333333333,1610612759,11,13,2025-04-12T02:16:23Z,490000,False,-83.0,252.0,1,right,S. Castle 26' 3PT pullup (5 PTS),[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,26.52,Made,5.0,,,,,,,,,,,,,,
50,PT07M19.00S,2025-04-12T02:16:37.0Z,1,REGULAR,3pt,Jump Shot,[],1642346,10.068988173455978,95.83333333333334,1610612756,11,13,2025-04-12T02:16:41Z,500000,False,-229.0,42.0,1,left,MISS R. Dunn 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Left Corner 3,24+ Left,,,,23.3,Missed,,,,,,,,,,,,,,,
51,PT07M16.00S,2025-04-12T02:16:40.0Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,11,13,2025-04-12T02:16:41Z,510000,False,,,0,,S. Castle REBOUND (Off:0 Def:2),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,50.0,2.0,2.0,0.0,,,,,
52,PT07M07.00S,2025-04-12T02:16:48.0Z,1,REGULAR,3pt,Jump Shot,[],1630577,72.7496714848883,17.401960784313726,1610612759,11,16,2025-04-12T02:33:31Z,520000,False,-163.0,204.0,1,right,J. Champagnie 26' 3PT  (9 PTS) (C. Paul 1 AST),"[1630577, 101108]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,26.09,Made,9.0,C. Paul,101108.0,1.0,,,,,,,,,,,
54,PT07M07.00S,2025-04-12T02:16:52.3Z,1,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612759,11,16,2025-04-12T02:17:02Z,540000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (Champagnie 1 FT),"[1626164, 1630577]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Champagnie,1630577.0
56,PT07M07.00S,2025-04-12T02:17:15.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,11,16,2025-04-12T02:21:21Z,560000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M07.00S,2025-04-12T02:20:29.3Z,1,REGULAR,freethrow,1 of 1,[],1630577,,,1610612759,11,17,2025-04-12T02:20:29Z,570000,False,,,0,,J. Champagnie Free Throw 1 of 1 (10 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
58,PT06M56.00S,2025-04-12T02:20:43.3Z,1,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,11,17,2025-04-12T02:20:53Z,580000,False,,,0,,D. Booker bad pass out-of-bounds TURNOVER (2 TO),[1626164],1610612756.0,PHX,bad pass,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,2.0,,,,,,,,,,,,,,,1155.0,,,,
60,PT06M45.00S,2025-04-12T02:21:18.8Z,1,REGULAR,turnover,bad pass,[],101108,,,1610612759,11,17,2025-04-12T02:21:25Z,600000,False,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 1628960]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Right Center,1.0,Allen,1628960.0,,,,,,,,,,,,,,,,,
61,PT06M45.00S,2025-04-12T02:21:18.8Z,1,REGULAR,steal,,[],1628960,,,1610612756,11,17,2025-04-12T02:21:21Z,610000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
62,PT06M30.00S,2025-04-12T02:21:33.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,21.50131406044678,52.94117647058824,1610612756,11,17,2025-04-12T02:21:39Z,620000,False,-15.0,150.0,1,left,MISS D. Booker 15' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,8-16 Center,,,,15.03,Missed,,,,,,,,,,,,,,,
63,PT06M27.00S,2025-04-12T02:21:36.5Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,11,17,2025-04-12T02:21:39Z,630000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:2),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,62.0,2.0,2.0,0.0,,,,,
64,PT06M17.00S,2025-04-12T02:21:48.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202687,84.05059132720105,41.911764705882355,1610612759,11,17,2025-04-12T02:21:55Z,640000,False,-40.0,97.0,1,right,MISS B. Biyombo 10' Hook,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),8-16 Center,,,,10.54,Missed,,,,,,,,,,,,,,,
65,PT06M11.00S,2025-04-12T02:21:54.1Z,1,REGULAR,rebound,defensive,[],203078,,,1610612756,11,17,2025-04-12T02:21:55Z,650000,False,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,64.0,2.0,2.0,0.0,,,,,
66,PT05M57.00S,2025-04-12T02:22:07.2Z,1,REGULAR,3pt,Jump Shot,[],203078,23.73521681997372,86.76470588235294,1610612756,11,17,2025-04-12T02:22:15Z,660000,False,-184.0,171.0,1,left,MISS B. Beal 25' 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,,25.08,Missed,,,,,,,,,,,,,,,
67,PT05M50.00S,2025-04-12T02:22:14.2Z,1,REGULAR,rebound,offensive,[],1642346,,,1610612756,11,17,2025-04-12T02:22:15Z,670000,False,,,0,,R. Dunn REBOUND (Off:3 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,66.0,4.0,1.0,3.0,,,,,
68,PT05M49.00S,2025-04-12T02:22:14.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642346,6.258212877792378,50.245098039215684,1610612756,13,17,2025-04-12T02:22:18Z,680000,False,-1.0,6.0,1,left,R. Dunn tip Layup (7 PTS),[1642346],1610612756.0,PHX,tip,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,0.64,Made,7.0,,,,,,,,,,,,,,
69,PT05M38.00S,2025-04-12T02:22:25.6Z,1,REGULAR,2pt,Jump Shot,[],1642264,77.08607095926413,74.01960784313727,1610612759,13,19,2025-04-12T02:22:34Z,690000,False,120.0,163.0,1,right,S. Castle 20' pullup Jump Shot (7 PTS),[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Mid-Range,16-24 Right Center,,,,20.24,Made,7.0,,,,,,,,,,,,,,
70,PT05M28.00S,2025-04-12T02:22:36.2Z,1,REGULAR,3pt,Jump Shot,[],1628960,21.895532194480946,88.48039215686273,1610612756,13,19,2025-04-12T02:22:41Z,700000,False,-192.0,153.0,1,left,MISS G. Allen 24' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,24.6,Missed,,,,,,,,,,,,,,,
71,PT05M25.00S,2025-04-12T02:22:39.2Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,13,19,2025-04-12T02:22:41Z,710000,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,70.0,2.0,2.0,0.0,,,,,
72,PT05M10.00S,2025-04-12T02:22:54.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202687,86.02168199737189,48.28431372549019,1610612759,13,19,2025-04-12T02:22:59Z,720000,False,-9.0,79.0,1,right,MISS B. Biyombo 7' turnaround Hook,[202687],1610612759.0,SAS,turnaround,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,7.94,Missed,,,,,,,,,,,,,,,
73,PT05M07.00S,2025-04-12T02:22:57.9Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,13,19,2025-04-12T02:22:59Z,730000,False,,,0,,R. Dunn REBOUND (Off:3 Def:2),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,72.0,5.0,2.0,3.0,,,,,
86,PT04M57.00S,2025-04-12T02:23:02.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642346,11.645860709592641,49.01960784313725,1610612756,13,19,2025-04-12T02:26:17Z,735000,False,5.0,57.0,1,left,MISS R. Dunn driving floating Shot - blocked,"[1642346, 101108]",1610612756.0,PHX,driving floating,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,5.72,Missed,,,,,Paul,101108.0,,,,,,,,,
87,PT04M57.00S,2025-04-12T02:23:02.3Z,1,REGULAR,block,,[],101108,,,1610612756,13,19,2025-04-12T02:25:29Z,737500,False,,,0,,C. Paul BLOCK (1 BLK),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
88,PT04M55.00S,2025-04-12T02:23:04.3Z,1,REGULAR,rebound,offensive,[],1642346,,,1610612756,13,19,2025-04-12T02:25:43Z,738750,False,,,0,,R. Dunn REBOUND (Off:4 Def:2),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,86.0,6.0,2.0,4.0,,,,,
74,PT04M55.00S,2025-04-12T02:23:09.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642346,14.931011826544022,54.90196078431373,1610612756,13,19,2025-04-12T02:27:34Z,740000,False,-25.0,88.0,1,left,MISS R. Dunn 9' tip Layup,[1642346],1610612756.0,PHX,tip,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,9.13,Missed,,,,,,,,,,,,,,,
75,PT04M54.00S,2025-04-12T02:23:10.8Z,1,REGULAR,rebound,offensive,[],1628960,,,1610612756,13,19,2025-04-12T02:27:34Z,750000,False,,,0,,G. Allen REBOUND (Off:1 Def:2),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,74.0,3.0,2.0,1.0,,,,,
76,PT04M48.00S,2025-04-12T02:23:15.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203078,5.338370565045992,96.56862745098039,1610612756,16,19,2025-04-12T02:23:21Z,760000,False,-233.0,-2.0,1,left,B. Beal 3PT  (5 PTS) (G. Allen 3 AST),"[203078, 1628960]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,,23.28,Made,5.0,G. Allen,1628960.0,3.0,,,,,,,,,,,
78,PT04M27.00S,2025-04-12T02:23:38.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202687,90.88370565045992,49.26470588235294,1610612759,16,21,2025-04-12T02:24:51Z,780000,False,-4.0,33.0,1,right,B. Biyombo cutting Layup (4 PTS) (S. Castle 2 AST),"[202687, 1642264]",1610612759.0,SAS,cutting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,3.34,Made,4.0,S. Castle,1642264.0,2.0,,,,,,,,,,,
80,PT04M12.00S,2025-04-12T02:23:51.4Z,1,REGULAR,2pt,Jump Shot,[],1626164,3.630091984231275,78.18627450980392,1610612756,18,21,2025-04-12T02:23:55Z,800000,False,-141.0,-18.0,1,left,D. Booker 14' pullup Jump Shot (2 PTS) (G. Allen 4 AST),"[1626164, 1628960]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,,,,14.21,Made,2.0,G. Allen,1628960.0,4.0,,,,,,,,,,,
