actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT10M45.00S,2025-01-10T02:14:02.0Z,1,REGULAR,foul,personal,[],1642346,,,1610612737,2,0,2025-01-10T02:14:17Z,160000,False,,,0,,R. Dunn personal FOUL (1 PF),"[1642346, 1629027]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,2714.0,,,,,,1.0,0.0,Young,1629027.0,,,,
18,PT10M37.00S,2025-01-10T02:14:25.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,14.536793692509855,45.34313725490196,1610612737,2,0,2025-01-10T02:14:30Z,180000,False,23.0,84.0,1,left,MISS D. Daniels 8' driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,8.73,Missed,,,,,,,,,,,,,,,,,,
19,PT10M33.00S,2025-01-10T02:14:29.6Z,1,REGULAR,rebound,offensive,[],1630700,,,1610612737,2,0,2025-01-10T02:14:30Z,190000,False,,,0,,D. Daniels REBOUND (Off:1 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,18.0,2.0,1.0,1.0,,,,,,,,,,,,,,
20,PT10M33.00S,2025-01-10T02:14:29.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630700,5.590000152587891,50.0,1610612737,2,2,2025-01-10T02:14:29Z,200000,False,0.0,0.0,1,left,D. Daniels tip Layup (2 PTS),[1630700],1610612737.0,ATL,tip,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
21,PT10M23.00S,2025-01-10T02:14:42.7Z,1,REGULAR,foul,personal,[],1642258,,,1610612756,2,2,2025-01-10T02:14:51Z,210000,False,,,0,,Z. Risacher personal FOUL (1 PF),"[1642258, 201142]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,16-24 Right Center,,,,,,,201246.0,,,,,,1.0,0.0,Durant,201142.0,,,,
23,PT10M15.00S,2025-01-10T02:15:04.0Z,1,REGULAR,3pt,Jump Shot,[],1626145,92.06636005256242,94.85294117647058,1610612756,5,2,2025-01-10T02:15:09Z,230000,False,224.0,22.0,1,right,T. Jones 3PT  (3 PTS) (D. Booker 1 AST),"[1626145, 1626164]",1610612756.0,PHX,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,22.54,Made,,,,,,,3.0,D. Booker,1626164.0,1.0,,,,,,,,
25,PT09M56.00S,2025-01-10T02:15:22.4Z,1,REGULAR,3pt,Jump Shot,[],1629027,28.86005256241787,12.254901960784313,1610612737,5,2,2025-01-10T02:15:29Z,250000,False,189.0,219.0,1,left,MISS T. Young 28' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,28.89,Missed,,,,,,,,,,,,,,,,,,
26,PT09M54.00S,2025-01-10T02:15:24.4Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,5,2,2025-01-10T02:15:26Z,260000,False,,,0,,R. Dunn REBOUND (Off:0 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M47.00S,2025-01-10T02:15:31.7Z,1,REGULAR,3pt,Jump Shot,[],201142,69.85873850197109,73.52941176470588,1610612756,5,2,2025-01-10T02:15:36Z,270000,False,118.0,231.0,1,right,MISS K. Durant 25' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,25.9,Missed,,,,,,,,,,,,,,,,,,
28,PT09M43.00S,2025-01-10T02:15:35.7Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612737,5,2,2025-01-10T02:17:39Z,280000,False,,,0,,V. Krejčí REBOUND (Off:0 Def:1),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Right Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M35.00S,2025-01-10T02:15:42.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,5.338370565045992,50.0,1610612737,5,4,2025-01-10T02:15:47Z,290000,False,0.0,-2.0,1,left,C. Capela alley-oop DUNK (2 PTS) (T. Young 1 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.23,Made,,,,,,,2.0,T. Young,1629027.0,1.0,,,,,,,,
31,PT09M21.00S,2025-01-10T02:16:04.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,82.60512483574244,37.254901960784316,1610612756,7,4,2025-01-10T02:16:09Z,310000,False,-64.0,111.0,1,right,D. Booker 12' pullup Jump Shot (4 PTS) (T. Jones 1 AST),"[1626164, 1626145]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,12.8,Made,,,,,,,4.0,T. Jones,1626145.0,1.0,,,,,,,,
33,PT09M07.00S,2025-01-10T02:16:18.7Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,7,4,2025-01-10T02:16:22Z,330000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1626145]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,,Jones,1626145.0,,
34,PT09M07.00S,2025-01-10T02:16:18.7Z,1,REGULAR,steal,,[],1626145,,,1610612756,7,4,2025-01-10T02:16:20Z,340000,False,,,0,,T. Jones STEAL (1 STL),[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M04.00S,2025-01-10T02:16:21.7Z,1,REGULAR,turnover,out-of-bounds,[],201142,,,1610612756,7,4,2025-01-10T02:16:27Z,350000,False,,,0,,K. Durant bad pass out-of-bounds TURNOVER (1 TO),[201142],1610612756.0,PHX,bad pass,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,,,,,1628159.0,1.0,,,,,,,,,,,,
36,PT08M54.00S,2025-01-10T02:16:43.4Z,1,REGULAR,foul,personal,['2freethrow'],1642346,,,1610612737,7,4,2025-01-10T02:16:52Z,360000,False,,,0,,R. Dunn shooting personal FOUL (2 PF) (Young 2 FT),"[1642346, 1629027]",1610612756.0,PHX,shooting,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201246.0,,,,,,2.0,0.0,Young,1629027.0,,,,
38,PT08M54.00S,2025-01-10T02:17:09.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629027,,,1610612737,7,5,2025-01-10T02:17:09Z,380000,False,,,0,,T. Young Free Throw 1 of 2 (1 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
39,PT08M54.00S,2025-01-10T02:17:10.2Z,1,REGULAR,substitution,out,[],1642346,,,1610612737,7,5,2025-01-10T02:17:13Z,390000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M54.00S,2025-01-10T02:17:10.2Z,1,REGULAR,substitution,in,[],1629006,,,1610612737,7,5,2025-01-10T02:17:13Z,400000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M54.00S,2025-01-10T02:17:33.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629027,,,1610612737,7,6,2025-01-10T02:17:33Z,410000,False,,,0,,T. Young Free Throw 2 of 2 (2 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
42,PT08M44.00S,2025-01-10T02:17:45.3Z,1,REGULAR,3pt,Jump Shot,[],201142,87.99277266754271,3.9215686274509802,1610612756,7,6,2025-01-10T02:17:49Z,420000,False,-230.0,60.0,1,right,MISS K. Durant 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,23.82,Missed,,,,,,,,,,,,,,,,,,
43,PT08M40.00S,2025-01-10T02:17:48.7Z,1,REGULAR,rebound,offensive,[],203486,,,1610612756,7,6,2025-01-10T02:17:48Z,430000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:0),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Left Corner 3,24+ Left,,,42.0,2.0,0.0,2.0,,,,,,,,,,,,,,
44,PT08M40.00S,2025-01-10T02:17:49.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203486,91.93495400788436,47.05882352941176,1610612756,9,6,2025-01-10T02:18:02Z,440000,False,-15.0,23.0,1,right,M. Plumlee putback Layup (2 PTS),[203486],1610612756.0,PHX,putback,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,,,2.0,,,,,,,,,,,
45,PT08M28.00S,2025-01-10T02:18:01.7Z,1,REGULAR,2pt,Jump Shot,[],1629027,27.414586070959263,61.274509803921575,1610612737,9,8,2025-01-10T02:18:42Z,450000,False,-56.0,205.0,1,left,T. Young 21' step back Jump Shot (4 PTS) (V. Krejčí 1 AST),"[1629027, 1630249]",1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Center,21.28,Made,,,,,,,4.0,V. Krejčí,1630249.0,1.0,,,,,,,,
47,PT08M01.00S,2025-01-10T02:18:28.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,94.1688567674113,49.50980392156863,1610612756,11,8,2025-01-10T02:18:32Z,470000,False,-2.0,2.0,1,right,K. Durant driving DUNK (2 PTS),[201142],1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,0.34,Made,,,,,,,2.0,,,,,,,,,,,
48,PT07M45.00S,2025-01-10T02:18:43.4Z,1,REGULAR,3pt,Jump Shot,[],1630249,32.276609724047304,54.41176470588235,1610612737,11,11,2025-01-10T02:18:48Z,480000,False,-22.0,251.0,1,left,V. Krejčí 25' 3PT pullup (3 PTS),[1630249],1610612737.0,ATL,pullup,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,25.19,Made,,,,,,,3.0,,,,,,,,,,,
49,PT07M33.00S,2025-01-10T02:19:03.4Z,1,REGULAR,turnover,lost ball,[],1626145,,,1610612756,11,11,2025-01-10T02:19:08Z,490000,False,,,0,,T. Jones lost ball TURNOVER (1 TO),"[1626145, 1630249]",1610612756.0,PHX,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,,Krejčí,1630249.0,,
50,PT07M33.00S,2025-01-10T02:19:03.4Z,1,REGULAR,steal,,[],1630249,,,1610612737,11,11,2025-01-10T02:19:08Z,500000,False,,,0,,V. Krejčí STEAL (1 STL),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M28.00S,2025-01-10T02:19:08.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630700,16.245072273324574,94.36274509803921,1610612737,11,11,2025-01-10T02:19:48Z,510000,False,-222.0,100.0,1,left,MISS D. Daniels 24' running 3PT,[1630700],1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,24.34,Missed,,,,,,,,,,,,,,,,,,
52,PT07M24.00S,2025-01-10T02:19:12.2Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,11,11,2025-01-10T02:19:14Z,520000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,51.0,3.0,1.0,2.0,,,,,,,,,,,,,,
53,PT07M16.00S,2025-01-10T02:19:20.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,81.94809461235218,47.30392156862745,1610612756,13,11,2025-01-10T02:19:23Z,530000,False,-13.0,117.0,1,right,T. Jones 11' pullup Jump Shot (5 PTS),[1626145],1610612756.0,PHX,pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,11.8,Made,,,,,,,5.0,,,,,,,,,,,
54,PT06M59.00S,2025-01-10T02:19:40.0Z,1,REGULAR,turnover,traveling,[],1642258,,,1610612737,13,11,2025-01-10T02:19:47Z,540000,False,,,0,,Z. Risacher traveling TURNOVER (1 TO),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628159.0,1.0,,,,,,,,,,,,
55,PT06M59.00S,2025-01-10T02:19:44.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,13,11,2025-01-10T02:19:44Z,550000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M59.00S,2025-01-10T02:22:13.7Z,1,REGULAR,substitution,out,[],1629006,,,1610612756,13,11,2025-01-10T02:22:35Z,560000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M59.00S,2025-01-10T02:22:13.7Z,1,REGULAR,substitution,out,[],1642258,,,1610612756,13,11,2025-01-10T02:22:35Z,570000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M59.00S,2025-01-10T02:22:13.7Z,1,REGULAR,substitution,in,[],203078,,,1610612756,13,11,2025-01-10T02:22:35Z,580000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M59.00S,2025-01-10T02:22:13.7Z,1,REGULAR,substitution,in,[],1629631,,,1610612756,13,11,2025-01-10T02:22:35Z,590000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M43.00S,2025-01-10T02:23:00.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,91.27792378449409,71.32352941176471,1610612756,15,11,2025-01-10T02:23:21Z,600000,False,107.0,29.0,1,right,D. Booker 11' fadeaway Jump Shot (6 PTS),[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,11.06,Made,,,,,,,6.0,,,,,,,,,,,
61,PT06M16.00S,2025-01-10T02:23:26.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,11.12023653088042,54.41176470588235,1610612737,15,11,2025-01-10T02:23:52Z,610000,False,-22.0,52.0,1,left,MISS D. Daniels driving floating bank Shot,[1630700],1610612737.0,ATL,driving floating bank,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,5.65,Missed,,,,,,,,,,,,,,,,,,
62,PT06M14.00S,2025-01-10T02:23:28.5Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,15,11,2025-01-10T02:23:31Z,620000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT06M02.00S,2025-01-10T02:23:40.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,93.51182654402102,49.50980392156863,1610612756,17,11,2025-01-10T02:23:45Z,630000,False,-2.0,8.0,1,right,K. Durant cutting DUNK (4 PTS) (B. Beal 1 AST),"[201142, 203078]",1610612756.0,PHX,cutting,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,4.0,B. Beal,203078.0,1.0,,,,,,,,
65,PT05M53.00S,2025-01-10T02:23:49.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,17.427726675427067,43.872549019607845,1610612737,17,11,2025-01-10T02:23:54Z,650000,False,31.0,111.0,1,left,MISS T. Young 11' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,11.54,Missed,,,,,,,,,,,,,,,,,,
66,PT05M50.00S,2025-01-10T02:23:52.9Z,1,REGULAR,rebound,defensive,[],203078,,,1610612756,17,11,2025-01-10T02:23:54Z,660000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,
67,PT05M45.00S,2025-01-10T02:23:57.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201142,94.82588699080158,94.6078431372549,1610612756,20,11,2025-01-10T02:24:42Z,670000,False,223.0,-4.0,1,right,K. Durant 3PT running (7 PTS) (D. Booker 2 AST),"[201142, 1626164]",1610612756.0,PHX,running,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,22.3,Made,,,,,,,7.0,D. Booker,1626164.0,2.0,,,,,,,,
69,PT05M44.00S,2025-01-10T02:24:03.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,20,11,2025-01-10T02:24:03Z,690000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M44.00S,2025-01-10T02:25:48.8Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,20,11,2025-01-10T02:26:38Z,700000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M44.00S,2025-01-10T02:25:48.8Z,1,REGULAR,substitution,out,[],203991,,,1610612737,20,11,2025-01-10T02:26:38Z,710000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M44.00S,2025-01-10T02:25:48.8Z,1,REGULAR,substitution,in,[],203992,,,1610612737,20,11,2025-01-10T02:26:38Z,720000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M44.00S,2025-01-10T02:25:48.8Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,20,11,2025-01-10T02:26:38Z,730000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M34.00S,2025-01-10T02:27:03.5Z,1,REGULAR,3pt,Jump Shot,[],1629631,26.10052562417871,83.57843137254902,1610612737,20,11,2025-01-10T02:27:12Z,740000,False,-168.0,193.0,1,left,MISS D. Hunter 25' pullup 3PT,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,25.57,Missed,,,,,,,,,,,,,,,,,,
75,PT05M32.00S,2025-01-10T02:27:05.5Z,1,REGULAR,rebound,defensive,[],203078,,,1610612756,20,11,2025-01-10T02:27:08Z,750000,False,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,,,
76,PT05M13.00S,2025-01-10T02:27:24.3Z,1,REGULAR,3pt,Jump Shot,[],1626145,69.33311432325887,74.26470588235294,1610612756,23,11,2025-01-10T02:27:28Z,760000,False,121.0,236.0,1,right,T. Jones 26' 3PT  (8 PTS) (D. Booker 3 AST),"[1626145, 1626164]",1610612756.0,PHX,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,26.52,Made,,,,,,,8.0,D. Booker,1626164.0,3.0,,,,,,,,
78,PT04M56.00S,2025-01-10T02:27:40.7Z,1,REGULAR,3pt,Jump Shot,[],1630249,26.231931668856767,84.31372549019608,1610612737,23,14,2025-01-10T02:27:45Z,780000,False,-172.0,194.0,1,left,V. Krejčí 25' 3PT  (6 PTS) (O. Okongwu 1 AST),"[1630249, 1630168]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Left Center,25.91,Made,,,,,,,6.0,O. Okongwu,1630168.0,1.0,,,,,,,,
80,PT04M43.00S,2025-01-10T02:27:54.5Z,1,REGULAR,turnover,bad pass,[],203486,,,1610612756,23,14,2025-01-10T02:27:57Z,800000,False,,,0,,M. Plumlee bad pass TURNOVER (1 TO),"[203486, 1630700]",1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1.0,,,,,,,,,Daniels,1630700.0,,
81,PT04M43.00S,2025-01-10T02:27:54.5Z,1,REGULAR,steal,,[],1630700,,,1610612737,23,14,2025-01-10T02:27:56Z,810000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
82,PT04M27.00S,2025-01-10T02:28:10.5Z,1,REGULAR,turnover,bad pass,[],1630249,,,1610612737,23,14,2025-01-10T02:28:14Z,820000,False,,,0,,V. Krejčí bad pass TURNOVER (1 TO),"[1630249, 203486]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Mid-Range,16-24 Right,,,,,,,,1.0,,,,,,,,,Plumlee,203486.0,,
83,PT04M27.00S,2025-01-10T02:28:10.5Z,1,REGULAR,steal,,[],203486,,,1610612756,23,14,2025-01-10T02:28:12Z,830000,False,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
