actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-19T02:10:15.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-19T02:10:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2024-11-19T02:10:18.2Z,1,REGULAR,jumpball,recovered,[],1630591,,,1610612753,0,0,2024-11-19T02:10:18Z,40000,False,,,0,,Jump Ball G. Bitadze vs. M. Plumlee: Tip to J. Suggs,"[1630591, 1629048, 203486]",1610612753.0,ORL,startperiod,J. Suggs,1630591.0,Suggs,J. Suggs,Bitadze,1629048.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M53.00S,2024-11-19T02:10:21.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,5.995400788436268,48.529411764705884,1610612753,0,2,2024-11-19T02:11:02Z,70000,False,7.0,4.0,1,left,J. Suggs driving finger roll Layup (2 PTS),[1630591],1610612753.0,ORL,driving finger roll,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,0.84,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M29.00S,2024-11-19T02:10:45.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642346,80.1084099868594,60.78431372549019,1610612756,0,2,2024-11-19T02:10:50Z,80000,False,54.0,134.0,1,right,MISS R. Dunn 14' Jump Shot,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,14.49,Missed,,,,,,,,,,,,,,,,,,
9,PT11M27.00S,2024-11-19T02:10:47.6Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,0,2,2024-11-19T02:11:20Z,90000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),8-16 Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M12.00S,2024-11-19T02:11:02.2Z,1,REGULAR,3pt,Jump Shot,[],203484,28.597240473061763,18.627450980392158,1610612753,0,2,2024-11-19T02:11:09Z,100000,False,157.0,216.0,1,left,MISS K. Caldwell-Pope 26' 3PT,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
11,PT11M09.00S,2024-11-19T02:11:05.2Z,1,REGULAR,rebound,offensive,[],1641783,,,1610612753,0,2,2024-11-19T02:11:09Z,110000,False,,,0,,T. da Silva REBOUND (Off:1 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Right Center,,,,10.0,2.0,1.0,1.0,,,,,,,,,,,,,
12,PT11M06.00S,2024-11-19T02:11:08.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630532,12.040078843626807,32.59803921568628,1610612753,0,4,2024-11-19T02:11:12Z,120000,False,87.0,61.0,1,left,F. Wagner 10' pullup Jump Shot (2 PTS) (T. da Silva 1 AST),"[1630532, 1641783]",1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,10.61,Made,2.0,,,,,T. da Silva,1641783.0,1.0,,,,,,,,,,
14,PT10M38.00S,2024-11-19T02:11:36.6Z,1,REGULAR,3pt,Jump Shot,[],1626164,67.36202365308804,31.862745098039213,1610612756,0,4,2024-11-19T02:11:40Z,140000,False,-91.0,254.0,1,right,MISS D. Booker 27' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,27.0,Missed,,,,,,,,,,,,,,,,,,
15,PT10M36.00S,2024-11-19T02:11:39.1Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,0,4,2024-11-19T02:11:39Z,150000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,
16,PT10M29.00S,2024-11-19T02:11:46.6Z,1,REGULAR,3pt,Jump Shot,[],1630591,32.14520367936925,54.41176470588235,1610612753,0,7,2024-11-19T02:11:50Z,160000,False,-22.0,250.0,1,left,J. Suggs 25' 3PT  (5 PTS) (F. Wagner 1 AST),"[1630591, 1630532]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,25.07,Made,5.0,,,,,F. Wagner,1630532.0,1.0,,,,,,,,,,
18,PT10M10.00S,2024-11-19T02:12:06.0Z,1,REGULAR,foul,personal,['2freethrow'],203484,,,1610612756,0,7,2024-11-19T02:12:11Z,180000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Booker 2 FT),"[203484, 1626164]",1610612753.0,ORL,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1628951.0,1.0,0.0,Booker,1626164.0,,,,,
20,PT10M10.00S,2024-11-19T02:12:29.8Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,1,7,2024-11-19T02:12:29Z,200000,False,,,0,,D. Booker Free Throw 1 of 2 (1 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
21,PT10M10.00S,2024-11-19T02:12:46.2Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,2,7,2024-11-19T02:12:46Z,210000,False,,,0,,D. Booker Free Throw 2 of 2 (2 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
22,PT09M52.00S,2024-11-19T02:13:06.7Z,1,REGULAR,3pt,Jump Shot,[],1630591,31.61957950065703,26.96078431372549,1610612753,2,7,2024-11-19T02:13:11Z,220000,False,115.0,245.0,1,left,MISS J. Suggs 27' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,27.05,Missed,,,,,,,,,,,,,,,,,,
23,PT09M50.00S,2024-11-19T02:13:08.7Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,2,7,2024-11-19T02:13:26Z,230000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,
24,PT09M40.00S,2024-11-19T02:13:18.2Z,1,REGULAR,3pt,Jump Shot,[],1642346,92.59198423127464,94.85294117647058,1610612756,2,7,2024-11-19T02:13:23Z,240000,False,224.0,17.0,1,right,MISS R. Dunn 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Right Corner 3,24+ Right,22.5,Missed,,,,,,,,,,,,,,,,,,
25,PT09M37.00S,2024-11-19T02:13:21.4Z,1,REGULAR,rebound,offensive,[],1642345,,,1610612756,2,7,2024-11-19T02:13:21Z,250000,False,,,0,,O. Ighodaro REBOUND (Off:1 Def:0),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Right Corner 3,24+ Right,,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,
26,PT09M29.00S,2024-11-19T02:13:30.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626145,81.8166885676741,47.30392156862745,1610612756,4,7,2024-11-19T02:13:34Z,260000,False,-13.0,118.0,1,right,T. Jones 11' driving floating Jump Shot (2 PTS) (M. Plumlee 1 AST),"[1626145, 203486]",1610612756.0,PHX,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,11.92,Made,2.0,,,,,M. Plumlee,203486.0,1.0,,,,,,,,,,
28,PT09M11.00S,2024-11-19T02:13:47.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,7.30946123521682,46.07843137254902,1610612753,4,9,2024-11-19T02:14:34Z,280000,False,20.0,16.0,1,left,G. Bitadze finger roll Layup (2 PTS) (T. da Silva 2 AST),"[1629048, 1641783]",1610612753.0,ORL,finger roll,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,2.54,Made,2.0,,,,,T. da Silva,1641783.0,2.0,,,,,,,,,,
31,PT08M50.00S,2024-11-19T02:14:24.3Z,1,REGULAR,2pt,Jump Shot,[],1626164,79.84559789750328,30.88235294117647,1610612756,6,9,2024-11-19T02:15:02Z,310000,False,-96.0,137.0,1,right,D. Booker 16' fadeaway Jump Shot (4 PTS) (T. Jones 1 AST),"[1626164, 1626145]",1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,16.71,Made,4.0,,,,,T. Jones,1626145.0,1.0,,,,,,,,,,
33,PT08M35.00S,2024-11-19T02:14:40.2Z,1,REGULAR,3pt,Jump Shot,[],1630591,8.623521681997373,94.11764705882352,1610612753,6,9,2024-11-19T02:15:28Z,330000,False,-221.0,29.0,1,left,MISS J. Suggs step back 3PT,[1630591],1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,22.24,Missed,,,,,,,,,,,,,,,,,,
