actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
171,PT09M42.00S,2025-03-18T02:45:19.8Z,2,REGULAR,substitution,out,[],202066,,,1610612761,34,29,2025-03-18T02:45:32Z,1690000,False,,,0,,SUB out: G. Temple,[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M42.00S,2025-03-18T02:45:19.8Z,2,REGULAR,substitution,in,[],1642347,,,1610612761,34,29,2025-03-18T02:45:32Z,1700000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M27.00S,2025-03-18T02:45:54.0Z,2,REGULAR,turnover,bad pass,[],1630567,,,1610612761,34,29,2025-03-18T02:45:57Z,1710000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1628998]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,,,,Martin,1628998.0,,
174,PT09M27.00S,2025-03-18T02:45:54.0Z,2,REGULAR,steal,,[],1628998,,,1610612756,34,29,2025-03-18T02:53:44Z,1720000,False,,,0,,C. Martin STEAL (1 STL),[1628998],1610612756.0,PHX,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
175,PT09M21.00S,2025-03-18T02:46:00.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628998,8.754927726675426,48.77450980392157,1610612756,34,29,2025-03-18T02:46:05Z,1730000,False,6.0,30.0,1,left,MISS C. Martin running Layup,[1628998],1610612756.0,PHX,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
176,PT09M19.00S,2025-03-18T02:46:02.7Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612761,34,29,2025-03-18T02:46:05Z,1740000,False,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,175.0,3.0,3.0,0.0,,,,,,,,,,,,,,
177,PT09M14.00S,2025-03-18T02:46:07.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,92.32917214191852,50.245098039215684,1610612761,34,29,2025-03-18T02:47:38Z,1750000,False,1.0,20.0,1,right,MISS S. Barnes running Layup,[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
179,PT09M08.00S,2025-03-18T02:46:13.8Z,2,REGULAR,rebound,offensive,[],1630658,,,1610612761,34,29,2025-03-18T02:46:18Z,1770000,False,,,0,,C. Castleton REBOUND (Off:1 Def:0),[1630658],1610612761.0,TOR,,,,Castleton,C. Castleton,,,,,Restricted Area,0-8 Center,,,177.0,1.0,0.0,1.0,,,,,,,,,,,,,,
180,PT09M08.00S,2025-03-18T02:46:13.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630658,94.40999984741211,50.0,1610612761,34,31,2025-03-18T02:47:34Z,1780000,False,0.0,0.0,1,right,C. Castleton tip Layup (5 PTS),[1630658],1610612761.0,TOR,tip,,,Castleton,C. Castleton,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,5.0,,,,,,,,,,,,,
181,PT08M52.00S,2025-03-18T02:46:28.7Z,2,REGULAR,3pt,Jump Shot,[],1626145,23.47240473061761,85.04901960784314,1610612756,34,31,2025-03-18T02:46:33Z,1790000,False,-175.0,168.0,1,left,MISS T. Jones 24' 3PT,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,24.28,Missed,,,,,,,,,,,,,,,,,,
182,PT08M49.00S,2025-03-18T02:46:31.7Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,34,31,2025-03-18T02:46:33Z,1800000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,181.0,2.0,2.0,0.0,,,,,,,,,,,,,,
183,PT08M43.00S,2025-03-18T02:46:38.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630639,91.5407358738502,40.68627450980392,1610612761,34,31,2025-03-18T02:49:14Z,1810000,False,-47.0,27.0,1,right,MISS A. Lawson running Layup,[1630639],1610612761.0,TOR,running,,,Lawson,A. Lawson,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,,,,,,,,,,,,,,,,,
184,PT08M41.00S,2025-03-18T02:46:40.0Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,34,31,2025-03-18T02:46:44Z,1820000,False,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,183.0,2.0,2.0,0.0,,,,,,,,,,,,,,
185,PT08M35.00S,2025-03-18T02:46:45.8Z,2,REGULAR,3pt,Jump Shot,[],1626164,31.225361366622867,31.372549019607842,1610612756,37,31,2025-03-18T02:46:50Z,1830000,False,93.0,241.0,1,left,D. Booker 25' 3PT pullup (8 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,25.84,Made,,,,,8.0,,,,,,,,,,,,,
186,PT08M22.00S,2025-03-18T02:46:58.6Z,2,REGULAR,3pt,Jump Shot,[],1630567,81.8166885676741,4.6568627450980395,1610612761,37,31,2025-03-18T02:47:03Z,1840000,False,-227.0,118.0,1,right,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
187,PT08M19.00S,2025-03-18T02:47:01.6Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,37,31,2025-03-18T02:47:03Z,1850000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:4),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,186.0,4.0,4.0,0.0,,,,,,,,,,,,,,
188,PT08M08.00S,2025-03-18T02:47:12.4Z,2,REGULAR,3pt,Jump Shot,[],1626164,23.866622864651774,88.23529411764706,1610612756,40,31,2025-03-18T02:47:17Z,1860000,False,-191.0,172.0,1,left,D. Booker 25' 3PT  (11 PTS) (R. O'Neale 1 AST),"[1626164, 1626220]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,25.7,Made,,,,,11.0,,,,,,,R. O'Neale,1626220.0,1.0,,,,
190,PT07M49.00S,2025-03-18T02:47:34.8Z,2,REGULAR,foul,offensive,[],1630567,,,1610612761,40,31,2025-03-18T02:47:45Z,1880000,False,,,0,,S. Barnes charge offensive FOUL (2 PF),"[1630567, 1628998]",1610612761.0,TOR,charge,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,200834.0,2.0,0.0,Martin,1628998.0,,,,,,,,
192,PT07M49.00S,2025-03-18T02:47:34.8Z,2,REGULAR,turnover,offensive foul,[],1630567,,,1610612761,40,31,2025-03-18T02:47:34Z,1900000,False,,,0,,S. Barnes offensive foul TURNOVER (2 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,200834.0,,,,,2.0,,,,,,,
193,PT07M49.00S,2025-03-18T02:47:43.8Z,2,REGULAR,substitution,out,[],1630567,,,1610612756,40,31,2025-03-18T02:48:01Z,1910000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M49.00S,2025-03-18T02:47:43.8Z,2,REGULAR,substitution,out,[],1630193,,,1610612756,40,31,2025-03-18T02:48:01Z,1920000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M49.00S,2025-03-18T02:47:43.8Z,2,REGULAR,substitution,out,[],1630658,,,1610612756,40,31,2025-03-18T02:48:01Z,1930000,False,,,0,,SUB out: C. Castleton,[1630658],1610612761.0,TOR,,,,Castleton,C. Castleton,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M49.00S,2025-03-18T02:47:43.8Z,2,REGULAR,substitution,in,[],1642367,,,1610612756,40,31,2025-03-18T02:48:01Z,1940000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M49.00S,2025-03-18T02:47:43.8Z,2,REGULAR,substitution,in,[],1631115,,,1610612756,40,31,2025-03-18T02:48:01Z,1950000,False,,,0,,SUB in: O. Robinson,[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M49.00S,2025-03-18T02:47:43.8Z,2,REGULAR,substitution,in,[],1642419,,,1610612756,40,31,2025-03-18T02:48:01Z,1960000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M36.00S,2025-03-18T02:48:18.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626164,9.806176084099869,39.46078431372549,1610612756,42,31,2025-03-18T02:50:47Z,1970000,False,53.0,40.0,1,left,D. Booker 6' cutting Layup (13 PTS) (O. Ighodaro 1 AST),"[1626164, 1642345]",1610612756.0,PHX,cutting,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,6.6,Made,,,,,13.0,,,,,,,O. Ighodaro,1642345.0,1.0,,,,
201,PT07M26.00S,2025-03-18T02:48:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630639,89.83245729303549,57.59803921568627,1610612761,42,31,2025-03-18T02:52:10Z,1990000,False,38.0,43.0,1,right,MISS A. Lawson cutting Layup,[1630639],1610612761.0,TOR,cutting,,,Lawson,A. Lawson,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,,,,,,,,,,,,,,,,,
202,PT07M23.00S,2025-03-18T02:48:31.2Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,42,31,2025-03-18T02:48:34Z,2000000,False,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,201.0,3.0,3.0,0.0,,,,,,,,,,,,,,
203,PT07M08.00S,2025-03-18T02:48:46.4Z,2,REGULAR,2pt,Jump Shot,[],1626164,11.514454664914586,30.14705882352941,1610612756,42,31,2025-03-18T02:52:38Z,2010000,False,99.0,56.0,1,left,MISS D. Booker 11' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,11.39,Missed,,,,,,,,,,,,,,,,,,
204,PT07M04.00S,2025-03-18T02:48:50.3Z,2,REGULAR,rebound,defensive,[],1642419,,,1610612761,42,31,2025-03-18T02:48:50Z,2020000,False,,,0,,J. Battle REBOUND (Off:0 Def:1),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Mid-Range,8-16 Right,,,203.0,1.0,1.0,0.0,,,,,,,,,,,,,,
205,PT06M50.00S,2025-03-18T02:49:04.1Z,2,REGULAR,2pt,Jump Shot,[],1642347,89.70105124835742,68.87254901960785,1610612761,42,31,2025-03-18T02:53:16Z,2030000,False,94.0,44.0,1,right,MISS J. Shead 10' driving floating Shot - blocked,"[1642347, 1626220]",1610612761.0,TOR,driving floating,,,Shead,J. Shead,,,,,Mid-Range,8-16 Right,10.43,Missed,,,,,,,,,,,,,,,,,O'Neale,1626220.0
206,PT06M50.00S,2025-03-18T02:49:04.1Z,2,REGULAR,block,,[],1626220,,,1610612761,42,31,2025-03-18T02:49:06Z,2040000,False,,,0,,R. O'Neale BLOCK (1 BLK),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
207,PT06M47.00S,2025-03-18T02:49:07.1Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612756,42,31,2025-03-18T04:41:39Z,2050000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612756.0,PHX,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Right,,,205.0,1.0,1.0,0.0,,,,,,,,,,,,,,
208,PT06M44.00S,2025-03-18T02:49:10.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626164,5.732588699080158,47.05882352941176,1610612756,44,31,2025-03-18T02:49:22Z,2060000,False,15.0,1.0,1,left,D. Booker running DUNK (15 PTS) (O. Ighodaro 2 AST),"[1626164, 1642345]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1.48,Made,,,,,15.0,,,,,,,O. Ighodaro,1642345.0,2.0,,,,
210,PT06M27.00S,2025-03-18T02:49:29.7Z,2,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612761,44,31,2025-03-18T02:49:54Z,2080000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Lawson 2 FT),"[1626220, 1630639]",1610612756.0,PHX,shooting,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200834.0,1.0,0.0,Lawson,1630639.0,,,,,,,,
212,PT06M27.00S,2025-03-18T02:49:54.7Z,2,REGULAR,freethrow,1 of 2,[],1630639,,,1610612761,44,32,2025-03-18T02:49:54Z,2100000,False,,,0,,A. Lawson Free Throw 1 of 2 (6 PTS),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
213,PT06M27.00S,2025-03-18T02:49:55.1Z,2,REGULAR,substitution,out,[],1628998,,,1610612761,44,32,2025-03-18T02:49:57Z,2110000,False,,,0,,SUB out: C. Martin,[1628998],1610612756.0,PHX,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M27.00S,2025-03-18T02:49:55.1Z,2,REGULAR,substitution,in,[],1642346,,,1610612761,44,32,2025-03-18T02:49:57Z,2120000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M27.00S,2025-03-18T02:50:13.1Z,2,REGULAR,freethrow,2 of 2,[],1630639,,,1610612761,44,33,2025-03-18T02:50:13Z,2130000,False,,,0,,A. Lawson Free Throw 2 of 2 (7 PTS),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
216,PT06M16.00S,2025-03-18T02:50:25.9Z,2,REGULAR,3pt,Jump Shot,[],1626220,23.99802890932983,87.99019607843137,1610612756,47,33,2025-03-18T02:50:31Z,2140000,False,-190.0,173.0,1,left,R. O'Neale 25' 3PT  (6 PTS) (D. Booker 2 AST),"[1626220, 1626164]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,25.7,Made,,,,,6.0,,,,,,,D. Booker,1626164.0,2.0,,,,
218,PT06M14.00S,2025-03-18T02:50:32.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,47,33,2025-03-18T02:50:32Z,2160000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M14.00S,2025-03-18T02:52:45.4Z,2,REGULAR,substitution,out,[],1630639,,,1610612761,47,33,2025-03-18T02:53:11Z,2170000,False,,,0,,SUB out: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M14.00S,2025-03-18T02:52:45.4Z,2,REGULAR,substitution,in,[],202066,,,1610612761,47,33,2025-03-18T02:53:11Z,2180000,False,,,0,,SUB in: G. Temple,[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT05M54.00S,2025-03-18T02:53:46.5Z,2,REGULAR,3pt,Jump Shot,[],1642419,75.77201051248358,13.23529411764706,1610612761,47,36,2025-03-18T02:53:52Z,2190000,False,-184.0,175.0,1,right,J. Battle 25' 3PT  (6 PTS) (J. Shead 1 AST),"[1642419, 1642347]",1610612761.0,TOR,,,,Battle,J. Battle,,,,,Above the Break 3,24+ Left Center,25.39,Made,,,,,6.0,,,,,,,J. Shead,1642347.0,1.0,,,,
223,PT05M37.00S,2025-03-18T02:54:03.9Z,2,REGULAR,3pt,Jump Shot,[],1626145,6.521024967148489,95.58823529411765,1610612756,50,36,2025-03-18T02:55:42Z,2210000,False,-228.0,9.0,1,left,T. Jones 3PT  (8 PTS) (O. Ighodaro 3 AST),"[1626145, 1642345]",1610612756.0,PHX,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,22.81,Made,,,,,8.0,,,,,,,O. Ighodaro,1642345.0,3.0,,,,
225,PT05M37.00S,2025-03-18T02:54:11.2Z,2,REGULAR,foul,personal,['1freethrow'],202066,,,1610612756,50,36,2025-03-18T02:54:24Z,2230000,False,,,0,,G. Temple shooting personal FOUL (2 PF) (Jones 1 FT),"[202066, 1626145]",1610612761.0,TOR,shooting,,,Temple,G. Temple,,,,,Left Corner 3,24+ Left,,,,,,,,201638.0,2.0,0.0,Jones,1626145.0,,,,,,,,
227,PT05M37.00S,2025-03-18T02:54:39.4Z,2,REGULAR,freethrow,1 of 1,[],1626145,,,1610612756,51,36,2025-03-18T02:54:39Z,2250000,False,,,0,,T. Jones Free Throw 1 of 1 (9 PTS),[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
228,PT05M16.00S,2025-03-18T02:55:02.2Z,2,REGULAR,2pt,Jump Shot,[],202066,84.57621550591328,28.676470588235293,1610612761,51,36,2025-03-18T02:56:29Z,2260000,False,-107.0,92.0,1,right,MISS G. Temple 14' fadeaway Shot,[202066],1610612761.0,TOR,fadeaway,,,Temple,G. Temple,,,,,Mid-Range,8-16 Left,14.11,Missed,,,,,,,,,,,,,,,,,,
229,PT05M12.00S,2025-03-18T02:55:06.2Z,2,REGULAR,rebound,offensive,[],1631115,,,1610612761,51,36,2025-03-18T02:55:08Z,2270000,False,,,0,,O. Robinson REBOUND (Off:2 Def:2),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Mid-Range,8-16 Left,,,228.0,4.0,2.0,2.0,,,,,,,,,,,,,,
230,PT05M12.00S,2025-03-18T02:55:06.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631115,89.70105124835742,42.15686274509804,1610612761,51,36,2025-03-18T02:55:19Z,2280000,False,-39.0,44.0,1,right,MISS O. Robinson putback Layup - blocked,"[1631115, 1642345]",1610612761.0,TOR,putback,,,Robinson,O. Robinson,,,,,In The Paint (Non-RA),0-8 Center,5.92,Missed,,,,,,,,,,,,,,,,,Ighodaro,1642345.0
251,PT05M12.00S,2025-03-18T02:55:06.0Z,2,REGULAR,block,,[],1642345,,,1610612761,51,36,2025-03-18T02:57:55Z,2285000,False,,,0,,O. Ighodaro BLOCK (1 BLK),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
231,PT05M10.00S,2025-03-18T02:55:08.0Z,2,REGULAR,rebound,defensive,[],1642346,,,1610612756,51,36,2025-03-18T02:55:19Z,2290000,False,,,0,,R. Dunn REBOUND (Off:1 Def:2),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,230.0,3.0,2.0,1.0,,,,,,,,,,,,,,
232,PT05M06.00S,2025-03-18T02:55:11.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626220,21.76412614980289,4.901960784313726,1610612756,54,36,2025-03-18T02:58:14Z,2300000,False,225.0,152.0,1,left,R. O'Neale 27' 3PT running (9 PTS) (D. Booker 3 AST),"[1626220, 1626164]",1610612756.0,PHX,running,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,27.2,Made,,,,,9.0,,,,,,,D. Booker,1626164.0,3.0,,,,
234,PT04M46.00S,2025-03-18T02:55:32.9Z,2,REGULAR,foul,personal,[],1626164,,,1610612761,54,36,2025-03-18T02:55:53Z,2320000,False,,,0,,D. Booker personal FOUL (2 PF),"[1626164, 1631115]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,,,,,,,,202901.0,2.0,0.0,Robinson,1631115.0,,,,,,,,
236,PT04M46.00S,2025-03-18T02:55:49.3Z,2,REGULAR,substitution,out,[],1631115,,,1610612761,54,36,2025-03-18T02:55:59Z,2340000,False,,,0,,SUB out: O. Robinson,[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M46.00S,2025-03-18T02:55:49.3Z,2,REGULAR,substitution,out,[],1642347,,,1610612761,54,36,2025-03-18T02:55:59Z,2350000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M46.00S,2025-03-18T02:55:49.3Z,2,REGULAR,substitution,out,[],1642419,,,1610612761,54,36,2025-03-18T02:55:59Z,2360000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M46.00S,2025-03-18T02:55:49.3Z,2,REGULAR,substitution,in,[],1630658,,,1610612761,54,36,2025-03-18T02:55:59Z,2370000,False,,,0,,SUB in: C. Castleton,[1630658],1610612761.0,TOR,,,,Castleton,C. Castleton,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M46.00S,2025-03-18T02:55:49.3Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,54,36,2025-03-18T02:55:59Z,2380000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M46.00S,2025-03-18T02:55:49.3Z,2,REGULAR,substitution,in,[],1630193,,,1610612761,54,36,2025-03-18T02:55:59Z,2390000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M34.00S,2025-03-18T02:56:27.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202066,87.07293035479631,47.05882352941176,1610612761,54,36,2025-03-18T02:59:17Z,2400000,False,-15.0,69.0,1,right,MISS G. Temple 7' cutting Layup - blocked,"[202066, 1642346]",1610612761.0,TOR,cutting,,,Temple,G. Temple,,,,,In The Paint (Non-RA),0-8 Center,7.05,Missed,,,,,,,,,,,,,,,,,Dunn,1642346.0
243,PT04M34.00S,2025-03-18T02:56:27.2Z,2,REGULAR,block,,[],1642346,,,1610612761,54,36,2025-03-18T02:56:29Z,2410000,False,,,0,,R. Dunn BLOCK (1 BLK),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
244,PT04M32.00S,2025-03-18T02:56:29.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,54,36,2025-03-18T02:59:17Z,2420000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,242.0,,,,,,,,,,,,,,,,,
245,PT04M32.00S,2025-03-18T02:56:32.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612761,54,36,2025-03-18T02:56:40Z,2430000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201638.0,,,,,,,,,,,,
246,PT04M07.00S,2025-03-18T02:57:09.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,14.536793692509855,14.950980392156863,1610612756,54,36,2025-03-18T02:59:43Z,2440000,False,175.0,84.0,1,left,MISS D. Booker 19' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right,19.43,Missed,,,,,,,,,,,,,,,,,,
247,PT04M04.00S,2025-03-18T02:57:14.1Z,2,REGULAR,rebound,offensive,[],1642345,,,1610612756,54,36,2025-03-18T02:57:14Z,2450000,False,,,0,,O. Ighodaro REBOUND (Off:1 Def:1),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Mid-Range,16-24 Right,,,246.0,2.0,1.0,1.0,,,,,,,,,,,,,,
248,PT04M04.00S,2025-03-18T02:57:14.7Z,2,REGULAR,violation,kicked ball,[],1642367,,,1610612756,54,36,2025-03-18T02:57:27Z,2460000,False,,,0,,J. Mogbo kicked ball VIOLATION,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,201638.0,,,,,,,,,,,,
249,PT03M50.00S,2025-03-18T02:57:50.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642346,8.623521681997373,2.450980392156863,1610612756,57,36,2025-03-18T02:57:59Z,2470000,False,238.0,29.0,1,left,R. Dunn 3PT  (8 PTS) (D. Booker 4 AST),"[1642346, 1626164]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Right Corner 3,24+ Right,23.94,Made,,,,,8.0,,,,,,,D. Booker,1626164.0,4.0,,,,
252,PT03M26.00S,2025-03-18T02:58:16.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642367,90.3580814717477,44.36274509803921,1610612761,57,36,2025-03-18T03:01:05Z,2490000,False,-28.0,38.0,1,right,MISS J. Mogbo driving Layup,[1642367],1610612761.0,TOR,driving,,,Mogbo,J. Mogbo,,,,,In The Paint (Non-RA),0-8 Center,4.74,Missed,,,,,,,,,,,,,,,,,,
253,PT03M25.00S,2025-03-18T02:58:17.3Z,2,REGULAR,rebound,offensive,[],1642367,,,1610612761,57,36,2025-03-18T03:01:05Z,2500000,False,,,0,,J. Mogbo REBOUND (Off:2 Def:2),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,In The Paint (Non-RA),0-8 Center,,,252.0,4.0,2.0,2.0,,,,,,,,,,,,,,
