actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-20T02:10:34.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-20T02:10:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-03-20T02:10:38.0Z,1,REGULAR,jumpball,recovered,[],1630200,,,1610612741,0,0,2025-03-20T02:10:38Z,40000,False,,,0,,Jump Ball N. Vučević vs. N. Richards: Tip to T. Jones,"[1630200, 202696, 1630208]",1610612741.0,CHI,startperiod,T. Jones,1630200.0,Jones,T. Jones,Vučević,202696.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-03-20T02:10:49.1Z,1,REGULAR,3pt,Jump Shot,[],202696,66.46066031537451,62.798713235294116,1610612741,0,0,2025-03-20T02:11:19Z,70000,False,64.0,263.0,1,right,MISS N. Vučević 27' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,27.05,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2025-03-20T02:10:51.1Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,0,0,2025-03-20T02:11:19Z,80000,False,,,0,,R. Dunn REBOUND (Off:0 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M27.00S,2025-03-20T02:11:07.3Z,1,REGULAR,3pt,Jump Shot,[],1631221,29.960578186596592,79.1436887254902,1610612756,0,0,2025-03-20T02:11:40Z,90000,False,-146.0,229.0,1,left,MISS C. Gillespie 27' 3PT,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,27.15,Missed,,,,,,,,,,,,,,,,,,
10,PT11M24.00S,2025-03-20T02:11:10.3Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612756,0,0,2025-03-20T02:11:40Z,100000,False,,,0,,N. Richards REBOUND (Off:1 Def:0),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M21.00S,2025-03-20T02:11:12.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626164,6.307490144546648,19.094669117647058,1610612756,2,0,2025-03-20T02:11:54Z,110000,False,155.0,7.0,1,left,D. Booker 15' pullup Jump Shot (2 PTS) (N. Richards 1 AST),"[1626164, 1630208]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,15.46,Made,,,,,2.0,N. Richards,1630208.0,1.0,,,,,,,,,,
13,PT11M02.00S,2025-03-20T02:11:31.6Z,1,REGULAR,3pt,Jump Shot,[],1629632,66.46066031537451,41.6015625,1610612741,2,3,2025-03-20T02:12:04Z,130000,False,-42.0,263.0,1,right,C. White 26' 3PT  (3 PTS) (T. Jones 1 AST),"[1629632, 1630200]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,26.61,Made,,,,,3.0,T. Jones,1630200.0,1.0,,,,,,,,,,
15,PT10M46.00S,2025-03-20T02:11:48.3Z,1,REGULAR,3pt,Jump Shot,[],201142,19.44809461235218,94.58486519607843,1610612756,2,3,2025-03-20T02:12:20Z,150000,False,-223.0,130.0,1,left,MISS K. Durant 25' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
16,PT10M44.00S,2025-03-20T02:11:50.3Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612741,2,3,2025-03-20T02:12:20Z,160000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M39.00S,2025-03-20T02:11:54.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,74.21977660972405,85.27113970588235,1610612741,2,6,2025-03-20T02:12:29Z,170000,False,176.0,190.0,1,right,K. Huerter 25' 3PT running (3 PTS) (T. Jones 2 AST),"[1628989, 1630200]",1610612741.0,CHI,running,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,25.91,Made,,,,,3.0,T. Jones,1630200.0,2.0,,,,,,,,,,
19,PT10M13.00S,2025-03-20T02:12:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630208,18.922470433639944,54.779411764705884,1610612756,4,6,2025-03-20T02:12:48Z,190000,False,-24.0,125.0,1,left,N. Richards 12' Jump Shot (2 PTS) (K. Durant 1 AST),"[1630208, 201142]",1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,12.77,Made,,,,,2.0,K. Durant,201142.0,1.0,,,,,,,,,,
21,PT10M04.00S,2025-03-20T02:12:31.6Z,1,REGULAR,turnover,bad pass,[],1628989,,,1610612741,4,6,2025-03-20T03:03:44Z,210000,False,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 1631221]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Gillespie,1631221.0,,,,,,,
22,PT10M04.00S,2025-03-20T02:12:31.6Z,1,REGULAR,steal,,[],1631221,,,1610612756,4,6,2025-03-20T02:17:14Z,220000,False,,,0,,C. Gillespie STEAL (1 STL),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
23,PT10M01.00S,2025-03-20T02:12:34.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642346,11.300919842312751,42.46323529411765,1610612756,6,6,2025-03-20T02:18:30Z,230000,False,38.0,54.0,1,left,R. Dunn 6' running DUNK (2 PTS) (C. Gillespie 1 AST),"[1642346, 1631221]",1610612756.0,PHX,running,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,6.56,Made,,,,,2.0,C. Gillespie,1631221.0,1.0,,,,,,,,,,
25,PT09M43.00S,2025-03-20T02:12:50.6Z,1,REGULAR,turnover,lost ball,[],1630200,,,1610612741,6,6,2025-03-20T02:13:50Z,250000,False,,,0,,T. Jones lost ball TURNOVER (1 TO),"[1630200, 1642346]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Dunn,1642346.0,,,,,,,
26,PT09M43.00S,2025-03-20T02:12:50.6Z,1,REGULAR,steal,,[],1642346,,,1610612756,6,6,2025-03-20T02:12:52Z,260000,False,,,0,,R. Dunn STEAL (1 STL),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
27,PT09M40.00S,2025-03-20T02:12:55.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626164,12.352168199737193,57.26868872549019,1610612756,8,6,2025-03-20T02:14:53Z,270000,False,-36.0,64.0,1,left,D. Booker 7' running Layup (4 PTS) (C. Gillespie 2 AST),"[1626164, 1631221]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,7.32,Made,,,,,4.0,C. Gillespie,1631221.0,2.0,,,,,,,,,,
29,PT09M18.00S,2025-03-20T02:13:17.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,88.5676741130092,46.38480392156863,1610612741,8,6,2025-03-20T02:15:15Z,290000,False,-18.0,55.0,1,right,MISS N. Vučević driving Hook,[202696],1610612741.0,CHI,driving,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,5.79,Missed,,,,,,,,,,,,,,,,,,
