actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
22,PT10M20.00S,2024-11-07T02:13:07.4Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,2,5,2024-11-07T02:13:11Z,220000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:1),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,21.0,2.0,1.0,1.0,,
23,PT10M20.00S,2024-11-07T02:13:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,94.40999984741211,50.0,1610612756,4,5,2024-11-07T02:13:07Z,230000,False,0.0,0.0,1,right,J. Nurkić tip Layup (4 PTS),[203994],1610612756.0,PHX,tip,,,Nurkić,J. Nurkić,,,,,Mid-Range,8-16 Left,,,,,,Made,4.0,0.0,,,,,,,,,,,,
24,PT10M17.00S,2024-11-07T02:13:13.3Z,1,REGULAR,foul,personal,[],1626145,,,1610612748,4,5,2024-11-07T02:13:25Z,240000,False,,,0,,T. Jones personal FOUL (1 PF),"[1626145, 1626179]",1610612756.0,PHX,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,1162.0,1.0,0.0,Rozier,1626179.0,,,,,,,,,,,,,,,
26,PT10M05.00S,2024-11-07T02:13:41.3Z,1,REGULAR,foul,personal,[],203994,,,1610612748,4,5,2024-11-07T02:14:00Z,260000,False,,,0,,J. Nurkić personal FOUL (1 PF),"[203994, 1628389]",1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,Mid-Range,16-24 Right,1628487.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
28,PT09M53.00S,2024-11-07T02:14:14.8Z,1,REGULAR,foul,personal,[],1626164,,,1610612748,4,5,2024-11-07T02:15:01Z,280000,False,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 1629639]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,1628487.0,1.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,
30,PT09M43.00S,2024-11-07T02:14:43.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,18.478975032851512,58.57843137254902,1610612748,4,5,2024-11-07T02:14:48Z,300000,False,-43.0,121.0,1,left,MISS B. Adebayo 12' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,12.86,,,,,,,,,,,,
31,PT09M40.00S,2024-11-07T02:14:46.6Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,4,5,2024-11-07T02:14:48Z,310000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:2),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,30.0,3.0,2.0,1.0,,
61,PT09M35.00S,2024-11-07T02:14:55.6Z,1,REGULAR,turnover,lost ball,[],1626164,,,1610612756,4,5,2024-11-07T02:20:53Z,345000,False,,,0,,D. Booker lost ball TURNOVER (1 TO),"[1626164, 1628389]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,Adebayo,1628389.0,,,,,,
62,PT09M35.00S,2024-11-07T02:14:55.6Z,1,REGULAR,steal,,[],1628389,,,1610612748,4,5,2024-11-07T02:30:04Z,347500,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
35,PT09M26.00S,2024-11-07T02:15:00.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628389,11.251642575558476,44.11764705882353,1610612748,4,5,2024-11-07T02:20:53Z,350000,False,29.0,53.0,1,left,MISS B. Adebayo 6' driving Hook,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.09,,,,,,,,,,,,
36,PT09M23.00S,2024-11-07T02:15:03.3Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,4,5,2024-11-07T02:15:05Z,360000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,35.0,1.0,1.0,0.0,,
37,PT09M16.00S,2024-11-07T02:15:09.7Z,1,REGULAR,2pt,Jump Shot,[],201142,75.24638633377135,53.92156862745098,1610612756,6,5,2024-11-07T02:15:15Z,370000,False,20.0,180.0,1,right,K. Durant 18' pullup Jump Shot (2 PTS) (D. Booker 1 AST),"[201142, 1626164]",1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,,,,,,Made,2.0,18.13,D. Booker,1626164.0,1.0,,,,,,,,,
39,PT09M00.00S,2024-11-07T02:15:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,8.09789750328515,53.67647058823529,1610612748,6,5,2024-11-07T02:15:30Z,390000,False,-18.0,24.0,1,left,MISS T. Herro driving Layup - blocked,"[1629639, 203078]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.99,,,,,,,,,,,Beal,203078.0
40,PT09M00.00S,2024-11-07T02:15:25.9Z,1,REGULAR,block,,[],203078,,,1610612748,6,5,2024-11-07T02:15:28Z,400000,False,,,0,,B. Beal BLOCK (1 BLK),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M57.00S,2024-11-07T02:15:28.9Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,6,5,2024-11-07T02:15:30Z,410000,False,,,0,,J. Butler REBOUND (Off:1 Def:0),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,39.0,1.0,0.0,1.0,,
42,PT08M57.00S,2024-11-07T02:15:29.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,6.258212877792378,50.73529411764706,1610612748,6,5,2024-11-07T02:15:35Z,420000,False,-4.0,6.0,1,left,MISS J. Butler putback Layup,[202710],1610612748.0,MIA,putback,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.73,,,,,,,,,,,,
43,PT08M57.00S,2024-11-07T02:15:29.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,6,5,2024-11-07T02:15:35Z,430000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:3),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,42.0,4.0,3.0,1.0,,
44,PT08M42.00S,2024-11-07T02:15:44.3Z,1,REGULAR,3pt,Jump Shot,[],201142,66.70499342969777,58.82352941176471,1610612756,6,5,2024-11-07T02:15:48Z,440000,False,44.0,260.0,1,right,MISS K. Durant 26' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.42,,,,,,,,,,,,
45,PT08M37.00S,2024-11-07T02:15:49.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,6,5,2024-11-07T02:21:14Z,450000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,44.0,1.0,1.0,0.0,,
46,PT08M21.00S,2024-11-07T02:16:04.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.69053876478318,40.44117647058824,1610612748,6,5,2024-11-07T02:18:02Z,460000,False,48.0,114.0,1,left,MISS B. Adebayo 12' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,12.34,,,,,,,,,,,,
47,PT08M18.00S,2024-11-07T02:16:07.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,6,5,2024-11-07T02:16:09Z,470000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,46.0,2.0,2.0,0.0,,
48,PT08M12.00S,2024-11-07T02:16:14.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,91.27792378449409,44.36274509803921,1610612756,8,5,2024-11-07T02:16:20Z,480000,False,-28.0,29.0,1,right,D. Booker driving Layup (2 PTS),[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,4.08,,,,,,,,,,,,
49,PT07M59.00S,2024-11-07T02:16:26.9Z,1,REGULAR,foul,personal,['2freethrow'],203078,,,1610612748,8,5,2024-11-07T02:16:42Z,490000,False,,,0,,B. Beal shooting personal FOUL (1 PF) (Jović 2 FT),"[203078, 1631107]",1610612756.0,PHX,shooting,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,1162.0,1.0,0.0,Jović,1631107.0,,,,,,,,,,,,,,,
51,PT07M59.00S,2024-11-07T02:16:58.3Z,1,REGULAR,freethrow,1 of 2,[],1631107,,,1610612748,8,6,2024-11-07T02:16:58Z,510000,False,,,0,,N. Jović Free Throw 1 of 2 (3 PTS),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
52,PT07M59.00S,2024-11-07T02:17:13.7Z,1,REGULAR,freethrow,2 of 2,[],1631107,,,1610612748,8,7,2024-11-07T02:17:13Z,520000,False,,,0,,N. Jović Free Throw 2 of 2 (4 PTS),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
53,PT07M40.00S,2024-11-07T02:17:33.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,92.19776609724047,54.90196078431373,1610612756,10,7,2024-11-07T02:17:41Z,530000,False,25.0,21.0,1,right,J. Nurkić turnaround Hook (6 PTS),[203994],1610612756.0,PHX,turnaround,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,3.21,,,,,,,,,,,,
54,PT07M16.00S,2024-11-07T02:17:58.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202710,5.075558475689881,51.71568627450981,1610612748,10,9,2024-11-07T02:18:02Z,540000,False,-9.0,-5.0,1,left,J. Butler cutting DUNK (2 PTS) (T. Herro 1 AST),"[202710, 1629639]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.98,T. Herro,1629639.0,1.0,,,,,,,,,
56,PT07M02.00S,2024-11-07T02:18:12.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.77463863337714,45.09803921568628,1610612756,10,9,2024-11-07T02:18:16Z,560000,False,-25.0,6.0,1,right,MISS J. Nurkić Layup,[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.52,,,,,,,,,,,,
57,PT06M59.00S,2024-11-07T02:18:15.8Z,1,REGULAR,rebound,defensive,[],1631107,,,1610612748,10,9,2024-11-07T02:18:16Z,570000,False,,,0,,N. Jović REBOUND (Off:0 Def:1),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,56.0,1.0,1.0,0.0,,
58,PT06M58.00S,2024-11-07T02:18:16.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,33.065045992115635,35.53921568627451,1610612748,10,12,2024-11-07T02:21:39Z,580000,False,72.0,258.0,1,left,T. Herro 26' 3PT running pullup (6 PTS),[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,Made,6.0,26.82,,,,,,,,,,,,
60,PT06M44.00S,2024-11-07T02:18:33.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,10,12,2024-11-07T02:18:33Z,600000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M44.00S,2024-11-07T02:20:57.6Z,1,REGULAR,substitution,out,[],203078,,,1610612756,10,12,2024-11-07T02:21:16Z,610000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M44.00S,2024-11-07T02:20:57.6Z,1,REGULAR,substitution,out,[],202710,,,1610612756,10,12,2024-11-07T02:21:16Z,620000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M44.00S,2024-11-07T02:20:57.6Z,1,REGULAR,substitution,in,[],1626220,,,1610612756,10,12,2024-11-07T02:21:16Z,630000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M44.00S,2024-11-07T02:20:57.6Z,1,REGULAR,substitution,in,[],1629312,,,1610612756,10,12,2024-11-07T02:21:16Z,640000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M44.00S,2024-11-07T02:20:57.6Z,1,REGULAR,substitution,out,[],1631107,,,1610612756,10,12,2024-11-07T02:21:32Z,650000,False,,,0,,SUB out: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M44.00S,2024-11-07T02:20:57.6Z,1,REGULAR,substitution,in,[],1641796,,,1610612756,10,12,2024-11-07T02:21:32Z,660000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M41.00S,2024-11-07T02:21:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,92.32917214191852,50.49019607843137,1610612756,12,12,2024-11-07T02:21:39Z,670000,False,2.0,20.0,1,right,D. Booker driving Layup (4 PTS) (K. Durant 1 AST),"[1626164, 201142]",1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.98,K. Durant,201142.0,1.0,,,,,,,,,
71,PT06M17.00S,2024-11-07T02:21:57.6Z,1,REGULAR,3pt,Jump Shot,[],1628389,32.14520367936925,40.19607843137255,1610612748,12,12,2024-11-07T02:22:01Z,690000,False,49.0,250.0,1,left,MISS B. Adebayo 25' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.45,,,,,,,,,,,,
72,PT06M14.00S,2024-11-07T02:22:00.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,12,12,2024-11-07T02:22:01Z,700000,False,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,71.0,3.0,3.0,0.0,,
73,PT06M05.00S,2024-11-07T02:22:10.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,92.85479632063075,51.470588235294116,1610612756,14,12,2024-11-07T02:22:49Z,710000,False,7.0,15.0,1,right,K. Durant driving finger roll Layup (4 PTS),[201142],1610612756.0,PHX,driving finger roll,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.65,,,,,,,,,,,,
74,PT05M52.00S,2024-11-07T02:22:24.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,9.017739816031538,46.81372549019608,1610612748,14,12,2024-11-07T02:23:04Z,720000,False,16.0,32.0,1,left,MISS T. Rozier driving floating Shot,[1626179],1610612748.0,MIA,driving floating,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.6,,,,,,,,,,,,
75,PT05M52.00S,2024-11-07T02:22:24.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,14,12,2024-11-07T02:22:29Z,730000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,74.0,,,,,
77,PT05M42.00S,2024-11-07T02:22:49.4Z,1,REGULAR,foul,personal,[],1629312,,,1610612756,14,12,2024-11-07T02:23:00Z,750000,False,,,0,,H. Highsmith personal FOUL (1 PF),"[1629312, 201142]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,201245.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
79,PT05M35.00S,2024-11-07T02:23:10.5Z,1,REGULAR,turnover,lost ball,[],201142,,,1610612756,14,12,2024-11-07T02:23:16Z,770000,False,,,0,,K. Durant lost ball TURNOVER (2 TO),"[201142, 1628389]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2.0,Adebayo,1628389.0,,,,,,
80,PT05M35.00S,2024-11-07T02:23:10.5Z,1,REGULAR,steal,,[],1628389,,,1610612748,14,12,2024-11-07T02:23:12Z,780000,False,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
81,PT05M32.00S,2024-11-07T02:23:13.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629312,5.995400788436268,50.245098039215684,1610612748,14,14,2024-11-07T02:23:49Z,790000,False,-1.0,4.0,1,left,H. Highsmith running alley-oop DUNK (2 PTS) (P. Larsson 1 AST),"[1629312, 1641796]",1610612748.0,MIA,running alley-oop,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.41,P. Larsson,1641796.0,1.0,,,,,,,,,
83,PT05M11.00S,2024-11-07T02:23:33.7Z,1,REGULAR,2pt,Jump Shot,[],1626145,81.2910643889619,11.519607843137255,1610612756,16,14,2024-11-07T02:23:39Z,810000,False,-192.0,123.0,1,right,T. Jones 22' Jump Shot (2 PTS) (D. Booker 2 AST),"[1626145, 1626164]",1610612756.0,PHX,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left,,,,,,Made,2.0,22.86,D. Booker,1626164.0,2.0,,,,,,,,,
85,PT04M48.00S,2024-11-07T02:23:56.4Z,1,REGULAR,3pt,Jump Shot,[],1626179,26.757555847568987,14.215686274509803,1610612748,16,14,2024-11-07T02:24:01Z,830000,False,179.0,199.0,1,left,MISS T. Rozier 26' step back 3PT,[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.76,,,,,,,,,,,,
86,PT04M44.00S,2024-11-07T02:24:00.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,16,14,2024-11-07T02:24:01Z,840000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:4),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,85.0,5.0,4.0,1.0,,
87,PT04M32.00S,2024-11-07T02:24:14.9Z,1,REGULAR,turnover,traveling,[],201142,,,1610612756,16,14,2024-11-07T02:24:25Z,850000,False,,,0,,K. Durant traveling TURNOVER (3 TO),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,201245.0,,,,,,,,,,,3.0,,,,,,,,
88,PT04M32.00S,2024-11-07T02:24:17.9Z,1,REGULAR,substitution,out,[],203994,,,1610612748,16,14,2024-11-07T02:24:22Z,860000,False,,,0,,SUB out: J. Nurkić,[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M32.00S,2024-11-07T02:24:17.9Z,1,REGULAR,substitution,out,[],1626164,,,1610612748,16,14,2024-11-07T02:24:22Z,870000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
