actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
252,PT04M08.00S,2024-12-04T02:55:26.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,20.05584756898817,54.41176470588235,1610612756,43,35,2024-12-04T02:55:37Z,2470000,False,-22.0,136.0,1,left,K. Durant 13' Jump Shot (13 PTS) (T. Jones 1 AST),"[201142, 1626145]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,13.78,Made,13.0,,,,,T. Jones,1626145.0,1.0,,,,,
254,PT03M59.00S,2024-12-04T02:55:38.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,91.93495400788436,56.127450980392155,1610612759,43,35,2024-12-04T02:58:04Z,2490000,False,31.0,23.0,1,right,MISS S. Castle driving floating bank Shot,[1642264],1610612759.0,SAS,driving floating bank,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,3.85,Missed,,,,,,,,,,,,,
255,PT03M57.00S,2024-12-04T02:55:40.3Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612756,43,35,2024-12-04T02:58:04Z,2500000,False,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,254.0,2.0,2.0,0.0,,,,,,,,
256,PT03M51.00S,2024-12-04T02:55:47.1Z,2,REGULAR,foul,personal,[],1630170,,,1610612756,43,35,2024-12-04T02:55:59Z,2510000,False,,,0,,D. Vassell personal FOUL (1 PF),"[1630170, 1628960]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,202007.0,1.0,0.0,Allen,1628960.0,,,,,,,,,,,,,,,
258,PT03M51.00S,2024-12-04T02:55:53.4Z,2,REGULAR,substitution,out,[],201142,,,1610612756,43,35,2024-12-04T02:56:00Z,2530000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M51.00S,2024-12-04T02:55:53.4Z,2,REGULAR,substitution,in,[],1626220,,,1610612756,43,35,2024-12-04T02:56:00Z,2540000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M45.00S,2024-12-04T02:56:14.1Z,2,REGULAR,3pt,Jump Shot,[],1626164,30.009855453350852,77.45098039215686,1610612756,43,35,2024-12-04T02:58:49Z,2550000,False,-137.0,230.0,1,left,MISS D. Booker 26' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,26.75,Missed,,,,,,,,,,,,,
261,PT03M43.00S,2024-12-04T02:56:16.1Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,43,35,2024-12-04T02:58:49Z,2560000,False,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,260.0,3.0,3.0,0.0,,,,,,,,
262,PT03M30.00S,2024-12-04T02:56:31.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,93.64323258869908,59.55882352941176,1610612759,43,37,2024-12-04T02:56:37Z,2570000,False,48.0,7.0,1,right,S. Castle cutting Layup (9 PTS) (J. Sochan 1 AST),"[1642264, 1631110]",1610612759.0,SAS,cutting,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.84,Made,9.0,,,,,J. Sochan,1631110.0,1.0,,,,,
264,PT03M30.00S,2024-12-04T02:56:33.5Z,2,REGULAR,foul,personal,['1freethrow'],1626145,,,1610612759,43,37,2024-12-04T02:57:05Z,2590000,False,,,0,,T. Jones shooting personal FOUL (2 PF) (Castle 1 FT),"[1626145, 1642264]",1610612756.0,PHX,shooting,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,2004.0,2.0,0.0,Castle,1642264.0,,,,,,,,,,,,,,,
266,PT03M30.00S,2024-12-04T02:57:05.8Z,2,REGULAR,freethrow,1 of 1,[],1642264,,,1610612759,43,37,2024-12-04T02:57:09Z,2610000,False,,,0,,MISS S. Castle Free Throw 1 of 1,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
267,PT03M29.00S,2024-12-04T02:57:06.8Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,43,37,2024-12-04T02:59:52Z,2620000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,266.0,2.0,1.0,1.0,,,,,,,,
268,PT03M09.00S,2024-12-04T02:57:27.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,13.485545335085414,53.18627450980392,1610612756,45,37,2024-12-04T03:00:15Z,2630000,False,-16.0,74.0,1,left,T. Jones 7' driving floating Jump Shot (6 PTS),[1626145],1610612756.0,PHX,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.6,Made,6.0,,,,,,,,,,,,
269,PT03M00.00S,2024-12-04T02:57:36.4Z,2,REGULAR,2pt,Jump Shot,[],1642264,79.31997371879106,35.294117647058826,1610612759,45,37,2024-12-04T05:01:08Z,2640000,False,-74.0,142.0,1,right,MISS S. Castle 15' pullup Shot,[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Mid-Range,8-16 Center,,,,,,15.98,Missed,,,,,,,,,,,,,
270,PT02M57.00S,2024-12-04T02:57:39.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,45,37,2024-12-04T03:03:00Z,2650000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,,,269.0,,,,,,,,,,,
272,PT02M57.00S,2024-12-04T02:58:02.7Z,2,REGULAR,turnover,traveling,[],1642264,,,1610612759,45,37,2024-12-04T02:58:14Z,2670000,False,,,0,,S. Castle traveling TURNOVER (1 TO),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,2004.0,,,,,,,,,,,,,,,1.0,,,,
273,PT02M45.00S,2024-12-04T02:58:16.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628960,13.61695137976347,46.32352941176471,1610612756,47,37,2024-12-04T03:01:43Z,2680000,False,18.0,75.0,1,left,G. Allen 7' driving floating Jump Shot (2 PTS) (T. Jones 2 AST),"[1628960, 1626145]",1610612756.0,PHX,driving floating,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.77,Made,2.0,,,,,T. Jones,1626145.0,2.0,,,,,
274,PT02M32.00S,2024-12-04T02:58:28.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,83.13074901445466,43.627450980392155,1610612759,47,39,2024-12-04T02:58:31Z,2690000,False,-32.0,106.0,1,right,K. Johnson 11' driving floating Jump Shot (4 PTS),[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.08,Made,4.0,,,,,,,,,,,,
275,PT02M09.00S,2024-12-04T02:58:51.0Z,2,REGULAR,3pt,Jump Shot,[],1626145,30.831143232588698,25.98039215686275,1610612756,50,39,2024-12-04T02:58:55Z,2700000,False,120.0,237.0,1,left,T. Jones 26' 3PT  (9 PTS) (R. O'Neale 1 AST),"[1626145, 1626220]",1610612756.0,PHX,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,26.6,Made,9.0,,,,,R. O'Neale,1626220.0,1.0,,,,,
277,PT01M58.00S,2024-12-04T02:59:04.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,89.17542706964521,60.049019607843135,1610612759,50,39,2024-12-04T03:03:37Z,2720000,False,50.0,49.0,1,right,MISS J. Sochan 7' driving Layup - blocked,"[1631110, 1626164]",1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.04,Missed,,,,,,,,,,,,Booker,1626164.0
278,PT01M58.00S,2024-12-04T02:59:04.9Z,2,REGULAR,block,,[],1626164,,,1610612759,50,39,2024-12-04T02:59:07Z,2730000,False,,,0,,D. Booker BLOCK (1 BLK),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
279,PT01M56.00S,2024-12-04T02:59:06.9Z,2,REGULAR,rebound,offensive,[],1631110,,,1610612759,50,39,2024-12-04T03:03:43Z,2740000,False,,,0,,J. Sochan REBOUND (Off:4 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,277.0,5.0,1.0,4.0,,,,,,,,
280,PT01M50.00S,2024-12-04T02:59:11.6Z,2,REGULAR,turnover,lost ball,[],1642264,,,1610612759,50,39,2024-12-04T03:04:12Z,2750000,False,,,0,,S. Castle lost ball TURNOVER (2 TO),"[1642264, 1628960]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2.0,Allen,1628960.0,,
281,PT01M50.00S,2024-12-04T02:59:11.6Z,2,REGULAR,steal,,[],1628960,,,1610612756,50,39,2024-12-04T02:59:14Z,2760000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
282,PT01M44.00S,2024-12-04T02:59:17.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626145,7.046649145860711,52.20588235294118,1610612756,52,39,2024-12-04T03:04:33Z,2770000,False,-11.0,14.0,1,left,T. Jones running Layup (11 PTS) (G. Allen 3 AST),"[1626145, 1628960]",1610612756.0,PHX,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,1.76,Made,11.0,,,,,G. Allen,1628960.0,3.0,,,,,
284,PT01M24.00S,2024-12-04T02:59:37.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,90.75229960578186,43.13725490196079,1610612759,52,39,2024-12-04T03:05:19Z,2790000,False,-34.0,34.0,1,right,MISS Z. Collins driving Layup - blocked,"[1628380, 203486]",1610612759.0,SAS,driving,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.86,Missed,,,,,,,,,,,,Plumlee,203486.0
285,PT01M24.00S,2024-12-04T02:59:37.6Z,2,REGULAR,block,,[],203486,,,1610612759,52,39,2024-12-04T02:59:39Z,2800000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
286,PT01M22.00S,2024-12-04T02:59:39.6Z,2,REGULAR,rebound,offensive,[],1628380,,,1610612759,52,39,2024-12-04T03:05:19Z,2810000,False,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,284.0,1.0,0.0,1.0,,,,,,,,
287,PT01M15.00S,2024-12-04T02:59:46.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626164,,,1610612759,52,39,2024-12-04T02:59:53Z,2820000,False,,,0,,D. Booker shooting personal FOUL (2 PF) (Sochan 2 FT),"[1626164, 1631110]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Right,1628171.0,2.0,0.0,Sochan,1631110.0,,,,,,,,,,,,,,,
289,PT01M15.00S,2024-12-04T03:00:14.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631110,,,1610612759,52,39,2024-12-04T03:00:40Z,2840000,False,,,0,,MISS J. Sochan Free Throw 1 of 2,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
290,PT01M15.00S,2024-12-04T03:00:14.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,52,39,2024-12-04T03:00:40Z,2850000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,289.0,,,,,,,,,,,
291,PT01M15.00S,2024-12-04T03:00:14.8Z,2,REGULAR,substitution,out,[],1642264,,,1610612759,52,39,2024-12-04T03:00:26Z,2860000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M15.00S,2024-12-04T03:00:14.8Z,2,REGULAR,substitution,out,[],1628380,,,1610612759,52,39,2024-12-04T03:00:26Z,2870000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M15.00S,2024-12-04T03:00:14.8Z,2,REGULAR,substitution,in,[],101108,,,1610612759,52,39,2024-12-04T03:00:26Z,2880000,False,,,0,,SUB in: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M15.00S,2024-12-04T03:00:14.8Z,2,REGULAR,substitution,in,[],1641705,,,1610612759,52,39,2024-12-04T03:00:26Z,2890000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M15.00S,2024-12-04T03:00:14.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631110,,,1610612759,52,39,2024-12-04T03:00:40Z,2900000,False,,,0,,MISS J. Sochan Free Throw 2 of 2,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
296,PT01M14.00S,2024-12-04T03:00:15.0Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,52,39,2024-12-04T03:05:43Z,2910000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,295.0,3.0,2.0,1.0,,,,,,,,
297,PT01M01.00S,2024-12-04T03:00:51.5Z,2,REGULAR,2pt,Jump Shot,[],1626164,22.076215505913282,30.124080882352942,1610612756,52,39,2024-12-04T03:06:09Z,2920000,False,99.0,155.0,1,left,MISS D. Booker 18' step back Shot,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,,,,,,18.41,Missed,,,,,,,,,,,,,
298,PT00M59.00S,2024-12-04T03:00:53.5Z,2,REGULAR,rebound,offensive,[],203486,,,1610612756,52,39,2024-12-04T03:06:00Z,2930000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Right,,,,,,,,,297.0,3.0,2.0,1.0,,,,,,,,
299,PT00M48.20S,2024-12-04T03:01:05.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,11.514454664914586,95.83333333333334,1610612756,52,39,2024-12-04T03:06:40Z,2940000,False,-229.0,56.0,1,left,MISS G. Allen 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,,,,,,23.59,Missed,,,,,,,,,,,,,
300,PT00M45.90S,2024-12-04T03:01:07.5Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,52,39,2024-12-04T03:06:40Z,2950000,False,,,0,,J. Sochan REBOUND (Off:4 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,,,,,,,,,299.0,6.0,2.0,4.0,,,,,,,,
301,PT00M35.10S,2024-12-04T03:01:19.1Z,2,REGULAR,3pt,Jump Shot,[],101108,66.04796320630749,51.9607843137255,1610612759,52,39,2024-12-04T03:07:01Z,2960000,False,10.0,267.0,1,right,MISS C. Paul 26' pullup 3PT,[101108],1610612759.0,SAS,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,,,,,,26.68,Missed,,,,,,,,,,,,,
302,PT00M33.60S,2024-12-04T03:01:20.6Z,2,REGULAR,rebound,defensive,[],203486,,,1610612756,52,39,2024-12-04T03:07:01Z,2970000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:3),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,,,,,,,301.0,4.0,3.0,1.0,,,,,,,,
303,PT00M10.90S,2024-12-04T03:01:42.4Z,2,REGULAR,3pt,Jump Shot,[],1626145,16.376478318002626,95.34313725490196,1610612756,52,39,2024-12-04T03:07:34Z,2980000,False,-227.0,101.0,1,left,MISS T. Jones 24' 3PT,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,24.83,Missed,,,,,,,,,,,,,
304,PT00M07.70S,2024-12-04T03:01:45.6Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,52,39,2024-12-04T03:07:34Z,2990000,False,,,0,,K. Johnson REBOUND (Off:0 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,303.0,4.0,4.0,0.0,,,,,,,,
306,PT00M00.00S,2024-12-04T03:01:54.3Z,2,REGULAR,3pt,Jump Shot,[],1641705,73.01248357424441,85.04901960784314,1610612759,52,39,2024-12-04T03:01:58Z,3000000,False,175.0,201.0,1,right,MISS V. Wembanyama 26' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,26.68,Missed,,,,,,,,,,,,,
307,PT00M00.00S,2024-12-04T03:01:56.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,52,39,2024-12-04T03:01:56Z,3010000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,306.0,,,,,,,,,,,
308,PT00M00.00S,2024-12-04T03:01:57.0Z,2,REGULAR,period,end,[],0,,,1610612759,52,39,2024-12-04T03:01:57Z,3020000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2024-12-04T03:16:48.2Z,3,REGULAR,substitution,out,['startperiod'],1626220,,,1610612759,52,39,2024-12-04T03:17:59Z,3030000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2024-12-04T03:16:48.2Z,3,REGULAR,substitution,out,['startperiod'],203486,,,1610612759,52,39,2024-12-04T03:17:59Z,3040000,False,,,0,,SUB out: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2024-12-04T03:16:48.2Z,3,REGULAR,substitution,out,['startperiod'],1629640,,,1610612759,52,39,2024-12-04T03:17:59Z,3050000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2024-12-04T03:16:48.2Z,3,REGULAR,substitution,out,['startperiod'],1631110,,,1610612759,52,39,2024-12-04T03:17:59Z,3060000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2024-12-04T03:16:48.2Z,3,REGULAR,substitution,out,['startperiod'],1630170,,,1610612759,52,39,2024-12-04T03:17:59Z,3070000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2024-12-04T03:16:48.2Z,3,REGULAR,substitution,in,['startperiod'],1642345,,,1610612759,52,39,2024-12-04T03:17:59Z,3080000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2024-12-04T03:16:48.2Z,3,REGULAR,substitution,in,['startperiod'],203078,,,1610612759,52,39,2024-12-04T03:17:59Z,3090000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2024-12-04T03:16:48.2Z,3,REGULAR,substitution,in,['startperiod'],203084,,,1610612759,52,39,2024-12-04T03:17:59Z,3100000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2024-12-04T03:16:48.2Z,3,REGULAR,substitution,in,['startperiod'],1642264,,,1610612759,52,39,2024-12-04T03:17:59Z,3110000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2024-12-04T03:16:48.2Z,3,REGULAR,substitution,in,['startperiod'],1630577,,,1610612759,52,39,2024-12-04T03:17:59Z,3120000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2024-12-04T03:18:06.7Z,3,REGULAR,period,start,[],0,,,1610612759,52,39,2024-12-04T03:18:06Z,3130000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT11M47.00S,2024-12-04T03:18:21.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,11.038107752956634,46.790747549019606,1610612759,52,41,2024-12-04T03:18:55Z,3140000,False,16.0,51.0,1,left,V. Wembanyama driving Layup (2 PTS) (H. Barnes 1 AST),"[1641705, 203084]",1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.37,Made,2.0,,,,,H. Barnes,203084.0,1.0,,,,,
324,PT11M47.00S,2024-12-04T03:18:24.1Z,3,REGULAR,foul,personal,['1freethrow'],1642345,,,1610612759,52,41,2024-12-04T03:18:37Z,3160000,False,,,0,,O. Ighodaro shooting personal FOUL (1 PF) (Wembanyama 1 FT),"[1642345, 1641705]",1610612756.0,PHX,shooting,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Right,202007.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,
326,PT11M47.00S,2024-12-04T03:18:57.3Z,3,REGULAR,freethrow,1 of 1,[],1641705,,,1610612759,52,42,2024-12-04T03:18:57Z,3180000,False,,,0,,V. Wembanyama Free Throw 1 of 1 (3 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
327,PT11M38.00S,2024-12-04T03:19:08.4Z,3,REGULAR,3pt,Jump Shot,[],1626164,65.65374507227332,45.588235294117645,1610612756,55,42,2024-12-04T03:19:12Z,3190000,False,-22.0,270.0,1,right,D. Booker 27' 3PT  (15 PTS) (T. Jones 3 AST),"[1626164, 1626145]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,27.13,Made,15.0,,,,,T. Jones,1626145.0,3.0,,,,,
329,PT11M28.00S,2024-12-04T03:19:19.0Z,3,REGULAR,3pt,Jump Shot,[],1630577,31.488173455978973,62.254901960784316,1610612759,55,42,2024-12-04T03:19:53Z,3210000,False,-61.0,243.0,1,left,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,25.11,Missed,,,,,,,,,,,,,
330,PT11M26.00S,2024-12-04T03:19:21.0Z,3,REGULAR,rebound,offensive,[],1641705,,,1610612759,55,42,2024-12-04T03:19:53Z,3220000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,,,,,329.0,5.0,3.0,2.0,,,,,,,,
331,PT11M25.00S,2024-12-04T03:19:24.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641705,5.590000152587891,50.0,1610612759,55,44,2024-12-04T03:19:58Z,3230000,False,0.0,0.0,1,left,V. Wembanyama tip Layup (5 PTS),[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,5.0,,,,,,,,,,,,
332,PT11M11.00S,2024-12-04T03:19:33.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642345,82.47371879106439,34.80392156862745,1610612756,55,44,2024-12-04T03:19:38Z,3240000,False,-76.0,112.0,1,right,MISS O. Ighodaro 13' floating Shot,[1642345],1610612756.0,PHX,floating,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Left,,,,,,13.55,Missed,,,,,,,,,,,,,
333,PT11M09.00S,2024-12-04T03:19:35.8Z,3,REGULAR,rebound,defensive,[],1630577,,,1610612759,55,44,2024-12-04T03:19:38Z,3250000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,332.0,3.0,2.0,1.0,,,,,,,,
334,PT10M53.00S,2024-12-04T03:19:55.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,13.797634691195796,56.11979166666667,1610612759,55,44,2024-12-04T03:21:03Z,3260000,False,-31.0,77.0,1,left,MISS V. Wembanyama 8' pullup Shot,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.3,Missed,,,,,,,,,,,,,
335,PT10M51.00S,2024-12-04T03:19:57.3Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612756,55,44,2024-12-04T03:20:50Z,3270000,False,,,0,,G. Allen REBOUND (Off:0 Def:3),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,334.0,3.0,3.0,0.0,,,,,,,,
