actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-03T02:10:29.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-03T02:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-11-03T02:10:31.6Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612756,0,0,2024-11-03T02:10:31Z,40000,False,,,0,,Jump Ball J. Nurkić vs. D. Ayton: Tip to T. Jones,"[1626145, 203994, 1629028]",1610612756.0,PHX,startperiod,T. Jones,1626145.0,Jones,T. Jones,Nurkić,203994.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-11-03T02:10:43.5Z,1,REGULAR,3pt,Jump Shot,[],1626164,30.27266754270697,80.14705882352942,1610612756,0,0,2024-11-03T02:10:48Z,70000,False,-151.0,232.0,1,left,MISS D. Booker 27' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,27.67,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2024-11-03T02:10:46.5Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,0,0,2024-11-03T02:10:48Z,80000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M22.00S,2024-11-03T02:11:06.2Z,1,REGULAR,2pt,Jump Shot,[],1629014,90.71944809461235,66.17647058823529,1610612757,0,0,2024-11-03T02:11:46Z,90000,False,81.0,35.0,1,right,MISS A. Simons 8' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,Mid-Range,8-16 Right,8.8,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2024-11-03T02:11:08.2Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612757,0,0,2024-11-03T02:11:16Z,100000,False,,,0,,D. Ayton REBOUND (Off:1 Def:0),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M20.00S,2024-11-03T02:11:10.7Z,1,REGULAR,foul,personal,['2freethrow'],203078,,,1610612757,0,0,2024-11-03T02:11:19Z,110000,False,,,0,,B. Beal shooting personal FOUL (1 PF) (Ayton 2 FT),"[203078, 1629028]",1610612756.0,PHX,shooting,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,1148.0,1.0,0.0,Ayton,1629028.0,,,,,,,,,
13,PT11M20.00S,2024-11-03T02:11:34.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629028,,,1610612757,0,1,2024-11-03T02:11:34Z,130000,False,,,0,,D. Ayton Free Throw 1 of 2 (1 PTS),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
14,PT11M20.00S,2024-11-03T02:11:49.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629028,,,1610612757,0,2,2024-11-03T02:11:49Z,140000,False,,,0,,D. Ayton Free Throw 2 of 2 (2 PTS),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
15,PT11M03.00S,2024-11-03T02:12:10.8Z,1,REGULAR,foul,personal,[],1641739,,,1610612756,0,2,2024-11-03T02:12:24Z,150000,False,,,0,,T. Camara personal FOUL (1 PF),"[1641739, 201142]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,8-16 Left,,,,,,,1627961.0,1.0,0.0,Durant,201142.0,,,,,,,,,
17,PT11M01.00S,2024-11-03T02:12:31.6Z,1,REGULAR,3pt,Jump Shot,[],203078,32.50657030223391,36.274509803921575,1610612756,3,2,2024-11-03T02:12:35Z,170000,False,69.0,253.0,1,left,B. Beal 26' 3PT  (3 PTS) (K. Durant 1 AST),"[203078, 201142]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,26.22,Made,,,,,,,,,,3.0,K. Durant,201142.0,1.0,,,,,
19,PT10M34.00S,2024-11-03T02:12:58.4Z,1,REGULAR,2pt,Jump Shot,[],1629014,91.50788436268068,25.490196078431367,1610612757,3,2,2024-11-03T02:13:13Z,190000,False,-123.0,27.0,1,right,MISS A. Simons 12' fadeaway Shot,[1629014],1610612757.0,POR,fadeaway,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,12.55,Missed,,,,,,,,,,,,,,,,,,
20,PT10M31.00S,2024-11-03T02:13:01.4Z,1,REGULAR,rebound,defensive,[],203078,,,1610612756,3,2,2024-11-03T02:13:02Z,200000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M27.00S,2024-11-03T02:13:06.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201142,29.878449408672807,26.470588235294116,1610612756,3,2,2024-11-03T02:13:11Z,210000,False,118.0,228.0,1,left,MISS K. Durant 25' running 3PT,[201142],1610612756.0,PHX,running,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
22,PT10M23.00S,2024-11-03T02:13:10.1Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,3,2,2024-11-03T02:13:11Z,220000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,,
23,PT10M06.00S,2024-11-03T02:13:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,91.90210249671485,34.55882352941177,1610612757,3,2,2024-11-03T02:13:30Z,230000,False,-77.0,24.0,1,right,MISS D. Ayton 8' turnaround fadeaway Shot,[1629028],1610612757.0,POR,turnaround fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,8.07,Missed,,,,,,,,,,,,,,,,,,
24,PT10M04.00S,2024-11-03T02:13:28.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,3,2,2024-11-03T02:13:30Z,240000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:1),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M54.00S,2024-11-03T02:13:38.8Z,1,REGULAR,2pt,Jump Shot,[],201142,19.23455978975032,66.42156862745098,1610612756,3,2,2024-11-03T02:13:43Z,250000,False,-82.0,128.0,1,left,MISS K. Durant 15' fadeaway Shot,[201142],1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,15.23,Missed,,,,,,,,,,,,,,,,,,
26,PT09M51.00S,2024-11-03T02:13:41.8Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,3,2,2024-11-03T02:13:45Z,260000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Left,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M45.00S,2024-11-03T02:13:48.4Z,1,REGULAR,3pt,Jump Shot,[],203924,75.73915900131406,87.74509803921569,1610612757,3,5,2024-11-03T02:13:57Z,270000,False,189.0,176.0,1,right,J. Grant 25' 3PT pullup (3 PTS),[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,25.78,Made,,,,,,,,,,3.0,,,,,,,,
