actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-03-27T02:13:43.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-27T02:13:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2025-03-27T02:13:49.0Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612738,0,0,2025-03-27T02:13:49Z,40000,False,,,0,,Jump Ball K. Porziņģis vs. N. Richards: Tip to D. White,"[1628401, 204001, 1630208]",1610612738.0,BOS,startperiod,D. White,1628401.0,White,D. White,Porziņģis,204001.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-03-27T02:13:57.1Z,1,REGULAR,3pt,Jump Shot,[],1627759,23.73521681997372,86.76470588235294,1610612738,0,3,2025-03-27T02:14:03Z,70000,False,-184.0,171.0,1,left,J. Brown 25' 3PT  (3 PTS) (K. Porziņģis 1 AST),"[1627759, 204001]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.08,Made,3.0,K. Porziņģis,204001.0,1.0,,,,,,,,,,,,,,
9,PT11M18.00S,2025-03-27T02:14:24.4Z,1,REGULAR,2pt,Jump Shot,[],1626164,92.9862023653088,13.970588235294118,1610612756,0,3,2025-03-27T02:14:29Z,90000,False,-180.0,13.0,1,right,MISS D. Booker 18' step back Shot,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left,18.06,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2025-03-27T02:14:27.4Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,0,3,2025-03-27T02:14:29Z,100000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Left,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M11.00S,2025-03-27T02:14:31.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,18.74178712220762,4.411764705882353,1610612738,0,3,2025-03-27T02:14:37Z,110000,False,228.0,124.0,1,left,MISS D. White 25' running 3PT,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2025-03-27T02:14:36.1Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,0,3,2025-03-27T02:14:36Z,120000,False,,,0,,A. Horford REBOUND (Off:1 Def:0),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,
13,PT11M04.00S,2025-03-27T02:14:38.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,23.99802890932983,11.27450980392157,1610612738,0,6,2025-03-27T02:14:41Z,130000,False,194.0,173.0,1,left,J. Brown 25' 3PT  (6 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.97,Made,6.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,,
15,PT10M52.00S,2025-03-27T02:14:50.3Z,1,REGULAR,3pt,Jump Shot,[],1642346,92.9862023653088,2.941176470588235,1610612756,0,6,2025-03-27T02:14:56Z,150000,False,-235.0,13.0,1,right,MISS R. Dunn 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Left Corner 3,24+ Left,23.57,Missed,,,,,,,,,,,,,,,,,,
16,PT10M49.00S,2025-03-27T02:14:53.2Z,1,REGULAR,rebound,offensive,[],1631221,,,1610612756,0,6,2025-03-27T02:14:53Z,160000,False,,,0,,C. Gillespie REBOUND (Off:1 Def:0),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Left Corner 3,24+ Left,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,
17,PT10M47.00S,2025-03-27T02:14:54.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631221,89.83245729303549,44.6078431372549,1610612756,2,6,2025-03-27T02:15:04Z,170000,False,-27.0,43.0,1,right,C. Gillespie putback Layup (2 PTS),[1631221],1610612756.0,PHX,putback,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),0-8 Center,5.09,Made,2.0,,,,,,,,,,,,,,,,,
18,PT10M36.00S,2025-03-27T02:15:06.3Z,1,REGULAR,3pt,Jump Shot,[],204001,32.14520367936925,35.049019607843135,1610612738,2,9,2025-03-27T02:15:12Z,180000,False,75.0,250.0,1,left,K. Porziņģis 26' 3PT  (3 PTS) (D. White 1 AST),"[204001, 1628401]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,26.07,Made,3.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,
20,PT10M20.00S,2025-03-27T02:15:24.9Z,1,REGULAR,foul,personal,[],1627759,,,1610612756,2,9,2025-03-27T02:15:44Z,200000,False,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 201142]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,101284.0,1.0,0.0,Durant,201142.0,,,,,
22,PT10M13.00S,2025-03-27T02:15:49.6Z,1,REGULAR,2pt,Jump Shot,[],201142,81.02825229960578,85.04901960784314,1610612756,4,9,2025-03-27T02:15:54Z,220000,False,175.0,126.0,1,right,K. Durant 21' Jump Shot (2 PTS) (D. Booker 1 AST),"[201142, 1626164]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right,21.57,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
24,PT09M59.00S,2025-03-27T02:16:03.7Z,1,REGULAR,3pt,Jump Shot,[],201950,8.492115637319317,1.9607843137254901,1610612738,4,12,2025-03-27T02:16:11Z,240000,False,240.0,27.0,1,left,J. Holiday 24' 3PT  (3 PTS) (A. Horford 2 AST),"[201950, 201143]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,24.17,Made,3.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,
26,PT09M46.00S,2025-03-27T02:16:16.7Z,1,REGULAR,3pt,Jump Shot,[],1642346,69.33311432325887,66.91176470588235,1610612756,4,12,2025-03-27T02:16:56Z,260000,False,85.0,236.0,1,right,MISS R. Dunn 25' bank 3PT,[1642346],1610612756.0,PHX,bank,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,25.05,Missed,,,,,,,,,,,,,,,,,,
27,PT09M42.00S,2025-03-27T02:16:20.7Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,4,12,2025-03-27T02:16:28Z,270000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:1),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
28,PT09M30.00S,2025-03-27T02:16:32.4Z,1,REGULAR,3pt,Jump Shot,[],1627759,25.04927726675427,81.37254901960785,1610612738,4,12,2025-03-27T02:16:41Z,280000,False,-157.0,183.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,24.11,Missed,,,,,,,,,,,,,,,,,,
29,PT09M27.00S,2025-03-27T02:16:35.4Z,1,REGULAR,rebound,offensive,[],204001,,,1610612738,4,12,2025-03-27T02:16:41Z,290000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:1),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,,,,,,,28.0,2.0,1.0,1.0,,,,,,,,,,
30,PT09M26.00S,2025-03-27T02:16:36.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",204001,6.652431011826544,45.83333333333333,1610612738,4,12,2025-03-27T02:16:49Z,300000,False,21.0,10.0,1,left,MISS K. Porziņģis driving reverse DUNK,[204001],1610612738.0,BOS,driving reverse,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,,
31,PT09M26.00S,2025-03-27T02:16:36.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,4,12,2025-03-27T02:16:44Z,310000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,30.0,,,,,,,,,,,,,
33,PT09M05.00S,2025-03-27T02:17:10.4Z,1,REGULAR,3pt,Jump Shot,[],1642346,74.45795006570303,13.23529411764706,1610612756,7,12,2025-03-27T02:17:15Z,330000,False,-184.0,188.0,1,right,R. Dunn 26' 3PT  (3 PTS) (D. Booker 2 AST),"[1642346, 1626164]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,26.26,Made,3.0,D. Booker,1626164.0,2.0,,,,,,,,,,,,,,
35,PT08M51.00S,2025-03-27T02:17:24.2Z,1,REGULAR,3pt,Jump Shot,[],201143,29.25427069645204,23.03921568627451,1610612738,7,15,2025-03-27T02:17:31Z,350000,False,135.0,222.0,1,left,A. Horford 26' 3PT  (3 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,26.01,Made,3.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
37,PT08M27.00S,2025-03-27T02:17:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,84.31340341655716,50.49019607843137,1610612756,9,15,2025-03-27T02:17:54Z,370000,False,2.0,95.0,1,right,K. Durant 9' step back Jump Shot (4 PTS),[201142],1610612756.0,PHX,step back,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,9.5,Made,4.0,,,,,,,,,,,,,,,,,
38,PT08M14.00S,2025-03-27T02:18:00.9Z,1,REGULAR,3pt,Jump Shot,[],204001,28.203022339027594,74.75490196078431,1610612738,9,18,2025-03-27T02:18:06Z,380000,False,-124.0,213.0,1,left,K. Porziņģis 24' 3PT  (6 PTS) (D. White 2 AST),"[204001, 1628401]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,24.6,Made,6.0,D. White,1628401.0,2.0,,,,,,,,,,,,,,
40,PT07M58.00S,2025-03-27T02:18:16.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,86.02168199737189,48.03921568627451,1610612756,9,18,2025-03-27T02:18:48Z,400000,False,-10.0,79.0,1,right,MISS N. Richards 7' Layup - blocked,"[1630208, 201143]",1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,7.95,Missed,,,,,,,,,,,,,,Horford,201143.0,,,
