actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-11-27T03:05:37.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-27T03:05:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M51.00S,2024-11-27T03:05:45.4Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612756,0,0,2024-11-27T03:05:45Z,40000,False,,,0,,Jump Ball J. Nurkić vs. A. Davis: Tip to T. Jones,"[1626145, 203994, 203076]",1610612756.0,PHX,startperiod,T. Jones,1626145.0,Jones,T. Jones,Nurkić,203994.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2024-11-27T03:05:59.0Z,1,REGULAR,3pt,Jump Shot,[],201142,74.45795006570303,11.519607843137255,1610612756,3,0,2024-11-27T03:06:03Z,70000,False,-192.0,188.0,1,right,K. Durant 26' 3PT  (3 PTS) (B. Beal 1 AST),"[201142, 203078]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,26.87,Made,3.0,B. Beal,203078.0,1.0,,,,,,,,,,,,,,
9,PT11M09.00S,2024-11-27T03:06:27.4Z,1,REGULAR,2pt,Jump Shot,[],203076,12.959921156373195,13.23529411764706,1610612747,3,2,2024-11-27T03:06:37Z,90000,False,184.0,69.0,1,left,A. Davis 19' fadeaway Jump Shot (2 PTS) (L. James 1 AST),"[203076, 2544]",1610612747.0,LAL,fadeaway,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right,19.64,Made,2.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
11,PT10M48.00S,2024-11-27T03:06:49.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,89.04402102496715,65.68627450980392,1610612756,3,2,2024-11-27T03:06:52Z,110000,False,78.0,50.0,1,right,MISS B. Beal 9' driving floating Shot,[203078],1610612756.0,PHX,driving floating,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Right,9.33,Missed,,,,,,,,,,,,,,,,,,
12,PT10M46.00S,2024-11-27T03:06:51.4Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,3,2,2024-11-27T03:06:51Z,120000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:0),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,
13,PT10M44.00S,2024-11-27T03:06:53.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626164,64.73390275952694,59.31372549019608,1610612756,3,2,2024-11-27T03:06:57Z,130000,False,47.0,279.0,1,right,MISS D. Booker 28' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,28.29,Missed,,,,,,,,,,,,,,,,,,
14,PT10M40.00S,2024-11-27T03:06:57.1Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,3,2,2024-11-27T03:06:57Z,140000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M36.00S,2024-11-27T03:07:00.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],2544,18.74178712220762,90.93137254901961,1610612747,3,5,2024-11-27T03:07:13Z,150000,False,-205.0,124.0,1,left,L. James 3PT running pullup (3 PTS) (A. Davis 1 AST),"[2544, 203076]",1610612747.0,LAL,running pullup,,,James,L. James,,,,,Above the Break 3,24+ Left Center,23.92,Made,3.0,A. Davis,203076.0,1.0,,,,,,,,,,,,,,
17,PT10M25.00S,2024-11-27T03:07:11.3Z,1,REGULAR,3pt,Jump Shot,[],203994,70.64717477003943,73.52941176470588,1610612756,3,5,2024-11-27T03:07:15Z,170000,False,118.0,223.0,1,right,MISS J. Nurkić 25' 3PT,[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
