actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-04-09T02:05:53.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-09T02:05:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-04-09T02:05:55.3Z,1,REGULAR,jumpball,recovered,[],1642346,,,1610612756,0,0,2025-04-09T02:05:55Z,40000,False,,,0,,Jump Ball N. Richards vs. D. Green: Tip to R. Dunn,"[1642346, 1630208, 203110]",1610612756.0,PHX,startperiod,R. Dunn,1642346.0,Dunn,R. Dunn,Richards,1630208.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-04-09T02:06:06.6Z,1,REGULAR,3pt,Jump Shot,[],1626164,25.312089356110377,12.745098039215685,1610612756,0,0,2025-04-09T02:06:15Z,70000,False,186.0,185.0,1,left,MISS D. Booker 26' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,26.28,Missed,,,,,,,,,,,,,,,,,,
8,PT11M46.00S,2025-04-09T02:06:06.6Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,0,0,2025-04-09T02:06:15Z,80000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M18.00S,2025-04-09T02:06:34.4Z,1,REGULAR,3pt,Jump Shot,[],1641764,82.34231274638634,94.6078431372549,1610612744,0,3,2025-04-09T02:06:40Z,90000,False,223.0,113.0,1,right,B. Podziemski 25' 3PT pullup (3 PTS),[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,25.02,Made,,,,,3.0,,,,,,,,,,,,,
10,PT10M51.00S,2025-04-09T02:07:00.7Z,1,REGULAR,3pt,Jump Shot,[],1642346,8.623521681997373,1.715686274509804,1610612756,0,3,2025-04-09T02:07:04Z,100000,False,241.0,29.0,1,left,MISS R. Dunn 24' 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Right Corner 3,24+ Right,24.31,Missed,,,,,,,,,,,,,,,,,,
11,PT10M49.00S,2025-04-09T02:07:03.3Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,0,3,2025-04-09T02:07:03Z,110000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT10M42.00S,2025-04-09T02:07:13.5Z,1,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612744,0,3,2025-04-09T02:07:34Z,120000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Butler III 2 FT),"[1626220, 202710]",1610612756.0,PHX,shooting,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201246.0,1.0,0.0,Butler III,202710.0,,,,,,,,
14,PT10M42.00S,2025-04-09T02:07:44.7Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612744,0,4,2025-04-09T02:07:44Z,140000,False,,,0,,J. Butler III Free Throw 1 of 2 (1 PTS),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
15,PT10M42.00S,2025-04-09T02:08:01.2Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612744,0,5,2025-04-09T02:08:01Z,150000,False,,,0,,J. Butler III Free Throw 2 of 2 (2 PTS),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
