actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-02-12T03:10:42.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-12T03:10:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-02-12T03:10:44.0Z,1,REGULAR,jumpball,recovered,[],1628991,,,1610612763,0,0,2025-02-12T03:10:44Z,40000,False,,,0,,Jump Ball Z. Edey vs. B. Bol: Tip to J. Jackson Jr.,"[1628991, 1641744, 1629626]",1610612763.0,MEM,startperiod,J. Jackson Jr.,1628991.0,Jackson Jr.,J. Jackson Jr.,Edey,1641744.0,Bol,1629626.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-02-12T03:11:00.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641744,88.38699080157687,51.470588235294116,1610612763,0,0,2025-02-12T03:11:20Z,70000,False,7.0,57.0,1,right,MISS Z. Edey cutting DUNK - blocked,"[1641744, 1629626]",1610612763.0,MEM,cutting,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,5.72,Missed,Bol,1629626.0,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-02-12T03:11:00.0Z,1,REGULAR,block,,[],1629626,,,1610612763,0,0,2025-02-12T03:11:02Z,80000,False,,,0,,B. Bol BLOCK (1 BLK),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M39.00S,2025-02-12T03:11:02.0Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612756,0,0,2025-02-12T03:11:04Z,90000,False,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M37.00S,2025-02-12T03:11:04.6Z,1,REGULAR,turnover,bad pass,[],1629626,,,1610612756,0,0,2025-02-12T03:11:09Z,100000,False,,,0,,B. Bol bad pass TURNOVER (1 TO),"[1629626, 1628991]",1610612756.0,PHX,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,,,,,,
11,PT11M37.00S,2025-02-12T03:11:04.6Z,1,REGULAR,steal,,[],1628991,,,1610612763,0,0,2025-02-12T03:11:06Z,110000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
12,PT11M33.00S,2025-02-12T03:11:08.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,93.38042049934296,52.20588235294118,1610612763,0,2,2025-02-12T03:11:45Z,120000,False,11.0,10.0,1,right,J. Morant alley-oop Layup (2 PTS) (J. Jackson Jr. 1 AST),"[1629630, 1628991]",1610612763.0,MEM,alley-oop,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,2.0,J. Jackson Jr.,1628991.0,1.0,,,,,
14,PT11M27.00S,2025-02-12T03:11:14.6Z,1,REGULAR,3pt,Jump Shot,[],201142,25.443495400788436,12.745098039215685,1610612756,0,2,2025-02-12T03:11:21Z,140000,False,186.0,187.0,1,left,MISS K. Durant 26' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,26.38,Missed,,,,,,,,,,,,,,,,,,
15,PT11M24.00S,2025-02-12T03:11:17.6Z,1,REGULAR,rebound,offensive,[],1629626,,,1610612756,0,2,2025-02-12T03:11:17Z,150000,False,,,0,,B. Bol REBOUND (Off:1 Def:1),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,,,,14.0,2.0,1.0,1.0,,,,,,,,,,,,
16,PT11M23.00S,2025-02-12T03:11:18.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201142,19.793035479632064,29.166666666666668,1610612756,2,2,2025-02-12T03:12:17Z,160000,False,104.0,134.0,1,left,K. Durant 16' Jump Shot (2 PTS) (B. Bol 1 AST),"[201142, 1629626]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,16.94,Made,,,,,,,,,,2.0,B. Bol,1629626.0,1.0,,,,,
18,PT11M04.00S,2025-02-12T03:11:37.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641744,92.06636005256242,45.09803921568628,1610612763,2,2,2025-02-12T03:11:41Z,180000,False,-25.0,22.0,1,right,MISS Z. Edey alley-oop DUNK,[1641744],1610612763.0,MEM,alley-oop,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,,
19,PT11M02.00S,2025-02-12T03:11:39.8Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612756,2,2,2025-02-12T03:11:41Z,190000,False,,,0,,B. Bol REBOUND (Off:1 Def:2),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,18.0,3.0,2.0,1.0,,,,,,,,,,,,
20,PT10M58.00S,2025-02-12T03:11:43.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629626,30.699737187910642,70.58823529411765,1610612756,5,2,2025-02-12T03:12:58Z,200000,False,-103.0,236.0,1,left,B. Bol 25' 3PT running pullup (3 PTS) (T. Jones 1 AST),"[1629626, 1626145]",1610612756.0,PHX,running pullup,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,25.75,Made,,,,,,,,,,3.0,T. Jones,1626145.0,1.0,,,,,
23,PT10M40.00S,2025-02-12T03:12:22.5Z,1,REGULAR,3pt,Jump Shot,[],1642377,71.43561103810775,78.43137254901961,1610612763,5,5,2025-02-12T03:13:19Z,230000,False,142.0,216.0,1,right,J. Wells 25' 3PT pullup (3 PTS),[1642377],1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,25.86,Made,,,,,,,,,,3.0,,,,,,,,
24,PT10M17.00S,2025-02-12T03:12:45.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,8.623521681997373,49.754901960784316,1610612756,7,5,2025-02-12T03:12:49Z,240000,False,1.0,29.0,1,left,N. Richards cutting Layup (2 PTS) (D. Booker 1 AST),"[1630208, 1626164]",1610612756.0,PHX,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,,,,2.0,D. Booker,1626164.0,1.0,,,,,
26,PT09M54.00S,2025-02-12T03:13:08.5Z,1,REGULAR,3pt,Jump Shot,[],1629630,64.60249671484888,30.88235294117647,1610612763,7,5,2025-02-12T03:13:12Z,260000,False,-96.0,280.0,1,right,MISS J. Morant 29' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,29.61,Missed,,,,,,,,,,,,,,,,,,
27,PT09M53.00S,2025-02-12T03:13:09.5Z,1,REGULAR,rebound,offensive,[],1642377,,,1610612763,7,5,2025-02-12T03:13:12Z,270000,False,,,0,,J. Wells REBOUND (Off:1 Def:0),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,,,26.0,1.0,0.0,1.0,,,,,,,,,,,,
28,PT09M51.00S,2025-02-12T03:13:11.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1642377,85.10183968462549,16.42156862745098,1610612763,7,7,2025-02-12T03:13:45Z,280000,False,-168.0,88.0,1,right,J. Wells 18' pullup Jump Shot (5 PTS),[1642377],1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,Mid-Range,16-24 Left,18.93,Made,,,,,,,,,,5.0,,,,,,,,
