actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-28T02:10:27.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-28T02:10:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-11-28T02:10:30.4Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612756,0,0,2024-11-28T02:10:30Z,40000,False,,,0,,Jump Ball J. Nurkić vs. B. Simmons: Tip to T. Jones,"[1626145, 203994, 1627732]",1610612756.0,PHX,startperiod,T. Jones,1626145.0,Jones,T. Jones,Nurkić,203994.0,Simmons,1627732.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2024-11-28T02:10:51.5Z,1,REGULAR,3pt,Jump Shot,[],201142,73.40670170827858,16.176470588235293,1610612756,3,0,2024-11-28T02:10:57Z,70000,False,-169.0,197.0,1,right,K. Durant 26' 3PT  (3 PTS) (T. Jones 1 AST),"[201142, 1626145]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,26.0,Made,3.0,T. Jones,1626145.0,1.0,,,,,,,,,,,,,,
9,PT11M26.00S,2024-11-28T02:11:12.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627732,7.046649145860711,50.73529411764706,1610612751,3,2,2024-11-28T02:11:18Z,90000,False,-4.0,14.0,1,left,B. Simmons alley-oop DUNK (2 PTS) (C. Johnson 1 AST),"[1627732, 1629661]",1610612751.0,BKN,alley-oop,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,1.42,Made,2.0,C. Johnson,1629661.0,1.0,,,,,,,,,,,,,,
11,PT10M59.00S,2024-11-28T02:11:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,93.51182654402102,50.245098039215684,1610612756,5,2,2024-11-28T02:11:44Z,110000,False,1.0,8.0,1,right,T. Jones driving Layup (2 PTS) (D. Booker 1 AST),"[1626145, 1626164]",1610612756.0,PHX,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,0.86,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
13,PT10M50.00S,2024-11-28T02:11:49.1Z,1,REGULAR,foul,personal,['2freethrow'],203994,,,1610612751,5,2,2024-11-28T02:12:15Z,130000,False,,,0,,J. Nurkić shooting personal FOUL (1 PF) (Johnson 2 FT),"[203994, 1629661]",1610612756.0,PHX,shooting,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,1.0,0.0,Johnson,1629661.0,,,,,,,,,
15,PT10M50.00S,2024-11-28T02:12:12.9Z,1,REGULAR,freethrow,1 of 2,[],1629661,,,1610612751,5,3,2024-11-28T02:12:12Z,150000,False,,,0,,C. Johnson Free Throw 1 of 2 (1 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
16,PT10M50.00S,2024-11-28T02:12:30.2Z,1,REGULAR,freethrow,2 of 2,[],1629661,,,1610612751,5,4,2024-11-28T02:12:30Z,160000,False,,,0,,C. Johnson Free Throw 2 of 2 (2 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
17,PT10M40.00S,2024-11-28T02:12:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,91.14651773981603,49.26470588235294,1610612756,7,4,2024-11-28T02:12:50Z,170000,False,-4.0,31.0,1,right,J. Nurkić cutting Layup (2 PTS) (K. Durant 1 AST),"[203994, 201142]",1610612756.0,PHX,cutting,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,3.09,Made,2.0,K. Durant,201142.0,1.0,,,,,,,,,,,,,,
19,PT10M40.00S,2024-11-28T02:12:48.4Z,1,REGULAR,foul,personal,['1freethrow'],1630533,,,1610612756,7,4,2024-11-28T02:12:55Z,190000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (Nurkić 1 FT),"[1630533, 203994]",1610612751.0,BKN,shooting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,1.0,0.0,Nurkić,203994.0,,,,,,,,,
