actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-03T02:45:42.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-03T02:45:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-03-03T02:45:49.6Z,1,REGULAR,jumpball,recovered,[],1630183,,,1610612750,0,0,2025-03-03T02:45:49Z,40000,False,,,0,,Jump Ball N. Reid vs. B. Bol: Tip to J. McDaniels,"[1630183, 1629675, 1629626]",1610612750.0,MIN,startperiod,J. McDaniels,1630183.0,McDaniels,J. McDaniels,Reid,1629675.0,Bol,1629626.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-03-03T02:45:58.1Z,1,REGULAR,2pt,Jump Shot,[],1630162,77.08607095926413,51.71568627450981,1610612750,0,2,2025-03-03T02:46:13Z,70000,False,9.0,163.0,1,right,A. Edwards 16' pullup Jump Shot (2 PTS) (J. Randle 1 AST),"[1630162, 203944]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,16.31,Made,2.0,J. Randle,203944.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2025-03-03T02:46:20.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,14.980289093298296,34.78094362745098,1610612756,0,2,2025-03-03T02:46:54Z,90000,False,76.0,88.0,1,left,MISS K. Durant 11' fadeaway Shot,[201142],1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,11.66,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2025-03-03T02:46:22.8Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,0,2,2025-03-03T02:46:54Z,100000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT10M59.00S,2025-03-03T02:46:44.4Z,1,REGULAR,3pt,Jump Shot,[],1630162,93.5611038107753,96.30055147058823,1610612750,0,2,2025-03-03T02:47:23Z,110000,False,232.0,8.0,1,right,MISS A. Edwards step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
12,PT10M57.00S,2025-03-03T02:46:46.4Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,0,2,2025-03-03T02:47:23Z,120000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M46.00S,2025-03-03T02:46:56.8Z,1,REGULAR,3pt,Jump Shot,[],1629626,26.10052562417871,17.401960784313726,1610612756,0,2,2025-03-03T02:47:39Z,130000,False,163.0,193.0,1,left,MISS B. Bol 25' pullup 3PT,[1629626],1610612756.0,PHX,pullup,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
14,PT10M44.00S,2025-03-03T02:46:58.8Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,0,2,2025-03-03T02:47:39Z,140000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M39.00S,2025-03-03T02:47:03.8Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,0,2,2025-03-03T02:48:12Z,150000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 1626164]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1.0,Booker,1626164.0,,,,,,,
