actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
186,PT10M21.00S,2025-02-08T03:38:56.1Z,2,REGULAR,substitution,out,[],1629004,,,1610612762,23,32,2025-02-08T03:39:00Z,1830000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M21.00S,2025-02-08T03:38:56.1Z,2,REGULAR,substitution,in,[],1641729,,,1610612762,23,32,2025-02-08T03:39:00Z,1840000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M11.00S,2025-02-08T03:39:20.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630548,90.75229960578186,64.2156862745098,1610612762,23,34,2025-02-08T03:39:29Z,1850000,False,71.0,34.0,1,right,J. Juzang 7' driving floating bank Jump Shot (2 PTS) (I. Collier 7 AST),"[1630548, 1642268]",1610612762.0,UTA,driving floating bank,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,7.9,Made,2.0,,,,,I. Collier,1642268.0,7.0,,,,,,,,,,
190,PT09M56.00S,2025-02-08T03:39:35.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629626,8.754927726675426,39.46078431372549,1610612756,25,34,2025-02-08T03:42:00Z,1870000,False,53.0,30.0,1,left,B. Bol 6' turnaround bank Jump Shot (2 PTS) (M. Morris 2 AST),"[1629626, 1628420]",1610612756.0,PHX,turnaround bank,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,6.05,Made,2.0,,,,,M. Morris,1628420.0,2.0,,,,,,,,,,
192,PT09M40.00S,2025-02-08T03:39:50.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642271,92.59198423127464,48.77450980392157,1610612762,25,36,2025-02-08T03:42:41Z,1890000,False,-6.0,17.0,1,right,K. Filipowski cutting DUNK (4 PTS) (I. Collier 8 AST),"[1642271, 1642268]",1610612762.0,UTA,cutting,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,1.82,Made,4.0,,,,,I. Collier,1642268.0,8.0,,,,,,,,,,
194,PT09M25.00S,2025-02-08T03:40:05.9Z,2,REGULAR,2pt,Jump Shot,[],1628420,22.552562417871222,39.21568627450981,1610612756,25,36,2025-02-08T03:43:00Z,1910000,False,54.0,159.0,1,left,MISS M. Morris 16' pullup Shot,[1628420],1610612756.0,PHX,pullup,,,Morris,M. Morris,,,,,Mid-Range,16-24 Center,16.84,Missed,,,,,,,,,,,,,,,,,,
195,PT09M25.00S,2025-02-08T03:40:05.9Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,25,36,2025-02-08T03:40:12Z,1920000,False,,,0,,K. Filipowski REBOUND (Off:3 Def:2),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Center,,,,194.0,5.0,2.0,3.0,,,,,,,,,,,,,
196,PT09M19.00S,2025-02-08T03:40:17.1Z,2,REGULAR,foul,personal,[],1628960,,,1610612762,25,36,2025-02-08T03:40:56Z,1930000,False,,,0,,G. Allen personal FOUL (2 PF),"[1628960, 1628381]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1830.0,2.0,0.0,Collins,1628381.0
198,PT09M19.00S,2025-02-08T03:40:26.1Z,2,REGULAR,substitution,out,[],203486,,,1610612762,25,36,2025-02-08T03:40:31Z,1950000,False,,,0,,SUB out: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M19.00S,2025-02-08T03:40:26.1Z,2,REGULAR,substitution,in,[],1630208,,,1610612762,25,36,2025-02-08T03:40:31Z,1960000,False,,,0,,SUB in: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M16.00S,2025-02-08T03:40:43.6Z,2,REGULAR,turnover,out-of-bounds,[],1642268,,,1610612762,25,36,2025-02-08T03:41:18Z,1970000,False,,,0,,I. Collier bad pass out-of-bounds TURNOVER (2 TO),[1642268],1610612762.0,UTA,bad pass,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2.0,,,,,202035.0,,,,
201,PT09M03.00S,2025-02-08T03:41:03.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628420,22.946780551905388,87.99019607843137,1610612756,25,36,2025-02-08T03:41:19Z,1980000,False,-190.0,163.0,1,left,MISS M. Morris 25' 3PT,[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,25.05,Missed,,,,,,,,,,,,,,,,,,
202,PT09M01.00S,2025-02-08T03:41:08.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,25,36,2025-02-08T03:41:08Z,1990000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,,201.0,,,,,,,,,,,,,,,,
204,PT08M55.00S,2025-02-08T03:41:24.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628960,33.98488830486202,63.970588235294116,1610612756,25,36,2025-02-08T03:41:30Z,2010000,False,-70.0,267.0,1,left,MISS G. Allen 27' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,27.6,Missed,,,,,,,,,,,,,,,,,,
205,PT08M51.00S,2025-02-08T03:41:28.2Z,2,REGULAR,rebound,offensive,[],1627814,,,1610612756,25,36,2025-02-08T03:41:30Z,2020000,False,,,0,,D. Lee REBOUND (Off:1 Def:0),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Above the Break 3,24+ Center,,,,204.0,1.0,0.0,1.0,,,,,,,,,,,,,
206,PT08M50.00S,2025-02-08T03:41:29.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627814,8.229303547963205,48.77450980392157,1610612756,27,36,2025-02-08T03:41:35Z,2030000,False,6.0,25.0,1,left,D. Lee Hook (2 PTS),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Restricted Area,0-8 Center,2.56,Made,2.0,,,,,,,,,,,,,,,,,
207,PT08M36.00S,2025-02-08T03:41:43.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,84.44480946123521,57.107843137254896,1610612762,27,36,2025-02-08T03:41:47Z,2040000,False,36.0,94.0,1,right,MISS J. Collins 10' Layup,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,10.02,Missed,,,,,,,,,,,,,,,,,,
208,PT08M35.00S,2025-02-08T03:41:44.1Z,2,REGULAR,rebound,offensive,[],1628381,,,1610612762,27,36,2025-02-08T03:41:47Z,2050000,False,,,0,,J. Collins REBOUND (Off:2 Def:0),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,207.0,2.0,0.0,2.0,,,,,,,,,,,,,
209,PT08M34.00S,2025-02-08T03:41:45.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628381,91.19579500657031,55.170036764705884,1610612762,27,36,2025-02-08T03:41:52Z,2060000,False,26.0,30.0,1,right,MISS J. Collins putback Layup - blocked,"[1628381, 1630208]",1610612762.0,UTA,putback,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,Richards,1630208.0,,,,,
339,PT08M34.00S,2025-02-08T03:41:45.4Z,2,REGULAR,block,,[],1630208,,,1610612762,27,36,2025-02-08T04:04:23Z,2065000,False,,,0,,N. Richards BLOCK (2 BLK),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
210,PT08M33.00S,2025-02-08T03:41:46.4Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612756,27,36,2025-02-08T03:41:52Z,2070000,False,,,0,,N. Richards REBOUND (Off:0 Def:3),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,209.0,3.0,3.0,0.0,,,,,,,,,,,,,
211,PT08M22.00S,2025-02-08T03:41:57.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628960,13.61695137976347,43.872549019607845,1610612756,27,36,2025-02-08T03:42:08Z,2080000,False,31.0,75.0,1,left,MISS G. Allen 8' driving floating Shot,[1628960],1610612756.0,PHX,driving floating,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,8.15,Missed,,,,,,,,,,,,,,,,,,
212,PT08M17.00S,2025-02-08T03:42:02.6Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,27,36,2025-02-08T03:42:08Z,2090000,False,,,0,,K. Filipowski REBOUND (Off:3 Def:3),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,,,,211.0,6.0,3.0,3.0,,,,,,,,,,,,,
213,PT08M07.00S,2025-02-08T03:42:12.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630548,84.1819973718791,41.42156862745098,1610612762,27,36,2025-02-08T03:42:17Z,2100000,False,-43.0,96.0,1,right,MISS J. Juzang 10' turnaround Shot,[1630548],1610612762.0,UTA,turnaround,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),8-16 Center,10.53,Missed,,,,,,,,,,,,,,,,,,
214,PT08M04.00S,2025-02-08T03:42:15.5Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612756,27,36,2025-02-08T03:42:17Z,2110000,False,,,0,,N. Richards REBOUND (Off:0 Def:4),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,213.0,4.0,4.0,0.0,,,,,,,,,,,,,
215,PT07M52.00S,2025-02-08T03:42:28.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627814,12.040078843626807,39.46078431372549,1610612756,27,36,2025-02-08T03:42:36Z,2120000,False,53.0,61.0,1,left,MISS D. Lee 8' Jump Shot - blocked,"[1627814, 1642271]",1610612756.0,PHX,,,,Lee,D. Lee,,,,,In The Paint (Non-RA),0-8 Center,8.04,Missed,,,,,,,,,,,,Filipowski,1642271.0,,,,,
216,PT07M52.00S,2025-02-08T03:42:28.0Z,2,REGULAR,block,,[],1642271,,,1610612756,27,36,2025-02-08T03:42:30Z,2130000,False,,,0,,K. Filipowski BLOCK (1 BLK),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
217,PT07M52.00S,2025-02-08T03:42:28.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,27,36,2025-02-08T03:42:36Z,2140000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,215.0,,,,,,,,,,,,,,,,
219,PT07M52.00S,2025-02-08T03:42:32.5Z,2,REGULAR,substitution,out,[],1627814,,,1610612756,27,36,2025-02-08T03:42:59Z,2160000,False,,,0,,SUB out: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M52.00S,2025-02-08T03:42:32.5Z,2,REGULAR,substitution,out,[],1629626,,,1610612756,27,36,2025-02-08T03:42:59Z,2170000,False,,,0,,SUB out: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M52.00S,2025-02-08T03:42:32.5Z,2,REGULAR,substitution,out,[],1628420,,,1610612756,27,36,2025-02-08T03:42:59Z,2180000,False,,,0,,SUB out: M. Morris,[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M52.00S,2025-02-08T03:42:32.5Z,2,REGULAR,substitution,out,[],1642268,,,1610612756,27,36,2025-02-08T03:42:59Z,2190000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M52.00S,2025-02-08T03:42:32.5Z,2,REGULAR,substitution,out,[],1642271,,,1610612756,27,36,2025-02-08T03:42:59Z,2200000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M52.00S,2025-02-08T03:42:32.5Z,2,REGULAR,substitution,in,[],1626220,,,1610612756,27,36,2025-02-08T03:42:59Z,2210000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M52.00S,2025-02-08T03:42:32.5Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,27,36,2025-02-08T03:42:59Z,2220000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M52.00S,2025-02-08T03:42:32.5Z,2,REGULAR,substitution,in,[],1626145,,,1610612756,27,36,2025-02-08T03:42:59Z,2230000,False,,,0,,SUB in: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M52.00S,2025-02-08T03:42:32.5Z,2,REGULAR,substitution,in,[],1641718,,,1610612756,27,36,2025-02-08T03:42:59Z,2240000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M52.00S,2025-02-08T03:42:32.5Z,2,REGULAR,substitution,in,[],1631117,,,1610612756,27,36,2025-02-08T03:42:59Z,2250000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M44.00S,2025-02-08T03:43:02.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1626164,15.982260183968464,21.568627450980394,1610612756,29,36,2025-02-08T03:46:34Z,2260000,False,142.0,98.0,1,left,D. Booker 17' step back Jump Shot (11 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right,17.25,Made,11.0,,,,,,,,,,,,,,,,,
230,PT07M23.00S,2025-02-08T03:43:22.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641729,85.75886990801577,46.81372549019608,1610612762,29,36,2025-02-08T03:48:02Z,2270000,False,-16.0,81.0,1,right,MISS B. Sensabaugh 8' pullup Shot - blocked,"[1641729, 1628960]",1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Center,8.29,Missed,,,,,,,,,,,,Allen,1628960.0,,,,,
231,PT07M23.00S,2025-02-08T03:43:22.6Z,2,REGULAR,block,,[],1628960,,,1610612762,29,36,2025-02-08T03:45:16Z,2280000,False,,,0,,G. Allen BLOCK (1 BLK),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
232,PT07M20.00S,2025-02-08T03:43:25.6Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612756,29,36,2025-02-08T03:43:33Z,2290000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,230.0,1.0,1.0,0.0,,,,,,,,,,,,,
233,PT07M19.00S,2025-02-08T03:43:27.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626164,5.732588699080158,49.01960784313725,1610612756,31,36,2025-02-08T03:43:42Z,2300000,False,5.0,1.0,1,left,D. Booker running Layup (13 PTS) (T. Jones 1 AST),"[1626164, 1626145]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,0.51,Made,13.0,,,,,T. Jones,1626145.0,1.0,,,,,,,,,,
234,PT07M19.00S,2025-02-08T03:43:32.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,31,36,2025-02-08T03:43:32Z,2310000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M19.00S,2025-02-08T03:45:51.3Z,2,REGULAR,substitution,out,[],1630548,,,1610612762,31,36,2025-02-08T03:46:10Z,2320000,False,,,0,,SUB out: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M19.00S,2025-02-08T03:45:51.3Z,2,REGULAR,substitution,in,[],1642268,,,1610612762,31,36,2025-02-08T03:46:10Z,2330000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M09.00S,2025-02-08T03:46:31.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,91.27792378449409,46.81372549019608,1610612762,31,38,2025-02-08T03:46:38Z,2340000,False,-16.0,29.0,1,right,W. Kessler alley-oop DUNK (4 PTS) (K. George 1 AST),"[1631117, 1641718]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.35,Made,4.0,,,,,K. George,1641718.0,1.0,,,,,,,,,,
239,PT06M58.00S,2025-02-08T03:46:44.2Z,2,REGULAR,foul,personal,[],1641718,,,1610612756,31,38,2025-02-08T03:46:49Z,2360000,False,,,0,,K. George personal FOUL (1 PF),"[1641718, 1626164]",1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Booker,1626164.0
241,PT06M58.00S,2025-02-08T03:46:49.5Z,2,REGULAR,substitution,out,[],1628381,,,1610612756,31,38,2025-02-08T03:46:53Z,2380000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M58.00S,2025-02-08T03:46:49.5Z,2,REGULAR,substitution,in,[],1628374,,,1610612756,31,38,2025-02-08T03:46:53Z,2390000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M46.00S,2025-02-08T03:47:15.4Z,2,REGULAR,turnover,bad pass,[],1626164,,,1610612756,31,38,2025-02-08T03:47:20Z,2400000,False,,,0,,D. Booker bad pass TURNOVER (2 TO),"[1626164, 1628374]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,Markkanen,1628374.0,,,,,,,
244,PT06M46.00S,2025-02-08T03:47:15.4Z,2,REGULAR,steal,,[],1628374,,,1610612762,31,38,2025-02-08T04:04:44Z,2410000,False,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
245,PT06M44.00S,2025-02-08T03:47:20.1Z,2,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612762,31,38,2025-02-08T03:47:29Z,2420000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1626220, 1628374]",1610612756.0,PHX,shooting,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Markkanen,1628374.0
247,PT06M44.00S,2025-02-08T03:47:46.1Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628374,,,1610612762,31,39,2025-02-08T03:47:46Z,2440000,False,,,0,,L. Markkanen Free Throw 1 of 2 (10 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
248,PT06M44.00S,2025-02-08T03:48:03.1Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628374,,,1610612762,31,40,2025-02-08T03:48:03Z,2450000,False,,,0,,L. Markkanen Free Throw 2 of 2 (11 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
249,PT06M30.00S,2025-02-08T03:48:19.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,6.521024967148489,56.61764705882353,1610612756,31,40,2025-02-08T03:50:09Z,2460000,False,-33.0,9.0,1,left,MISS N. Richards Layup - blocked,"[1630208, 1631117]",1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,3.42,Missed,,,,,,,,,,,,Kessler,1631117.0,,,,,
250,PT06M30.00S,2025-02-08T03:48:19.5Z,2,REGULAR,block,,[],1631117,,,1610612756,31,40,2025-02-08T03:48:23Z,2470000,False,,,0,,W. Kessler BLOCK (2 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
251,PT06M30.00S,2025-02-08T03:48:19.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,31,40,2025-02-08T03:50:57Z,2480000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,249.0,,,,,,,,,,,,,,,,
253,PT06M30.00S,2025-02-08T03:48:41.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,31,40,2025-02-08T03:50:57Z,2500000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M30.00S,2025-02-08T03:50:59.5Z,2,REGULAR,substitution,out,[],1642268,,,1610612762,31,40,2025-02-08T03:51:19Z,2520000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M30.00S,2025-02-08T03:50:59.5Z,2,REGULAR,substitution,in,[],1630548,,,1610612762,31,40,2025-02-08T03:51:19Z,2530000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M15.00S,2025-02-08T03:51:54.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,89.17542706964521,57.59803921568627,1610612762,31,40,2025-02-08T03:51:59Z,2540000,False,38.0,49.0,1,right,MISS W. Kessler 6' Layup,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,6.22,Missed,,,,,,,,,,,,,,,,,,
259,PT06M14.00S,2025-02-08T03:51:55.8Z,2,REGULAR,rebound,offensive,[],1631117,,,1610612762,31,40,2025-02-08T04:05:19Z,2550000,False,,,0,,W. Kessler REBOUND (Off:3 Def:4),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,258.0,7.0,4.0,3.0,,,,,,,,,,,,,
340,PT06M14.00S,2025-02-08T03:51:57.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,92.85479632063075,50.98039215686274,1610612762,31,40,2025-02-08T04:05:39Z,2555000,False,5.0,15.0,1,right,MISS W. Kessler tip Layup - blocked,"[1631117, 1630208]",1610612762.0,UTA,tip,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,1.55,Missed,,,,,,,,,,,,Richards,1630208.0,,,,,
342,PT06M14.00S,2025-02-08T03:51:57.9Z,2,REGULAR,block,,[],1630208,,,1610612762,31,40,2025-02-08T04:06:02Z,2556250,False,,,0,,N. Richards BLOCK (3 BLK),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
341,PT06M13.00S,2025-02-08T03:51:58.9Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612756,31,40,2025-02-08T04:05:39Z,2557500,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,340.0,1.0,1.0,0.0,,,,,,,,,,,,,
260,PT06M09.00S,2025-02-08T03:52:01.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,22.683968462549277,90.68627450980392,1610612756,34,40,2025-02-08T03:54:14Z,2560000,False,-203.0,161.0,1,left,D. Booker 25' 3PT running pullup (16 PTS) (G. Allen 2 AST),"[1626164, 1628960]",1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,25.92,Made,16.0,,,,,G. Allen,1628960.0,2.0,,,,,,,,,,
262,PT05M53.00S,2025-02-08T03:52:16.6Z,2,REGULAR,3pt,Jump Shot,[],1630548,69.33311432325887,75.98039215686273,1610612762,34,40,2025-02-08T03:52:22Z,2580000,False,130.0,236.0,1,right,MISS J. Juzang 26' 3PT,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Right Center,26.92,Missed,,,,,,,,,,,,,,,,,,
263,PT05M50.00S,2025-02-08T03:52:19.6Z,2,REGULAR,rebound,offensive,[],1641729,,,1610612762,34,40,2025-02-08T03:52:22Z,2590000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:0),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,262.0,1.0,0.0,1.0,,,,,,,,,,,,,
264,PT05M50.00S,2025-02-08T03:52:21.8Z,2,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612762,34,40,2025-02-08T03:52:28Z,2600000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (Sensabaugh 2 FT),"[1626164, 1641729]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Sensabaugh,1641729.0
266,PT05M50.00S,2025-02-08T03:53:05.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1641729,,,1610612762,34,41,2025-02-08T03:53:05Z,2620000,False,,,0,,B. Sensabaugh Free Throw 1 of 2 (1 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
