actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
17,PT10M55.00S,2025-03-01T02:12:09.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630208,,,1610612756,3,2,2025-03-01T02:12:30Z,170000,False,,,0,,MISS N. Richards Free Throw 2 of 2,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
18,PT10M53.00S,2025-03-01T02:12:11.8Z,1,REGULAR,rebound,defensive,[],203482,,,1610612740,3,2,2025-03-01T02:12:30Z,180000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,
19,PT10M44.00S,2025-03-01T02:12:37.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,92.59198423127464,55.392156862745104,1610612740,3,2,2025-03-01T02:12:44Z,190000,False,27.0,17.0,1,right,MISS K. Olynyk driving Layup - blocked,"[203482, 1629626]",1610612740.0,NOP,driving,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,3.2,Missed,,,,,,,,,,,,,,Bol,1629626.0,,,
20,PT10M44.00S,2025-03-01T02:12:37.2Z,1,REGULAR,block,,[],1629626,,,1610612740,3,2,2025-03-01T02:12:39Z,200000,False,,,0,,B. Bol BLOCK (1 BLK),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M44.00S,2025-03-01T02:12:37.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,3,2,2025-03-01T02:12:44Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,19.0,,,,,,,,,,,,,,,,
23,PT10M38.00S,2025-03-01T02:13:00.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203482,75.77201051248358,12.254901960784313,1610612740,3,2,2025-03-01T02:13:05Z,230000,False,-189.0,175.0,1,right,MISS K. Olynyk 25' 3PT,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
24,PT10M35.00S,2025-03-01T02:13:03.5Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612756,3,2,2025-03-01T02:13:05Z,240000,False,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,23.0,2.0,1.0,1.0,,,,,,,,,,,,,
25,PT10M24.00S,2025-03-01T02:13:13.9Z,1,REGULAR,3pt,Jump Shot,[],1626164,31.750985545335087,58.08823529411765,1610612756,6,2,2025-03-01T02:13:18Z,250000,False,-40.0,246.0,1,left,D. Booker 24' 3PT  (3 PTS) (K. Durant 1 AST),"[1626164, 201142]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,24.93,Made,3.0,,,,,K. Durant,201142.0,1.0,,,,,,,,,,
27,PT10M04.00S,2025-03-01T02:13:33.3Z,1,REGULAR,3pt,Jump Shot,[],1641722,66.3107752956636,43.872549019607845,1610612740,6,2,2025-03-01T02:13:38Z,270000,False,-31.0,264.0,1,right,MISS J. Hawkins 26' pullup 3PT,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,26.6,Missed,,,,,,,,,,,,,,,,,,
28,PT10M02.00S,2025-03-01T02:13:35.3Z,1,REGULAR,rebound,offensive,[],1642274,,,1610612740,6,2,2025-03-01T02:13:38Z,280000,False,,,0,,Y. Missi REBOUND (Off:1 Def:0),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Center,,,,27.0,1.0,0.0,1.0,,,,,,,,,,,,,
29,PT09M53.00S,2025-03-01T02:13:45.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642274,82.07950065703022,40.44117647058824,1610612740,6,4,2025-03-01T02:14:00Z,290000,False,-48.0,116.0,1,right,Y. Missi 12' floating Jump Shot (4 PTS) (B. Brown 2 AST),"[1642274, 1628971]",1610612740.0,NOP,floating,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),8-16 Center,12.55,Made,4.0,,,,,B. Brown,1628971.0,2.0,,,,,,,,,,
31,PT09M28.00S,2025-03-01T02:14:10.3Z,1,REGULAR,2pt,Jump Shot,[],1629626,6.521024967148489,28.921568627450984,1610612756,8,4,2025-03-01T02:14:27Z,310000,False,105.0,9.0,1,left,B. Bol 10' Jump Shot (2 PTS) (N. Richards 1 AST),"[1629626, 1630208]",1610612756.0,PHX,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Right,10.58,Made,2.0,,,,,N. Richards,1630208.0,1.0,,,,,,,,,,
33,PT09M12.00S,2025-03-01T02:14:25.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628971,86.81011826544021,43.13725490196079,1610612740,8,6,2025-03-01T02:14:30Z,330000,False,-34.0,71.0,1,right,B. Brown 7' driving Hook (2 PTS),[1628971],1610612740.0,NOP,driving,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.93,Made,2.0,,,,,,,,,,,,,,,,,
34,PT09M01.00S,2025-03-01T02:14:36.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630208,20.318659658344284,38.23529411764706,1610612756,10,6,2025-03-01T02:14:50Z,340000,False,59.0,138.0,1,left,N. Richards 15' Jump Shot (3 PTS) (D. Booker 1 AST),"[1630208, 1626164]",1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,15.05,Made,3.0,,,,,D. Booker,1626164.0,1.0,,,,,,,,,,
36,PT08M50.00S,2025-03-01T02:14:47.3Z,1,REGULAR,3pt,Jump Shot,[],1630530,69.59592641261499,73.2843137254902,1610612740,10,6,2025-03-01T02:14:51Z,360000,False,116.0,233.0,1,right,MISS T. Murphy III 26' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,26.07,Missed,,,,,,,,,,,,,,,,,,
37,PT08M48.00S,2025-03-01T02:14:49.3Z,1,REGULAR,rebound,defensive,[],1629626,,,1610612756,10,6,2025-03-01T02:14:51Z,370000,False,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,
38,PT08M32.00S,2025-03-01T02:15:05.9Z,1,REGULAR,3pt,Jump Shot,[],1629626,6.521024967148489,4.6568627450980395,1610612756,13,6,2025-03-01T02:15:11Z,380000,False,227.0,9.0,1,left,B. Bol 3PT  (5 PTS) (T. Jones 1 AST),"[1629626, 1626145]",1610612756.0,PHX,,,,Bol,B. Bol,,,,,Right Corner 3,24+ Right,22.69,Made,5.0,,,,,T. Jones,1626145.0,1.0,,,,,,,,,,
40,PT08M15.00S,2025-03-01T02:15:22.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642274,90.22667542706965,52.69607843137255,1610612740,13,6,2025-03-01T02:15:42Z,400000,False,13.0,39.0,1,right,MISS Y. Missi floating Shot - blocked,"[1642274, 1630208]",1610612740.0,NOP,floating,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,4.16,Missed,,,,,,,,,,,,,,Richards,1630208.0,,,
41,PT08M15.00S,2025-03-01T02:15:22.8Z,1,REGULAR,block,,[],1630208,,,1610612740,13,6,2025-03-01T02:15:25Z,410000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M15.00S,2025-03-01T02:15:22.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,13,6,2025-03-01T02:15:41Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,40.0,,,,,,,,,,,,,,,,
64,PT08M03.00S,2025-03-01T02:16:17.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612740,13,6,2025-03-01T02:21:16Z,455000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1199.0,,,,,,,,,
47,PT07M39.00S,2025-03-01T02:16:48.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626145,29.122864651773984,23.774509803921568,1610612756,13,6,2025-03-01T02:21:16Z,470000,False,131.0,221.0,1,left,MISS T. Jones 25' 3PT,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
48,PT07M36.00S,2025-03-01T02:16:51.5Z,1,REGULAR,rebound,offensive,[],201142,,,1610612756,13,6,2025-03-01T02:16:53Z,480000,False,,,0,,K. Durant REBOUND (Off:1 Def:0),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,47.0,1.0,0.0,1.0,,,,,,,,,,,,,
49,PT07M34.00S,2025-03-01T02:16:53.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance', 'fromturnover']",201142,16.90210249671485,63.23529411764706,1610612756,15,6,2025-03-01T02:21:16Z,490000,False,-66.0,106.0,1,left,K. Durant 12' Jump Shot (4 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,12.53,Made,4.0,,,,,,,,,,,,,,,,,
50,PT07M25.00S,2025-03-01T02:17:03.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,83.13074901445466,56.86274509803921,1610612740,15,6,2025-03-01T02:17:56Z,500000,False,34.0,106.0,1,right,MISS B. Brown 11' driving floating Shot,[1628971],1610612740.0,NOP,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,11.15,Missed,,,,,,,,,,,,,,,,,,
51,PT07M23.00S,2025-03-01T02:17:05.3Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612756,15,6,2025-03-01T02:17:10Z,510000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,50.0,3.0,2.0,1.0,,,,,,,,,,,,,
52,PT07M18.00S,2025-03-01T02:17:09.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629626,5.995400788436268,63.970588235294116,1610612756,17,6,2025-03-01T02:18:24Z,520000,False,-70.0,4.0,1,left,B. Bol 7' floating Jump Shot (7 PTS) (D. Booker 2 AST),"[1629626, 1626164]",1610612756.0,PHX,floating,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,7.0,Made,7.0,,,,,D. Booker,1626164.0,2.0,,,,,,,,,,
54,PT07M17.00S,2025-03-01T02:17:17.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,17,6,2025-03-01T02:17:17Z,540000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M03.00S,2025-03-01T02:20:17.2Z,1,REGULAR,turnover,bad pass,[],1630530,,,1610612740,17,6,2025-03-01T03:17:15Z,560000,False,,,0,,T. Murphy III bad pass TURNOVER (1 TO),"[1630530, 201142]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Durant,201142.0
57,PT07M03.00S,2025-03-01T02:20:17.2Z,1,REGULAR,steal,,[],201142,,,1610612756,17,6,2025-03-01T02:20:20Z,570000,False,,,0,,K. Durant STEAL (1 STL),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
58,PT06M50.00S,2025-03-01T02:20:29.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629626,17.427726675427067,5.392156862745098,1610612756,20,6,2025-03-01T02:21:34Z,580000,False,223.0,111.0,1,left,B. Bol 24' 3PT  (10 PTS) (D. Booker 3 AST),"[1629626, 1626164]",1610612756.0,PHX,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,24.92,Made,10.0,,,,,D. Booker,1626164.0,3.0,,,,,,,,,,
61,PT06M42.00S,2025-03-01T02:20:47.7Z,1,REGULAR,substitution,out,[],1628971,,,1610612740,20,6,2025-03-01T02:20:56Z,610000,False,,,0,,SUB out: B. Brown,[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M42.00S,2025-03-01T02:20:47.7Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,20,6,2025-03-01T02:20:56Z,620000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M42.00S,2025-03-01T02:21:12.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,20,6,2025-03-01T02:21:19Z,630000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M34.00S,2025-03-01T02:24:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,89.43823915900131,47.30392156862745,1610612740,20,8,2025-03-01T02:24:18Z,650000,False,-13.0,47.0,1,right,Y. Missi cutting Layup (6 PTS) (J. Alvarado 1 AST),"[1642274, 1630631]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,4.87,Made,6.0,,,,,J. Alvarado,1630631.0,1.0,,,,,,,,,,
68,PT06M23.00S,2025-03-01T02:24:25.0Z,1,REGULAR,2pt,Jump Shot,[],201142,18.74178712220762,31.862745098039213,1610612756,20,8,2025-03-01T02:24:29Z,670000,False,91.0,124.0,1,left,MISS K. Durant 15' Jump Shot,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,15.34,Missed,,,,,,,,,,,,,,,,,,
69,PT06M21.00S,2025-03-01T02:24:27.0Z,1,REGULAR,rebound,defensive,[],203482,,,1610612740,20,8,2025-03-01T02:25:44Z,680000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Right,,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,
70,PT06M05.00S,2025-03-01T02:24:43.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,84.57621550591328,49.01960784313725,1610612740,20,10,2025-03-01T02:25:54Z,690000,False,-5.0,92.0,1,right,T. Murphy III 9' fadeaway Jump Shot (2 PTS) (K. Olynyk 1 AST),"[1630530, 203482]",1610612740.0,NOP,fadeaway,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,9.26,Made,2.0,,,,,K. Olynyk,203482.0,1.0,,,,,,,,,,
72,PT05M41.00S,2025-03-01T02:25:07.8Z,1,REGULAR,3pt,Jump Shot,[],1629626,28.991458607095925,16.42156862745098,1610612756,20,10,2025-03-01T02:25:11Z,710000,False,168.0,220.0,1,left,MISS B. Bol 27' 3PT,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,27.67,Missed,,,,,,,,,,,,,,,,,,
73,PT05M39.00S,2025-03-01T02:25:09.8Z,1,REGULAR,rebound,defensive,[],203482,,,1610612740,20,10,2025-03-01T02:25:11Z,720000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:3),[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,72.0,3.0,3.0,0.0,,,,,,,,,,,,,
74,PT05M31.00S,2025-03-01T02:25:17.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,91.93495400788436,39.46078431372549,1610612740,20,10,2025-03-01T02:25:22Z,730000,False,-53.0,23.0,1,right,MISS T. Murphy III driving Layup,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,5.76,Missed,,,,,,,,,,,,,,,,,,
75,PT05M27.00S,2025-03-01T02:25:21.3Z,1,REGULAR,rebound,offensive,[],1642274,,,1610612740,20,10,2025-03-01T02:25:22Z,740000,False,,,0,,Y. Missi REBOUND (Off:2 Def:0),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,74.0,2.0,0.0,2.0,,,,,,,,,,,,,
76,PT05M27.00S,2025-03-01T02:25:21.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642274,94.40999984741211,50.0,1610612740,20,12,2025-03-01T02:25:21Z,750000,False,0.0,0.0,1,right,Y. Missi tip DUNK (8 PTS),[1642274],1610612740.0,NOP,tip,,,Missi,Y. Missi,,,,,Mid-Range,8-16 Left,0.0,Made,8.0,,,,,,,,,,,,,,,,,
77,PT05M18.00S,2025-03-01T02:25:30.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,6.915243101182654,44.36274509803921,1610612756,22,12,2025-03-01T02:27:32Z,760000,False,28.0,13.0,1,left,N. Richards cutting Layup (5 PTS) (T. Jones 2 AST),"[1630208, 1626145]",1610612756.0,PHX,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,3.08,Made,5.0,,,,,T. Jones,1626145.0,2.0,,,,,,,,,,
79,PT04M58.00S,2025-03-01T02:25:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,93.38042049934296,54.90196078431373,1610612740,22,14,2025-03-01T02:25:55Z,780000,False,25.0,10.0,1,right,Y. Missi driving Layup (10 PTS) (T. Murphy III 1 AST),"[1642274, 1630530]",1610612740.0,NOP,driving,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,2.64,Made,10.0,,,,,T. Murphy III,1630530.0,1.0,,,,,,,,,,
82,PT04M40.00S,2025-03-01T02:26:13.3Z,1,REGULAR,substitution,out,[],1630208,,,1610612756,22,14,2025-03-01T02:26:32Z,810000,False,,,0,,SUB out: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M40.00S,2025-03-01T02:26:13.3Z,1,REGULAR,substitution,out,[],1629626,,,1610612756,22,14,2025-03-01T02:26:32Z,820000,False,,,0,,SUB out: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M40.00S,2025-03-01T02:26:13.3Z,1,REGULAR,substitution,out,[],203482,,,1610612756,22,14,2025-03-01T02:26:32Z,830000,False,,,0,,SUB out: K. Olynyk,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M40.00S,2025-03-01T02:26:13.3Z,1,REGULAR,substitution,in,[],203486,,,1610612756,22,14,2025-03-01T02:26:32Z,840000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M40.00S,2025-03-01T02:26:13.3Z,1,REGULAR,substitution,in,[],1626220,,,1610612756,22,14,2025-03-01T02:26:32Z,850000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M40.00S,2025-03-01T02:26:13.3Z,1,REGULAR,substitution,in,[],1631255,,,1610612756,22,14,2025-03-01T02:26:32Z,860000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M36.00S,2025-03-01T02:26:39.4Z,1,REGULAR,2pt,Jump Shot,[],201142,7.703679369250986,67.64705882352942,1610612756,24,14,2025-03-01T02:26:45Z,870000,False,-88.0,20.0,1,left,K. Durant 9' pullup Jump Shot (6 PTS),[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,9.04,Made,6.0,,,,,,,,,,,,,,,,,
89,PT04M36.00S,2025-03-01T02:26:43.0Z,1,REGULAR,foul,personal,['1freethrow'],1630631,,,1610612756,24,14,2025-03-01T02:26:47Z,880000,False,,,0,,J. Alvarado shooting personal FOUL (1 PF) (Durant 1 FT),"[1630631, 201142]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1199.0,1.0,0.0,Durant,201142.0,,,,,
91,PT04M36.00S,2025-03-01T02:26:50.3Z,1,REGULAR,substitution,out,[],1626145,,,1610612756,24,14,2025-03-01T02:27:32Z,900000,False,,,0,,SUB out: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M36.00S,2025-03-01T02:26:50.3Z,1,REGULAR,substitution,out,[],1641722,,,1610612756,24,14,2025-03-01T02:27:32Z,910000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M36.00S,2025-03-01T02:26:50.3Z,1,REGULAR,substitution,in,[],1631221,,,1610612756,24,14,2025-03-01T02:27:32Z,920000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M36.00S,2025-03-01T02:26:50.3Z,1,REGULAR,substitution,in,[],1641810,,,1610612756,24,14,2025-03-01T02:27:32Z,930000,False,,,0,,SUB in: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
