actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-03-22T02:10:55.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-22T02:10:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-03-22T02:10:57.1Z,1,REGULAR,jumpball,recovered,[],1628378,,,1610612739,0,0,2025-03-22T02:10:57Z,40000,False,,,0,,Jump Ball J. Allen vs. O. Ighodaro: Tip to D. Mitchell,"[1628378, 1628386, 1642345]",1610612739.0,CLE,startperiod,D. Mitchell,1628378.0,Mitchell,D. Mitchell,Allen,1628386.0,Ighodaro,1642345.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2025-03-22T02:11:11.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,87.59855453350855,51.71568627450981,1610612739,0,0,2025-03-22T02:15:12Z,70000,False,9.0,64.0,1,right,MISS E. Mobley 6' driving Hook - blocked,"[1630596, 201142]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,6.47,Missed,Durant,201142.0,,,,,,,,,,,,,,,,
8,PT11M39.00S,2025-03-22T02:11:11.5Z,1,REGULAR,block,,[],201142,,,1610612739,0,0,2025-03-22T02:11:15Z,80000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M33.00S,2025-03-22T02:11:17.5Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,0,0,2025-03-22T02:11:19Z,90000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M30.00S,2025-03-22T02:11:19.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201142,31.225361366622867,14.215686274509803,1610612756,0,0,2025-03-22T02:12:17Z,100000,False,179.0,241.0,1,left,MISS K. Durant 30' running 3PT,[201142],1610612756.0,PHX,running,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,30.01,Missed,,,,,,,,,,,,,,,,,,
11,PT11M28.00S,2025-03-22T02:11:23.1Z,1,REGULAR,rebound,offensive,[],1642345,,,1610612756,0,0,2025-03-22T02:11:23Z,110000,False,,,0,,O. Ighodaro REBOUND (Off:1 Def:0),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Right Center,,,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,
12,PT11M15.00S,2025-03-22T02:11:35.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626164,29.517082785808146,25.735294117647058,1610612756,0,0,2025-03-22T02:11:41Z,120000,False,121.0,225.0,1,left,MISS D. Booker 25' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
13,PT11M12.00S,2025-03-22T02:11:38.6Z,1,REGULAR,rebound,offensive,[],1642345,,,1610612756,0,0,2025-03-22T02:11:38Z,130000,False,,,0,,O. Ighodaro REBOUND (Off:2 Def:0),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Right Center,,,,,12.0,2.0,0.0,2.0,,,,,,,,,,,,
14,PT11M07.00S,2025-03-22T02:11:43.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642346,4.681340341655716,93.87254901960785,1610612756,0,0,2025-03-22T02:11:47Z,140000,False,-219.0,-8.0,1,left,MISS R. Dunn 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Left Corner 3,24+ Left,21.96,Missed,,,,,,,,,,,,,,,,,,
