actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
90,PT04M58.00S,2024-12-26T03:53:11.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203999,19.793035479632064,34.068627450980394,1610612743,19,15,2024-12-26T03:53:15Z,900000,False,80.0,134.0,1,left,N. Jokić 15' Jump Shot (4 PTS) (C. Braun 1 AST),"[203999, 1631128]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Right,,,,,15.56,Made,4.0,C. Braun,1631128.0,1.0,,,,,,,,,,
92,PT04M46.00S,2024-12-26T03:53:23.2Z,1,REGULAR,turnover,bad pass,[],203994,,,1610612756,19,15,2024-12-26T03:53:28Z,920000,False,,,0,,J. Nurkić bad pass TURNOVER (1 TO),"[203994, 203999]",1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,1.0,Jokić,203999.0,,,,,,,,,,,,,,,,
93,PT04M46.00S,2024-12-26T03:53:23.2Z,1,REGULAR,steal,,[],203999,,,1610612743,19,15,2024-12-26T03:53:24Z,930000,False,,,0,,N. Jokić STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
94,PT04M43.00S,2024-12-26T03:53:29.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203994,,,1610612743,19,15,2024-12-26T03:53:37Z,940000,False,,,0,,J. Nurkić shooting personal FOUL (2 PF) (Braun 2 FT),"[203994, 1631128]",1610612756.0,PHX,shooting,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,2882.0,,,,,,,,,,,,,,2.0,0.0,Braun,1631128.0,,
96,PT04M43.00S,2024-12-26T03:54:01.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631128,,,1610612743,19,15,2024-12-26T03:54:01Z,960000,False,,,0,,MISS C. Braun Free Throw 1 of 2,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
97,PT04M43.00S,2024-12-26T03:54:01.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,19,15,2024-12-26T03:54:01Z,970000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,
98,PT04M43.00S,2024-12-26T03:54:02.1Z,1,REGULAR,substitution,out,[],203994,,,1610612743,19,15,2024-12-26T03:54:04Z,980000,False,,,0,,SUB out: J. Nurkić,[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M43.00S,2024-12-26T03:54:02.1Z,1,REGULAR,substitution,in,[],203486,,,1610612743,19,15,2024-12-26T03:54:04Z,990000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M43.00S,2024-12-26T03:54:21.0Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631128,,,1610612743,19,16,2024-12-26T03:54:21Z,1000000,False,,,0,,C. Braun Free Throw 2 of 2 (3 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
101,PT04M31.00S,2024-12-26T03:54:35.4Z,1,REGULAR,3pt,Jump Shot,[],203078,82.9993429697766,4.411764705882353,1610612756,22,16,2024-12-26T03:55:23Z,1010000,False,-228.0,107.0,1,right,B. Beal 25' 3PT step back (3 PTS) (R. O'Neale 1 AST),"[203078, 1626220]",1610612756.0,PHX,step back,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,,,25.19,Made,3.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,
102,PT04M19.00S,2024-12-26T03:54:45.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,6.1268068331143235,53.92156862745098,1610612743,22,18,2024-12-26T03:54:52Z,1020000,False,-20.0,5.0,1,left,R. Westbrook driving Layup (2 PTS),[201566],1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,2.03,Made,2.0,,,,,,,,,,,,,
104,PT04M13.00S,2024-12-26T03:54:54.9Z,1,REGULAR,foul,personal,['2freethrow'],1631128,,,1610612756,22,18,2024-12-26T03:55:17Z,1030000,False,,,0,,C. Braun shooting personal FOUL (1 PF) (Beal 2 FT),"[1631128, 203078]",1610612743.0,DEN,shooting,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,2882.0,,,,,,,,,,,,,,1.0,0.0,Beal,203078.0,,
106,PT04M13.00S,2024-12-26T03:55:18.0Z,1,REGULAR,freethrow,1 of 2,[],203078,,,1610612756,23,18,2024-12-26T03:55:18Z,1050000,False,,,0,,B. Beal Free Throw 1 of 2 (4 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
107,PT04M13.00S,2024-12-26T03:55:19.2Z,1,REGULAR,substitution,out,[],1626145,,,1610612756,23,18,2024-12-26T03:55:24Z,1060000,False,,,0,,SUB out: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M13.00S,2024-12-26T03:55:19.2Z,1,REGULAR,substitution,out,[],1629008,,,1610612756,23,18,2024-12-26T03:55:24Z,1070000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M13.00S,2024-12-26T03:55:19.2Z,1,REGULAR,substitution,in,[],1628420,,,1610612756,23,18,2024-12-26T03:55:24Z,1080000,False,,,0,,SUB in: M. Morris,[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M13.00S,2024-12-26T03:55:19.2Z,1,REGULAR,substitution,in,[],1631124,,,1610612756,23,18,2024-12-26T03:55:24Z,1090000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M13.00S,2024-12-26T03:55:36.2Z,1,REGULAR,freethrow,2 of 2,[],203078,,,1610612756,24,18,2024-12-26T03:55:36Z,1100000,False,,,0,,B. Beal Free Throw 2 of 2 (5 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
112,PT04M00.00S,2024-12-26T03:55:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.703679369250986,42.15686274509804,1610612743,24,20,2024-12-26T03:55:57Z,1110000,False,39.0,20.0,1,left,N. Jokić cutting Layup (6 PTS) (R. Westbrook 1 AST),"[203999, 201566]",1610612743.0,DEN,cutting,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.4,Made,6.0,R. Westbrook,201566.0,1.0,,,,,,,,,,
114,PT04M00.00S,2024-12-26T03:55:54.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203078,,,1610612743,24,20,2024-12-26T03:56:04Z,1130000,False,,,0,,B. Beal shooting personal FOUL (1 PF) (Jokić 1 FT),"[203078, 203999]",1610612756.0,PHX,shooting,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,1626301.0,,,,,,,,,,,,,,1.0,0.0,Jokić,203999.0,,
116,PT04M00.00S,2024-12-26T03:56:25.0Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,24,21,2024-12-26T03:56:25Z,1150000,False,,,0,,N. Jokić Free Throw 1 of 1 (7 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
117,PT03M45.00S,2024-12-26T03:56:41.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,80.23981603153744,37.254901960784316,1610612756,26,21,2024-12-26T03:56:45Z,1160000,False,-64.0,133.0,1,right,K. Durant 14' pullup Jump Shot (6 PTS) (R. O'Neale 2 AST),"[201142, 1626220]",1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,14.76,Made,6.0,R. O'Neale,1626220.0,2.0,,,,,,,,,,
120,PT03M32.00S,2024-12-26T03:57:03.1Z,1,REGULAR,substitution,out,[],203078,,,1610612743,26,21,2024-12-26T03:57:11Z,1190000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M32.00S,2024-12-26T03:57:03.1Z,1,REGULAR,substitution,in,[],1629006,,,1610612743,26,21,2024-12-26T03:57:11Z,1200000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M27.00S,2024-12-26T03:57:22.6Z,1,REGULAR,3pt,Jump Shot,[],203999,25.443495400788436,12.254901960784313,1610612743,26,24,2024-12-26T03:57:29Z,1210000,False,189.0,187.0,1,left,N. Jokić 26' 3PT  (10 PTS) (C. Braun 2 AST),"[203999, 1631128]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,,26.55,Made,10.0,C. Braun,1631128.0,2.0,,,,,,,,,,
127,PT03M00.00S,2024-12-26T03:57:53.1Z,1,REGULAR,3pt,Jump Shot,[],1629006,87.99277266754271,3.9215686274509802,1610612756,29,24,2024-12-26T04:01:46Z,1260000,False,-230.0,60.0,1,right,J. Okogie 3PT  (3 PTS) (K. Durant 3 AST),"[1629006, 201142]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Left Corner 3,24+ Left,,,,,23.82,Made,3.0,K. Durant,201142.0,3.0,,,,,,,,,,
129,PT02M45.00S,2024-12-26T03:58:14.0Z,1,REGULAR,turnover,out-of-bounds,[],1631128,,,1610612743,29,24,2024-12-26T03:58:21Z,1280000,False,,,0,,C. Braun step out-of-bounds TURNOVER (1 TO),[1631128],1610612743.0,DEN,step,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,1626301.0,1.0,,,,,,,,,,,,,,,,,,
130,PT02M45.00S,2024-12-26T03:58:18.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,29,24,2024-12-26T03:58:18Z,1290000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M45.00S,2024-12-26T04:00:43.0Z,1,REGULAR,substitution,out,[],1631128,,,1610612756,29,24,2024-12-26T04:01:13Z,1300000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M45.00S,2024-12-26T04:00:43.0Z,1,REGULAR,substitution,out,[],203932,,,1610612756,29,24,2024-12-26T04:01:13Z,1310000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M45.00S,2024-12-26T04:00:43.0Z,1,REGULAR,substitution,in,[],1631212,,,1610612756,29,24,2024-12-26T04:01:13Z,1320000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M45.00S,2024-12-26T04:00:43.0Z,1,REGULAR,substitution,in,[],1627750,,,1610612756,29,24,2024-12-26T04:01:13Z,1330000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M29.00S,2024-12-26T04:02:06.2Z,1,REGULAR,foul,personal,['2freethrow'],201566,,,1610612756,29,24,2024-12-26T04:02:29Z,1340000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Durant 2 FT),"[201566, 201142]",1610612743.0,DEN,shooting,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,1627962.0,,,,,,,,,,,,,,1.0,0.0,Durant,201142.0,,
137,PT02M29.00S,2024-12-26T04:02:39.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201142,,,1610612756,30,24,2024-12-26T04:02:39Z,1360000,False,,,0,,K. Durant Free Throw 1 of 2 (7 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
138,PT02M29.00S,2024-12-26T04:02:57.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201142,,,1610612756,31,24,2024-12-26T04:02:57Z,1370000,False,,,0,,K. Durant Free Throw 2 of 2 (8 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
139,PT02M22.00S,2024-12-26T04:03:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,10.726018396846255,46.568627450980394,1610612743,31,26,2024-12-26T04:03:13Z,1380000,False,17.0,48.0,1,left,R. Westbrook driving Layup (4 PTS),[201566],1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.13,Made,4.0,,,,,,,,,,,,,
140,PT02M22.00S,2024-12-26T04:03:11.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626220,,,1610612743,31,26,2024-12-26T04:03:37Z,1390000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Westbrook 1 FT),"[1626220, 201566]",1610612756.0,PHX,shooting,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,1627962.0,,,,,,,,,,,,,,1.0,0.0,Westbrook,201566.0,,
142,PT02M22.00S,2024-12-26T04:03:38.1Z,1,REGULAR,freethrow,1 of 1,[],201566,,,1610612743,31,27,2024-12-26T04:03:38Z,1410000,False,,,0,,R. Westbrook Free Throw 1 of 1 (5 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
143,PT02M04.00S,2024-12-26T04:03:55.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631124,,,1610612756,31,27,2024-12-26T04:04:15Z,1420000,False,,,0,,J. Strawther shooting personal FOUL (1 PF) (Durant 2 FT),"[1631124, 201142]",1610612743.0,DEN,shooting,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,2882.0,,,,,,,,,,,,,,1.0,0.0,Durant,201142.0,,
145,PT02M04.00S,2024-12-26T04:04:21.6Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,32,27,2024-12-26T04:04:21Z,1440000,False,,,0,,K. Durant Free Throw 1 of 2 (9 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
146,PT02M04.00S,2024-12-26T04:04:38.2Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,33,27,2024-12-26T04:04:38Z,1450000,False,,,0,,K. Durant Free Throw 2 of 2 (10 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
147,PT01M48.00S,2024-12-26T04:04:56.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,12.040078843626807,46.81372549019608,1610612743,33,29,2024-12-26T04:05:37Z,1460000,False,16.0,61.0,1,left,N. Jokić 6' floating Jump Shot (12 PTS) (P. Watson 1 AST),"[203999, 1631212]",1610612743.0,DEN,floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.27,Made,12.0,P. Watson,1631212.0,1.0,,,,,,,,,,
149,PT01M38.00S,2024-12-26T04:05:05.5Z,1,REGULAR,3pt,Jump Shot,[],1628420,66.70499342969777,52.69607843137255,1610612756,36,29,2024-12-26T04:05:10Z,1480000,False,13.0,260.0,1,right,M. Morris 26' 3PT  (3 PTS) (K. Durant 4 AST),"[1628420, 201142]",1610612756.0,PHX,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,,,,,26.08,Made,3.0,K. Durant,201142.0,4.0,,,,,,,,,,
151,PT01M25.00S,2024-12-26T04:05:18.6Z,1,REGULAR,3pt,Jump Shot,[],1631212,21.23850197109067,88.48039215686273,1610612743,36,29,2024-12-26T04:05:23Z,1500000,False,-192.0,147.0,1,left,MISS P. Watson 24' 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,,,,,24.22,Missed,,,,,,,,,,,,,,
152,PT01M23.00S,2024-12-26T04:05:20.6Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,36,29,2024-12-26T04:05:23Z,1510000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,151.0,1.0,1.0,0.0,,,,,,
153,PT01M14.00S,2024-12-26T04:05:33.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612756,36,29,2024-12-26T04:05:39Z,1520000,False,,,0,,N. Jokić personal FOUL (1 PF) (Morris 2 FT),"[203999, 1628420]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,2882.0,,,,,,,,,,,,,,1.0,0.0,Morris,1628420.0,,
155,PT01M14.00S,2024-12-26T04:06:00.3Z,1,REGULAR,freethrow,1 of 2,[],1628420,,,1610612756,37,29,2024-12-26T04:06:00Z,1540000,False,,,0,,M. Morris Free Throw 1 of 2 (4 PTS),[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
156,PT01M14.00S,2024-12-26T04:06:16.2Z,1,REGULAR,freethrow,2 of 2,[],1628420,,,1610612756,38,29,2024-12-26T04:06:16Z,1550000,False,,,0,,M. Morris Free Throw 2 of 2 (5 PTS),[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
157,PT00M52.40S,2024-12-26T04:06:40.8Z,1,REGULAR,3pt,Jump Shot,[],201566,14.011169513797633,95.34313725490196,1610612743,38,29,2024-12-26T04:07:19Z,1560000,False,-227.0,79.0,1,left,MISS R. Westbrook 24' step back 3PT,[201566],1610612743.0,DEN,step back,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,,,,,24.01,Missed,,,,,,,,,,,,,,
158,PT00M49.80S,2024-12-26T04:06:43.4Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,38,29,2024-12-26T04:06:48Z,1570000,False,,,0,,N. Jokić REBOUND (Off:3 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Left Corner 3,24+ Left,,,,,,,,,,,157.0,5.0,2.0,3.0,,,,,,
159,PT00M48.70S,2024-12-26T04:06:44.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201566,6.1268068331143235,75.49019607843137,1610612743,38,29,2024-12-26T04:07:44Z,1580000,False,-127.0,5.0,1,left,MISS R. Westbrook 12' floating Shot,[201566],1610612743.0,DEN,floating,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,,12.76,Missed,,,,,,,,,,,,,,
160,PT00M48.70S,2024-12-26T04:06:44.6Z,1,REGULAR,rebound,offensive,[],201566,,,1610612743,38,29,2024-12-26T04:06:53Z,1590000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,,,,,,,,159.0,1.0,0.0,1.0,,,,,,
161,PT00M48.70S,2024-12-26T04:06:47.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201566,5.590000152587891,50.0,1610612743,38,31,2024-12-26T04:06:47Z,1600000,False,0.0,0.0,1,left,R. Westbrook tip Layup (7 PTS),[201566],1610612743.0,DEN,tip,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,,0.0,Made,7.0,,,,,,,,,,,,,
162,PT00M34.10S,2024-12-26T04:07:04.1Z,1,REGULAR,3pt,Jump Shot,[],1626220,84.83902759526939,94.85294117647058,1610612756,38,31,2024-12-26T04:07:10Z,1610000,False,224.0,90.0,1,right,MISS R. O'Neale 24' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right,,,,,24.17,Missed,,,,,,,,,,,,,,
163,PT00M30.10S,2024-12-26T04:07:08.1Z,1,REGULAR,rebound,defensive,[],201566,,,1610612743,38,31,2024-12-26T04:07:10Z,1620000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right,,,,,,,,,,,162.0,2.0,1.0,1.0,,,,,,
164,PT00M09.00S,2024-12-26T04:07:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,18.873193166885677,42.40196078431372,1610612743,38,33,2024-12-26T04:50:07Z,1630000,False,38.0,125.0,1,left,N. Jokić 13' bank Jump Shot (14 PTS) (P. Watson 2 AST),"[203999, 1631212]",1610612743.0,DEN,bank,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,13.06,Made,14.0,P. Watson,1631212.0,2.0,,,,,,,,,,
166,PT00M09.00S,2024-12-26T04:07:32.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203486,,,1610612743,38,33,2024-12-26T04:07:40Z,1650000,False,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Jokić 1 FT),"[203486, 203999]",1610612756.0,PHX,shooting,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,2882.0,,,,,,,,,,,,,,1.0,0.0,Jokić,203999.0,,
168,PT00M09.00S,2024-12-26T04:07:52.8Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,38,34,2024-12-26T04:07:52Z,1670000,False,,,0,,N. Jokić Free Throw 1 of 1 (15 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
169,PT00M00.10S,2024-12-26T04:08:04.0Z,1,REGULAR,2pt,Jump Shot,[],201142,79.45137976346912,71.07843137254902,1610612756,38,34,2024-12-26T04:08:12Z,1680000,False,105.0,141.0,1,right,MISS K. Durant 17' driving floating Shot,[201142],1610612756.0,PHX,driving floating,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,,,17.58,Missed,,,,,,,,,,,,,,
170,PT00M00.10S,2024-12-26T04:08:04.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,38,34,2024-12-26T04:08:12Z,1690000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,169.0,,,,,,,,,
171,PT00M00.00S,2024-12-26T04:08:07.5Z,1,REGULAR,period,end,[],0,,,1610612756,38,34,2024-12-26T04:08:07Z,1700000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-12-26T04:10:59.7Z,2,REGULAR,substitution,out,['startperiod'],203486,,,1610612756,38,34,2024-12-26T04:11:16Z,1710000,False,,,0,,SUB out: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-12-26T04:10:59.7Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612756,38,34,2024-12-26T04:11:16Z,1720000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2024-12-26T04:10:59.7Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612756,38,34,2024-12-26T04:11:16Z,1730000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2024-12-26T04:10:59.7Z,2,REGULAR,substitution,in,['startperiod'],203078,,,1610612756,38,34,2024-12-26T04:11:16Z,1740000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2024-12-26T04:10:59.7Z,2,REGULAR,substitution,in,['startperiod'],1642345,,,1610612756,38,34,2024-12-26T04:11:16Z,1750000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2024-12-26T04:10:59.7Z,2,REGULAR,substitution,in,['startperiod'],201599,,,1610612756,38,34,2024-12-26T04:11:16Z,1760000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2024-12-26T04:11:41.5Z,2,REGULAR,period,start,[],0,,,1610612743,38,34,2024-12-26T04:11:41Z,1770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M36.00S,2024-12-26T04:12:04.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,15.719448094612352,56.372549019607845,1610612743,38,34,2024-12-26T04:12:22Z,1780000,False,-32.0,95.0,1,left,MISS J. Murray 10' fadeaway Shot,[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,10.05,Missed,,,,,,,,,,,,,,
180,PT11M34.00S,2024-12-26T04:12:06.4Z,2,REGULAR,rebound,offensive,[],1631212,,,1610612743,38,34,2024-12-26T04:32:28Z,1790000,False,,,0,,P. Watson REBOUND (Off:1 Def:0),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,179.0,1.0,0.0,1.0,,,,,,
181,PT11M33.00S,2024-12-26T04:12:07.5Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612743,38,34,2024-12-26T04:12:14Z,1800000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1626220]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,,1.0,O'Neale,1626220.0,,,,,,,,,,,,,,,,
