actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
181,PT12M00.00S,2025-01-26T02:39:31.3Z,2,REGULAR,substitution,in,['startperiod'],1626164,,,1610612756,35,24,2025-01-26T02:39:52Z,1750000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-01-26T02:39:31.3Z,2,REGULAR,substitution,in,['startperiod'],1630557,,,1610612756,35,24,2025-01-26T02:39:52Z,1760000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2025-01-26T02:39:31.3Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612756,35,24,2025-01-26T02:39:52Z,1770000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2025-01-26T02:39:56.5Z,2,REGULAR,period,start,[],0,,,1610612764,35,24,2025-01-26T02:39:56Z,1780000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M41.00S,2025-01-26T02:40:15.2Z,2,REGULAR,3pt,Jump Shot,[],1630557,26.49474375821288,13.725490196078432,1610612764,35,24,2025-01-26T02:40:19Z,1790000,False,181.0,197.0,1,left,MISS C. Kispert 26' pullup 3PT,[1630557],1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,,,,26.75,Missed,,,,,,,,,,,,
186,PT11M37.00S,2025-01-26T02:40:19.2Z,2,REGULAR,rebound,defensive,[],203486,,,1610612756,35,24,2025-01-26T02:40:19Z,1800000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,185.0,3.0,2.0,1.0,,,,,,,
187,PT11M29.00S,2025-01-26T02:40:26.6Z,2,REGULAR,3pt,Jump Shot,[],1628960,91.27792378449409,96.32352941176471,1610612756,35,24,2025-01-26T02:40:30Z,1810000,False,232.0,29.0,1,right,MISS G. Allen 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,,,,,,,23.35,Missed,,,,,,,,,,,,
188,PT11M26.00S,2025-01-26T02:40:29.6Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,35,24,2025-01-26T02:40:30Z,1820000,False,,,0,,K. George REBOUND (Off:0 Def:2),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Right Corner 3,24+ Right,,,,,,,,,,187.0,2.0,2.0,0.0,,,,,,,
189,PT11M25.00S,2025-01-26T02:40:31.9Z,2,REGULAR,turnover,out-of-bounds,[],1642273,,,1610612764,35,24,2025-01-26T02:40:39Z,1830000,False,,,0,,K. George bad pass out-of-bounds TURNOVER (2 TO),[1642273],1610612764.0,WAS,bad pass,,,George,K. George,,,,,Above the Break 3,24+ Right Center,101283.0,,,,,2.0,,,,,,,,,,,,,,
190,PT11M05.00S,2025-01-26T02:40:55.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,92.85479632063075,1.4705882352941175,1610612756,35,24,2025-01-26T02:40:59Z,1840000,False,-243.0,15.0,1,right,MISS D. Booker 24' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,,,,,,,24.3,Missed,,,,,,,,,,,,
191,PT11M03.00S,2025-01-26T02:40:57.2Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,35,24,2025-01-26T02:40:59Z,1850000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:6),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,,,,,190.0,6.0,6.0,0.0,,,,,,,
192,PT10M59.00S,2025-01-26T02:41:01.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628398,4.418528252299605,47.794117647058826,1610612764,35,26,2025-01-26T02:41:27Z,1860000,False,11.0,-11.0,1,left,K. Kuzma running finger roll Layup (14 PTS),[1628398],1610612764.0,WAS,running finger roll,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,1.56,Made,14.0,,,,,,,,,,,
193,PT10M36.00S,2025-01-26T02:41:24.0Z,2,REGULAR,3pt,Jump Shot,[],1626220,94.30026281208936,1.9607843137254901,1610612756,35,26,2025-01-26T02:41:28Z,1870000,False,-240.0,1.0,1,right,MISS R. O'Neale 24' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,,,,,,,24.02,Missed,,,,,,,,,,,,
194,PT10M33.00S,2025-01-26T02:41:27.0Z,2,REGULAR,rebound,defensive,[],202685,,,1610612764,35,26,2025-01-26T02:41:28Z,1880000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Left Corner 3,24+ Left,,,,,,,,,,193.0,1.0,1.0,0.0,,,,,,,
195,PT10M25.00S,2025-01-26T02:41:38.1Z,2,REGULAR,2pt,Jump Shot,[],1628398,10.5946123521682,68.38235294117648,1610612764,35,26,2025-01-26T02:44:29Z,1890000,False,-92.0,47.0,1,left,MISS K. Kuzma 10' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,,,,,,,10.33,Missed,,,,,,,,,,,,
196,PT10M20.00S,2025-01-26T02:41:43.1Z,2,REGULAR,rebound,offensive,[],202685,,,1610612764,35,26,2025-01-26T02:44:29Z,1900000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:1),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,8-16 Left,,,,,,,,,,195.0,2.0,1.0,1.0,,,,,,,
212,PT10M20.00S,2025-01-26T02:41:49.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,7.5722733245729295,52.450980392156865,1610612764,35,26,2025-01-26T02:45:06Z,1905000,False,-12.0,19.0,1,left,MISS J. Valančiūnas tip Layup,[202685],1610612764.0,WAS,tip,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,,,,2.24,Missed,,,,,,,,,,,,
213,PT10M20.00S,2025-01-26T02:41:49.8Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,35,26,2025-01-26T02:45:06Z,1907500,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,,212.0,1.0,1.0,0.0,,,,,,,
197,PT09M59.00S,2025-01-26T02:42:01.6Z,2,REGULAR,3pt,Jump Shot,[],1626220,90.48948751642575,0.49019607843137253,1610612756,35,26,2025-01-26T02:42:06Z,1910000,False,-248.0,37.0,1,right,MISS R. O'Neale 25' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,,,,,,,25.02,Missed,,,,,,,,,,,,
198,PT09M55.00S,2025-01-26T02:42:05.6Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,35,26,2025-01-26T02:42:06Z,1920000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:7),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,,,,,197.0,7.0,7.0,0.0,,,,,,,
199,PT09M51.00S,2025-01-26T02:42:09.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642267,26.757555847568987,10.53921568627451,1610612764,35,26,2025-01-26T02:44:03Z,1930000,False,197.0,199.0,1,left,MISS B. Carrington 28' running 3PT,[1642267],1610612764.0,WAS,running,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,,,,,28.02,Missed,,,,,,,,,,,,
200,PT09M47.00S,2025-01-26T02:42:13.7Z,2,REGULAR,rebound,defensive,[],203486,,,1610612756,35,26,2025-01-26T02:42:16Z,1940000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:3),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,199.0,4.0,3.0,1.0,,,,,,,
201,PT09M41.00S,2025-01-26T02:42:19.3Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1626164,95.22010512483574,63.23529411764706,1610612756,35,26,2025-01-26T02:42:29Z,1950000,False,66.0,-8.0,1,right,MISS D. Booker 6' running pullup Shot,[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.66,Missed,,,,,,,,,,,,
202,PT09M38.00S,2025-01-26T02:42:22.3Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,35,26,2025-01-26T02:42:26Z,1960000,False,,,0,,K. George REBOUND (Off:0 Def:3),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201.0,3.0,3.0,0.0,,,,,,,
203,PT09M21.00S,2025-01-26T02:42:39.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642273,7.835085413929041,45.588235294117645,1610612764,35,26,2025-01-26T02:42:44Z,1970000,False,22.0,21.0,1,left,MISS K. George driving Layup,[1642273],1610612764.0,WAS,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,3.06,Missed,,,,,,,,,,,,
204,PT09M19.00S,2025-01-26T02:42:41.7Z,2,REGULAR,rebound,defensive,[],203486,,,1610612756,35,26,2025-01-26T02:42:44Z,1980000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:4),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,203.0,5.0,4.0,1.0,,,,,,,
205,PT09M15.00S,2025-01-26T02:42:46.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626220,93.24901445466492,95.09803921568627,1610612756,35,26,2025-01-26T03:18:35Z,1990000,False,225.0,11.0,1,right,MISS R. O'Neale running pullup 3PT,[1626220],1610612756.0,PHX,running pullup,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,,,,22.58,Missed,,,,,,,,,,,,
206,PT09M11.00S,2025-01-26T02:42:50.0Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,35,26,2025-01-26T02:42:52Z,2000000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:8),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,,,,,,,,205.0,8.0,8.0,0.0,,,,,,,
207,PT08M54.00S,2025-01-26T02:43:06.2Z,2,REGULAR,3pt,Jump Shot,[],1642267,32.670827858081466,37.5,1610612764,35,29,2025-01-26T02:43:12Z,2010000,False,62.0,255.0,1,left,B. Carrington 26' 3PT step back (8 PTS) (J. Valančiūnas 2 AST),"[1642267, 202685]",1610612764.0,WAS,step back,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,,,,26.22,Made,8.0,,,,,J. Valančiūnas,202685.0,2.0,,,,
209,PT08M47.00S,2025-01-26T02:43:13.8Z,2,REGULAR,foul,personal,['3freethrow'],1642267,,,1610612756,35,29,2025-01-26T02:47:13Z,2030000,False,,,0,,B. Carrington shooting personal FOUL (1 PF) (Booker 3 FT),"[1642267, 1626164]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,1193.0,1.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,
211,PT08M47.00S,2025-01-26T02:43:45.8Z,2,REGULAR,freethrow,1 of 3,[],1626164,,,1610612756,36,29,2025-01-26T02:47:07Z,2050000,False,,,0,,D. Booker Free Throw 1 of 3 (7 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,
214,PT08M47.00S,2025-01-26T02:43:45.8Z,2,REGULAR,freethrow,2 of 3,[],1626164,,,1610612756,37,29,2025-01-26T02:47:07Z,2060000,False,,,0,,D. Booker Free Throw 2 of 3 (8 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,
219,PT08M47.00S,2025-01-26T02:43:45.8Z,2,REGULAR,freethrow,3 of 3,[],1626164,,,1610612756,38,29,2025-01-26T02:47:07Z,2110000,False,,,0,,D. Booker Free Throw 3 of 3 (9 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,
215,PT08M47.00S,2025-01-26T02:44:10.2Z,2,REGULAR,substitution,out,[],1628960,,,1610612764,38,29,2025-01-26T02:46:58Z,2115000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M47.00S,2025-01-26T02:44:10.2Z,2,REGULAR,substitution,out,[],203486,,,1610612764,38,29,2025-01-26T02:46:58Z,2117500,False,,,0,,SUB out: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M47.00S,2025-01-26T02:44:10.2Z,2,REGULAR,substitution,in,[],1630208,,,1610612764,38,29,2025-01-26T02:46:58Z,2118750,False,,,0,,SUB in: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M47.00S,2025-01-26T02:44:10.2Z,2,REGULAR,substitution,in,[],203078,,,1610612764,38,29,2025-01-26T02:46:58Z,2119375,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M31.00S,2025-01-26T02:44:47.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,13.354139290407357,46.81372549019608,1610612764,38,29,2025-01-26T02:46:19Z,2120000,False,16.0,73.0,1,left,MISS K. Kuzma 7' turnaround Shot,[1628398],1610612764.0,WAS,turnaround,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.47,Missed,,,,,,,,,,,,
221,PT08M29.00S,2025-01-26T02:44:49.3Z,2,REGULAR,rebound,offensive,[],1642267,,,1610612764,38,29,2025-01-26T02:46:19Z,2130000,False,,,0,,B. Carrington REBOUND (Off:1 Def:0),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,220.0,1.0,0.0,1.0,,,,,,,
222,PT08M20.00S,2025-01-26T02:44:58.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202685,6.521024967148489,61.76470588235294,1610612764,38,31,2025-01-26T02:46:41Z,2140000,False,-59.0,9.0,1,left,J. Valančiūnas turnaround Jump Shot (7 PTS),[202685],1610612764.0,WAS,turnaround,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.95,Made,7.0,,,,,,,,,,,
223,PT08M07.00S,2025-01-26T02:45:11.2Z,2,REGULAR,2pt,Jump Shot,[],1626164,79.05716162943496,28.676470588235293,1610612756,40,31,2025-01-26T02:45:16Z,2150000,False,-107.0,144.0,1,right,D. Booker 17' pullup Jump Shot (11 PTS) (T. Jones 2 AST),"[1626164, 1626145]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,,,,,,,17.95,Made,11.0,,,,,T. Jones,1626145.0,2.0,,,,
225,PT07M53.00S,2025-01-26T02:45:25.3Z,2,REGULAR,3pt,Jump Shot,[],202685,33.590670170827856,34.31372549019608,1610612764,40,34,2025-01-26T02:45:30Z,2170000,False,78.0,263.0,1,left,J. Valančiūnas 27' 3PT  (10 PTS) (C. Kispert 1 AST),"[202685, 1630557]",1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Center,,,,,,,27.47,Made,10.0,,,,,C. Kispert,1630557.0,1.0,,,,
227,PT07M40.00S,2025-01-26T02:45:38.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,93.51182654402102,50.245098039215684,1610612756,42,34,2025-01-26T02:47:58Z,2190000,False,1.0,8.0,1,right,N. Richards cutting Layup (2 PTS) (T. Jones 3 AST),"[1630208, 1626145]",1610612756.0,PHX,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,0.86,Made,2.0,,,,,T. Jones,1626145.0,3.0,,,,
229,PT07M40.00S,2025-01-26T02:45:41.1Z,2,REGULAR,foul,personal,['1freethrow'],1642267,,,1610612756,42,34,2025-01-26T02:46:02Z,2210000,False,,,0,,B. Carrington shooting personal FOUL (2 PF) (Richards 1 FT),"[1642267, 1630208]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,101284.0,2.0,0.0,Richards,1630208.0,,,,,,,,,,,,,,,
231,PT07M40.00S,2025-01-26T02:45:52.5Z,2,REGULAR,substitution,out,[],1642267,,,1610612756,42,34,2025-01-26T02:46:19Z,2230000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M40.00S,2025-01-26T02:45:52.5Z,2,REGULAR,substitution,out,[],1642273,,,1610612756,42,34,2025-01-26T02:46:19Z,2240000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M40.00S,2025-01-26T02:45:52.5Z,2,REGULAR,substitution,out,[],1628398,,,1610612756,42,34,2025-01-26T02:46:19Z,2250000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M40.00S,2025-01-26T02:45:52.5Z,2,REGULAR,substitution,in,[],1629673,,,1610612756,42,34,2025-01-26T02:46:19Z,2260000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M40.00S,2025-01-26T02:45:52.5Z,2,REGULAR,substitution,in,[],1630551,,,1610612756,42,34,2025-01-26T02:46:19Z,2270000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M40.00S,2025-01-26T02:45:52.5Z,2,REGULAR,substitution,in,[],1641731,,,1610612756,42,34,2025-01-26T02:46:19Z,2280000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M40.00S,2025-01-26T02:46:11.0Z,2,REGULAR,freethrow,1 of 1,[],1630208,,,1610612756,43,34,2025-01-26T02:46:11Z,2290000,False,,,0,,N. Richards Free Throw 1 of 1 (3 PTS),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,
238,PT07M22.00S,2025-01-26T02:46:32.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,6.389618922470433,63.48039215686274,1610612764,43,34,2025-01-26T02:46:37Z,2300000,False,-67.0,8.0,1,left,MISS B. Coulibaly 6' cutting Layup - blocked,"[1641731, 1626220]",1610612764.0,WAS,cutting,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.78,Missed,,,,,,,,,O'Neale,1626220.0,,
239,PT07M22.00S,2025-01-26T02:46:32.0Z,2,REGULAR,block,,[],1626220,,,1610612764,43,34,2025-01-26T02:46:34Z,2310000,False,,,0,,R. O'Neale BLOCK (1 BLK),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
240,PT07M20.00S,2025-01-26T02:46:34.0Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,43,34,2025-01-26T02:48:36Z,2320000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,238.0,2.0,2.0,0.0,,,,,,,
241,PT07M16.00S,2025-01-26T02:46:38.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630208,92.59198423127464,48.77450980392157,1610612756,43,34,2025-01-26T02:48:45Z,2330000,False,-6.0,17.0,1,right,MISS N. Richards running finger roll Layup,[1630208],1610612756.0,PHX,running finger roll,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,1.82,Missed,,,,,,,,,,,,
242,PT07M16.00S,2025-01-26T02:46:38.1Z,2,REGULAR,rebound,defensive,[],202685,,,1610612764,43,34,2025-01-26T02:48:45Z,2340000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:2),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,,,,,,,241.0,3.0,2.0,1.0,,,,,,,
243,PT07M07.00S,2025-01-26T02:46:45.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,10.988830486202366,61.51960784313726,1610612764,43,36,2025-01-26T02:46:53Z,2350000,False,-58.0,51.0,1,left,C. Kispert 7' driving floating bank Jump Shot (2 PTS) (J. Poole 1 AST),"[1630557, 1629673]",1610612764.0,WAS,driving floating bank,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.68,Made,2.0,,,,,J. Poole,1629673.0,1.0,,,,
245,PT06M58.00S,2025-01-26T02:46:56.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,82.86793692509855,40.931372549019606,1610612756,45,36,2025-01-26T02:47:01Z,2370000,False,-45.0,109.0,1,right,D. Booker 11' pullup Jump Shot (13 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,11.76,Made,13.0,,,,,,,,,,,
246,PT06M31.00S,2025-01-26T02:47:21.8Z,2,REGULAR,3pt,Jump Shot,[],1630551,26.757555847568987,80.88235294117648,1610612764,45,36,2025-01-26T02:47:28Z,2380000,False,-154.0,199.0,1,left,MISS J. Champagnie 25' 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,,25.19,Missed,,,,,,,,,,,,
247,PT06M31.00S,2025-01-26T02:47:21.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,45,36,2025-01-26T02:47:28Z,2390000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,246.0,,,,,,,,,,
249,PT06M31.00S,2025-01-26T02:47:30.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,45,36,2025-01-26T02:47:30Z,2410000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M31.00S,2025-01-26T02:49:39.9Z,2,REGULAR,substitution,out,[],1626220,,,1610612756,45,36,2025-01-26T02:50:18Z,2420000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M31.00S,2025-01-26T02:49:39.9Z,2,REGULAR,substitution,out,[],202685,,,1610612756,45,36,2025-01-26T02:50:18Z,2430000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M31.00S,2025-01-26T02:49:39.9Z,2,REGULAR,substitution,in,[],201142,,,1610612756,45,36,2025-01-26T02:50:18Z,2440000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M31.00S,2025-01-26T02:49:39.9Z,2,REGULAR,substitution,in,[],1642259,,,1610612756,45,36,2025-01-26T02:50:18Z,2450000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M19.00S,2025-01-26T02:50:47.9Z,2,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612756,45,36,2025-01-26T02:50:54Z,2460000,False,,,0,,C. Kispert shooting personal FOUL (3 PF) (Beal 2 FT),"[1630557, 203078]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Left,1193.0,3.0,0.0,Beal,203078.0,,,,,,,,,,,,,,,
256,PT06M19.00S,2025-01-26T02:51:09.9Z,2,REGULAR,freethrow,1 of 2,[],203078,,,1610612756,46,36,2025-01-26T02:51:09Z,2480000,False,,,0,,B. Beal Free Throw 1 of 2 (7 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,
257,PT06M19.00S,2025-01-26T02:51:25.1Z,2,REGULAR,freethrow,2 of 2,[],203078,,,1610612756,47,36,2025-01-26T02:51:25Z,2490000,False,,,0,,B. Beal Free Throw 2 of 2 (8 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,
258,PT06M00.00S,2025-01-26T02:51:44.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,6.258212877792378,47.05882352941176,1610612764,47,36,2025-01-26T03:46:31Z,2500000,False,15.0,6.0,1,left,MISS A. Sarr cutting finger roll Layup,[1642259],1610612764.0,WAS,cutting finger roll,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,1.6,Missed,,,,,,,,,,,,
259,PT05M58.00S,2025-01-26T02:51:46.8Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612756,47,36,2025-01-26T02:51:49Z,2510000,False,,,0,,N. Richards REBOUND (Off:2 Def:7),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,258.0,9.0,7.0,2.0,,,,,,,
