actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
20,PT10M35.00S,2025-02-09T02:13:07.8Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,2,5,2025-02-09T02:14:03Z,200000,False,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,19.0,2.0,1.0,1.0,,,,,,,,,,
21,PT10M35.00S,2025-02-09T02:13:09.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203932,5.590000152587891,50.0,1610612743,2,7,2025-02-09T02:14:08Z,210000,False,0.0,0.0,1,left,A. Gordon tip Layup (2 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
22,PT10M12.00S,2025-02-09T02:13:29.6Z,1,REGULAR,3pt,Jump Shot,[],1626164,69.99014454664915,75.98039215686273,1610612756,2,7,2025-02-09T02:14:42Z,220000,False,130.0,230.0,1,right,MISS D. Booker 26' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,26.38,Missed,,,,,,,,,,,,,,,,,,
23,PT10M09.00S,2025-02-09T02:13:32.6Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,2,7,2025-02-09T02:13:34Z,230000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT10M03.00S,2025-02-09T02:13:40.1Z,1,REGULAR,turnover,out-of-bounds,[],1627750,,,1610612743,2,7,2025-02-09T02:13:45Z,240000,False,,,0,,J. Murray bad pass out-of-bounds TURNOVER (1 TO),[1627750],1610612743.0,DEN,bad pass,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2714.0,1.0,,,,,,,,
25,PT09M41.00S,2025-02-09T02:14:06.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626145,85.10183968462549,36.27450980392157,1610612756,2,7,2025-02-09T02:15:42Z,250000,False,-69.0,88.0,1,right,MISS T. Jones 11' driving floating bank Shot,[1626145],1610612756.0,PHX,driving floating bank,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Left,11.12,Missed,,,,,,,,,,,,,,,,,,
26,PT09M40.00S,2025-02-09T02:14:07.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,2,7,2025-02-09T02:15:42Z,260000,False,,,0,,A. Gordon REBOUND (Off:1 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,25.0,3.0,2.0,1.0,,,,,,,,,,
27,PT09M36.00S,2025-02-09T02:14:10.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,25.443495400788436,88.48039215686273,1610612743,2,10,2025-02-09T02:16:15Z,270000,False,-192.0,187.0,1,left,J. Murray 26' 3PT running pullup (6 PTS) (A. Gordon 1 AST),"[1627750, 203932]",1610612743.0,DEN,running pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.81,Made,6.0,A. Gordon,203932.0,1.0,,,,,,,,,,,,,,
29,PT09M16.00S,2025-02-09T02:14:29.8Z,1,REGULAR,3pt,Jump Shot,[],1642346,90.3580814717477,3.1862745098039214,1610612756,5,10,2025-02-09T02:14:34Z,290000,False,-234.0,38.0,1,right,R. Dunn 3PT  (5 PTS) (T. Jones 1 AST),"[1642346, 1626145]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Left Corner 3,24+ Left,23.72,Made,5.0,T. Jones,1626145.0,1.0,,,,,,,,,,,,,,
32,PT09M01.00S,2025-02-09T02:15:04.9Z,1,REGULAR,3pt,Jump Shot,[],1627750,21.632720105124836,89.70588235294117,1610612743,5,13,2025-02-09T02:15:08Z,320000,False,-199.0,151.0,1,left,J. Murray 24' 3PT  (9 PTS) (N. Jokić 3 AST),"[1627750, 203999]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,24.93,Made,9.0,N. Jokić,203999.0,3.0,,,,,,,,,,,,,,
34,PT08M43.00S,2025-02-09T02:15:22.5Z,1,REGULAR,3pt,Jump Shot,[],1626220,73.27529566360053,82.84313725490196,1610612756,5,13,2025-02-09T02:15:26Z,340000,False,164.0,199.0,1,right,MISS R. O'Neale 25' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
35,PT08M40.00S,2025-02-09T02:15:25.5Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612756,5,13,2025-02-09T02:15:26Z,350000,False,,,0,,N. Richards REBOUND (Off:2 Def:0),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,,,,,34.0,2.0,0.0,2.0,,,,,,,,,,
36,PT08M38.00S,2025-02-09T02:15:28.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,82.07950065703022,94.85294117647058,1610612756,5,13,2025-02-09T02:15:32Z,360000,False,224.0,116.0,1,right,MISS R. O'Neale 25' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
37,PT08M35.00S,2025-02-09T02:15:31.2Z,1,REGULAR,rebound,offensive,[],1642346,,,1610612756,5,13,2025-02-09T02:15:32Z,370000,False,,,0,,R. Dunn REBOUND (Off:1 Def:0),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,36.0,1.0,0.0,1.0,,,,,,,,,,
38,PT08M34.00S,2025-02-09T02:15:32.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626145,74.45795006570303,13.480392156862745,1610612756,8,13,2025-02-09T02:15:35Z,380000,False,-183.0,188.0,1,right,T. Jones 26' 3PT  (3 PTS) (R. Dunn 1 AST),"[1626145, 1642346]",1610612756.0,PHX,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,26.18,Made,3.0,R. Dunn,1642346.0,1.0,,,,,,,,,,,,,,
40,PT08M25.00S,2025-02-09T02:15:44.7Z,1,REGULAR,turnover,traveling,[],1631124,,,1610612743,8,13,2025-02-09T02:15:55Z,400000,False,,,0,,J. Strawther traveling TURNOVER (1 TO),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Right Corner 3,24+ Right,,,,,,,,,,,203593.0,1.0,,,,,,,,
41,PT08M14.00S,2025-02-09T02:16:04.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,74.32654402102497,83.08823529411765,1610612756,11,13,2025-02-09T02:16:08Z,410000,False,165.0,189.0,1,right,R. O'Neale 25' 3PT  (3 PTS) (T. Jones 2 AST),"[1626220, 1626145]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,25.1,Made,3.0,T. Jones,1626145.0,2.0,,,,,,,,,,,,,,
43,PT08M03.00S,2025-02-09T02:16:15.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,6.1268068331143235,53.18627450980392,1610612743,11,15,2025-02-09T02:16:19Z,430000,False,-16.0,5.0,1,left,J. Murray driving Layup (11 PTS),[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,1.67,Made,11.0,,,,,,,,,,,,,,,,,
44,PT07M52.00S,2025-02-09T02:16:26.8Z,1,REGULAR,3pt,Jump Shot,[],1626164,70.90998685939553,78.92156862745098,1610612756,14,15,2025-02-09T02:17:31Z,440000,False,145.0,221.0,1,right,D. Booker 26' 3PT  (3 PTS) (T. Jones 3 AST),"[1626164, 1626145]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,26.4,Made,3.0,T. Jones,1626145.0,3.0,,,,,,,,,,,,,,
46,PT07M52.00S,2025-02-09T02:16:30.4Z,1,REGULAR,foul,personal,['1freethrow'],1627750,,,1610612756,14,15,2025-02-09T02:16:38Z,460000,False,,,0,,J. Murray shooting personal FOUL (1 PF) (Booker 1 FT),"[1627750, 1626164]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1628171.0,,1.0,0.0,Booker,1626164.0,,,,
48,PT07M52.00S,2025-02-09T02:16:57.9Z,1,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,15,15,2025-02-09T02:16:58Z,480000,False,,,0,,D. Booker Free Throw 1 of 1 (4 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
49,PT07M38.00S,2025-02-09T02:17:14.7Z,1,REGULAR,3pt,Jump Shot,[],1631128,9.806176084099869,95.34313725490196,1610612743,15,15,2025-02-09T02:17:20Z,490000,False,-227.0,40.0,1,left,MISS C. Braun 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,23.01,Missed,,,,,,,,,,,,,,,,,,
50,PT07M36.00S,2025-02-09T02:17:16.7Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,15,15,2025-02-09T02:19:05Z,500000,False,,,0,,N. Jokić REBOUND (Off:1 Def:0),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Left Corner 3,24+ Left,,,,,,,49.0,1.0,0.0,1.0,,,,,,,,,,
51,PT07M29.00S,2025-02-09T02:17:22.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627750,31.61957950065703,62.99019607843137,1610612743,15,15,2025-02-09T02:17:27Z,510000,False,-65.0,245.0,1,left,MISS J. Murray 25' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,25.32,Missed,,,,,,,,,,,,,,,,,,
52,PT07M27.00S,2025-02-09T02:17:24.3Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612756,15,15,2025-02-09T02:17:27Z,520000,False,,,0,,N. Richards REBOUND (Off:2 Def:1),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,,,,,51.0,3.0,1.0,2.0,,,,,,,,,,
53,PT07M15.00S,2025-02-09T02:17:37.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642346,81.15965834428384,46.32352941176471,1610612756,15,15,2025-02-09T02:17:41Z,530000,False,-18.0,125.0,1,right,MISS R. Dunn 12' Jump Shot,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,12.6,Missed,,,,,,,,,,,,,,,,,,
54,PT07M11.00S,2025-02-09T02:17:41.4Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,15,15,2025-02-09T02:17:41Z,540000,False,,,0,,A. Gordon REBOUND (Off:1 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,53.0,4.0,3.0,1.0,,,,,,,,,,
55,PT07M02.00S,2025-02-09T02:17:50.4Z,1,REGULAR,3pt,Jump Shot,[],1631128,27.283180026281208,78.43137254901961,1610612743,15,15,2025-02-09T02:17:55Z,550000,False,-142.0,204.0,1,left,MISS C. Braun 24' 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,24.87,Missed,,,,,,,,,,,,,,,,,,
56,PT06M58.00S,2025-02-09T02:17:54.4Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,15,15,2025-02-09T02:17:55Z,560000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,,
57,PT06M52.00S,2025-02-09T02:18:00.7Z,1,REGULAR,3pt,Jump Shot,[],1626145,93.24901445466492,94.85294117647058,1610612756,18,15,2025-02-09T02:18:05Z,570000,False,224.0,11.0,1,right,T. Jones 3PT  (6 PTS) (D. Booker 1 AST),"[1626145, 1626164]",1610612756.0,PHX,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,22.46,Made,6.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
59,PT06M50.00S,2025-02-09T02:18:10.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,18,15,2025-02-09T02:18:10Z,590000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M34.00S,2025-02-09T02:21:13.7Z,1,REGULAR,3pt,Jump Shot,[],1631124,14.011169513797633,3.1862745098039214,1610612743,18,18,2025-02-09T02:21:18Z,600000,False,234.0,79.0,1,left,J. Strawther 24' 3PT  (3 PTS) (N. Jokić 4 AST),"[1631124, 203999]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Right Corner 3,24+ Right,24.71,Made,3.0,N. Jokić,203999.0,4.0,,,,,,,,,,,,,,
62,PT06M16.00S,2025-02-09T02:21:33.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,91.67214191852825,36.51960784313725,1610612756,18,18,2025-02-09T02:22:10Z,620000,False,-67.0,26.0,1,right,MISS T. Jones 7' floating Shot,[1626145],1610612756.0,PHX,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,7.22,Missed,,,,,,,,,,,,,,,,,,
63,PT06M15.00S,2025-02-09T02:21:34.3Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,18,18,2025-02-09T02:22:10Z,630000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,62.0,2.0,2.0,0.0,,,,,,,,,,
64,PT06M09.00S,2025-02-09T02:21:41.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631128,7.835085413929041,43.13725490196079,1610612743,18,20,2025-02-09T02:22:15Z,640000,False,34.0,21.0,1,left,C. Braun running Layup (4 PTS),[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,4.03,Made,4.0,,,,,,,,,,,,,,,,,
65,PT05M42.00S,2025-02-09T02:22:06.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630208,82.21090670170827,42.40196078431372,1610612756,18,20,2025-02-09T02:22:12Z,650000,False,-38.0,115.0,1,right,MISS N. Richards 12' turnaround Shot,[1630208],1610612756.0,PHX,turnaround,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,12.08,Missed,,,,,,,,,,,,,,,,,,
66,PT05M39.00S,2025-02-09T02:22:09.0Z,1,REGULAR,rebound,offensive,[],1642346,,,1610612756,18,20,2025-02-09T02:22:12Z,660000,False,,,0,,R. Dunn REBOUND (Off:2 Def:0),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,65.0,2.0,0.0,2.0,,,,,,,,,,
67,PT05M37.00S,2025-02-09T02:22:11.7Z,1,REGULAR,foul,personal,['2freethrow'],203999,,,1610612756,18,20,2025-02-09T02:22:18Z,670000,False,,,0,,N. Jokić shooting personal FOUL (1 PF) (Richards 2 FT),"[203999, 1630208]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2714.0,,1.0,0.0,Richards,1630208.0,,,,
69,PT05M37.00S,2025-02-09T02:22:48.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630208,,,1610612756,19,20,2025-02-09T02:22:48Z,690000,False,,,0,,N. Richards Free Throw 1 of 2 (1 PTS),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
70,PT05M37.00S,2025-02-09T02:22:48.9Z,1,REGULAR,substitution,out,[],1642346,,,1610612756,19,20,2025-02-09T02:22:57Z,700000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M37.00S,2025-02-09T02:22:48.9Z,1,REGULAR,substitution,out,[],1631124,,,1610612756,19,20,2025-02-09T02:22:57Z,710000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M37.00S,2025-02-09T02:22:48.9Z,1,REGULAR,substitution,in,[],1629626,,,1610612756,19,20,2025-02-09T02:22:57Z,720000,False,,,0,,SUB in: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M37.00S,2025-02-09T02:22:48.9Z,1,REGULAR,substitution,in,[],1629618,,,1610612756,19,20,2025-02-09T02:22:57Z,730000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M37.00S,2025-02-09T02:23:09.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630208,,,1610612756,20,20,2025-02-09T02:23:09Z,740000,False,,,0,,N. Richards Free Throw 2 of 2 (2 PTS),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
75,PT05M21.00S,2025-02-09T02:23:27.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,15.193823915900131,38.970588235294116,1610612743,20,22,2025-02-09T02:23:36Z,750000,False,55.0,90.0,1,left,N. Jokić 10' Jump Shot (2 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,10.58,Made,2.0,J. Murray,1627750.0,1.0,,,,,,,,,,,,,,
77,PT05M21.00S,2025-02-09T02:23:31.2Z,1,REGULAR,foul,personal,['1freethrow'],1630208,,,1610612743,20,22,2025-02-09T02:23:42Z,770000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Jokić 1 FT),"[1630208, 203999]",1610612756.0,PHX,shooting,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1628171.0,,1.0,0.0,Jokić,203999.0,,,,
79,PT05M21.00S,2025-02-09T02:23:58.0Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,20,23,2025-02-09T02:23:58Z,790000,False,,,0,,N. Jokić Free Throw 1 of 1 (3 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
80,PT05M10.00S,2025-02-09T02:24:11.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,88.25558475689881,56.86274509803921,1610612756,20,23,2025-02-09T02:24:15Z,800000,False,34.0,58.0,1,right,MISS T. Jones 6' driving floating Shot,[1626145],1610612756.0,PHX,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.73,Missed,,,,,,,,,,,,,,,,,,
81,PT05M08.00S,2025-02-09T02:24:13.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,20,23,2025-02-09T02:24:15Z,810000,False,,,0,,N. Jokić REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,80.0,2.0,1.0,1.0,,,,,,,,,,
82,PT05M05.00S,2025-02-09T02:24:16.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,6.258212877792378,45.83333333333333,1610612743,20,25,2025-02-09T02:24:25Z,820000,False,21.0,6.0,1,left,C. Braun running Layup (6 PTS) (N. Jokić 5 AST),"[1631128, 203999]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,2.17,Made,6.0,N. Jokić,203999.0,5.0,,,,,,,,,,,,,,
84,PT04M52.00S,2025-02-09T02:24:29.3Z,1,REGULAR,3pt,Jump Shot,[],1626145,93.11760840998686,95.83333333333334,1610612756,20,25,2025-02-09T02:24:33Z,840000,False,229.0,12.0,1,right,MISS T. Jones 3PT,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
85,PT04M49.00S,2025-02-09T02:24:32.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,20,25,2025-02-09T02:25:34Z,850000,False,,,0,,N. Jokić REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Right Corner 3,24+ Right,,,,,,,84.0,3.0,2.0,1.0,,,,,,,,,,
86,PT04M46.00S,2025-02-09T02:24:37.0Z,1,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612743,20,25,2025-02-09T02:24:46Z,860000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (Braun 2 FT),"[1626164, 1631128]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203593.0,,1.0,0.0,Braun,1631128.0,,,,
88,PT04M46.00S,2025-02-09T02:25:08.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631128,,,1610612743,20,26,2025-02-09T02:25:08Z,880000,False,,,0,,C. Braun Free Throw 1 of 2 (7 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
89,PT04M46.00S,2025-02-09T02:25:08.8Z,1,REGULAR,substitution,out,[],1630208,,,1610612743,20,26,2025-02-09T02:25:26Z,890000,False,,,0,,SUB out: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
