actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
85,PT04M16.00S,2025-04-12T02:24:51.2Z,1,REGULAR,substitution,out,[],1627739,,,1610612746,15,15,2025-04-12T02:24:54Z,840000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M16.00S,2025-04-12T02:24:51.2Z,1,REGULAR,substitution,in,[],1627884,,,1610612746,15,15,2025-04-12T02:24:54Z,850000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M16.00S,2025-04-12T02:25:04.7Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1627826,,,1610612746,15,16,2025-04-12T02:25:04Z,860000,False,,,0,,I. Zubac Free Throw 1 of 1 (3 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
89,PT03M57.00S,2025-04-12T02:25:26.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,92.64126149802891,54.64920343137255,1610612758,17,16,2025-04-12T02:25:42Z,870000,False,23.0,17.0,1,right,J. Valančiūnas cutting Layup (2 PTS) (D. DeRozan 2 AST),"[202685, 201942]",1610612758.0,SAC,cutting,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,,2.0,,,,,,D. DeRozan,201942.0,2.0,,
91,PT03M54.00S,2025-04-12T02:25:30.1Z,1,REGULAR,turnover,bad pass,[],1627884,,,1610612746,17,16,2025-04-12T02:26:20Z,890000,False,,,0,,D. Jones Jr. bad pass TURNOVER (1 TO),"[1627884, 1642269]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,8-16 Right,,,,1.0,Carter,1642269.0,,,,,,,,,,,,,,
92,PT03M54.00S,2025-04-12T02:25:30.1Z,1,REGULAR,steal,,[],1642269,,,1610612758,17,16,2025-04-12T02:25:32Z,900000,False,,,0,,D. Carter STEAL (1 STL),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
93,PT03M46.00S,2025-04-12T02:25:36.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203897,94.61235216819973,25.95741421568627,1610612758,19,16,2025-04-12T02:26:32Z,910000,False,-120.0,-2.0,1,right,Z. LaVine 12' turnaround fadeaway Jump Shot (6 PTS) (D. Carter 1 AST),"[203897, 1642269]",1610612758.0,SAC,turnaround fadeaway,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Left,12.02,Made,,,,,,,,6.0,,,,,,D. Carter,1642269.0,1.0,,
95,PT03M45.00S,2025-04-12T02:25:44.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,19,16,2025-04-12T02:25:44Z,930000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M45.00S,2025-04-12T02:27:44.1Z,1,REGULAR,substitution,out,[],1626181,,,1610612746,19,16,2025-04-12T02:28:18Z,940000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M45.00S,2025-04-12T02:27:44.1Z,1,REGULAR,substitution,in,[],203992,,,1610612746,19,16,2025-04-12T02:28:18Z,950000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M22.00S,2025-04-12T02:28:59.9Z,1,REGULAR,2pt,Jump Shot,[],202695,27.201051248357416,62.12086397058824,1610612746,19,18,2025-04-12T02:29:26Z,960000,False,-61.0,203.0,1,left,K. Leonard 21' Jump Shot (6 PTS) (J. Harden 4 AST),"[202695, 201935]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Center,21.2,Made,,,,,,,,6.0,,,,,,J. Harden,201935.0,4.0,,
100,PT02M58.00S,2025-04-12T02:29:28.3Z,1,REGULAR,2pt,Jump Shot,[],201942,87.64783180026281,89.43780637254902,1610612758,19,18,2025-04-12T02:30:02Z,980000,False,197.0,64.0,1,right,MISS D. DeRozan 20' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right,20.72,Missed,,,,,,,,,,,,,,,,,,
101,PT02M56.00S,2025-04-12T02:29:30.3Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,19,18,2025-04-12T02:30:02Z,990000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right,,,100.0,,,,1.0,1.0,0.0,,,,,,,,,,,
102,PT02M55.00S,2025-04-12T02:29:47.4Z,1,REGULAR,foul,personal,[],202685,,,1610612746,19,18,2025-04-12T02:30:17Z,1000000,False,,,0,,J. Valančiūnas personal FOUL (1 PF),"[202685, 202695]",1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202007.0,1.0,0.0,Leonard,202695.0,,,,,
104,PT02M55.00S,2025-04-12T02:29:53.9Z,1,REGULAR,substitution,out,[],203897,,,1610612746,19,18,2025-04-12T02:30:13Z,1020000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M55.00S,2025-04-12T02:29:53.9Z,1,REGULAR,substitution,out,[],202695,,,1610612746,19,18,2025-04-12T02:30:13Z,1030000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M55.00S,2025-04-12T02:29:53.9Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,19,18,2025-04-12T02:30:13Z,1040000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M55.00S,2025-04-12T02:29:53.9Z,1,REGULAR,substitution,in,[],1631099,,,1610612746,19,18,2025-04-12T02:30:13Z,1050000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M55.00S,2025-04-12T02:29:53.9Z,1,REGULAR,substitution,in,[],1629234,,,1610612746,19,18,2025-04-12T02:30:13Z,1060000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612746.0,LAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M55.00S,2025-04-12T02:29:53.9Z,1,REGULAR,substitution,in,[],1627732,,,1610612746,19,18,2025-04-12T02:30:13Z,1070000,False,,,0,,SUB in: B. Simmons,[1627732],1610612746.0,LAC,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M43.00S,2025-04-12T02:30:18.8Z,1,REGULAR,turnover,lost ball,[],1627884,,,1610612746,19,18,2025-04-12T02:30:55Z,1080000,False,,,0,,D. Jones Jr. lost ball TURNOVER (2 TO),"[1627884, 1642269]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,2.0,Carter,1642269.0,,,,,,,,,,,,,,
111,PT02M43.00S,2025-04-12T02:30:18.8Z,1,REGULAR,steal,,[],1642269,,,1610612758,19,18,2025-04-12T02:30:21Z,1090000,False,,,0,,D. Carter STEAL (2 STL),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
112,PT02M39.00S,2025-04-12T02:30:22.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642269,88.83048620236531,54.87515318627451,1610612758,21,18,2025-04-12T02:31:08Z,1100000,False,24.0,52.0,1,right,D. Carter running DUNK (2 PTS),[1642269],1610612758.0,SAC,running,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,5.79,Made,,,,,,,,2.0,,,,,,,,,,
113,PT02M22.00S,2025-04-12T02:30:38.1Z,1,REGULAR,3pt,Jump Shot,[],201935,30.17411300919842,28.676470588235293,1610612746,21,21,2025-04-12T02:31:19Z,1110000,False,107.0,231.0,1,left,J. Harden 25' 3PT pullup (5 PTS) (D. Eubanks 1 AST),"[201935, 1629234]",1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.45,Made,,,,,,,,5.0,,,,,,D. Eubanks,1629234.0,1.0,,
115,PT02M04.00S,2025-04-12T02:30:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,94.61235216819973,49.21875,1610612758,21,21,2025-04-12T02:32:14Z,1130000,False,-4.0,-2.0,1,right,MISS D. DeRozan driving reverse Layup,[201942],1610612758.0,SAC,driving reverse,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,0.43,Missed,,,,,,,,,,,,,,,,,,
116,PT02M03.00S,2025-04-12T02:30:59.6Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,21,21,2025-04-12T02:31:50Z,1140000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,115.0,,,,2.0,2.0,0.0,,,,,,,,,,,
117,PT01M58.00S,2025-04-12T02:31:04.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201935,33.85553547963205,33.555453431372555,1610612746,21,21,2025-04-12T03:18:19Z,1150000,False,82.0,266.0,1,left,MISS J. Harden 27' running pullup 3PT,[201935],1610612746.0,LAC,running pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,27.81,Missed,,,,,,,,,,,,,,,,,,
118,PT01M56.00S,2025-04-12T02:31:06.8Z,1,REGULAR,rebound,offensive,[],203992,,,1610612746,21,21,2025-04-12T02:36:49Z,1160000,False,,,0,,B. Bogdanović REBOUND (Off:1 Def:0),[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Center,,,117.0,,,,1.0,0.0,1.0,,,,,,,,,,,
119,PT01M55.00S,2025-04-12T02:31:10.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203992,16.4257555847569,54.63388480392157,1610612746,21,21,2025-04-12T02:32:50Z,1170000,False,-23.0,102.0,1,left,MISS B. Bogdanović 10' floating Shot,[203992],1610612746.0,LAC,floating,,,Bogdanović,B. Bogdanović,,,,,In The Paint (Non-RA),8-16 Center,10.45,Missed,,,,,,,,,,,,,,,,,,
120,PT01M51.00S,2025-04-12T02:31:14.3Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,21,21,2025-04-12T02:32:50Z,1180000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,119.0,,,,2.0,2.0,0.0,,,,,,,,,,,
121,PT01M38.00S,2025-04-12T02:31:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,92.64126149802891,47.748161764705884,1610612758,23,21,2025-04-12T02:33:13Z,1190000,False,-11.0,17.0,1,right,T. Lyles driving reverse Layup (2 PTS) (D. DeRozan 3 AST),"[1626168, 201942]",1610612758.0,SAC,driving reverse,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,,,2.0,,,,,,D. DeRozan,201942.0,3.0,,
123,PT01M16.00S,2025-04-12T02:31:47.3Z,1,REGULAR,foul,offensive,[],1629234,,,1610612746,23,21,2025-04-12T02:33:27Z,1210000,False,,,0,,D. Eubanks offensive FOUL (1 PF),"[1629234, 201942]",1610612746.0,LAC,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1628480.0,1.0,0.0,DeRozan,201942.0,,,,,
125,PT01M16.00S,2025-04-12T02:31:47.3Z,1,REGULAR,turnover,offensive foul,[],1629234,,,1610612746,23,21,2025-04-12T02:33:27Z,1230000,False,,,0,,D. Eubanks offensive foul TURNOVER (1 TO),[1629234],1610612746.0,LAC,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Center,,,,1.0,,,,,,,1628480.0,,,,,,,,,
126,PT00M58.00S,2025-04-12T02:32:31.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201942,86.85939553219448,34.78094362745098,1610612758,25,21,2025-04-12T02:33:50Z,1240000,False,-76.0,71.0,1,right,D. DeRozan 10' driving floating bank Jump Shot (5 PTS) (D. Carter 2 AST),"[201942, 1642269]",1610612758.0,SAC,driving floating bank,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Left,10.41,Made,,,,,,,,5.0,,,,,,D. Carter,1642269.0,2.0,,
128,PT00M58.00S,2025-04-12T02:32:41.1Z,1,REGULAR,foul,personal,['1freethrow'],1629234,,,1610612746,25,21,2025-04-12T02:34:17Z,1260000,False,,,0,,D. Eubanks personal FOUL (2 PF) (Valančiūnas 1 FT),"[1629234, 202685]",1610612746.0,LAC,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628480.0,2.0,0.0,Valančiūnas,202685.0,,,,,
131,PT00M58.00S,2025-04-12T02:33:02.0Z,1,REGULAR,substitution,out,[],1629234,,,1610612746,25,21,2025-04-12T02:34:56Z,1275000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612746.0,LAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M58.00S,2025-04-12T02:33:02.0Z,1,REGULAR,substitution,in,[],1626181,,,1610612746,25,21,2025-04-12T02:34:56Z,1277500,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M58.00S,2025-04-12T02:33:22.9Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],202685,,,1610612758,26,21,2025-04-12T02:34:56Z,1280000,False,,,0,,J. Valančiūnas Free Throw 1 of 1 (3 PTS),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
133,PT00M50.10S,2025-04-12T02:33:35.7Z,1,REGULAR,foul,offensive,[],203992,,,1610612746,26,21,2025-04-12T02:35:42Z,1290000,False,,,0,,B. Bogdanović offensive FOUL (1 PF),"[203992, 1642269]",1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1628480.0,1.0,0.0,Carter,1642269.0,,,,,
135,PT00M50.10S,2025-04-12T02:33:35.7Z,1,REGULAR,turnover,offensive foul,[],203992,,,1610612746,26,21,2025-04-12T02:35:24Z,1310000,False,,,0,,B. Bogdanović offensive foul TURNOVER (1 TO),[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Left Center,,,,1.0,,,,,,,1628480.0,,,,,,,,,
136,PT00M41.00S,2025-04-12T02:34:03.0Z,1,REGULAR,foul,offensive,[],202685,,,1610612758,26,21,2025-04-12T02:35:45Z,1320000,False,,,0,,J. Valančiūnas offensive FOUL (2 PF),"[202685, 1627732]",1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2714.0,2.0,0.0,Simmons,1627732.0,,,,,
138,PT00M41.00S,2025-04-12T02:34:03.0Z,1,REGULAR,turnover,offensive foul,[],202685,,,1610612758,26,21,2025-04-12T02:35:45Z,1340000,False,,,0,,J. Valančiūnas offensive foul TURNOVER (1 TO),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Center,,,,1.0,,,,,,,2714.0,,,,,,,,,
140,PT00M30.80S,2025-04-12T02:34:29.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,31.278745072273324,79.38878676470588,1610612746,26,24,2025-04-12T02:35:56Z,1350000,False,-147.0,242.0,1,left,N. Powell 28' 3PT  (10 PTS) (B. Simmons 1 AST),"[1626181, 1627732]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,28.27,Made,,,,,,,,10.0,,,,,,B. Simmons,1627732.0,1.0,,
142,PT00M06.50S,2025-04-12T02:34:55.0Z,1,REGULAR,3pt,Jump Shot,[],1631099,96.05781865965834,2.918198529411768,1610612758,29,24,2025-04-12T02:36:04Z,1370000,False,-235.0,-15.0,1,right,K. Murray 3PT  (7 PTS) (D. DeRozan 4 AST),"[1631099, 201942]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,23.59,Made,,,,,,,,7.0,,,,,,D. DeRozan,201942.0,4.0,,
144,PT00M01.90S,2025-04-12T02:35:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203992,9.701461892247039,64.20802696078431,1610612746,29,24,2025-04-12T02:36:56Z,1390000,False,-71.0,39.0,1,left,MISS B. Bogdanović 8' driving Layup,[203992],1610612746.0,LAC,driving,,,Bogdanović,B. Bogdanović,,,,,In The Paint (Non-RA),0-8 Center,8.09,Missed,,,,,,,,,,,,,,,,,,
145,PT00M00.60S,2025-04-12T02:35:08.0Z,1,REGULAR,rebound,defensive,[],202685,,,1610612758,29,24,2025-04-12T02:36:56Z,1400000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,144.0,,,,1.0,1.0,0.0,,,,,,,,,,,
148,PT00M00.00S,2025-04-12T02:35:46.4Z,1,REGULAR,period,end,[],0,,,1610612758,29,24,2025-04-12T02:35:46Z,1430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-04-12T02:36:00.8Z,2,REGULAR,substitution,out,['startperiod'],201942,,,1610612758,29,24,2025-04-12T02:37:47Z,1440000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-04-12T02:36:00.8Z,2,REGULAR,substitution,out,['startperiod'],1626168,,,1610612758,29,24,2025-04-12T02:37:47Z,1450000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-04-12T02:36:00.8Z,2,REGULAR,substitution,out,['startperiod'],201935,,,1610612758,29,24,2025-04-12T02:37:47Z,1460000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-04-12T02:36:00.8Z,2,REGULAR,substitution,in,['startperiod'],1627734,,,1610612758,29,24,2025-04-12T02:37:47Z,1470000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-04-12T02:36:00.8Z,2,REGULAR,substitution,in,['startperiod'],203897,,,1610612758,29,24,2025-04-12T02:37:47Z,1480000,False,,,0,,SUB in: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-04-12T02:36:00.8Z,2,REGULAR,substitution,in,['startperiod'],202695,,,1610612758,29,24,2025-04-12T02:37:47Z,1490000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-04-12T02:37:55.2Z,2,REGULAR,period,start,[],0,,,1610612746,29,24,2025-04-12T02:37:55Z,1500000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M48.00S,2025-04-12T02:38:09.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,11.95795006570303,56.533394607843135,1610612746,29,24,2025-04-12T02:38:37Z,1510000,False,-33.0,60.0,1,left,MISS D. Jones Jr. 6' driving Layup,[1627884],1610612746.0,LAC,driving,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.82,Missed,,,,,,,,,,,,,,,,,,
157,PT11M44.00S,2025-04-12T02:38:13.8Z,2,REGULAR,rebound,defensive,[],1642269,,,1610612758,29,24,2025-04-12T02:38:37Z,1520000,False,,,0,,D. Carter REBOUND (Off:0 Def:1),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,156.0,,,,1.0,1.0,0.0,,,,,,,,,,,
158,PT11M33.00S,2025-04-12T02:38:22.0Z,2,REGULAR,2pt,Layup,[],1642269,86.72798948751642,66.47518382352942,1610612758,31,24,2025-04-12T02:39:02Z,1530000,False,82.0,72.0,1,right,D. Carter 10' driving Layup (4 PTS),[1642269],1610612758.0,SAC,driving,,,Carter,D. Carter,,,,,Mid-Range,8-16 Right,10.96,Made,,,,,,,,4.0,,,,,,,,,,
159,PT11M23.00S,2025-04-12T02:38:33.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,16.29434954007884,36.74172794117647,1610612746,31,26,2025-04-12T02:39:19Z,1540000,False,66.0,101.0,1,left,K. Leonard 12' pullup Jump Shot (8 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Right,12.06,Made,,,,,,,,8.0,,,,,,,,,,
160,PT11M02.00S,2025-04-12T02:38:53.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,93.69250985545335,45.3201593137255,1610612758,33,26,2025-04-12T02:39:51Z,1550000,False,-23.0,7.0,1,right,D. Sabonis cutting Layup (6 PTS) (J. Valančiūnas 1 AST),"[1627734, 202685]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.44,Made,,,,,,,,6.0,,,,,,J. Valančiūnas,202685.0,1.0,,
162,PT11M02.00S,2025-04-12T02:38:55.9Z,2,REGULAR,foul,personal,['1freethrow'],1626181,,,1610612758,33,26,2025-04-12T02:40:05Z,1570000,False,,,0,,N. Powell shooting personal FOUL (2 PF) (Sabonis 1 FT),"[1626181, 1627734]",1610612746.0,LAC,shooting,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2714.0,2.0,0.0,Sabonis,1627734.0,,,,,
164,PT11M02.00S,2025-04-12T02:39:31.6Z,2,REGULAR,freethrow,1 of 1,[],1627734,,,1610612758,34,26,2025-04-12T02:39:31Z,1590000,False,,,0,,D. Sabonis Free Throw 1 of 1 (7 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
165,PT10M54.00S,2025-04-12T02:39:48.4Z,2,REGULAR,3pt,Jump Shot,[],202695,6.176084099868589,95.3201593137255,1610612746,34,29,2025-04-12T02:40:20Z,1600000,False,-227.0,6.0,1,left,K. Leonard 3PT  (11 PTS) (N. Powell 1 AST),"[202695, 1626181]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,22.67,Made,,,,,,,,11.0,,,,,,N. Powell,1626181.0,1.0,,
208,PT10M36.00S,2025-04-12T02:39:57.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,88.30486202365309,56.83976715686275,1610612758,34,29,2025-04-12T02:49:10Z,1615000,False,34.0,57.0,1,right,MISS Z. LaVine 6' driving floating Shot - blocked,"[203897, 1627732]",1610612758.0,SAC,driving floating,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,6.68,Missed,,,,,,,,,,,,,,,,,Simmons,1627732.0
209,PT10M36.00S,2025-04-12T02:39:57.5Z,2,REGULAR,block,,[],1627732,,,1610612758,34,29,2025-04-12T02:46:13Z,1617500,False,,,0,,B. Simmons BLOCK (1 BLK),[1627732],1610612746.0,LAC,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
210,PT10M34.00S,2025-04-12T02:39:59.5Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612746,34,29,2025-04-12T02:49:10Z,1618750,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612746.0,LAC,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,208.0,,,,1.0,1.0,0.0,,,,,,,,,,,
169,PT10M28.00S,2025-04-12T02:40:14.1Z,2,REGULAR,2pt,Jump Shot,[],1626181,10.381077529566369,70.96354166666667,1610612746,34,29,2025-04-12T02:46:17Z,1640000,False,-105.0,45.0,1,left,MISS N. Powell 11' driving floating bank Shot,[1626181],1610612746.0,LAC,driving floating bank,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,11.41,Missed,,,,,,,,,,,,,,,,,,
170,PT10M27.00S,2025-04-12T02:40:15.1Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,34,29,2025-04-12T02:41:10Z,1650000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,169.0,,,,5.0,5.0,0.0,,,,,,,,,,,
171,PT10M16.00S,2025-04-12T02:40:27.7Z,2,REGULAR,foul,offensive,[],202685,,,1610612758,34,29,2025-04-12T04:02:30Z,1660000,False,,,0,,J. Valančiūnas offensive FOUL (3 PF),"[202685, 1627732]",1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202007.0,3.0,0.0,Simmons,1627732.0,,,,,
173,PT10M16.00S,2025-04-12T02:40:27.7Z,2,REGULAR,turnover,offensive foul,[],202685,,,1610612758,34,29,2025-04-12T04:02:30Z,1680000,False,,,0,,J. Valančiūnas offensive foul TURNOVER (2 TO),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Center,,,,2.0,,,,,,,2714.0,,,,,,,,,
174,PT10M16.00S,2025-04-12T02:40:46.3Z,2,REGULAR,substitution,out,[],202685,,,1610612746,34,29,2025-04-12T02:40:50Z,1690000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
