actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
86,PT04M59.00S,2024-11-17T03:24:48.4Z,1,REGULAR,steal,,[],203903,,,1610612762,21,21,2024-11-17T03:34:18Z,860000,False,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
87,PT04M57.00S,2024-11-17T03:24:55.0Z,1,REGULAR,foul,personal,[],1629162,,,1610612762,21,21,2024-11-17T03:25:21Z,870000,False,,,0,,J. McLaughlin personal FOUL (1 PF),"[1629162, 1642268]",1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1629178.0,1.0,0.0,Collier,1642268.0,,,,,
107,PT04M57.00S,2024-11-17T03:25:15.3Z,1,REGULAR,substitution,out,[],1642271,,,1610612762,21,21,2024-11-17T03:28:11Z,885000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M57.00S,2024-11-17T03:25:15.3Z,1,REGULAR,substitution,in,[],1629234,,,1610612762,21,21,2024-11-17T03:28:11Z,887500,False,,,0,,SUB in: D. Eubanks,[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M47.00S,2024-11-17T03:25:35.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628381,10.5946123521682,51.225490196078425,1610612762,21,21,2024-11-17T03:25:58Z,890000,False,-6.0,47.0,1,left,MISS J. Collins driving Layup,[1628381],1610612762.0,UTA,driving,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,4.75,Missed,,,,,,,,,,,,,,,
91,PT04M47.00S,2024-11-17T03:25:35.7Z,1,REGULAR,rebound,offensive,[],1629234,,,1610612762,21,21,2024-11-17T03:35:49Z,900000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:0),[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,90.0,,,,,,,,,1.0,0.0,1.0,,
92,PT04M47.00S,2024-11-17T03:25:38.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631115,,,1610612762,21,21,2024-11-17T03:35:10Z,910000,False,,,0,,O. Robinson shooting personal FOUL (1 PF) (Eubanks 2 FT),"[1631115, 1629234]",1610612758.0,SAC,shooting,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1830.0,1.0,0.0,Eubanks,1629234.0,,,,,
94,PT04M47.00S,2024-11-17T03:26:00.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629234,,,1610612762,21,21,2024-11-17T03:35:16Z,930000,False,,,0,,MISS D. Eubanks Free Throw 1 of 2,[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
95,PT04M47.00S,2024-11-17T03:26:00.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,21,21,2024-11-17T03:26:00Z,940000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,
96,PT04M47.00S,2024-11-17T03:26:00.9Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629234,,,1610612762,21,21,2024-11-17T03:35:16Z,950000,False,,,0,,MISS D. Eubanks Free Throw 2 of 2,[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
97,PT04M44.00S,2024-11-17T03:26:03.9Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,21,21,2024-11-17T03:36:19Z,960000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,96.0,,,,,,,,,1.0,1.0,0.0,,
98,PT04M29.00S,2024-11-17T03:26:36.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631115,92.06636005256242,56.61764705882353,1610612758,23,21,2024-11-17T03:38:42Z,970000,False,33.0,22.0,1,right,O. Robinson bank Hook (2 PTS) (K. Huerter 2 AST),"[1631115, 1628989]",1610612758.0,SAC,bank,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,,,,3.98,Made,2.0,,K. Huerter,1628989.0,2.0,,,,,,,,,,
99,PT04M22.00S,2024-11-17T03:26:46.5Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1631115,,,1610612762,23,21,2024-11-17T03:27:06Z,980000,False,,,0,,O. Robinson shooting personal FOUL (2 PF) (George 3 FT),"[1631115, 1641718]",1610612758.0,SAC,shooting,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1830.0,2.0,0.0,George,1641718.0,,,,,
101,PT04M22.00S,2024-11-17T03:27:08.6Z,1,REGULAR,freethrow,1 of 3,[],1641718,,,1610612762,23,22,2024-11-17T03:27:08Z,1000000,False,,,0,,K. George Free Throw 1 of 3 (3 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
102,PT04M22.00S,2024-11-17T03:27:24.0Z,1,REGULAR,freethrow,2 of 3,[],1641718,,,1610612762,23,23,2024-11-17T03:27:24Z,1010000,False,,,0,,K. George Free Throw 2 of 3 (4 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
103,PT04M22.00S,2024-11-17T03:27:39.2Z,1,REGULAR,freethrow,3 of 3,[],1641718,,,1610612762,23,24,2024-11-17T03:27:39Z,1020000,False,,,0,,K. George Free Throw 3 of 3 (5 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
105,PT04M03.00S,2024-11-17T03:28:03.0Z,1,REGULAR,3pt,Jump Shot,[],1628989,64.33968462549278,55.14705882352941,1610612758,23,24,2024-11-17T03:40:45Z,1040000,False,26.0,283.0,1,right,MISS K. Huerter 28' step back 3PT,[1628989],1610612758.0,SAC,step back,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,28.39,Missed,,,,,,,,,,,,,,,
106,PT03M59.00S,2024-11-17T03:28:07.0Z,1,REGULAR,rebound,offensive,[],1630222,,,1610612758,23,24,2024-11-17T03:40:45Z,1050000,False,,,0,,M. Jones REBOUND (Off:1 Def:0),[1630222],1610612758.0,SAC,,,,Jones,M. Jones,,,,,Above the Break 3,24+ Center,,,,,,,105.0,,,,,,,,,1.0,0.0,1.0,,
109,PT03M47.00S,2024-11-17T03:28:14.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628989,90.75229960578186,96.56862745098039,1610612758,26,24,2024-11-17T03:28:21Z,1060000,False,233.0,34.0,1,right,K. Huerter 3PT  (6 PTS) (J. McLaughlin 1 AST),"[1628989, 1629162]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Right Corner 3,24+ Right,,,,23.53,Made,6.0,,J. McLaughlin,1629162.0,1.0,,,,,,,,,,
111,PT03M29.00S,2024-11-17T03:28:32.4Z,1,REGULAR,3pt,Jump Shot,[],1641718,28.203022339027594,80.63725490196079,1610612762,26,27,2024-11-17T03:41:54Z,1080000,False,-153.0,213.0,1,left,K. George 26' 3PT pullup (8 PTS) (J. Clarkson 1 AST),"[1641718, 203903]",1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,26.2,Made,8.0,,J. Clarkson,203903.0,1.0,,,,,,,,,,
113,PT03M12.00S,2024-11-17T03:28:49.3Z,1,REGULAR,3pt,Jump Shot,[],1631115,68.15045992115637,70.34313725490196,1610612758,29,27,2024-11-17T03:28:53Z,1100000,False,102.0,247.0,1,right,O. Robinson 26' 3PT  (5 PTS) (M. Jones 1 AST),"[1631115, 1630222]",1610612758.0,SAC,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Right Center,,,,26.7,Made,5.0,,M. Jones,1630222.0,1.0,,,,,,,,,,
116,PT03M09.00S,2024-11-17T03:29:01.2Z,1,REGULAR,substitution,out,[],1641718,,,1610612762,29,27,2024-11-17T03:29:06Z,1130000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M09.00S,2024-11-17T03:29:01.2Z,1,REGULAR,substitution,in,[],1642262,,,1610612762,29,27,2024-11-17T03:29:06Z,1140000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M00.00S,2024-11-17T03:29:23.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,8.886333771353483,58.82352941176471,1610612762,29,27,2024-11-17T03:44:25Z,1150000,False,-44.0,31.0,1,left,MISS J. Collins cutting Layup,[1628381],1610612762.0,UTA,cutting,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,5.39,Missed,,,,,,,,,,,,,,,
120,PT02M57.00S,2024-11-17T03:29:26.0Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612762,29,27,2024-11-17T03:44:25Z,1170000,False,,,0,,J. Collins REBOUND (Off:1 Def:0),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,118.0,,,,,,,,,1.0,0.0,1.0,,
121,PT02M44.00S,2024-11-17T03:29:38.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628381,8.754927726675426,37.00980392156863,1610612762,29,27,2024-11-17T03:44:44Z,1180000,False,65.0,30.0,1,left,MISS J. Collins 7' Hook,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,7.15,Missed,,,,,,,,,,,,,,,
122,PT02M44.00S,2024-11-17T03:29:38.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,29,27,2024-11-17T03:44:44Z,1190000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,121.0,,,,,,,,,,,,,
123,PT02M44.00S,2024-11-17T03:29:43.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612762,29,27,2024-11-17T03:30:02Z,1200000,False,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1830.0,,,,,,,,,
124,PT02M44.00S,2024-11-17T03:29:52.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,29,27,2024-11-17T03:32:13Z,1210000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M44.00S,2024-11-17T03:32:01.6Z,1,REGULAR,substitution,out,[],1628989,,,1610612758,29,27,2024-11-17T03:32:49Z,1220000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M44.00S,2024-11-17T03:32:01.6Z,1,REGULAR,substitution,out,[],1631099,,,1610612758,29,27,2024-11-17T03:32:49Z,1230000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M44.00S,2024-11-17T03:32:01.6Z,1,REGULAR,substitution,out,[],1628381,,,1610612758,29,27,2024-11-17T03:32:49Z,1240000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M44.00S,2024-11-17T03:32:01.6Z,1,REGULAR,substitution,in,[],1628368,,,1610612758,29,27,2024-11-17T03:32:49Z,1250000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M44.00S,2024-11-17T03:32:01.6Z,1,REGULAR,substitution,in,[],1626168,,,1610612758,29,27,2024-11-17T03:32:49Z,1260000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M44.00S,2024-11-17T03:32:01.6Z,1,REGULAR,substitution,in,[],1628374,,,1610612758,29,27,2024-11-17T03:32:49Z,1270000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M18.00S,2024-11-17T03:33:11.1Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612758,29,27,2024-11-17T03:33:18Z,1280000,False,,,0,,D. Fox bad pass TURNOVER (1 TO),"[1628368, 1629234]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,1.0,Eubanks,1629234.0,,,,,,,,,,,,,,,,,
132,PT02M18.00S,2024-11-17T03:33:11.1Z,1,REGULAR,steal,,[],1629234,,,1610612762,29,27,2024-11-17T03:33:13Z,1290000,False,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT02M11.00S,2024-11-17T03:33:20.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642262,9.937582128777924,5.147058823529411,1610612762,29,27,2024-11-17T04:22:40Z,1300000,False,224.0,41.0,1,left,MISS C. Williams 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Right Corner 3,24+ Right,,,,22.8,Missed,,,,,,,,,,,,,,,
134,PT02M09.00S,2024-11-17T03:33:22.4Z,1,REGULAR,rebound,defensive,[],1630222,,,1610612758,29,27,2024-11-17T04:22:40Z,1310000,False,,,0,,M. Jones REBOUND (Off:1 Def:1),[1630222],1610612758.0,SAC,,,,Jones,M. Jones,,,,,Right Corner 3,24+ Right,,,,,,,133.0,,,,,,,,,2.0,1.0,1.0,,
135,PT02M01.00S,2024-11-17T03:33:27.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630222,73.66951379763469,14.215686274509803,1610612758,29,27,2024-11-17T03:46:56Z,1320000,False,-179.0,195.0,1,right,MISS M. Jones 26' running 3PT,[1630222],1610612758.0,SAC,running,,,Jones,M. Jones,,,,,Above the Break 3,24+ Left Center,,,,26.46,Missed,,,,,,,,,,,,,,,
136,PT01M59.00S,2024-11-17T03:33:29.7Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,29,27,2024-11-17T03:33:34Z,1330000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,,,,135.0,,,,,,,,,1.0,1.0,0.0,,
137,PT01M50.00S,2024-11-17T03:33:38.7Z,1,REGULAR,turnover,lost ball,[],1642268,,,1610612762,29,27,2024-11-17T03:34:51Z,1340000,False,,,0,,I. Collier lost ball TURNOVER (1 TO),"[1642268, 1628368]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,1.0,Fox,1628368.0,,,,,,,,,,,,,,,,,
138,PT01M50.00S,2024-11-17T03:33:38.7Z,1,REGULAR,steal,,[],1628368,,,1610612758,29,27,2024-11-17T03:33:41Z,1350000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
139,PT01M43.00S,2024-11-17T03:33:45.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628368,92.06636005256242,44.85294117647059,1610612758,31,27,2024-11-17T03:47:24Z,1360000,False,-26.0,22.0,1,right,D. Fox running Layup (15 PTS),[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,3.39,Made,15.0,,,,,,,,,,,,,,
140,PT01M21.00S,2024-11-17T03:34:07.9Z,1,REGULAR,2pt,Jump Shot,[],1642268,13.485545335085414,25.0,1610612762,31,29,2024-11-17T03:34:11Z,1370000,False,125.0,74.0,1,left,I. Collier 14' pullup Jump Shot (2 PTS) (C. Williams 1 AST),"[1642268, 1642262]",1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,Mid-Range,8-16 Right,,,,14.54,Made,2.0,,C. Williams,1642262.0,1.0,,,,,,,,,,
142,PT01M05.00S,2024-11-17T03:34:23.5Z,1,REGULAR,3pt,Jump Shot,[],1626168,71.96123521681997,16.176470588235293,1610612758,31,29,2024-11-17T03:34:29Z,1390000,False,-169.0,211.0,1,right,MISS T. Lyles 27' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,,27.05,Missed,,,,,,,,,,,,,,,
143,PT01M03.00S,2024-11-17T03:34:25.5Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612762,31,29,2024-11-17T03:47:44Z,1400000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:1),[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Left Center,,,,,,,142.0,,,,,,,,,2.0,1.0,1.0,,
144,PT00M56.50S,2024-11-17T03:34:32.9Z,1,REGULAR,3pt,Jump Shot,[],203903,35.56176084099869,54.65686274509803,1610612762,31,29,2024-11-17T03:49:05Z,1410000,False,-23.0,282.0,1,left,MISS J. Clarkson 28' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,,28.28,Missed,,,,,,,,,,,,,,,
145,PT00M53.30S,2024-11-17T03:34:36.1Z,1,REGULAR,rebound,defensive,[],1630222,,,1610612758,31,29,2024-11-17T03:34:43Z,1420000,False,,,0,,M. Jones REBOUND (Off:1 Def:2),[1630222],1610612758.0,SAC,,,,Jones,M. Jones,,,,,Above the Break 3,24+ Center,,,,,,,144.0,,,,,,,,,3.0,2.0,1.0,,
146,PT00M41.50S,2024-11-17T03:34:52.5Z,1,REGULAR,foul,personal,[],1642268,,,1610612758,31,29,2024-11-17T03:34:59Z,1430000,False,,,0,,I. Collier personal FOUL (1 PF),"[1642268, 1628368]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1830.0,1.0,0.0,Fox,1628368.0,,,,,
148,PT00M41.50S,2024-11-17T03:35:06.0Z,1,REGULAR,substitution,out,[],1630222,,,1610612758,31,29,2024-11-17T03:35:11Z,1450000,False,,,0,,SUB out: M. Jones,[1630222],1610612758.0,SAC,,,,Jones,M. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M41.50S,2024-11-17T03:35:06.0Z,1,REGULAR,substitution,in,[],203926,,,1610612758,31,29,2024-11-17T03:35:11Z,1460000,False,,,0,,SUB in: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M41.50S,2024-11-17T03:35:22.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612758,31,29,2024-11-17T03:48:29Z,1470000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M41.50S,2024-11-17T03:35:27.3Z,1,REGULAR,substitution,out,[],1642268,,,1610612758,31,29,2024-11-17T03:38:21Z,1475000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M41.50S,2024-11-17T03:35:27.3Z,1,REGULAR,substitution,in,[],1629012,,,1610612758,31,29,2024-11-17T03:38:21Z,1477500,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M33.20S,2024-11-17T03:38:40.4Z,1,REGULAR,3pt,Jump Shot,[],203926,73.53810775295663,87.25490196078431,1610612758,31,29,2024-11-17T03:38:47Z,1490000,False,186.0,196.0,1,right,MISS D. McDermott 27' 3PT,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,,,,27.06,Missed,,,,,,,,,,,,,,,
155,PT00M30.10S,2024-11-17T03:38:43.5Z,1,REGULAR,rebound,offensive,[],1631115,,,1610612758,31,29,2024-11-17T03:38:47Z,1500000,False,,,0,,O. Robinson REBOUND (Off:1 Def:0),[1631115],1610612758.0,SAC,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,154.0,,,,,,,,,1.0,0.0,1.0,,
156,PT00M30.10S,2024-11-17T03:38:45.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629234,,,1610612758,31,29,2024-11-17T03:38:57Z,1510000,False,,,0,,D. Eubanks shooting personal FOUL (1 PF) (Robinson 2 FT),"[1629234, 1631115]",1610612762.0,UTA,shooting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627534.0,1.0,0.0,Robinson,1631115.0,,,,,
158,PT00M30.10S,2024-11-17T03:39:14.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631115,,,1610612758,31,29,2024-11-17T03:39:14Z,1530000,False,,,0,,MISS O. Robinson Free Throw 1 of 2,[1631115],1610612758.0,SAC,,,,Robinson,O. Robinson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
159,PT00M30.10S,2024-11-17T03:39:14.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,31,29,2024-11-17T03:39:14Z,1540000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,,,,,
160,PT00M30.10S,2024-11-17T03:39:16.2Z,1,REGULAR,substitution,out,[],203926,,,1610612758,31,29,2024-11-17T03:39:20Z,1550000,False,,,0,,SUB out: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M30.10S,2024-11-17T03:39:16.2Z,1,REGULAR,substitution,in,[],1631099,,,1610612758,31,29,2024-11-17T03:39:20Z,1560000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M30.10S,2024-11-17T03:39:31.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631115,,,1610612758,32,29,2024-11-17T03:39:31Z,1570000,False,,,0,,O. Robinson Free Throw 2 of 2 (6 PTS),[1631115],1610612758.0,SAC,,,,Robinson,O. Robinson,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
163,PT00M19.70S,2024-11-17T03:39:44.9Z,1,REGULAR,2pt,Jump Shot,[],203903,8.492115637319317,27.696078431372552,1610612762,32,31,2024-11-17T03:39:50Z,1580000,False,112.0,27.0,1,left,J. Clarkson 11' fadeaway Jump Shot (2 PTS),[203903],1610612762.0,UTA,fadeaway,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Right,,,,11.48,Made,2.0,,,,,,,,,,,,,,
164,PT00M01.40S,2024-11-17T03:40:14.4Z,1,REGULAR,3pt,Jump Shot,[],1628368,82.34231274638634,95.83333333333334,1610612758,35,31,2024-11-17T03:40:20Z,1590000,False,229.0,113.0,1,right,D. Fox 25' 3PT step back (18 PTS),[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,25.58,Made,18.0,,,,,,,,,,,,,,
165,PT00M00.00S,2024-11-17T03:40:58.2Z,1,REGULAR,period,end,[],0,,,1610612762,35,31,2024-11-17T03:40:58Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-11-17T03:42:20.7Z,2,REGULAR,substitution,out,['startperiod'],1629162,,,1610612762,35,31,2024-11-17T03:43:09Z,1610000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-11-17T03:42:20.7Z,2,REGULAR,substitution,out,['startperiod'],1631115,,,1610612762,35,31,2024-11-17T03:43:09Z,1620000,False,,,0,,SUB out: O. Robinson,[1631115],1610612758.0,SAC,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-11-17T03:42:20.7Z,2,REGULAR,substitution,out,['startperiod'],1631099,,,1610612762,35,31,2024-11-17T03:43:09Z,1630000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-11-17T03:42:20.7Z,2,REGULAR,substitution,out,['startperiod'],1642262,,,1610612762,35,31,2024-11-17T03:43:09Z,1640000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-11-17T03:42:20.7Z,2,REGULAR,substitution,in,['startperiod'],203458,,,1610612762,35,31,2024-11-17T03:43:09Z,1650000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-11-17T03:42:20.7Z,2,REGULAR,substitution,in,['startperiod'],203926,,,1610612762,35,31,2024-11-17T03:43:09Z,1660000,False,,,0,,SUB in: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-11-17T03:42:20.7Z,2,REGULAR,substitution,in,['startperiod'],1631165,,,1610612762,35,31,2024-11-17T03:43:09Z,1670000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2024-11-17T03:42:20.7Z,2,REGULAR,substitution,in,['startperiod'],1630548,,,1610612762,35,31,2024-11-17T03:43:09Z,1680000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2024-11-17T03:43:06.7Z,2,REGULAR,period,start,[],0,,,1610612758,35,31,2024-11-17T03:43:09Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
