actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
172,PT09M45.00S,2025-04-10T02:49:45.5Z,2,REGULAR,2pt,Jump Shot,[],1629008,85.62746386333771,70.58823529411765,1610612743,36,36,2025-04-10T02:51:30Z,1700000,False,103.0,83.0,1,right,M. Porter Jr. 13' driving floating bank Jump Shot (7 PTS) (R. Westbrook 2 AST),"[1629008, 201566]",1610612743.0,DEN,driving floating bank,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,13.2,Made,,,,,7.0,,,,,,,R. Westbrook,201566.0,2.0,,,,
174,PT09M27.00S,2025-04-10T02:50:03.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642403,8.754927726675426,56.372549019607845,1610612758,36,36,2025-04-10T02:50:12Z,1720000,False,-32.0,30.0,1,left,MISS I. Jones driving Layup - blocked,"[1642403, 201599]",1610612758.0,SAC,driving,,,Jones,I. Jones,,,,,In The Paint (Non-RA),0-8 Center,4.37,Missed,,,,,,,,,,,,,,,,,Jordan,201599.0
175,PT09M27.00S,2025-04-10T02:50:03.8Z,2,REGULAR,block,,[],201599,,,1610612758,36,36,2025-04-10T02:50:06Z,1730000,False,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
176,PT09M24.00S,2025-04-10T02:50:06.8Z,2,REGULAR,rebound,defensive,[],1631124,,,1610612743,36,36,2025-04-10T02:50:12Z,1740000,False,,,0,,J. Strawther REBOUND (Off:0 Def:3),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,,,174.0,3.0,3.0,0.0,,,,,,,,,,,,,,
177,PT09M21.00S,2025-04-10T02:50:10.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,76.5604467805519,90.19607843137256,1610612743,36,39,2025-04-10T02:52:16Z,1750000,False,201.0,168.0,1,right,M. Porter Jr. 26' 3PT running (10 PTS) (J. Strawther 1 AST),"[1629008, 1631124]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.18,Made,,,,,10.0,,,,,,,J. Strawther,1631124.0,1.0,,,,
179,PT09M09.00S,2025-04-10T02:50:22.2Z,2,REGULAR,turnover,bad pass,[],203897,,,1610612758,36,39,2025-04-10T02:50:26Z,1770000,False,,,0,,Z. LaVine bad pass TURNOVER (3 TO),"[203897, 201566]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,,,,,,,,,3.0,,,,,,,,Westbrook,201566.0,,
180,PT09M09.00S,2025-04-10T02:50:22.2Z,2,REGULAR,steal,,[],201566,,,1610612743,36,39,2025-04-10T02:50:24Z,1780000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
181,PT09M04.00S,2025-04-10T02:50:26.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631212,90.48948751642575,55.88235294117647,1610612743,36,41,2025-04-10T02:50:32Z,1790000,False,29.0,37.0,1,right,P. Watson running Layup (2 PTS) (R. Westbrook 3 AST),"[1631212, 201566]",1610612743.0,DEN,running,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,4.72,Made,,,,,2.0,,,,,,,R. Westbrook,201566.0,3.0,,,,
183,PT08M53.00S,2025-04-10T02:50:41.1Z,2,REGULAR,foul,personal,[],1631124,,,1610612758,36,41,2025-04-10T02:50:56Z,1810000,False,,,0,,J. Strawther personal FOUL (2 PF),"[1631124, 1642269]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,201246.0,,2.0,0.0,Carter,1642269.0,,,,,,,
185,PT08M42.00S,2025-04-10T02:51:18.1Z,2,REGULAR,foul,personal,[],201599,,,1610612758,36,41,2025-04-10T02:51:30Z,1830000,False,,,0,,D. Jordan personal FOUL (1 PF),"[201599, 203897]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204059.0,,1.0,0.0,LaVine,203897.0,,,,,,,
187,PT08M28.00S,2025-04-10T02:51:49.1Z,2,REGULAR,3pt,Jump Shot,[],203926,5.863994743758213,96.56862745098039,1610612758,39,41,2025-04-10T02:51:53Z,1850000,False,-233.0,3.0,1,left,D. McDermott 3PT  (9 PTS) (D. Sabonis 1 AST),"[203926, 1627734]",1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,23.28,Made,,,,,9.0,,,,,,,D. Sabonis,1627734.0,1.0,,,,
189,PT08M20.00S,2025-04-10T02:51:57.6Z,2,REGULAR,3pt,Jump Shot,[],201566,76.42904073587385,87.74509803921569,1610612743,39,41,2025-04-10T02:53:14Z,1870000,False,189.0,169.0,1,right,MISS R. Westbrook 25' pullup 3PT,[201566],1610612743.0,DEN,pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,25.34,Missed,,,,,,,,,,,,,,,,,,
190,PT08M15.00S,2025-04-10T02:52:02.3Z,2,REGULAR,rebound,offensive,[],1631124,,,1610612743,39,41,2025-04-10T02:52:02Z,1880000,False,,,0,,J. Strawther REBOUND (Off:1 Def:3),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,,,189.0,4.0,3.0,1.0,,,,,,,,,,,,,,
191,PT08M07.00S,2025-04-10T02:52:11.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631212,90.22667542706965,43.872549019607845,1610612743,39,43,2025-04-10T02:52:16Z,1890000,False,-31.0,39.0,1,right,P. Watson driving Layup (4 PTS) (M. Porter Jr. 2 AST),"[1631212, 1629008]",1610612743.0,DEN,driving,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,4.99,Made,,,,,4.0,,,,,,,M. Porter Jr.,1629008.0,2.0,,,,
192,PT08M01.00S,2025-04-10T02:52:16.6Z,2,REGULAR,turnover,bad pass,[],1642269,,,1610612758,39,43,2025-04-10T02:52:22Z,1900000,False,,,0,,D. Carter bad pass TURNOVER (1 TO),"[1642269, 1629008]",1610612758.0,SAC,,,,Carter,D. Carter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,,,,,,,,Porter Jr.,1629008.0,,
193,PT08M01.00S,2025-04-10T02:52:16.6Z,2,REGULAR,steal,,[],1629008,,,1610612743,39,43,2025-04-10T02:52:19Z,1910000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
194,PT07M54.00S,2025-04-10T02:52:23.6Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612743,39,43,2025-04-10T02:52:30Z,1920000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1642403]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,Jones,1642403.0,,
195,PT07M54.00S,2025-04-10T02:52:23.6Z,2,REGULAR,steal,,[],1642403,,,1610612758,39,43,2025-04-10T02:58:24Z,1930000,False,,,0,,I. Jones STEAL (1 STL),[1642403],1610612758.0,SAC,,,,Jones,I. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
196,PT07M48.00S,2025-04-10T02:52:29.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,7.5722733245729295,43.872549019607845,1610612758,41,43,2025-04-10T02:52:38Z,1940000,False,31.0,19.0,1,left,Z. LaVine running alley-oop Layup (8 PTS) (D. McDermott 1 AST),"[203897, 203926]",1610612758.0,SAC,running alley-oop,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,3.59,Made,,,,,8.0,,,,,,,D. McDermott,203926.0,1.0,,,,
198,PT07M42.00S,2025-04-10T02:52:39.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,89.43823915900131,56.127450980392155,1610612743,41,43,2025-04-10T02:57:54Z,1960000,False,31.0,47.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,,,,,,,,,
199,PT07M41.00S,2025-04-10T02:52:40.0Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,41,43,2025-04-10T02:57:54Z,1970000,False,,,0,,D. Jordan REBOUND (Off:1 Def:0),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,198.0,1.0,0.0,1.0,,,,,,,,,,,,,,
200,PT07M41.00S,2025-04-10T02:52:46.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201599,94.40999984741211,50.0,1610612743,41,43,2025-04-10T02:58:05Z,1980000,False,0.0,0.0,1,right,MISS D. Jordan tip Layup,[201599],1610612743.0,DEN,tip,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
201,PT07M39.00S,2025-04-10T02:52:48.9Z,2,REGULAR,rebound,defensive,[],1642269,,,1610612758,41,43,2025-04-10T02:58:05Z,1990000,False,,,0,,D. Carter REBOUND (Off:0 Def:2),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Restricted Area,0-8 Center,,,200.0,2.0,2.0,0.0,,,,,,,,,,,,,,
202,PT07M35.00S,2025-04-10T02:52:48.4Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642269,8.886333771353483,44.85294117647059,1610612758,41,43,2025-04-10T02:58:41Z,2000000,False,26.0,31.0,1,left,MISS D. Carter driving floating bank Shot,[1642269],1610612758.0,SAC,driving floating bank,,,Carter,D. Carter,,,,,Restricted Area,0-8 Center,4.03,Missed,,,,,,,,,,,,,,,,,,
203,PT07M33.00S,2025-04-10T02:52:50.4Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,41,43,2025-04-10T02:58:41Z,2010000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,202.0,4.0,3.0,1.0,,,,,,,,,,,,,,
204,PT07M33.00S,2025-04-10T02:52:53.5Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1627734,5.590000152587891,50.0,1610612758,41,43,2025-04-10T02:59:23Z,2020000,False,0.0,0.0,1,left,MISS D. Sabonis tip DUNK,[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
205,PT07M31.00S,2025-04-10T02:52:55.5Z,2,REGULAR,rebound,defensive,[],1631124,,,1610612743,41,43,2025-04-10T02:58:55Z,2030000,False,,,0,,J. Strawther REBOUND (Off:1 Def:4),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,204.0,5.0,4.0,1.0,,,,,,,,,,,,,,
206,PT07M21.00S,2025-04-10T02:52:59.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631124,86.5473061760841,41.17647058823529,1610612743,41,43,2025-04-10T02:59:47Z,2040000,False,-44.0,74.0,1,right,MISS J. Strawther 8' driving floating Shot,[1631124],1610612743.0,DEN,driving floating,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),8-16 Center,8.61,Missed,,,,,,,,,,,,,,,,,,
207,PT07M21.00S,2025-04-10T02:53:02.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,41,43,2025-04-10T02:53:02Z,2050000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,206.0,,,,,,,,,,,,,,,,,
208,PT07M21.00S,2025-04-10T02:53:03.4Z,2,REGULAR,foul,personal,[],1627734,,,1610612743,41,43,2025-04-10T02:59:54Z,2060000,False,,,0,,D. Sabonis loose ball personal FOUL (1 PF),"[1627734, 201599]",1610612758.0,SAC,loose ball,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204059.0,,1.0,0.0,Jordan,201599.0,,,,,,,
210,PT07M21.00S,2025-04-10T02:53:10.6Z,2,REGULAR,substitution,out,[],1631124,,,1610612743,41,43,2025-04-10T02:53:13Z,2080000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M21.00S,2025-04-10T02:53:10.6Z,2,REGULAR,substitution,in,[],1631128,,,1610612743,41,43,2025-04-10T02:53:13Z,2090000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M21.00S,2025-04-10T02:53:10.6Z,2,REGULAR,substitution,out,[],201566,,,1610612743,41,43,2025-04-10T02:54:47Z,2095000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M21.00S,2025-04-10T02:53:10.6Z,2,REGULAR,substitution,in,[],1629618,,,1610612743,41,43,2025-04-10T02:54:47Z,2097500,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M15.00S,2025-04-10T02:53:31.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629008,82.9993429697766,61.029411764705884,1610612743,41,43,2025-04-10T03:00:17Z,2100000,False,55.0,107.0,1,right,MISS M. Porter Jr. 12' driving floating Shot,[1629008],1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,12.06,Missed,,,,,,,,,,,,,,,,,,
213,PT07M12.00S,2025-04-10T02:53:34.8Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,41,43,2025-04-10T02:53:37Z,2110000,False,,,0,,D. Jordan REBOUND (Off:2 Def:0),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Center,,,212.0,2.0,0.0,2.0,,,,,,,,,,,,,,
214,PT07M10.00S,2025-04-10T02:53:35.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,85.62746386333771,56.127450980392155,1610612743,41,45,2025-04-10T03:00:22Z,2120000,False,31.0,83.0,1,right,D. Jordan 8' putback Layup (2 PTS),[201599],1610612743.0,DEN,putback,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Center,8.81,Made,,,,,2.0,,,,,,,,,,,,,
215,PT07M01.00S,2025-04-10T02:53:45.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.389618922470433,57.84313725490197,1610612758,43,45,2025-04-10T03:00:43Z,2130000,False,-39.0,8.0,1,left,D. Sabonis cutting Layup (6 PTS) (Z. LaVine 5 AST),"[1627734, 203897]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.99,Made,,,,,6.0,,,,,,,Z. LaVine,203897.0,5.0,,,,
217,PT06M40.00S,2025-04-10T02:54:06.1Z,2,REGULAR,3pt,Jump Shot,[],1629618,69.07030223390277,21.568627450980394,1610612743,43,48,2025-04-10T03:00:56Z,2150000,False,-142.0,238.0,1,right,J. Pickett 27' 3PT step back (3 PTS),[1629618],1610612743.0,DEN,step back,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Left Center,27.74,Made,,,,,3.0,,,,,,,,,,,,,
218,PT06M15.00S,2025-04-10T02:54:37.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,10.85742444152431,49.26470588235294,1610612758,43,48,2025-04-10T03:01:26Z,2160000,False,4.0,50.0,1,left,MISS Z. LaVine driving Layup,[203897],1610612758.0,SAC,driving,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,4.97,Missed,,,,,,,,,,,,,,,,,,
219,PT06M13.00S,2025-04-10T02:54:39.8Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,43,48,2025-04-10T03:01:26Z,2170000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,218.0,2.0,2.0,0.0,,,,,,,,,,,,,,
220,PT06M05.00S,2025-04-10T02:54:43.4Z,2,REGULAR,foul,personal,['2freethrow'],1642403,,,1610612743,43,48,2025-04-10T02:54:58Z,2180000,False,,,0,,I. Jones shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1642403, 1629008]",1610612758.0,SAC,shooting,,,Jones,I. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628159.0,,1.0,0.0,Porter Jr.,1629008.0,,,,,,,
224,PT06M05.00S,2025-04-10T02:55:08.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629008,,,1610612743,43,49,2025-04-10T02:55:08Z,2200000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (11 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
225,PT06M05.00S,2025-04-10T02:55:10.3Z,2,REGULAR,substitution,out,[],203926,,,1610612743,43,49,2025-04-10T02:55:34Z,2210000,False,,,0,,SUB out: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M05.00S,2025-04-10T02:55:10.3Z,2,REGULAR,substitution,out,[],1642269,,,1610612743,43,49,2025-04-10T02:55:34Z,2220000,False,,,0,,SUB out: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M05.00S,2025-04-10T02:55:10.3Z,2,REGULAR,substitution,out,[],1642403,,,1610612743,43,49,2025-04-10T02:55:34Z,2230000,False,,,0,,SUB out: I. Jones,[1642403],1610612758.0,SAC,,,,Jones,I. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M05.00S,2025-04-10T02:55:10.3Z,2,REGULAR,substitution,out,[],1631212,,,1610612743,43,49,2025-04-10T02:55:34Z,2240000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M05.00S,2025-04-10T02:55:10.3Z,2,REGULAR,substitution,out,[],201599,,,1610612743,43,49,2025-04-10T02:55:34Z,2250000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M05.00S,2025-04-10T02:55:10.3Z,2,REGULAR,substitution,in,[],201942,,,1610612743,43,49,2025-04-10T02:55:34Z,2260000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M05.00S,2025-04-10T02:55:10.3Z,2,REGULAR,substitution,in,[],1626168,,,1610612743,43,49,2025-04-10T02:55:34Z,2270000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M05.00S,2025-04-10T02:55:10.3Z,2,REGULAR,substitution,in,[],1631165,,,1610612743,43,49,2025-04-10T02:55:34Z,2280000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M05.00S,2025-04-10T02:55:10.3Z,2,REGULAR,substitution,in,[],203999,,,1610612743,43,49,2025-04-10T02:55:34Z,2290000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M05.00S,2025-04-10T02:55:10.3Z,2,REGULAR,substitution,in,[],203932,,,1610612743,43,49,2025-04-10T02:55:34Z,2300000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M05.00S,2025-04-10T02:55:08.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629008,,,1610612743,43,49,2025-04-10T03:01:49Z,2310000,False,,,0,,MISS M. Porter Jr. Free Throw 2 of 2,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
236,PT06M02.00S,2025-04-10T02:55:11.8Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,43,49,2025-04-10T03:01:49Z,2320000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,235.0,5.0,4.0,1.0,,,,,,,,,,,,,,
237,PT05M45.00S,2025-04-10T02:55:54.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,14.931011826544022,60.29411764705882,1610612758,45,49,2025-04-10T02:55:59Z,2330000,False,-51.0,88.0,1,left,D. DeRozan 10' turnaround Jump Shot (6 PTS),[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,10.19,Made,,,,,6.0,,,,,,,,,,,,,
238,PT05M32.00S,2025-04-10T02:56:07.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,90.22667542706965,49.26470588235294,1610612743,45,51,2025-04-10T02:56:13Z,2340000,False,-4.0,39.0,1,right,A. Gordon cutting DUNK (12 PTS) (J. Pickett 2 AST),"[203932, 1629618]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.96,Made,,,,,12.0,,,,,,,J. Pickett,1629618.0,2.0,,,,
240,PT05M19.00S,2025-04-10T02:56:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,8.229303547963205,49.26470588235294,1610612758,47,51,2025-04-10T03:03:08Z,2360000,False,4.0,25.0,1,left,T. Lyles cutting Layup (7 PTS) (Z. LaVine 6 AST),"[1626168, 203897]",1610612758.0,SAC,cutting,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,7.0,,,,,,,Z. LaVine,203897.0,6.0,,,,
251,PT05M04.00S,2025-04-10T02:56:43.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,91.27792378449409,47.30392156862745,1610612743,47,51,2025-04-10T03:06:11Z,2385000,False,-13.0,29.0,1,right,MISS A. Gordon driving Layup - blocked,"[203932, 201942]",1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,3.24,Missed,,,,,,,,,,,,,,,,,DeRozan,201942.0
252,PT05M04.00S,2025-04-10T02:56:43.0Z,2,REGULAR,block,,[],201942,,,1610612743,47,51,2025-04-10T03:07:37Z,2392500,False,,,0,,D. DeRozan BLOCK (1 BLK),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
253,PT05M04.00S,2025-04-10T02:56:43.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,47,51,2025-04-10T03:00:59Z,2396250,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,251.0,,,,,,,,,,,,,,,,,
245,PT05M04.00S,2025-04-10T02:57:02.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,47,51,2025-04-10T03:00:59Z,2400000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M04.00S,2025-04-10T02:57:33.5Z,2,REGULAR,substitution,out,[],1629008,,,1610612758,47,51,2025-04-10T03:00:59Z,2420000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M04.00S,2025-04-10T02:57:33.5Z,2,REGULAR,substitution,in,[],1631212,,,1610612758,47,51,2025-04-10T03:00:59Z,2430000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M48.00S,2025-04-10T03:00:43.4Z,2,REGULAR,3pt,Jump Shot,[],201942,25.04927726675427,85.7843137254902,1610612758,47,51,2025-04-10T04:04:41Z,2440000,False,-179.0,183.0,1,left,MISS D. DeRozan 25' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
250,PT04M45.00S,2025-04-10T03:00:46.0Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,47,51,2025-04-10T03:00:46Z,2450000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,249.0,2.0,2.0,0.0,,,,,,,,,,,,,,
257,PT04M34.00S,2025-04-10T03:00:59.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,90.09526938239159,52.20588235294118,1610612743,47,53,2025-04-10T03:08:08Z,2460000,False,11.0,41.0,1,right,C. Braun driving Layup (14 PTS) (P. Watson 1 AST),"[1631128, 1631212]",1610612743.0,DEN,driving,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,4.21,Made,,,,,14.0,,,,,,,P. Watson,1631212.0,1.0,,,,
259,PT04M34.00S,2025-04-10T03:01:11.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626168,,,1610612743,47,53,2025-04-10T03:01:40Z,2480000,False,,,0,,T. Lyles shooting personal FOUL (1 PF) (Braun 1 FT),"[1626168, 1631128]",1610612758.0,SAC,shooting,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,,,,,,,,1628159.0,,1.0,0.0,Braun,1631128.0,,,,,,,
262,PT04M34.00S,2025-04-10T03:01:41.3Z,2,REGULAR,freethrow,1 of 1,[],1631128,,,1610612743,47,53,2025-04-10T03:01:48Z,2500000,False,,,0,,MISS C. Braun Free Throw 1 of 1,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
