actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-03-18T02:10:27.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-18T02:10:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-03-18T02:10:30.9Z,1,REGULAR,jumpball,recovered,[],1628370,,,1610612758,0,0,2025-03-18T02:10:30Z,40000,False,,,0,,Jump Ball D. Sabonis vs. Z. Edey: Tip to M. Monk,"[1628370, 1627734, 1641744]",1610612758.0,SAC,startperiod,M. Monk,1628370.0,Monk,M. Monk,Sabonis,1627734.0,Edey,1641744.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-03-18T02:10:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,93.38042049934296,54.65686274509803,1610612758,2,0,2025-03-18T02:11:09Z,70000,False,23.0,10.0,1,right,K. Murray cutting Layup (2 PTS) (D. DeRozan 1 AST),"[1631099, 201942]",1610612758.0,SAC,cutting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,2.52,Made,2.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2025-03-18T02:10:59.2Z,1,REGULAR,3pt,Jump Shot,[],1642377,6.5703022339027655,95.0750612745098,1610612763,2,3,2025-03-18T02:11:21Z,90000,False,-225.0,9.0,1,left,J. Wells 3PT  (3 PTS) (J. Jackson Jr. 1 AST),"[1642377, 1628991]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Left Corner 3,24+ Left,22.56,Made,3.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,,,,,
11,PT11M07.00S,2025-03-18T02:11:21.6Z,1,REGULAR,3pt,Jump Shot,[],1628370,68.54467805519053,26.225490196078432,1610612758,2,3,2025-03-18T02:11:48Z,110000,False,-119.0,243.0,1,right,MISS M. Monk 27' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,27.07,Missed,,,,,,,,,,,,,,,,,,
12,PT11M03.00S,2025-03-18T02:11:25.6Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,2,3,2025-03-18T02:11:48Z,120000,False,,,0,,J. Wells REBOUND (Off:0 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M44.00S,2025-03-18T02:11:45.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641744,14.454664914586061,54.021139705882355,1610612763,2,3,2025-03-18T02:12:09Z,130000,False,-20.0,83.0,1,left,MISS Z. Edey 8' driving Hook,[1641744],1610612763.0,MEM,driving,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Center,8.58,Missed,,,,,,,,,,,,,,,,,,
14,PT10M43.00S,2025-03-18T02:11:46.1Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,2,3,2025-03-18T02:12:09Z,140000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M33.00S,2025-03-18T02:11:54.6Z,1,REGULAR,3pt,Jump Shot,[],1631099,64.70105124835743,73.01623774509804,1610612758,2,3,2025-03-18T02:12:24Z,150000,False,115.0,279.0,1,right,MISS K. Murray 30' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,30.21,Missed,,,,,,,,,,,,,,,,,,
16,PT10M30.00S,2025-03-18T02:11:57.6Z,1,REGULAR,rebound,offensive,[],203897,,,1610612758,2,3,2025-03-18T02:12:24Z,160000,False,,,0,,Z. LaVine REBOUND (Off:1 Def:0),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,
