actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
88,PT05M11.00S,2024-10-25T02:26:13.7Z,1,REGULAR,substitution,out,[],203944,,,1610612750,17,12,2024-10-25T02:26:21Z,880000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M11.00S,2024-10-25T02:26:13.7Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,17,12,2024-10-25T02:26:21Z,890000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M11.00S,2024-10-25T02:26:13.7Z,1,REGULAR,substitution,in,[],1628978,,,1610612750,17,12,2024-10-25T02:26:21Z,900000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M11.00S,2024-10-25T02:26:29.3Z,1,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,17,13,2024-10-25T02:26:29Z,910000,False,,,0,,J. McDaniels Free Throw 2 of 2 (4 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
92,PT04M58.00S,2024-10-25T02:26:42.6Z,1,REGULAR,3pt,Jump Shot,[],1631099,70.25295663600527,21.323529411764707,1610612758,17,13,2024-10-25T02:26:48Z,920000,False,-143.0,227.0,1,right,MISS K. Murray 26' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,26.86,,,,,,,,
93,PT04M54.00S,2024-10-25T02:26:46.6Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,17,13,2024-10-25T02:26:48Z,930000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,92.0,,,,,,,,,1.0,1.0,0.0,,
94,PT04M47.00S,2024-10-25T02:26:54.0Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,17,13,2024-10-25T02:27:00Z,940000,False,,,0,,A. Edwards bad pass TURNOVER (2 TO),"[1630162, 1631165]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2.0,Ellis,1631165.0,,,,,,,,,
95,PT04M47.00S,2024-10-25T02:26:54.0Z,1,REGULAR,steal,,[],1631165,,,1610612758,17,13,2024-10-25T02:35:13Z,950000,False,,,0,,K. Ellis STEAL (1 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
96,PT04M40.00S,2024-10-25T02:27:01.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628370,85.75886990801577,51.470588235294116,1610612758,19,13,2024-10-25T02:33:17Z,960000,False,7.0,81.0,1,right,M. Monk 8' running Layup (2 PTS),[1628370],1610612758.0,SAC,running,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,2.0,,,,8.17,,,,,,,,
97,PT04M29.00S,2024-10-25T02:27:12.1Z,1,REGULAR,3pt,Jump Shot,[],1629675,32.53942181340342,32.59803921568628,1610612750,19,13,2024-10-25T02:27:21Z,970000,False,87.0,253.0,1,left,MISS N. Reid 26' pullup 3PT,[1629675],1610612750.0,MIN,pullup,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.79,,,,,,,,
98,PT04M29.00S,2024-10-25T02:27:12.1Z,1,REGULAR,rebound,defensive,[],1631165,,,1610612758,19,13,2024-10-25T02:27:21Z,980000,False,,,0,,K. Ellis REBOUND (Off:0 Def:1),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,,,,,,,97.0,,,,,,,,,1.0,1.0,0.0,,
99,PT04M11.00S,2024-10-25T02:27:29.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,81.02825229960578,47.05882352941176,1610612758,21,13,2024-10-25T02:27:39Z,990000,False,-15.0,126.0,1,right,M. Monk 12' floating Jump Shot (4 PTS) (D. Sabonis 1 AST),"[1628370, 1627734]",1610612758.0,SAC,floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,4.0,,,,12.67,D. Sabonis,1627734.0,1.0,,,,,
101,PT03M43.00S,2024-10-25T02:27:58.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,3.892904073587385,96.56862745098039,1610612750,21,16,2024-10-25T02:28:03Z,1010000,False,-233.0,-16.0,1,left,A. Edwards 3PT  (6 PTS) (J. McDaniels 1 AST),"[1630162, 1630183]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,,,,,,Made,,6.0,,,,23.33,J. McDaniels,1630183.0,1.0,,,,,
103,PT03M29.00S,2024-10-25T02:28:16.5Z,1,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612758,21,16,2024-10-25T02:28:27Z,1030000,False,,,0,,A. Edwards shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1630162, 201942]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,203593.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,,,,,,,
105,PT03M29.00S,2024-10-25T02:28:57.2Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,21,16,2024-10-25T02:28:57Z,1050000,False,,,0,,MISS D. DeRozan Free Throw 1 of 2,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
106,PT03M29.00S,2024-10-25T02:28:57.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,21,16,2024-10-25T02:28:57Z,1060000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,
107,PT03M29.00S,2024-10-25T02:28:58.1Z,1,REGULAR,substitution,out,[],1631099,,,1610612758,21,16,2024-10-25T02:29:08Z,1070000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M29.00S,2024-10-25T02:28:58.1Z,1,REGULAR,substitution,out,[],1630183,,,1610612758,21,16,2024-10-25T02:29:08Z,1080000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M29.00S,2024-10-25T02:28:58.1Z,1,REGULAR,substitution,in,[],1626168,,,1610612758,21,16,2024-10-25T02:29:08Z,1090000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M29.00S,2024-10-25T02:28:58.1Z,1,REGULAR,substitution,in,[],1629638,,,1610612758,21,16,2024-10-25T02:29:08Z,1100000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M29.00S,2024-10-25T02:29:20.5Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,22,16,2024-10-25T02:29:20Z,1110000,False,,,0,,D. DeRozan Free Throw 2 of 2 (3 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
112,PT03M16.00S,2024-10-25T02:29:39.3Z,1,REGULAR,3pt,Jump Shot,[],1629638,21.369908015768726,9.803921568627452,1610612750,22,19,2024-10-25T02:29:44Z,1120000,False,201.0,148.0,1,left,N. Alexander-Walker 24' 3PT  (3 PTS) (A. Edwards 2 AST),"[1629638, 1630162]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,3.0,,,,24.98,A. Edwards,1630162.0,2.0,,,,,
114,PT03M06.00S,2024-10-25T02:29:52.4Z,1,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612758,22,19,2024-10-25T02:30:06Z,1140000,False,,,0,,A. Edwards shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1630162, 201942]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,204059.0,2.0,0.0,DeRozan,201942.0,,,,,,,,,,,,,,,
116,PT03M06.00S,2024-10-25T02:30:20.2Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,22,19,2024-10-25T02:30:20Z,1160000,False,,,0,,MISS D. DeRozan Free Throw 1 of 2,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
117,PT03M06.00S,2024-10-25T02:30:20.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,22,19,2024-10-25T02:30:20Z,1170000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,
118,PT03M06.00S,2024-10-25T02:30:38.0Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,23,19,2024-10-25T02:30:38Z,1180000,False,,,0,,D. DeRozan Free Throw 2 of 2 (4 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
119,PT02M55.00S,2024-10-25T02:30:52.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,6.258212877792378,57.59803921568627,1610612750,23,21,2024-10-25T02:31:01Z,1190000,False,-38.0,6.0,1,left,R. Gobert alley-oop Layup (2 PTS) (N. Reid 1 AST),"[203497, 1629675]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,,,,3.85,N. Reid,1629675.0,1.0,,,,,
121,PT02M43.00S,2024-10-25T02:31:04.7Z,1,REGULAR,3pt,Jump Shot,[],1626168,73.01248357424441,17.892156862745097,1610612758,23,21,2024-10-25T02:31:10Z,1210000,False,-161.0,201.0,1,right,MISS T. Lyles 25' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,25.74,,,,,,,,
122,PT02M40.00S,2024-10-25T02:31:07.7Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,23,21,2024-10-25T02:31:10Z,1220000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,,121.0,,,,,,,,,1.0,1.0,0.0,,
123,PT02M31.00S,2024-10-25T02:31:16.4Z,1,REGULAR,3pt,Jump Shot,[],1630162,32.013797634691194,24.509803921568626,1610612750,23,21,2024-10-25T02:31:24Z,1230000,False,127.0,248.0,1,left,MISS A. Edwards 27' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,27.92,,,,,,,,
124,PT02M28.00S,2024-10-25T02:31:19.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,23,21,2024-10-25T02:31:24Z,1240000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,123.0,,,,,,,,,2.0,2.0,0.0,,
125,PT02M21.00S,2024-10-25T02:31:29.7Z,1,REGULAR,turnover,out-of-bounds,[],201942,,,1610612758,23,21,2024-10-25T02:31:48Z,1250000,False,,,0,,D. DeRozan bad pass out-of-bounds TURNOVER (1 TO),[201942],1610612758.0,SAC,bad pass,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,203593.0,,,,,,,,1.0,,,,,,,,,,,
126,PT02M21.00S,2024-10-25T02:31:41.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,23,21,2024-10-25T02:31:41Z,1260000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M21.00S,2024-10-25T02:33:52.9Z,1,REGULAR,substitution,out,[],201942,,,1610612750,23,21,2024-10-25T02:34:31Z,1270000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M21.00S,2024-10-25T02:33:52.9Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,23,21,2024-10-25T02:34:31Z,1280000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M21.00S,2024-10-25T02:33:52.9Z,1,REGULAR,substitution,out,[],203497,,,1610612750,23,21,2024-10-25T02:34:31Z,1290000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M21.00S,2024-10-25T02:33:52.9Z,1,REGULAR,substitution,in,[],1628368,,,1610612750,23,21,2024-10-25T02:34:31Z,1300000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M21.00S,2024-10-25T02:33:52.9Z,1,REGULAR,substitution,in,[],203944,,,1610612750,23,21,2024-10-25T02:34:31Z,1310000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M21.00S,2024-10-25T02:33:52.9Z,1,REGULAR,substitution,in,[],204060,,,1610612750,23,21,2024-10-25T02:34:31Z,1320000,False,,,0,,SUB in: J. Ingles,[204060],1610612750.0,MIN,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M59.00S,2024-10-25T02:34:53.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,5.075558475689881,2.941176470588235,1610612750,23,21,2024-10-25T02:35:17Z,1330000,False,235.0,-5.0,1,left,MISS D. DiVincenzo 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,23.53,,,,,,,,
134,PT01M56.00S,2024-10-25T02:34:56.7Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,23,21,2024-10-25T02:39:20Z,1340000,False,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Right Corner 3,24+ Right,,,,,,,133.0,,,,,,,,,1.0,1.0,0.0,,
135,PT01M45.00S,2024-10-25T02:35:08.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628370,93.9060446780552,39.705882352941174,1610612758,25,21,2024-10-25T02:39:16Z,1350000,False,-51.0,5.0,1,right,M. Monk driving DUNK (6 PTS),[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,6.0,,,,5.17,,,,,,,,
136,PT01M25.00S,2024-10-25T02:35:27.9Z,1,REGULAR,3pt,Jump Shot,[],1629675,34.11629434954008,73.2843137254902,1610612750,25,24,2024-10-25T02:35:33Z,1360000,False,-116.0,268.0,1,left,N. Reid 29' 3PT  (3 PTS) (J. Randle 1 AST),"[1629675, 203944]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,,,,29.24,J. Randle,203944.0,1.0,,,,,
138,PT01M04.00S,2024-10-25T02:35:49.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628368,90.62089356110381,43.872549019607845,1610612758,27,24,2024-10-25T02:35:56Z,1380000,False,-31.0,36.0,1,right,D. Fox cutting DUNK (9 PTS) (T. Lyles 1 AST),"[1628368, 1626168]",1610612758.0,SAC,cutting,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,9.0,,,,4.7,T. Lyles,1626168.0,1.0,,,,,
140,PT01M01.00S,2024-10-25T02:35:57.6Z,1,REGULAR,foul,offensive,[],1628978,,,1610612750,27,24,2024-10-25T02:36:07Z,1400000,False,,,0,,D. DiVincenzo offensive FOUL (1 PF),"[1628978, 1628368]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,1627529.0,1.0,0.0,Fox,1628368.0,,,,,,,,,,,,,,,
142,PT01M01.00S,2024-10-25T02:35:57.6Z,1,REGULAR,turnover,offensive foul,[],1628978,,,1610612750,27,24,2024-10-25T02:35:57Z,1420000,False,,,0,,D. DiVincenzo offensive foul TURNOVER (1 TO),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,1627529.0,,,,,,,,1.0,,,,,,,,,,,
143,PT01M01.00S,2024-10-25T02:36:05.3Z,1,REGULAR,substitution,out,[],1627734,,,1610612758,27,24,2024-10-25T02:36:19Z,1430000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M01.00S,2024-10-25T02:36:05.3Z,1,REGULAR,substitution,out,[],1631165,,,1610612758,27,24,2024-10-25T02:36:19Z,1440000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M01.00S,2024-10-25T02:36:05.3Z,1,REGULAR,substitution,in,[],1631099,,,1610612758,27,24,2024-10-25T02:36:19Z,1450000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M01.00S,2024-10-25T02:36:05.3Z,1,REGULAR,substitution,in,[],203458,,,1610612758,27,24,2024-10-25T02:36:19Z,1460000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M55.60S,2024-10-25T02:36:34.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203458,92.59198423127464,53.18627450980392,1610612758,29,24,2024-10-25T02:36:42Z,1470000,False,16.0,17.0,1,right,A. Len alley-oop DUNK (2 PTS) (D. Fox 3 AST),"[203458, 1628368]",1610612758.0,SAC,alley-oop,,,Len,A. Len,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,,,,2.33,D. Fox,1628368.0,3.0,,,,,
149,PT00M45.00S,2024-10-25T02:36:46.6Z,1,REGULAR,turnover,lost ball,[],1628978,,,1610612750,29,24,2024-10-25T02:36:52Z,1490000,False,,,0,,D. DiVincenzo lost ball TURNOVER (2 TO),"[1628978, 1626168]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Right,,,,,,,,,2.0,Lyles,1626168.0,,,,,,,,,
150,PT00M45.00S,2024-10-25T02:36:46.6Z,1,REGULAR,steal,,[],1626168,,,1610612758,29,24,2024-10-25T02:36:49Z,1500000,False,,,0,,T. Lyles STEAL (1 STL),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
151,PT00M39.60S,2024-10-25T02:36:52.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628370,67.7562417871222,50.0,1610612758,32,24,2024-10-25T02:37:03Z,1510000,False,0.0,251.0,1,right,M. Monk 25' 3PT running pullup (9 PTS),[1628370],1610612758.0,SAC,running pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,,,,Made,,9.0,,,,25.06,,,,,,,,
152,PT00M30.40S,2024-10-25T02:37:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.1268068331143235,56.86274509803921,1610612750,32,26,2024-10-25T02:37:17Z,1520000,False,-34.0,5.0,1,left,J. Randle driving Layup (8 PTS),[203944],1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,,,,3.47,,,,,,,,
153,PT00M30.40S,2024-10-25T02:37:12.4Z,1,REGULAR,foul,personal,['1freethrow'],1631099,,,1610612750,32,26,2024-10-25T02:37:20Z,1530000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Randle 1 FT),"[1631099, 203944]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,204059.0,1.0,0.0,Randle,203944.0,,,,,,,,,,,,,,,
155,PT00M30.40S,2024-10-25T02:37:35.3Z,1,REGULAR,freethrow,1 of 1,[],203944,,,1610612750,32,26,2024-10-25T02:37:39Z,1550000,False,,,0,,MISS J. Randle Free Throw 1 of 1,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
156,PT00M28.20S,2024-10-25T02:37:37.5Z,1,REGULAR,rebound,defensive,[],203458,,,1610612758,32,26,2024-10-25T02:37:39Z,1560000,False,,,0,,A. Len REBOUND (Off:0 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,155.0,,,,,,,,,1.0,1.0,0.0,,
157,PT00M09.50S,2024-10-25T02:37:58.1Z,1,REGULAR,turnover,traveling,[],203458,,,1610612758,32,26,2024-10-25T02:38:10Z,1570000,False,,,0,,A. Len traveling TURNOVER (1 TO),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,In The Paint (Non-RA),8-16 Right,204059.0,,,,,,,,1.0,,,,,,,,,,,
158,PT00M09.50S,2024-10-25T02:38:07.6Z,1,REGULAR,substitution,out,[],1628370,,,1610612750,32,26,2024-10-25T02:38:15Z,1580000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M09.50S,2024-10-25T02:38:07.6Z,1,REGULAR,substitution,in,[],1631165,,,1610612750,32,26,2024-10-25T02:38:15Z,1590000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2024-10-25T02:38:27.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203944,30.042706964520367,70.09803921568627,1610612750,32,29,2024-10-25T02:38:35Z,1600000,False,-100.0,230.0,1,left,J. Randle 25' 3PT step back (11 PTS),[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,11.0,,,,25.09,,,,,,,,
162,PT00M00.00S,2024-10-25T02:39:28.1Z,1,REGULAR,period,end,[],0,,,1610612758,32,29,2024-10-25T02:39:28Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-10-25T02:40:20.0Z,2,REGULAR,substitution,out,['startperiod'],203458,,,1610612758,32,29,2024-10-25T02:41:31Z,1630000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-10-25T02:40:20.0Z,2,REGULAR,substitution,out,['startperiod'],1631165,,,1610612758,32,29,2024-10-25T02:41:31Z,1640000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-10-25T02:40:20.0Z,2,REGULAR,substitution,in,['startperiod'],1628989,,,1610612758,32,29,2024-10-25T02:41:31Z,1650000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-10-25T02:40:20.0Z,2,REGULAR,substitution,in,['startperiod'],201942,,,1610612758,32,29,2024-10-25T02:41:31Z,1660000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-10-25T02:41:36.9Z,2,REGULAR,period,start,[],0,,,1610612750,32,29,2024-10-25T02:41:36Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M43.00S,2024-10-25T02:41:53.0Z,2,REGULAR,3pt,Jump Shot,[],1629675,33.85348226018397,59.55882352941176,1610612750,32,29,2024-10-25T02:42:00Z,1680000,False,-48.0,266.0,1,left,MISS N. Reid 27' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,27.0,,,,,,,,
169,PT11M39.00S,2024-10-25T02:41:57.0Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,32,29,2024-10-25T02:42:00Z,1690000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,,,,168.0,,,,,,,,,2.0,2.0,0.0,,
170,PT11M23.00S,2024-10-25T02:42:12.2Z,2,REGULAR,2pt,Jump Shot,[],201942,77.34888304862024,45.09803921568628,1610612758,34,29,2024-10-25T02:42:46Z,1700000,False,-25.0,160.0,1,right,D. DeRozan 16' pullup Jump Shot (6 PTS),[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,,,,Made,,6.0,,,,16.23,,,,,,,,
171,PT11M09.00S,2024-10-25T02:42:31.3Z,2,REGULAR,foul,offensive,[],1629675,,,1610612750,34,29,2024-10-25T02:42:52Z,1710000,False,,,0,,N. Reid charge offensive FOUL (1 PF),"[1629675, 1626168]",1610612750.0,MIN,charge,,,Reid,N. Reid,,,,,Mid-Range,8-16 Right,203593.0,1.0,0.0,Lyles,1626168.0,,,,,,,,,,,,,,,
173,PT11M09.00S,2024-10-25T02:42:31.3Z,2,REGULAR,turnover,offensive foul,[],1629675,,,1610612750,34,29,2024-10-25T02:42:31Z,1730000,False,,,0,,N. Reid offensive foul TURNOVER (1 TO),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Right,203593.0,,,,,,,,1.0,,,,,,,,,,,
