actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
168,PT00M33.20S,2025-02-22T03:35:05.1Z,1,REGULAR,3pt,Jump Shot,[],1627741,35.16959592641261,51.14123774509804,1610612744,28,29,2025-02-22T03:45:26Z,1620000,False,-6.0,278.0,1,left,B. Hield 27' 3PT  (10 PTS) (G. Santos 2 AST),"[1627741, 1630611]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,27.82,Made,,,,,,,,,10.0,G. Santos,1630611.0,2.0,,,,,,
170,PT00M16.80S,2025-02-22T03:35:26.3Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612758,28,29,2025-02-22T03:45:44Z,1640000,False,,,0,,Z. LaVine bad pass TURNOVER (4 TO),"[203897, 202710]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,,,,,4.0,Butler III,202710.0,,,,,,,,,,,
171,PT00M16.80S,2025-02-22T03:35:26.3Z,1,REGULAR,steal,,[],202710,,,1610612744,28,29,2025-02-22T03:35:28Z,1650000,False,,,0,,J. Butler III STEAL (2 STL),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
172,PT00M11.40S,2025-02-22T03:35:30.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641764,9.570055847568995,52.93351715686275,1610612744,28,31,2025-02-22T03:45:54Z,1660000,False,-15.0,37.0,1,left,B. Podziemski running Layup (6 PTS) (J. Butler III 1 AST),"[1641764, 202710]",1610612744.0,GSW,running,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,4.03,Made,,,,,,,,,6.0,J. Butler III,202710.0,1.0,,,,,,
174,PT00M00.80S,2025-02-22T03:35:49.3Z,1,REGULAR,3pt,Jump Shot,[],203897,72.32260183968462,91.17647058823529,1610612758,28,31,2025-02-22T03:46:19Z,1680000,False,206.0,208.0,1,right,MISS Z. LaVine 29' step back 3PT,[203897],1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,29.25,Missed,,,,,,,,,,,,,,,,,,
175,PT00M00.10S,2025-02-22T03:35:50.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,28,31,2025-02-22T03:46:19Z,1690000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,174.0,,,,,,,,,,,,,,,,,
176,PT00M00.00S,2025-02-22T03:36:04.3Z,1,REGULAR,period,end,[],0,,,1610612758,28,31,2025-02-22T03:36:04Z,1700000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-02-22T03:37:10.6Z,2,REGULAR,substitution,out,['startperiod'],1626172,,,1610612758,28,31,2025-02-22T03:38:46Z,1710000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-02-22T03:37:10.6Z,2,REGULAR,substitution,out,['startperiod'],1627741,,,1610612758,28,31,2025-02-22T03:38:46Z,1720000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-02-22T03:37:10.6Z,2,REGULAR,substitution,out,['startperiod'],1630611,,,1610612758,28,31,2025-02-22T03:38:46Z,1730000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2025-02-22T03:37:10.6Z,2,REGULAR,substitution,in,['startperiod'],1642366,,,1610612758,28,31,2025-02-22T03:38:46Z,1740000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-02-22T03:37:10.6Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612758,28,31,2025-02-22T03:38:46Z,1750000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2025-02-22T03:37:10.6Z,2,REGULAR,substitution,in,['startperiod'],1630541,,,1610612758,28,31,2025-02-22T03:38:46Z,1760000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2025-02-22T03:38:48.7Z,2,REGULAR,period,start,[],0,,,1610612758,28,31,2025-02-22T03:38:48Z,1770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M48.00S,2025-02-22T03:39:00.9Z,2,REGULAR,foul,personal,[],1641764,,,1610612758,28,31,2025-02-22T03:46:33Z,1780000,False,,,0,,B. Podziemski personal FOUL (1 PF),"[1641764, 1626168]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,200832.0,,,,,1.0,0.0,Lyles,1626168.0,,
187,PT11M38.00S,2025-02-22T03:39:35.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631165,85.54533508541392,46.158854166666664,1610612758,28,31,2025-02-22T03:47:28Z,1800000,False,-19.0,83.0,1,right,MISS K. Ellis 8' pullup Shot - blocked,"[1631165, 1630541]",1610612758.0,SAC,pullup,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Center,8.56,Missed,,,,,,,,,,,,,,,,,Moody,1630541.0
188,PT11M38.00S,2025-02-22T03:39:35.2Z,2,REGULAR,block,,[],1630541,,,1610612758,28,31,2025-02-22T03:39:38Z,1810000,False,,,0,,M. Moody BLOCK (1 BLK),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
189,PT11M33.00S,2025-02-22T03:39:40.2Z,2,REGULAR,rebound,offensive,[],1631165,,,1610612758,28,31,2025-02-22T03:55:16Z,1820000,False,,,0,,K. Ellis REBOUND (Off:2 Def:0),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Center,,,187.0,2.0,0.0,2.0,,,,,,,,,,,,,,
190,PT11M33.00S,2025-02-22T03:39:44.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612758,28,31,2025-02-22T03:40:02Z,1830000,False,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202037.0,,,,,,,,,,
191,PT11M24.00S,2025-02-22T03:40:07.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641764,30.01601511169514,21.790747549019613,1610612744,28,31,2025-02-22T03:48:09Z,1840000,False,141.0,230.0,1,left,MISS B. Podziemski 26' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,26.95,Missed,,,,,,,,,,,,,,,,,,
192,PT11M22.00S,2025-02-22T03:40:09.5Z,2,REGULAR,rebound,offensive,[],1630541,,,1610612744,28,31,2025-02-22T03:48:09Z,1850000,False,,,0,,M. Moody REBOUND (Off:1 Def:0),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,191.0,1.0,0.0,1.0,,,,,,,,,,,,,,
193,PT11M08.00S,2025-02-22T03:40:22.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630541,16.770696452036795,49.26470588235294,1610612744,28,33,2025-02-22T03:50:38Z,1860000,False,4.0,105.0,1,left,M. Moody 10' pullup Jump Shot (8 PTS) (B. Podziemski 1 AST),"[1630541, 1641764]",1610612744.0,GSW,pullup,,,Moody,M. Moody,,,,,In The Paint (Non-RA),8-16 Center,10.52,Made,,,,,,,,,8.0,B. Podziemski,1641764.0,1.0,,,,,,
195,PT10M50.00S,2025-02-22T03:40:41.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,87.33574244415243,51.71568627450981,1610612758,30,33,2025-02-22T03:50:50Z,1880000,False,9.0,67.0,1,right,J. Valančiūnas 6' pullup Jump Shot (4 PTS),[202685],1610612758.0,SAC,pullup,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,6.71,Made,,,,,,,,,4.0,,,,,,,,,
196,PT10M34.00S,2025-02-22T03:40:56.9Z,2,REGULAR,3pt,Jump Shot,[],1630541,22.815374507227332,89.2156862745098,1610612744,30,36,2025-02-22T03:50:58Z,1890000,False,-196.0,162.0,1,left,M. Moody 25' 3PT  (11 PTS) (D. Green 4 AST),"[1630541, 203110]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,25.44,Made,,,,,,,,,11.0,D. Green,203110.0,4.0,,,,,,
198,PT10M21.00S,2025-02-22T03:41:12.8Z,2,REGULAR,foul,offensive,[],1626168,,,1610612758,30,36,2025-02-22T03:51:07Z,1910000,False,,,0,,T. Lyles offensive FOUL (1 PF),"[1626168, 1630541]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,200832.0,,,,,1.0,0.0,Moody,1630541.0,,
200,PT10M21.00S,2025-02-22T03:41:12.8Z,2,REGULAR,turnover,offensive foul,[],1626168,,,1610612758,30,36,2025-02-22T03:51:07Z,1930000,False,,,0,,T. Lyles offensive foul TURNOVER (1 TO),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,200832.0,,,,,,,,,,
201,PT10M21.00S,2025-02-22T03:41:22.8Z,2,REGULAR,substitution,out,[],1631222,,,1610612744,30,36,2025-02-22T03:41:43Z,1940000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612758.0,SAC,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M21.00S,2025-02-22T03:41:22.8Z,2,REGULAR,substitution,out,[],1626168,,,1610612744,30,36,2025-02-22T03:41:43Z,1950000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M21.00S,2025-02-22T03:41:22.8Z,2,REGULAR,substitution,in,[],1628370,,,1610612744,30,36,2025-02-22T03:41:43Z,1960000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M21.00S,2025-02-22T03:41:22.8Z,2,REGULAR,substitution,in,[],201942,,,1610612744,30,36,2025-02-22T03:41:43Z,1970000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M03.00S,2025-02-22T03:41:57.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642366,10.463206307490145,4.166666666666666,1610612744,30,39,2025-02-22T03:42:07Z,1980000,False,229.0,46.0,1,left,Q. Post 3PT  (3 PTS) (J. Butler III 2 AST),"[1642366, 202710]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Right Corner 3,24+ Right,23.38,Made,,,,,,,,,3.0,J. Butler III,202710.0,2.0,,,,,,
207,PT09M51.00S,2025-02-22T03:42:11.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,90.67017082785809,46.572457107843135,1610612758,30,39,2025-02-22T03:51:43Z,2000000,False,-17.0,35.0,1,right,MISS J. Valančiūnas Hook,[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,3.91,Missed,,,,,,,,,,,,,,,,,,
208,PT09M50.00S,2025-02-22T03:42:12.2Z,2,REGULAR,rebound,offensive,[],202685,,,1610612758,30,39,2025-02-22T03:51:43Z,2010000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:1),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,207.0,2.0,1.0,1.0,,,,,,,,,,,,,,
209,PT09M49.00S,2025-02-22T03:42:16.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202685,90.80157687253613,47.6485906862745,1610612758,32,39,2025-02-22T03:51:52Z,2020000,False,-12.0,34.0,1,right,J. Valančiūnas tip Layup (6 PTS),[202685],1610612758.0,SAC,tip,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,3.6,Made,,,,,,,,,6.0,,,,,,,,,
210,PT09M37.00S,2025-02-22T03:42:22.6Z,2,REGULAR,3pt,Jump Shot,[],1642366,30.27266754270697,24.509803921568633,1610612744,32,42,2025-02-22T03:52:16Z,2030000,False,127.0,232.0,1,left,Q. Post 26' 3PT  (6 PTS) (J. Butler III 3 AST),"[1642366, 202710]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Right Center,26.48,Made,,,,,,,,,6.0,J. Butler III,202710.0,3.0,,,,,,
212,PT09M27.00S,2025-02-22T03:42:37.1Z,2,REGULAR,2pt,Jump Shot,[],203897,76.08409986859395,79.87898284313725,1610612758,34,42,2025-02-22T03:52:29Z,2050000,False,149.0,172.0,1,right,Z. LaVine 22' step back Jump Shot (5 PTS),[203897],1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right Center,22.81,Made,,,,,,,,,5.0,,,,,,,,,
213,PT09M24.00S,2025-02-22T03:42:46.5Z,2,REGULAR,foul,technical,['1freethrow'],202685,,,1610612744,34,42,2025-02-22T03:43:17Z,2060000,False,,,0,,J. Valančiūnas technical FOUL (1 Tech),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627529.0,,,,,0.0,1.0,,,,
214,PT09M24.00S,2025-02-22T03:43:27.0Z,2,REGULAR,freethrow,1 of 1,[],202710,,,1610612744,34,43,2025-02-22T03:43:27Z,2070000,False,,,0,,J. Butler III technical Free Throw 1 of 1 (1 PTS),[202710],1610612744.0,GSW,technical,,,Butler III,J. Butler III,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
215,PT09M24.00S,2025-02-22T03:43:29.3Z,2,REGULAR,substitution,out,[],202685,,,1610612744,34,43,2025-02-22T03:43:36Z,2080000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M24.00S,2025-02-22T03:43:29.3Z,2,REGULAR,substitution,in,[],1627734,,,1610612744,34,43,2025-02-22T03:43:36Z,2090000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M11.00S,2025-02-22T03:44:02.8Z,2,REGULAR,foul,personal,[],1631165,,,1610612744,34,43,2025-02-22T03:53:31Z,2100000,False,,,0,,K. Ellis personal FOUL (2 PF),"[1631165, 202710]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,,,,,,,,,,200832.0,,,,,2.0,0.0,Butler III,202710.0,,
219,PT09M05.00S,2025-02-22T03:44:27.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,6.783837056504599,46.07843137254902,1610612744,34,45,2025-02-22T03:54:17Z,2120000,False,20.0,11.0,1,left,B. Podziemski cutting Layup (8 PTS) (D. Green 5 AST),"[1641764, 203110]",1610612744.0,GSW,cutting,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,,,,,8.0,D. Green,203110.0,5.0,,,,,,
221,PT08M40.00S,2025-02-22T03:44:52.8Z,2,REGULAR,3pt,Jump Shot,[],203897,94.30026281208936,3.1862745098039214,1610612758,34,45,2025-02-22T03:54:52Z,2140000,False,-234.0,1.0,1,right,MISS Z. LaVine step back 3PT,[203897],1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
222,PT08M40.00S,2025-02-22T03:44:52.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,34,45,2025-02-22T03:54:52Z,2150000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Left Corner 3,24+ Left,,,221.0,,,,,,,,,,,,,,,,,
223,PT08M40.00S,2025-02-22T03:45:01.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612758,34,45,2025-02-22T03:45:10Z,2160000,False,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202037.0,,,,,,,,,,
224,PT08M40.00S,2025-02-22T03:45:05.2Z,2,REGULAR,substitution,out,[],203897,,,1610612744,34,45,2025-02-22T03:45:13Z,2170000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M40.00S,2025-02-22T03:45:05.2Z,2,REGULAR,substitution,in,[],1631099,,,1610612744,34,45,2025-02-22T03:45:13Z,2180000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M23.00S,2025-02-22T03:45:31.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,8.40998685939553,54.13985906862745,1610612744,34,45,2025-02-22T03:55:20Z,2190000,False,-21.0,27.0,1,left,MISS J. Butler III cutting Layup,[202710],1610612744.0,GSW,cutting,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,3.37,Missed,,,,,,,,,,,,,,,,,,
227,PT08M22.00S,2025-02-22T03:45:32.7Z,2,REGULAR,rebound,offensive,[],202710,,,1610612744,34,45,2025-02-22T03:55:20Z,2200000,False,,,0,,J. Butler III REBOUND (Off:2 Def:1),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,,,226.0,3.0,1.0,2.0,,,,,,,,,,,,,,
228,PT08M22.00S,2025-02-22T03:45:37.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202710,7.621550591327193,53.040747549019606,1610612744,34,47,2025-02-22T03:55:26Z,2210000,False,-15.0,19.0,1,left,J. Butler III tip Layup (3 PTS),[202710],1610612744.0,GSW,tip,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,2.44,Made,,,,,,,,,3.0,,,,,,,,,
229,PT08M13.00S,2025-02-22T03:45:42.0Z,2,REGULAR,3pt,Jump Shot,[],1631099,74.29369250985545,88.72549019607843,1610612758,34,47,2025-02-22T03:55:49Z,2220000,False,194.0,189.0,1,right,MISS K. Murray 27' 3PT - blocked,"[1631099, 203110]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,27.06,Missed,,,,,,,,,,,,,,,,,Green,203110.0
230,PT08M13.00S,2025-02-22T03:45:42.0Z,2,REGULAR,block,,[],203110,,,1610612758,34,47,2025-02-22T03:45:45Z,2230000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
231,PT08M11.00S,2025-02-22T03:45:44.0Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,34,47,2025-02-22T03:55:49Z,2240000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,229.0,1.0,1.0,0.0,,,,,,,,,,,,,,
232,PT07M57.00S,2025-02-22T03:45:58.1Z,2,REGULAR,turnover,out-of-bounds,[],1642366,,,1610612744,34,47,2025-02-22T03:56:05Z,2250000,False,,,0,,Q. Post lost ball out-of-bounds TURNOVER (1 TO),[1642366],1610612744.0,GSW,lost ball,,,Post,Q. Post,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,202037.0,,,,,,,,,,
233,PT07M48.00S,2025-02-22T03:46:15.3Z,2,REGULAR,foul,offensive,[],1628370,,,1610612758,34,47,2025-02-22T03:56:29Z,2260000,False,,,0,,M. Monk offensive FOUL (1 PF),"[1628370, 1641764]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1627529.0,,,,,1.0,0.0,Podziemski,1641764.0,,
235,PT07M48.00S,2025-02-22T03:46:15.3Z,2,REGULAR,turnover,offensive foul,[],1628370,,,1610612758,34,47,2025-02-22T03:56:29Z,2280000,False,,,0,,M. Monk offensive foul TURNOVER (1 TO),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,1627529.0,,,,,,,,,,
236,PT07M48.00S,2025-02-22T03:46:25.5Z,2,REGULAR,substitution,out,[],1631165,,,1610612744,34,47,2025-02-22T03:46:28Z,2290000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M48.00S,2025-02-22T03:46:25.5Z,2,REGULAR,substitution,in,[],203897,,,1610612744,34,47,2025-02-22T03:46:28Z,2300000,False,,,0,,SUB in: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M33.00S,2025-02-22T03:46:53.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641764,35.95803219448095,63.85569852941176,1610612744,34,50,2025-02-22T03:56:51Z,2310000,False,-69.0,286.0,1,left,B. Podziemski 29' 3PT  (11 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,29.38,Made,,,,,,,,,11.0,,,,,,,,,
239,PT07M24.00S,2025-02-22T03:47:03.0Z,2,REGULAR,2pt,Jump Shot,[],1628370,83.26215505913272,72.79411764705883,1610612758,36,50,2025-02-22T03:57:03Z,2320000,False,114.0,105.0,1,right,M. Monk 15' pullup Jump Shot (4 PTS),[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Mid-Range,8-16 Right,15.49,Made,,,,,,,,,4.0,,,,,,,,,
240,PT07M18.00S,2025-02-22T03:47:16.2Z,2,REGULAR,foul,personal,[],203897,,,1610612744,36,50,2025-02-22T03:57:13Z,2330000,False,,,0,,Z. LaVine personal FOUL (2 PF),"[203897, 1630541]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,,,202037.0,,,,,2.0,0.0,Moody,1630541.0,,
242,PT07M11.00S,2025-02-22T03:47:41.6Z,2,REGULAR,3pt,Jump Shot,[],1642366,27.94021024967148,83.08823529411765,1610612744,36,53,2025-02-22T03:47:47Z,2350000,False,-165.0,210.0,1,left,Q. Post 26' 3PT  (9 PTS) (D. Green 6 AST),"[1642366, 203110]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Left Center,26.74,Made,,,,,,,,,9.0,D. Green,203110.0,6.0,,,,,,
244,PT06M56.00S,2025-02-22T03:47:58.3Z,2,REGULAR,foul,personal,[],1630541,,,1610612758,36,53,2025-02-22T03:57:40Z,2370000,False,,,0,,M. Moody personal FOUL (1 PF),"[1630541, 203897]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627529.0,,,,,1.0,0.0,LaVine,203897.0,,
246,PT06M56.00S,2025-02-22T03:48:44.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,36,53,2025-02-22T03:48:44Z,2390000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M56.00S,2025-02-22T03:49:35.5Z,2,REGULAR,substitution,out,[],1641764,,,1610612758,36,53,2025-02-22T03:51:03Z,2400000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M56.00S,2025-02-22T03:49:35.5Z,2,REGULAR,substitution,out,[],202710,,,1610612758,36,53,2025-02-22T03:51:03Z,2410000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M56.00S,2025-02-22T03:49:35.5Z,2,REGULAR,substitution,out,[],203110,,,1610612758,36,53,2025-02-22T03:51:03Z,2420000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M56.00S,2025-02-22T03:49:35.5Z,2,REGULAR,substitution,in,[],1627780,,,1610612758,36,53,2025-02-22T03:51:03Z,2430000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M56.00S,2025-02-22T03:49:35.5Z,2,REGULAR,substitution,in,[],1627741,,,1610612758,36,53,2025-02-22T03:51:03Z,2440000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M56.00S,2025-02-22T03:49:35.5Z,2,REGULAR,substitution,in,[],201939,,,1610612758,36,53,2025-02-22T03:51:03Z,2450000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M41.00S,2025-02-22T03:51:27.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,88.12417871222075,43.13725490196079,1610612758,36,53,2025-02-22T03:58:12Z,2460000,False,-34.0,59.0,1,right,MISS D. Sabonis 6' turnaround Hook,[1627734],1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,6.83,Missed,,,,,,,,,,,,,,,,,,
259,PT06M39.00S,2025-02-22T03:51:29.2Z,2,REGULAR,rebound,defensive,[],1642366,,,1610612744,36,53,2025-02-22T03:58:12Z,2470000,False,,,0,,Q. Post REBOUND (Off:0 Def:1),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,In The Paint (Non-RA),0-8 Center,,,258.0,1.0,1.0,0.0,,,,,,,,,,,,,,
