actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-12-31T03:11:09.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-31T03:11:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M49.00S,2024-12-31T03:11:19.4Z,1,REGULAR,jumpball,recovered,[],203915,,,1610612742,0,0,2024-12-31T03:11:19Z,40000,False,,,0,,Jump Ball D. Gafford vs. D. Sabonis: Tip to S. Dinwiddie,"[203915, 1629655, 1627734]",1610612742.0,DAL,startperiod,S. Dinwiddie,203915.0,Dinwiddie,S. Dinwiddie,Gafford,1629655.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2024-12-31T03:11:30.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,84.57621550591328,35.53921568627451,1610612742,0,0,2024-12-31T03:11:41Z,70000,False,-72.0,92.0,1,right,MISS S. Dinwiddie 11' fadeaway Shot,[203915],1610612742.0,DAL,fadeaway,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Left,11.74,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2024-12-31T03:11:34.6Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,0,0,2024-12-31T03:11:58Z,80000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2024-12-31T03:11:46.0Z,1,REGULAR,foul,personal,[],203915,,,1610612758,0,0,2024-12-31T03:12:10Z,90000,False,,,0,,S. Dinwiddie personal FOUL (1 PF),"[203915, 1628368]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,1.0,0.0,Fox,1628368.0,,,,,,,,,
11,PT11M15.00S,2024-12-31T03:12:13.7Z,1,REGULAR,2pt,Jump Shot,[],201942,5.469776609724048,71.07843137254902,1610612758,0,0,2024-12-31T03:12:41Z,110000,False,-105.0,-1.0,1,left,MISS D. DeRozan 10' turnaround fadeaway Shot,[201942],1610612758.0,SAC,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,10.54,Missed,,,,,,,,,,,,,,,,,,
12,PT11M13.00S,2024-12-31T03:12:15.7Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,0,0,2024-12-31T03:12:41Z,120000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M02.00S,2024-12-31T03:12:23.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,92.9862023653088,50.49019607843137,1610612742,0,2,2024-12-31T03:12:28Z,130000,False,2.0,13.0,1,right,D. Gafford cutting Layup (2 PTS) (Q. Grimes 1 AST),"[1629655, 1629656]",1610612742.0,DAL,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,,,,2.0,Q. Grimes,1629656.0,1.0,,,,,
15,PT10M48.00S,2024-12-31T03:12:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,14.536793692509855,37.745098039215684,1610612758,2,2,2024-12-31T03:12:43Z,150000,False,61.0,84.0,1,left,D. DeRozan 10' fadeaway Jump Shot (2 PTS) (M. Monk 1 AST),"[201942, 1628370]",1610612758.0,SAC,fadeaway,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Right,10.41,Made,,,,,,,,,,2.0,M. Monk,1628370.0,1.0,,,,,
16,PT10M33.00S,2024-12-31T03:12:56.0Z,1,REGULAR,2pt,Jump Shot,[],203915,94.95729303547962,66.17647058823529,1610612742,2,2,2024-12-31T03:13:55Z,160000,False,81.0,-5.0,1,right,MISS S. Dinwiddie 8' driving floating Shot,[203915],1610612742.0,DAL,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,8.11,Missed,,,,,,,,,,,,,,,,,,
