actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
681,PT01M45.00S,2025-01-07T05:27:07.7Z,5,OVERTIME,foul,personal,['2freethrow'],1631165,,,1610612748,106,109,2025-01-07T05:27:23Z,6470000,False,,,0,,K. Ellis shooting personal FOUL (3 PF) (Highsmith 2 FT),"[1631165, 1629312]",1610612758.0,SAC,shooting,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,1830.0,,,,,,,,,,3.0,0.0,Highsmith,1629312.0,,,,,,
683,PT01M45.00S,2025-01-07T05:27:32.6Z,5,OVERTIME,freethrow,1 of 2,[],1629312,,,1610612748,106,110,2025-01-07T05:27:54Z,6490000,False,,,0,,H. Highsmith Free Throw 1 of 2 (11 PTS),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,Made,,,,,,,,,,,11.0,,,,,
684,PT01M45.00S,2025-01-07T05:27:32.6Z,5,OVERTIME,freethrow,2 of 2,[],1629312,,,1610612748,106,110,2025-01-07T05:27:54Z,6500000,False,,,0,,MISS H. Highsmith Free Throw 2 of 2,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
685,PT01M45.00S,2025-01-07T05:27:32.6Z,5,OVERTIME,rebound,defensive,['team'],0,,,1610612758,106,110,2025-01-07T05:27:54Z,6510000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,684.0,,,,,,,,,,,,,,,
686,PT01M38.00S,2025-01-07T05:28:11.2Z,5,OVERTIME,3pt,Jump Shot,[],1628370,65.65374507227332,48.28431372549019,1610612758,106,110,2025-01-07T05:28:16Z,6520000,False,-9.0,270.0,1,right,MISS M. Monk 27' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,27.05,Missed,,,,,,,,,,,,,,,,
687,PT01M38.00S,2025-01-07T05:28:11.2Z,5,OVERTIME,rebound,defensive,['team'],0,,,1610612748,106,110,2025-01-07T05:28:16Z,6530000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,,,686.0,,,,,,,,,,,,,,,
688,PT01M17.00S,2025-01-07T05:28:39.2Z,5,OVERTIME,3pt,Jump Shot,[],1631170,2.578843626806833,97.54901960784314,1610612748,106,110,2025-01-07T05:28:43Z,6540000,False,-238.0,-28.0,1,left,MISS J. Jaquez Jr. 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Left Corner 3,24+ Left,,,23.94,Missed,,,,,,,,,,,,,,,,
689,PT01M14.00S,2025-01-07T05:28:42.2Z,5,OVERTIME,rebound,defensive,[],1628370,,,1610612758,106,110,2025-01-07T05:28:43Z,6550000,False,,,0,,M. Monk REBOUND (Off:2 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Left Corner 3,24+ Left,,,,,688.0,3.0,1.0,2.0,,,,,,,,,,,,
690,PT01M12.00S,2025-01-07T05:28:46.4Z,5,OVERTIME,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628370,92.19776609724047,52.94117647058824,1610612758,108,110,2025-01-07T05:29:07Z,6560000,False,15.0,21.0,1,right,M. Monk running finger roll Layup (21 PTS),[1628370],1610612758.0,SAC,running finger roll,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,2.55,Made,,,,,,,,,,,21.0,,,,,
691,PT01M12.00S,2025-01-07T05:28:54.3Z,5,OVERTIME,foul,personal,['1freethrow'],1626179,,,1610612758,108,110,2025-01-07T05:29:01Z,6570000,False,,,0,,T. Rozier shooting personal FOUL (4 PF) (Monk 1 FT),"[1626179, 1628370]",1610612748.0,MIA,shooting,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1830.0,,,,,,,,,,4.0,0.0,Monk,1628370.0,,,,,,
693,PT01M12.00S,2025-01-07T05:29:14.9Z,5,OVERTIME,freethrow,1 of 1,['fastbreak'],1628370,,,1610612758,108,110,2025-01-07T05:29:17Z,6590000,False,,,0,,MISS M. Monk Free Throw 1 of 1,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
694,PT01M09.00S,2025-01-07T05:29:17.9Z,5,OVERTIME,rebound,defensive,[],1631170,,,1610612748,108,110,2025-01-07T05:29:17Z,6600000,False,,,0,,J. Jaquez Jr. REBOUND (Off:3 Def:7),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,693.0,10.0,7.0,3.0,,,,,,,,,,,,
695,PT00M51.90S,2025-01-07T05:29:35.8Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1631170,7.30946123521682,43.38235294117647,1610612748,108,110,2025-01-07T05:29:43Z,6610000,False,33.0,16.0,1,left,MISS J. Jaquez Jr. driving Layup - blocked,"[1631170, 1627734]",1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,3.69,Missed,,,,,,,,,,,,,,,Sabonis,1627734.0
696,PT00M51.90S,2025-01-07T05:29:35.8Z,5,OVERTIME,block,,[],1627734,,,1610612748,108,110,2025-01-07T05:29:38Z,6620000,False,,,0,,D. Sabonis BLOCK (3 BLK),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
697,PT00M51.90S,2025-01-07T05:29:35.8Z,5,OVERTIME,rebound,defensive,['team'],0,,,1610612758,108,110,2025-01-07T05:29:43Z,6630000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,695.0,,,,,,,,,,,,,,,
698,PT00M41.30S,2025-01-07T05:29:51.8Z,5,OVERTIME,3pt,Jump Shot,[],1627734,67.49342969776609,37.00980392156863,1610612758,111,110,2025-01-07T05:29:56Z,6640000,False,-65.0,253.0,1,right,D. Sabonis 26' 3PT  (21 PTS) (D. DeRozan 4 AST),"[1627734, 201942]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,26.13,Made,,,,,,,,,,,21.0,D. DeRozan,201942.0,4.0,,
700,PT00M25.10S,2025-01-07T05:30:15.5Z,5,OVERTIME,3pt,Jump Shot,[],1626179,27.283180026281208,83.82352941176471,1610612748,111,110,2025-01-07T05:30:21Z,6660000,False,-169.0,204.0,1,left,MISS T. Rozier 26' 3PT,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,26.5,Missed,,,,,,,,,,,,,,,,
701,PT00M23.80S,2025-01-07T05:30:16.8Z,5,OVERTIME,rebound,offensive,[],1626179,,,1610612748,111,110,2025-01-07T05:30:45Z,6670000,False,,,0,,T. Rozier REBOUND (Off:1 Def:5),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,,700.0,6.0,5.0,1.0,,,,,,,,,,,,
709,PT00M20.60S,2025-01-07T05:30:34.5Z,5,OVERTIME,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626179,18.922470433639948,40.18841911764706,1610612748,111,110,2025-01-07T06:25:38Z,6685000,False,49.0,125.0,1,left,MISS T. Rozier 13' driving floating Shot,[1626179],1610612748.0,MIA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,13.47,Missed,,,,,,,,,,,,,,,,
710,PT00M18.70S,2025-01-07T05:30:36.4Z,5,OVERTIME,rebound,offensive,[],1626179,,,1610612748,111,110,2025-01-07T06:25:38Z,6692500,False,,,0,,T. Rozier REBOUND (Off:2 Def:5),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,,,709.0,7.0,5.0,2.0,,,,,,,,,,,,
704,PT00M18.70S,2025-01-07T05:30:53.5Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",201942,,,1610612748,111,110,2025-01-07T05:31:02Z,6700000,False,,,0,,D. DeRozan shooting personal FOUL (2 PF) (Rozier 2 FT),"[201942, 1626179]",1610612758.0,SAC,shooting,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,1830.0,,,,,,,,,,2.0,0.0,Rozier,1626179.0,,,,,,
706,PT00M18.70S,2025-01-07T05:31:10.6Z,5,OVERTIME,freethrow,1 of 2,['2ndchance'],1626179,,,1610612748,111,111,2025-01-07T05:32:19Z,6720000,False,,,0,,T. Rozier Free Throw 1 of 2 (17 PTS),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,Made,,,,,,,,,,,17.0,,,,,
707,PT00M18.70S,2025-01-07T05:31:28.1Z,5,OVERTIME,freethrow,2 of 2,['2ndchance'],1626179,,,1610612748,111,112,2025-01-07T05:32:19Z,6730000,False,,,0,,T. Rozier Free Throw 2 of 2 (18 PTS),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,Made,,,,,,,,,,,18.0,,,,,
708,PT00M18.70S,2025-01-07T05:31:37.4Z,5,OVERTIME,timeout,full,['team'],0,,,1610612758,111,112,2025-01-07T05:31:37Z,6740000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,PT00M04.80S,2025-01-07T05:33:27.0Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1628370,85.49605781865965,41.42156862745098,1610612758,111,112,2025-01-07T05:33:38Z,6750000,False,-43.0,84.0,1,right,MISS M. Monk 9' pullup Shot - blocked,"[1628370, 1629312]",1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,,,9.41,Missed,,,,,,,,,,,,,,,Highsmith,1629312.0
712,PT00M04.80S,2025-01-07T05:33:27.0Z,5,OVERTIME,block,,[],1629312,,,1610612758,111,112,2025-01-07T05:33:38Z,6760000,False,,,0,,H. Highsmith BLOCK (2 BLK),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
713,PT00M03.40S,2025-01-07T05:33:28.4Z,5,OVERTIME,rebound,defensive,[],1631170,,,1610612748,111,112,2025-01-07T05:33:38Z,6770000,False,,,0,,J. Jaquez Jr. REBOUND (Off:3 Def:8),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,711.0,11.0,8.0,3.0,,,,,,,,,,,,
714,PT00M03.40S,2025-01-07T05:33:45.9Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1631165,,,1610612748,111,112,2025-01-07T05:36:17Z,6780000,False,,,0,,K. Ellis personal FOUL (4 PF) (Jaquez Jr. 2 FT),"[1631165, 1631170]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Mid-Range,16-24 Left Center,202007.0,,,,,,,,,,4.0,0.0,Jaquez Jr.,1631170.0,,,,,,
717,PT00M03.40S,2025-01-07T05:35:14.1Z,5,OVERTIME,freethrow,1 of 2,[],1631170,,,1610612748,111,112,2025-01-07T05:35:14Z,6810000,False,,,0,,MISS J. Jaquez Jr. Free Throw 1 of 2,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
718,PT00M03.40S,2025-01-07T05:35:14.1Z,5,OVERTIME,rebound,offensive,"['deadball', 'team']",0,,,1610612748,111,112,2025-01-07T05:35:14Z,6820000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,717.0,,,,,,,,,,,,,,,
719,PT00M03.40S,2025-01-07T05:35:14.1Z,5,OVERTIME,freethrow,2 of 2,[],1631170,,,1610612748,111,112,2025-01-07T05:35:38Z,6830000,False,,,0,,MISS J. Jaquez Jr. Free Throw 2 of 2,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
720,PT00M03.40S,2025-01-07T05:35:14.1Z,5,OVERTIME,rebound,defensive,[],201942,,,1610612758,111,112,2025-01-07T05:36:34Z,6840000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,719.0,3.0,3.0,0.0,,,,,,,,,,,,
721,PT00M03.40S,2025-01-07T05:35:40.7Z,5,OVERTIME,timeout,full,['team'],0,,,1610612758,111,112,2025-01-07T05:36:43Z,6850000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,PT00M00.90S,2025-01-07T05:37:15.4Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612758,111,112,2025-01-07T05:37:31Z,6860000,False,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Ellis 2 FT),"[1628389, 1631165]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left,202007.0,,,,,,,,,,2.0,0.0,Ellis,1631165.0,,,,,,
724,PT00M00.90S,2025-01-07T05:37:52.4Z,5,OVERTIME,freethrow,1 of 2,[],1631165,,,1610612758,111,112,2025-01-07T05:37:52Z,6880000,False,,,0,,MISS K. Ellis Free Throw 1 of 2,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
725,PT00M00.90S,2025-01-07T05:37:52.4Z,5,OVERTIME,rebound,offensive,"['deadball', 'team']",0,,,1610612758,111,112,2025-01-07T05:37:52Z,6890000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,724.0,,,,,,,,,,,,,,,
726,PT00M00.90S,2025-01-07T05:38:13.2Z,5,OVERTIME,freethrow,2 of 2,[],1631165,,,1610612758,112,112,2025-01-07T05:38:13Z,6900000,False,,,0,,K. Ellis Free Throw 2 of 2 (17 PTS),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,Made,,,,,,,,,,,17.0,,,,,
727,PT00M00.90S,2025-01-07T05:38:21.3Z,5,OVERTIME,timeout,full,['team'],0,,,1610612748,112,112,2025-01-07T05:38:21Z,6910000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,PT00M00.90S,2025-01-07T05:39:00.1Z,5,OVERTIME,substitution,out,[],201942,,,1610612748,112,112,2025-01-07T05:39:47Z,6920000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
729,PT00M00.90S,2025-01-07T05:39:00.1Z,5,OVERTIME,substitution,out,[],1631170,,,1610612748,112,112,2025-01-07T05:39:47Z,6930000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
730,PT00M00.90S,2025-01-07T05:39:00.1Z,5,OVERTIME,substitution,out,[],1629312,,,1610612748,112,112,2025-01-07T05:39:47Z,6940000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
731,PT00M00.90S,2025-01-07T05:39:00.1Z,5,OVERTIME,substitution,in,[],203458,,,1610612748,112,112,2025-01-07T05:39:47Z,6950000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
732,PT00M00.90S,2025-01-07T05:39:00.1Z,5,OVERTIME,substitution,in,[],1629130,,,1610612748,112,112,2025-01-07T05:39:47Z,6960000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
733,PT00M00.90S,2025-01-07T05:39:00.1Z,5,OVERTIME,substitution,in,[],1631107,,,1610612748,112,112,2025-01-07T05:39:47Z,6970000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
734,PT00M00.00S,2025-01-07T05:40:40.7Z,5,OVERTIME,period,end,[],0,,,1610612748,112,112,2025-01-07T05:40:40Z,6980000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,PT05M00.00S,2025-01-07T05:41:32.7Z,6,OVERTIME,substitution,out,['startperiod'],203458,,,1610612748,112,112,2025-01-07T05:42:46Z,6990000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
736,PT05M00.00S,2025-01-07T05:41:32.7Z,6,OVERTIME,substitution,out,['startperiod'],1629130,,,1610612748,112,112,2025-01-07T05:42:46Z,7000000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
737,PT05M00.00S,2025-01-07T05:41:32.7Z,6,OVERTIME,substitution,out,['startperiod'],1631107,,,1610612748,112,112,2025-01-07T05:42:46Z,7010000,False,,,0,,SUB out: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
738,PT05M00.00S,2025-01-07T05:41:32.7Z,6,OVERTIME,substitution,in,['startperiod'],201942,,,1610612748,112,112,2025-01-07T05:42:46Z,7020000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
739,PT05M00.00S,2025-01-07T05:41:32.7Z,6,OVERTIME,substitution,in,['startperiod'],1631170,,,1610612748,112,112,2025-01-07T05:42:46Z,7030000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
740,PT05M00.00S,2025-01-07T05:41:32.7Z,6,OVERTIME,substitution,in,['startperiod'],1629312,,,1610612748,112,112,2025-01-07T05:42:46Z,7040000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
741,PT05M00.00S,2025-01-07T05:43:14.0Z,6,OVERTIME,period,start,[],0,,,0,112,112,2025-01-07T05:43:14Z,7050000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,PT05M00.00S,2025-01-07T05:43:15.1Z,6,OVERTIME,jumpball,recovered,[],1626179,,,1610612748,112,112,2025-01-07T05:51:16Z,7057500,False,,,0,,Jump Ball B. Adebayo vs. D. Sabonis: Tip to T. Rozier,"[1626179, 1628389, 1627734]",1610612748.0,MIA,startperiod,T. Rozier,1626179.0,Rozier,T. Rozier,Adebayo,1628389.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
742,PT04M36.00S,2025-01-07T05:43:36.8Z,6,OVERTIME,3pt,Jump Shot,[],1629639,28.728646517739815,18.137254901960784,1610612748,112,112,2025-01-07T05:44:12Z,7060000,False,159.0,218.0,1,left,MISS T. Herro 26' step back 3PT,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,26.96,Missed,,,,,,,,,,,,,,,,
743,PT04M34.00S,2025-01-07T05:43:38.8Z,6,OVERTIME,rebound,defensive,['team'],0,,,1610612758,112,112,2025-01-07T05:43:49Z,7070000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,742.0,,,,,,,,,,,,,,,
744,PT04M21.00S,2025-01-07T05:44:01.6Z,6,OVERTIME,2pt,Jump Shot,[],1628370,93.38042049934296,33.088235294117645,1610612758,114,112,2025-01-07T05:44:58Z,7080000,False,-85.0,10.0,1,right,M. Monk 8' driving floating Jump Shot (23 PTS),[1628370],1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,Mid-Range,8-16 Left,,,8.52,Made,,,,,,,,,,,23.0,,,,,
745,PT04M07.00S,2025-01-07T05:44:15.3Z,6,OVERTIME,3pt,Jump Shot,[],1626179,9.806176084099869,3.431372549019608,1610612748,114,112,2025-01-07T05:44:20Z,7090000,False,233.0,40.0,1,left,MISS T. Rozier 3PT,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,,,23.62,Missed,,,,,,,,,,,,,,,,
746,PT04M05.00S,2025-01-07T05:44:17.3Z,6,OVERTIME,rebound,offensive,[],1631170,,,1610612748,114,112,2025-01-07T05:44:20Z,7100000,False,,,0,,J. Jaquez Jr. REBOUND (Off:4 Def:8),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,,,,,745.0,12.0,8.0,4.0,,,,,,,,,,,,
747,PT04M04.00S,2025-01-07T05:44:21.2Z,6,OVERTIME,3pt,Jump Shot,['2ndchance'],1626179,9.280551905387648,4.411764705882353,1610612748,114,112,2025-01-07T05:46:13Z,7110000,False,228.0,35.0,1,left,MISS T. Rozier 3PT,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,,,23.05,Missed,,,,,,,,,,,,,,,,
748,PT04M01.00S,2025-01-07T05:44:24.2Z,6,OVERTIME,rebound,defensive,[],1628370,,,1610612758,114,112,2025-01-07T05:46:13Z,7120000,False,,,0,,M. Monk REBOUND (Off:2 Def:2),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Right Corner 3,24+ Right,,,,,747.0,4.0,2.0,2.0,,,,,,,,,,,,
749,PT03M40.00S,2025-01-07T05:44:42.8Z,6,OVERTIME,3pt,Jump Shot,[],201942,83.919185282523,95.83333333333334,1610612758,117,112,2025-01-07T05:44:48Z,7130000,False,229.0,99.0,1,right,D. DeRozan 24' 3PT  (24 PTS) (D. Sabonis 11 AST),"[201942, 1627734]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,24.95,Made,,,,,,,,,,,24.0,D. Sabonis,1627734.0,11.0,,
751,PT03M24.00S,2025-01-07T05:44:58.2Z,6,OVERTIME,2pt,Layup,['pointsinthepaint'],1631170,5.469776609724048,57.59803921568627,1610612748,117,112,2025-01-07T05:46:47Z,7150000,False,-38.0,-1.0,1,left,MISS J. Jaquez Jr. reverse Layup - blocked,"[1631170, 1631099]",1610612748.0,MIA,reverse,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,3.8,Missed,,,,,,,,,,,,,,,Murray,1631099.0
752,PT03M24.00S,2025-01-07T05:44:58.2Z,6,OVERTIME,block,,[],1631099,,,1610612748,117,112,2025-01-07T05:45:00Z,7160000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
753,PT03M23.00S,2025-01-07T05:44:59.2Z,6,OVERTIME,rebound,offensive,['team'],0,,,1610612748,117,112,2025-01-07T05:45:05Z,7170000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,751.0,,,,,,,,,,,,,,,
755,PT03M16.00S,2025-01-07T05:45:48.4Z,6,OVERTIME,3pt,Jump Shot,['2ndchance'],1629312,27.020367936925098,81.61764705882352,1610612748,117,115,2025-01-07T05:45:55Z,7190000,False,-158.0,201.0,1,left,H. Highsmith 25' 3PT step back (14 PTS) (T. Herro 4 AST),"[1629312, 1629639]",1610612748.0,MIA,step back,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,25.61,Made,,,,,,,,,,,14.0,T. Herro,1629639.0,4.0,,
757,PT02M52.00S,2025-01-07T05:46:13.3Z,6,OVERTIME,turnover,lost ball,[],1631165,,,1610612758,117,115,2025-01-07T05:46:16Z,7210000,False,,,0,,K. Ellis lost ball TURNOVER (2 TO),"[1631165, 1631170]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Mid-Range,8-16 Left,,2.0,,,,,,,Jaquez Jr.,1631170.0,,,,,,,,,,
758,PT02M52.00S,2025-01-07T05:46:13.3Z,6,OVERTIME,steal,,[],1631170,,,1610612748,117,115,2025-01-07T05:46:15Z,7220000,False,,,0,,J. Jaquez Jr. STEAL (5 STL),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
759,PT02M37.00S,2025-01-07T05:46:27.0Z,6,OVERTIME,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628389,7.966491458607096,60.29411764705882,1610612748,117,117,2025-01-07T05:46:31Z,7230000,False,-51.0,22.0,1,left,B. Adebayo Layup (17 PTS) (J. Jaquez Jr. 10 AST),"[1628389, 1631170]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,5.62,Made,,,,,,,,,,,17.0,J. Jaquez Jr.,1631170.0,10.0,,
761,PT02M28.00S,2025-01-07T05:46:38.8Z,6,OVERTIME,foul,offensive,[],201942,,,1610612758,117,117,2025-01-07T05:46:57Z,7250000,False,,,0,,D. DeRozan offensive FOUL (3 PF),"[201942, 1629312]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,202007.0,,,,,,,,,,3.0,0.0,Highsmith,1629312.0,,,,,,
763,PT02M28.00S,2025-01-07T05:46:38.8Z,6,OVERTIME,turnover,offensive foul,[],201942,,,1610612758,117,117,2025-01-07T05:46:57Z,7270000,False,,,0,,D. DeRozan offensive foul TURNOVER (3 TO),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,202007.0,3.0,,,,,,,,,,,,,,,,,,
764,PT02M00.00S,2025-01-07T05:47:19.6Z,6,OVERTIME,2pt,Layup,['fromturnover'],1631170,7.490144546649145,9.240962009803921,1610612748,117,117,2025-01-07T05:48:40Z,7280000,False,204.0,18.0,1,left,MISS J. Jaquez Jr. 20' driving Layup - blocked,"[1631170, 1631165]",1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,16-24 Right,,,20.46,Missed,,,,,,,,,,,,,,,Ellis,1631165.0
