actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
187,PT00M04.90S,2024-12-20T03:36:02.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,26,37,2024-12-20T03:40:18Z,1678750,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,185.0,,,
169,PT00M03.20S,2024-12-20T03:36:27.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628368,5.732588699080158,44.6078431372549,1610612758,28,37,2024-12-20T03:40:18Z,1690000,False,27.0,1.0,1,left,D. Fox cutting DUNK (7 PTS) (D. Sabonis 1 AST),"[1628368, 1627734]",1610612758.0,SAC,cutting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,2.7,Made,7.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,,
171,PT00M00.00S,2024-12-20T03:36:33.9Z,1,REGULAR,3pt,Jump Shot,[],1629216,51.85611038107753,55.14705882352941,1610612747,28,37,2024-12-20T03:36:47Z,1710000,False,26.0,400.0,1,right,MISS G. Vincent 40' pullup 3PT,[1629216],1610612747.0,LAL,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,40.09,Missed,,,,,,,,,,,,,,,,,,
172,PT00M00.00S,2024-12-20T03:36:37.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,28,37,2024-12-20T03:36:37Z,1720000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,171.0,,,
173,PT00M00.00S,2024-12-20T03:37:19.9Z,1,REGULAR,period,end,[],0,,,1610612747,28,37,2024-12-20T03:37:19Z,1730000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2024-12-20T03:38:40.4Z,2,REGULAR,substitution,out,['startperiod'],1627734,,,1610612747,28,37,2024-12-20T03:39:16Z,1740000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2024-12-20T03:38:40.4Z,2,REGULAR,substitution,out,['startperiod'],1626156,,,1610612747,28,37,2024-12-20T03:39:16Z,1750000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2024-12-20T03:38:40.4Z,2,REGULAR,substitution,in,['startperiod'],203458,,,1610612747,28,37,2024-12-20T03:39:16Z,1760000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2024-12-20T03:38:40.4Z,2,REGULAR,substitution,in,['startperiod'],1630559,,,1610612747,28,37,2024-12-20T03:39:16Z,1770000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2024-12-20T03:39:22.4Z,2,REGULAR,period,start,[],0,,,1610612758,28,37,2024-12-20T03:39:22Z,1780000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M42.00S,2024-12-20T03:39:39.6Z,2,REGULAR,3pt,Jump Shot,[],1628989,10.33180026281209,96.56862745098039,1610612758,31,37,2024-12-20T03:39:44Z,1790000,False,-233.0,45.0,1,left,K. Huerter 3PT  (6 PTS) (A. Len 1 AST),"[1628989, 203458]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Left Corner 3,24+ Left,23.7,Made,6.0,A. Len,203458.0,1.0,,,,,,,,,,,,,,
181,PT11M15.00S,2024-12-20T03:40:06.3Z,2,REGULAR,2pt,Jump Shot,[],2544,94.43166885676742,26.715686274509803,1610612747,31,37,2024-12-20T03:40:50Z,1810000,False,-116.0,0.0,1,right,MISS L. James 11' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,Mid-Range,8-16 Left,11.64,Missed,,,,,,,,,,,,,,,,,,
182,PT11M12.00S,2024-12-20T03:40:08.9Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612758,31,37,2024-12-20T03:40:08Z,1820000,False,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,181.0,2.0,2.0,0.0
183,PT11M06.00S,2024-12-20T03:40:15.1Z,2,REGULAR,turnover,bad pass,[],1628989,,,1610612758,31,37,2024-12-20T03:41:13Z,1830000,False,,,0,,K. Huerter bad pass TURNOVER (2 TO),"[1628989, 1630559]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,,,2.0,Reaves,1630559.0,,,,,,,,,,,
184,PT11M06.00S,2024-12-20T03:40:15.1Z,2,REGULAR,steal,,[],1630559,,,1610612747,31,37,2024-12-20T03:40:17Z,1840000,False,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
188,PT10M59.00S,2024-12-20T03:40:22.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642261,89.70105124835742,52.450980392156865,1610612747,31,39,2024-12-20T03:41:36Z,1850000,False,12.0,44.0,1,right,D. Knecht running Layup (2 PTS) (G. Vincent 2 AST),"[1642261, 1629216]",1610612747.0,LAL,running,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),0-8 Center,4.6,Made,2.0,G. Vincent,1629216.0,2.0,,,,,,,,,,,,,,
190,PT10M45.00S,2024-12-20T03:40:38.9Z,2,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612758,31,39,2024-12-20T03:40:46Z,1870000,False,,,0,,G. Vincent shooting personal FOUL (2 PF) (Fox 2 FT),"[1629216, 1628368]",1610612747.0,LAL,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,204058.0,2.0,0.0,Fox,1628368.0,,,,,,
192,PT10M45.00S,2024-12-20T03:41:00.2Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,32,39,2024-12-20T03:41:00Z,1890000,False,,,0,,D. Fox Free Throw 1 of 2 (8 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
193,PT10M45.00S,2024-12-20T03:41:01.1Z,2,REGULAR,substitution,out,[],1629216,,,1610612758,32,39,2024-12-20T03:41:07Z,1900000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M45.00S,2024-12-20T03:41:01.1Z,2,REGULAR,substitution,in,[],1629629,,,1610612758,32,39,2024-12-20T03:41:07Z,1910000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M45.00S,2024-12-20T03:41:17.7Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,33,39,2024-12-20T03:41:17Z,1920000,False,,,0,,D. Fox Free Throw 2 of 2 (9 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
196,PT10M29.00S,2024-12-20T03:41:37.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631132,89.30683311432325,53.67647058823529,1610612747,33,39,2024-12-20T03:42:43Z,1930000,False,18.0,48.0,1,right,MISS C. Koloko turnaround Hook - blocked,"[1631132, 203458]",1610612747.0,LAL,turnaround,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,5.14,Missed,,,,,,,,,,,,,Len,203458.0,,,,
197,PT10M29.00S,2024-12-20T03:41:37.7Z,2,REGULAR,block,,[],203458,,,1610612747,33,39,2024-12-20T03:41:40Z,1940000,False,,,0,,A. Len BLOCK (1 BLK),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
198,PT10M29.00S,2024-12-20T03:41:37.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,33,39,2024-12-20T03:41:42Z,1950000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,196.0,,,
199,PT10M19.00S,2024-12-20T03:41:58.1Z,2,REGULAR,foul,personal,['2freethrow'],1629629,,,1610612758,33,39,2024-12-20T03:42:09Z,1960000,False,,,0,,C. Reddish shooting personal FOUL (1 PF) (Len 2 FT),"[1629629, 203458]",1610612747.0,LAL,shooting,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628480.0,1.0,0.0,Len,203458.0,,,,,,
201,PT10M19.00S,2024-12-20T03:42:23.6Z,2,REGULAR,freethrow,1 of 2,[],203458,,,1610612758,33,39,2024-12-20T03:42:23Z,1980000,False,,,0,,MISS A. Len Free Throw 1 of 2,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
202,PT10M19.00S,2024-12-20T03:42:23.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,33,39,2024-12-20T03:42:23Z,1990000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,,,
203,PT10M19.00S,2024-12-20T03:42:30.3Z,2,REGULAR,substitution,out,[],1631132,,,1610612758,33,39,2024-12-20T03:42:37Z,2000000,False,,,0,,SUB out: C. Koloko,[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M19.00S,2024-12-20T03:42:30.3Z,2,REGULAR,substitution,in,[],1629060,,,1610612758,33,39,2024-12-20T03:42:37Z,2010000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M19.00S,2024-12-20T03:42:56.3Z,2,REGULAR,freethrow,2 of 2,[],203458,,,1610612758,34,39,2024-12-20T03:42:56Z,2020000,False,,,0,,A. Len Free Throw 2 of 2 (3 PTS),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
206,PT10M06.00S,2024-12-20T03:43:10.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,90.62089356110381,57.107843137254896,1610612747,34,41,2024-12-20T03:43:14Z,2030000,False,36.0,36.0,1,right,L. James driving Layup (7 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,5.03,Made,7.0,,,,,,,,,,,,,,,,,
207,PT10M00.00S,2024-12-20T03:43:16.7Z,2,REGULAR,3pt,Jump Shot,[],1628368,28.991458607095925,76.9607843137255,1610612758,34,41,2024-12-20T03:43:21Z,2040000,False,-135.0,220.0,1,left,MISS D. Fox 25' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,25.8,Missed,,,,,,,,,,,,,,,,,,
208,PT09M57.00S,2024-12-20T03:43:19.7Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,34,41,2024-12-20T03:43:21Z,2050000,False,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,207.0,3.0,3.0,0.0
209,PT09M49.00S,2024-12-20T03:43:27.0Z,2,REGULAR,turnover,lost ball,[],1629060,,,1610612747,34,41,2024-12-20T03:43:31Z,2060000,False,,,0,,R. Hachimura lost ball TURNOVER (1 TO),"[1629060, 1631099]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Murray,1631099.0,,,,,,,,,,,
210,PT09M49.00S,2024-12-20T03:43:27.0Z,2,REGULAR,steal,,[],1631099,,,1610612758,34,41,2024-12-20T03:43:29Z,2070000,False,,,0,,K. Murray STEAL (1 STL),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
212,PT09M48.00S,2024-12-20T03:43:39.5Z,2,REGULAR,substitution,out,[],203458,,,1610612758,34,41,2024-12-20T03:43:58Z,2090000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M48.00S,2024-12-20T03:43:39.5Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,34,41,2024-12-20T03:43:58Z,2100000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M33.00S,2024-12-20T03:44:07.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631099,6.783837056504599,96.07843137254902,1610612758,34,41,2024-12-20T03:44:13Z,2110000,False,-230.0,11.0,1,left,MISS K. Murray 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,23.07,Missed,,,,,,,,,,,,,,,,,,
215,PT09M30.00S,2024-12-20T03:44:10.1Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,34,41,2024-12-20T03:44:13Z,2120000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,214.0,4.0,3.0,1.0
216,PT09M30.00S,2024-12-20T03:44:14.0Z,2,REGULAR,foul,personal,['2freethrow'],1642261,,,1610612758,34,41,2024-12-20T03:44:23Z,2130000,False,,,0,,D. Knecht shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1642261, 1627734]",1610612747.0,LAL,shooting,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,204058.0,1.0,0.0,Sabonis,1627734.0,,,,,,
218,PT09M30.00S,2024-12-20T03:44:41.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1627734,,,1610612758,34,41,2024-12-20T03:44:41Z,2150000,False,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
219,PT09M30.00S,2024-12-20T03:44:41.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,34,41,2024-12-20T03:44:41Z,2160000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.0,,,
220,PT09M30.00S,2024-12-20T03:44:41.3Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1627734,,,1610612758,34,41,2024-12-20T03:45:02Z,2170000,False,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
221,PT09M27.00S,2024-12-20T03:44:44.3Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,34,41,2024-12-20T03:45:02Z,2180000,False,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,220.0,4.0,4.0,0.0
222,PT09M15.00S,2024-12-20T03:45:12.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,89.96386333771353,53.92156862745098,1610612747,34,43,2024-12-20T03:45:18Z,2190000,False,20.0,42.0,1,right,R. Hachimura driving finger roll Layup (5 PTS) (L. James 3 AST),"[1629060, 2544]",1610612747.0,LAL,driving finger roll,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,5.0,L. James,2544.0,3.0,,,,,,,,,,,,,,
224,PT09M10.00S,2024-12-20T03:45:20.5Z,2,REGULAR,foul,personal,['2freethrow'],1629629,,,1610612758,34,43,2024-12-20T03:45:41Z,2210000,False,,,0,,C. Reddish shooting personal FOUL (2 PF) (Fox 2 FT),"[1629629, 1628368]",1610612747.0,LAL,shooting,,,Reddish,C. Reddish,,,,,Mid-Range,8-16 Left,,,,,,,,,,1662.0,2.0,0.0,Fox,1628368.0,,,,,,
226,PT09M10.00S,2024-12-20T03:45:53.2Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,34,43,2024-12-20T03:45:53Z,2230000,False,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
227,PT09M10.00S,2024-12-20T03:45:53.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,34,43,2024-12-20T03:45:53Z,2240000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,,,
228,PT09M10.00S,2024-12-20T03:45:58.3Z,2,REGULAR,substitution,out,[],1631165,,,1610612758,34,43,2024-12-20T03:46:03Z,2250000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT09M10.00S,2024-12-20T03:45:58.3Z,2,REGULAR,substitution,in,[],201942,,,1610612758,34,43,2024-12-20T03:46:03Z,2260000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT09M10.00S,2024-12-20T03:46:15.3Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,35,43,2024-12-20T03:46:15Z,2270000,False,,,0,,D. Fox Free Throw 2 of 2 (10 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
231,PT08M46.00S,2024-12-20T03:46:42.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,84.57621550591328,64.2156862745098,1610612747,35,43,2024-12-20T03:47:31Z,2280000,False,71.0,92.0,1,right,MISS R. Hachimura 11' turnaround fadeaway Shot,[1629060],1610612747.0,LAL,turnaround fadeaway,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Right,11.67,Missed,,,,,,,,,,,,,,,,,,
232,PT08M43.00S,2024-12-20T03:46:45.2Z,2,REGULAR,rebound,defensive,[],201942,,,1610612758,35,43,2024-12-20T03:46:48Z,2290000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,231.0,2.0,2.0,0.0
233,PT08M40.00S,2024-12-20T03:46:51.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629060,,,1610612758,35,43,2024-12-20T03:47:12Z,2300000,False,,,0,,R. Hachimura personal FOUL (1 PF) (Sabonis 2 FT),"[1629060, 1627734]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628480.0,1.0,0.0,Sabonis,1627734.0,,,,,,
235,PT08M40.00S,2024-12-20T03:47:22.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,35,43,2024-12-20T03:47:22Z,2320000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M40.00S,2024-12-20T03:47:26.2Z,2,REGULAR,substitution,out,[],1628368,,,1610612758,35,43,2024-12-20T03:50:10Z,2325000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M40.00S,2024-12-20T03:47:26.2Z,2,REGULAR,substitution,in,[],1628370,,,1610612758,35,43,2024-12-20T03:50:10Z,2327500,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M40.00S,2024-12-20T03:50:33.8Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,35,43,2024-12-20T03:50:33Z,2340000,False,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
240,PT08M40.00S,2024-12-20T03:50:33.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,35,43,2024-12-20T03:50:33Z,2350000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0,,,
241,PT08M40.00S,2024-12-20T03:50:54.0Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,36,43,2024-12-20T03:50:54Z,2360000,False,,,0,,D. Sabonis Free Throw 2 of 2 (6 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
242,PT08M28.00S,2024-12-20T03:51:07.2Z,2,REGULAR,3pt,Jump Shot,[],1642261,66.17936925098554,50.98039215686274,1610612747,36,43,2024-12-20T03:51:14Z,2370000,False,5.0,265.0,1,right,MISS D. Knecht 26' 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Center,26.54,Missed,,,,,,,,,,,,,,,,,,
243,PT08M24.00S,2024-12-20T03:51:11.2Z,2,REGULAR,rebound,offensive,[],1629060,,,1610612747,36,43,2024-12-20T03:53:46Z,2380000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,242.0,3.0,2.0,1.0
244,PT08M15.00S,2024-12-20T03:51:20.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,91.27792378449409,58.08823529411765,1610612747,36,43,2024-12-20T03:52:17Z,2390000,False,40.0,29.0,1,right,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,5.0,Missed,,,,,,,,,,,,,,,,,,
245,PT08M12.00S,2024-12-20T03:51:23.6Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,36,43,2024-12-20T03:51:26Z,2400000,False,,,0,,K. Murray REBOUND (Off:1 Def:3),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,244.0,4.0,3.0,1.0
246,PT08M07.00S,2024-12-20T03:51:28.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627734,9.543363994743759,53.67647058823529,1610612758,38,43,2024-12-20T03:51:37Z,2410000,False,-18.0,37.0,1,left,D. Sabonis running Layup (8 PTS) (D. DeRozan 3 AST),"[1627734, 201942]",1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,4.15,Made,8.0,D. DeRozan,201942.0,3.0,,,,,,,,,,,,,,
248,PT08M06.00S,2024-12-20T03:51:34.4Z,2,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,38,43,2024-12-20T03:51:47Z,2430000,False,,,0,,L. James lost ball out-of-bounds TURNOVER (2 TO),[2544],1610612747.0,LAL,lost ball,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,,,2.0,,,1628480.0,,,,,,,,,,
249,PT08M06.00S,2024-12-20T03:51:42.9Z,2,REGULAR,substitution,out,[],1642261,,,1610612758,38,43,2024-12-20T03:51:45Z,2440000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT08M06.00S,2024-12-20T03:51:42.9Z,2,REGULAR,substitution,in,[],203076,,,1610612758,38,43,2024-12-20T03:51:45Z,2450000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M50.00S,2024-12-20T03:52:07.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627734,5.338370565045992,45.34313725490196,1610612758,40,43,2024-12-20T03:52:19Z,2460000,False,23.0,-2.0,1,left,D. Sabonis reverse Layup (10 PTS) (K. Huerter 1 AST),"[1627734, 1628989]",1610612758.0,SAC,reverse,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.34,Made,10.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,
253,PT07M38.00S,2024-12-20T03:52:21.8Z,2,REGULAR,foul,personal,['2freethrow'],1628989,,,1610612747,40,43,2024-12-20T03:52:31Z,2480000,False,,,0,,K. Huerter shooting personal FOUL (1 PF) (Reaves 2 FT),"[1628989, 1630559]",1610612758.0,SAC,shooting,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1662.0,1.0,0.0,Reaves,1630559.0,,,,,,
255,PT07M38.00S,2024-12-20T03:52:46.2Z,2,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,40,44,2024-12-20T03:52:46Z,2500000,False,,,0,,A. Reaves Free Throw 1 of 2 (9 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
256,PT07M38.00S,2024-12-20T03:52:49.8Z,2,REGULAR,substitution,out,[],1631099,,,1610612747,40,44,2024-12-20T03:52:58Z,2510000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M38.00S,2024-12-20T03:52:49.8Z,2,REGULAR,substitution,out,[],2544,,,1610612747,40,44,2024-12-20T03:52:58Z,2520000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT07M38.00S,2024-12-20T03:52:49.8Z,2,REGULAR,substitution,in,[],1631165,,,1610612747,40,44,2024-12-20T03:52:58Z,2530000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
