actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-01-02T03:10:58.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-02T03:10:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-01-02T03:11:01.3Z,1,REGULAR,jumpball,recovered,[],201942,,,1610612758,0,0,2025-01-02T03:11:01Z,40000,False,,,0,,Jump Ball D. Sabonis vs. G. Yabusele: Tip to D. DeRozan,"[201942, 1627734, 1627824]",1610612758.0,SAC,startperiod,D. DeRozan,201942.0,DeRozan,D. DeRozan,Sabonis,1627734.0,Yabusele,1627824.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-01-02T03:11:12.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,15.982260183968464,50.245098039215684,1610612758,2,0,2025-01-02T03:11:26Z,70000,False,-1.0,98.0,1,left,D. DeRozan 9' pullup bank Jump Shot (2 PTS) (D. Sabonis 1 AST),"[201942, 1627734]",1610612758.0,SAC,pullup bank,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,9.77,Made,2.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2025-01-02T03:11:31.6Z,1,REGULAR,3pt,Jump Shot,[],202331,74.45795006570303,82.59803921568627,1610612755,2,3,2025-01-02T03:11:37Z,90000,False,163.0,188.0,1,right,P. George 24' 3PT  (3 PTS) (G. Yabusele 1 AST),"[202331, 1627824]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,24.85,Made,3.0,G. Yabusele,1627824.0,1.0,,,,,,,,,,,,,,
11,PT11M00.00S,2025-01-02T03:11:57.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,7.966491458607096,43.627450980392155,1610612758,4,3,2025-01-02T03:12:09Z,110000,False,32.0,22.0,1,left,D. Sabonis Layup (2 PTS) (K. Ellis 1 AST),"[1627734, 1631165]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.9,Made,2.0,K. Ellis,1631165.0,1.0,,,,,,,,,,,,,,
13,PT10M37.00S,2025-01-02T03:12:22.5Z,1,REGULAR,foul,personal,[],1627734,,,1610612755,4,3,2025-01-02T03:12:42Z,130000,False,,,0,,D. Sabonis personal FOUL (1 PF),"[1627734, 1627824]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Left Corner 3,24+ Left,,,,,,,2530.0,1.0,0.0,Yabusele,1627824.0,,,,,,,,,
15,PT10M24.00S,2025-01-02T03:12:51.3Z,1,REGULAR,2pt,Jump Shot,[],202331,90.3580814717477,71.56862745098039,1610612755,4,3,2025-01-02T03:13:09Z,150000,False,108.0,38.0,1,right,MISS P. George 11' turnaround fadeaway Shot,[202331],1610612755.0,PHI,turnaround fadeaway,,,George,P. George,,,,,Mid-Range,8-16 Right,11.43,Missed,,,,,,,,,,,,,,,,,,
16,PT10M20.00S,2025-01-02T03:12:55.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,4,3,2025-01-02T03:12:58Z,160000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,
17,PT10M10.00S,2025-01-02T03:13:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.732588699080158,54.90196078431373,1610612758,6,3,2025-01-02T03:13:26Z,170000,False,-25.0,1.0,1,left,D. Sabonis driving Layup (4 PTS) (K. Ellis 2 AST),"[1627734, 1631165]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.45,Made,4.0,K. Ellis,1631165.0,2.0,,,,,,,,,,,,,,
19,PT09M50.00S,2025-01-02T03:13:25.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,85.49605781865965,49.754901960784316,1610612755,6,5,2025-01-02T03:13:37Z,190000,False,-1.0,84.0,1,right,T. Maxey 8' driving floating Jump Shot (2 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,8.38,Made,2.0,,,,,,,,,,,,,,,,,
