actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-04-13T19:40:45.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-13T19:40:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2025-04-13T19:40:52.6Z,1,REGULAR,jumpball,recovered,[],1631099,,,1610612758,0,0,2025-04-13T19:40:52Z,40000,False,,,0,,Jump Ball D. Sabonis vs. M. Plumlee: Tip to K. Murray,"[1631099, 1627734, 203486]",1610612758.0,SAC,startperiod,K. Murray,1631099.0,Murray,K. Murray,Sabonis,1627734.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-04-13T19:41:09.3Z,1,REGULAR,3pt,Jump Shot,[],1631165,74.98357424441524,89.70588235294117,1610612758,0,0,2025-04-13T19:41:14Z,70000,False,199.0,183.0,1,right,MISS K. Ellis 26' 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,26.98,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2025-04-13T19:41:11.3Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,0,0,2025-04-13T19:41:26Z,80000,False,,,0,,R. Dunn REBOUND (Off:0 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2025-04-13T19:41:18.8Z,1,REGULAR,3pt,Jump Shot,[],1631221,29.25427069645204,22.058823529411764,1610612756,0,3,2025-04-13T19:41:29Z,90000,False,140.0,222.0,1,left,C. Gillespie 26' 3PT pullup (3 PTS) (M. Plumlee 1 AST),"[1631221, 203486]",1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,26.27,Made,,,,,3.0,M. Plumlee,203486.0,1.0,,,,,,,,,,
11,PT11M07.00S,2025-04-13T19:41:37.7Z,1,REGULAR,3pt,Jump Shot,[],1627734,67.7562417871222,28.676470588235293,1610612758,3,3,2025-04-13T19:41:41Z,110000,False,-107.0,251.0,1,right,D. Sabonis 27' 3PT  (3 PTS) (K. Ellis 1 AST),"[1627734, 1631165]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,27.23,Made,,,,,3.0,K. Ellis,1631165.0,1.0,,,,,,,,,,
13,PT10M41.00S,2025-04-13T19:42:05.0Z,1,REGULAR,turnover,bad pass,[],1642346,,,1610612756,3,3,2025-04-13T19:42:09Z,130000,False,,,0,,R. Dunn bad pass TURNOVER (1 TO),"[1642346, 1627734]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Sabonis,1627734.0,,,,,,,
14,PT10M41.00S,2025-04-13T19:42:05.0Z,1,REGULAR,steal,,[],1627734,,,1610612758,3,3,2025-04-13T19:42:07Z,140000,False,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M24.00S,2025-04-13T19:42:23.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627734,80.76544021024968,46.568627450980394,1610612758,3,3,2025-04-13T19:42:48Z,150000,False,-17.0,128.0,1,right,MISS D. Sabonis 12' floating Shot,[1627734],1610612758.0,SAC,floating,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,12.94,Missed,,,,,,,,,,,,,,,,,,
16,PT10M23.00S,2025-04-13T19:42:24.7Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,3,3,2025-04-13T19:42:48Z,160000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M11.00S,2025-04-13T19:42:34.2Z,1,REGULAR,2pt,Jump Shot,[],1626145,20.97568988173456,65.19607843137256,1610612756,3,3,2025-04-13T19:42:40Z,170000,False,-76.0,145.0,1,left,MISS T. Jones 16' pullup Shot,[1626145],1610612756.0,PHX,pullup,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left Center,16.34,Missed,,,,,,,,,,,,,,,,,,
18,PT10M08.00S,2025-04-13T19:42:37.2Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,3,3,2025-04-13T19:42:40Z,180000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT09M54.00S,2025-04-13T19:43:21.3Z,1,REGULAR,3pt,Jump Shot,[],203897,86.94152431011827,1.9607843137254901,1610612758,6,3,2025-04-13T19:44:55Z,230000,False,-240.0,70.0,1,right,Z. LaVine 25' 3PT  (3 PTS) (D. DeRozan 1 AST),"[203897, 201942]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,25.02,Made,,,,,3.0,D. DeRozan,201942.0,1.0,,,,,,,,,,
25,PT09M40.00S,2025-04-13T19:43:35.4Z,1,REGULAR,3pt,Jump Shot,[],1631221,32.933639947437584,31.862745098039213,1610612756,6,3,2025-04-13T19:43:41Z,250000,False,91.0,257.0,1,left,MISS C. Gillespie 27' 3PT,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,27.26,Missed,,,,,,,,,,,,,,,,,,
26,PT09M40.00S,2025-04-13T19:43:35.4Z,1,REGULAR,rebound,offensive,[],1642346,,,1610612756,6,3,2025-04-13T19:43:41Z,260000,False,,,0,,R. Dunn REBOUND (Off:1 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
27,PT09M30.00S,2025-04-13T19:43:47.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203486,6.915243101182654,98.0392156862745,1610612756,6,3,2025-04-13T19:54:42Z,270000,False,-240.0,13.0,1,left,MISS M. Plumlee 24' pullup 3PT,[203486],1610612756.0,PHX,pullup,,,Plumlee,M. Plumlee,,,,,Left Corner 3,24+ Left,24.05,Missed,,,,,,,,,,,,,,,,,,
28,PT09M28.00S,2025-04-13T19:43:49.6Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,6,3,2025-04-13T19:54:42Z,280000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT09M18.00S,2025-04-13T19:43:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,90.3580814717477,42.15686274509804,1610612758,8,3,2025-04-13T19:44:01Z,290000,False,-39.0,38.0,1,right,Z. LaVine driving Layup (5 PTS),[203897],1610612758.0,SAC,driving,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,5.47,Made,,,,,5.0,,,,,,,,,,,,,
30,PT08M59.00S,2025-04-13T19:44:15.8Z,1,REGULAR,3pt,Jump Shot,[],1628960,12.828515111695138,0.49019607843137253,1610612756,8,6,2025-04-13T19:44:20Z,300000,False,248.0,68.0,1,left,G. Allen 25' 3PT  (3 PTS) (R. Dunn 1 AST),"[1628960, 1642346]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,25.67,Made,,,,,3.0,R. Dunn,1642346.0,1.0,,,,,,,,,,
32,PT08M42.00S,2025-04-13T19:44:32.7Z,1,REGULAR,2pt,Jump Shot,[],1627734,75.64060446780552,48.529411764705884,1610612758,10,6,2025-04-13T19:44:37Z,320000,False,-7.0,176.0,1,right,D. Sabonis 17' Jump Shot (5 PTS) (D. DeRozan 2 AST),"[1627734, 201942]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Center,17.67,Made,,,,,5.0,D. DeRozan,201942.0,2.0,,,,,,,,,,
34,PT08M29.00S,2025-04-13T19:44:45.5Z,1,REGULAR,3pt,Jump Shot,[],1626145,29.25427069645204,22.794117647058822,1610612756,10,6,2025-04-13T19:44:51Z,340000,False,136.0,222.0,1,left,MISS T. Jones 26' 3PT,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,26.08,Missed,,,,,,,,,,,,,,,,,,
