actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
163,PT09M34.00S,2025-01-17T03:33:30.5Z,2,REGULAR,foul,personal,[],1628988,,,1610612758,30,32,2025-01-17T03:33:44Z,1610000,False,,,0,,A. Holiday personal FOUL (1 PF),"[1628988, 1642269]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,202035.0,,,,,,,,,,1.0,0.0,Carter,1642269.0
165,PT09M34.00S,2025-01-17T03:33:41.0Z,2,REGULAR,substitution,out,[],1631099,,,1610612758,30,32,2025-01-17T03:33:54Z,1630000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT09M34.00S,2025-01-17T03:33:41.0Z,2,REGULAR,substitution,out,[],203500,,,1610612758,30,32,2025-01-17T03:33:54Z,1640000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT09M34.00S,2025-01-17T03:33:41.0Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,30,32,2025-01-17T03:33:54Z,1650000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT09M34.00S,2025-01-17T03:33:41.0Z,2,REGULAR,substitution,in,[],1630578,,,1610612758,30,32,2025-01-17T03:33:54Z,1660000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M14.00S,2025-01-17T03:34:15.7Z,2,REGULAR,3pt,Jump Shot,[],201942,91.67214191852825,1.4705882352941175,1610612758,33,32,2025-01-17T03:34:27Z,1670000,False,-243.0,26.0,1,right,D. DeRozan 24' 3PT step back (5 PTS) (D. Sabonis 2 AST),"[201942, 1627734]",1610612758.0,SAC,step back,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,24.4,Made,,,,,,,,,,,5.0,D. Sabonis,1627734.0,2.0,,,,
171,PT09M00.00S,2025-01-17T03:34:30.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,10.988830486202366,49.50980392156863,1610612745,33,34,2025-01-17T03:34:36Z,1690000,False,2.0,51.0,1,left,A. Sengun DUNK (4 PTS) (A. Thompson 3 AST),"[1630578, 1641708]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.09,Made,,,,,,,,,,,4.0,A. Thompson,1641708.0,3.0,,,,
173,PT08M35.00S,2025-01-17T03:34:55.1Z,2,REGULAR,turnover,lost ball,[],201942,,,1610612758,33,34,2025-01-17T03:51:41Z,1710000,False,,,0,,D. DeRozan lost ball TURNOVER (2 TO),"[201942, 1628988]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,Holiday,1628988.0,,,,,,,,,,
174,PT08M35.00S,2025-01-17T03:34:55.1Z,2,REGULAR,steal,,[],1628988,,,1610612745,33,34,2025-01-17T03:34:57Z,1720000,False,,,0,,A. Holiday STEAL (1 STL),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
175,PT08M28.00S,2025-01-17T03:35:02.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630578,11.383048620236531,50.98039215686274,1610612745,33,36,2025-01-17T03:52:20Z,1730000,False,-5.0,55.0,1,left,A. Sengun Hook (6 PTS) (C. Whitmore 2 AST),"[1630578, 1641715]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.47,Made,,,,,,,,,,,6.0,C. Whitmore,1641715.0,2.0,,,,
177,PT08M17.00S,2025-01-17T03:35:14.3Z,2,REGULAR,3pt,Jump Shot,[],1628368,72.88107752956637,13.23529411764706,1610612758,36,36,2025-01-17T03:35:19Z,1750000,False,-184.0,202.0,1,right,D. Fox 27' 3PT pullup (7 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,27.34,Made,,,,,,,,,,,7.0,,,,,,,
178,PT07M55.00S,2025-01-17T03:35:35.1Z,2,REGULAR,3pt,Jump Shot,[],1641715,29.517082785808146,81.86274509803921,1610612745,36,36,2025-01-17T03:35:39Z,1760000,False,-159.0,225.0,1,left,MISS C. Whitmore 27' 3PT,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,27.57,Missed,,,,,,,,,,,,,,,,,,
179,PT07M53.00S,2025-01-17T03:35:37.1Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,36,36,2025-01-17T03:35:39Z,1770000,False,,,0,,T. Lyles REBOUND (Off:0 Def:4),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,178.0,4.0,4.0,0.0,,,,,,,,,,,,,,
180,PT07M37.00S,2025-01-17T03:35:56.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,85.3646517739816,49.26470588235294,1610612758,36,36,2025-01-17T03:54:24Z,1780000,False,-4.0,85.0,1,right,MISS D. Fox 8' driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,8.52,Missed,,,,,,,,,,,,,,,,,,
181,PT07M36.00S,2025-01-17T03:35:57.2Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,36,36,2025-01-17T03:54:24Z,1790000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,180.0,5.0,4.0,1.0,,,,,,,,,,,,,,
182,PT07M35.00S,2025-01-17T03:35:59.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,87.33574244415243,50.73529411764706,1610612758,38,36,2025-01-17T04:05:55Z,1820000,False,4.0,67.0,1,right,D. Sabonis 6' putback Layup (4 PTS),[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,6.66,Made,,,,,,,,,,,4.0,,,,,,,
183,PT07M35.00S,2025-01-17T03:36:03.1Z,2,REGULAR,foul,personal,['1freethrow'],201145,,,1610612758,38,36,2025-01-17T03:55:23Z,1835000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Sabonis 1 FT),"[201145, 1627734]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203593.0,,,,,,,,,,1.0,0.0,Sabonis,1627734.0
187,PT07M35.00S,2025-01-17T03:36:22.6Z,2,REGULAR,substitution,out,[],1642269,,,1610612758,38,36,2025-01-17T03:55:23Z,1850000,False,,,0,,SUB out: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT07M35.00S,2025-01-17T03:36:22.6Z,2,REGULAR,substitution,in,[],1628370,,,1610612758,38,36,2025-01-17T03:55:23Z,1860000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT07M35.00S,2025-01-17T03:36:22.6Z,2,REGULAR,substitution,out,[],1628368,,,1610612758,38,36,2025-01-17T04:00:53Z,1865000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT07M35.00S,2025-01-17T03:36:22.6Z,2,REGULAR,substitution,in,[],1631165,,,1610612758,38,36,2025-01-17T04:00:53Z,1867500,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT07M35.00S,2025-01-17T03:36:37.6Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1627734,,,1610612758,38,36,2025-01-17T03:55:23Z,1870000,False,,,0,,MISS D. Sabonis Free Throw 1 of 1,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
190,PT07M34.00S,2025-01-17T03:36:38.6Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,38,36,2025-01-17T04:06:19Z,1880000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,189.0,2.0,2.0,0.0,,,,,,,,,,,,,,
191,PT07M18.00S,2025-01-17T03:36:51.8Z,2,REGULAR,3pt,Jump Shot,[],1628988,35.03613666228647,51.9607843137255,1610612745,38,36,2025-01-17T03:36:56Z,1890000,False,-10.0,277.0,1,left,MISS A. Holiday 27' 3PT,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,27.7,Missed,,,,,,,,,,,,,,,,,,
192,PT07M15.00S,2025-01-17T03:36:54.8Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,38,36,2025-01-17T03:36:56Z,1900000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,191.0,6.0,5.0,1.0,,,,,,,,,,,,,,
193,PT07M06.00S,2025-01-17T03:37:03.3Z,2,REGULAR,3pt,Jump Shot,[],1626168,79.05716162943496,93.62745098039215,1610612758,41,36,2025-01-17T04:07:01Z,1910000,False,218.0,144.0,1,right,T. Lyles 26' 3PT step back (5 PTS) (M. Monk 5 AST),"[1626168, 1628370]",1610612758.0,SAC,step back,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,26.16,Made,,,,,,,,,,,5.0,M. Monk,1628370.0,5.0,,,,
195,PT06M54.00S,2025-01-17T03:37:15.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,16.63929040735874,60.049019607843135,1610612745,41,36,2025-01-17T04:07:42Z,1930000,False,-50.0,104.0,1,left,MISS A. Thompson 11' driving Layup - blocked,"[1641708, 1627734]",1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,11.54,Missed,,,,,,,,,Sabonis,1627734.0,,,,,,,,
196,PT06M54.00S,2025-01-17T03:37:15.6Z,2,REGULAR,block,,[],1627734,,,1610612745,41,36,2025-01-17T03:37:18Z,1940000,False,,,0,,D. Sabonis BLOCK (1 BLK),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
197,PT06M53.00S,2025-01-17T03:37:16.6Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,41,36,2025-01-17T04:08:03Z,1950000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,195.0,7.0,6.0,1.0,,,,,,,,,,,,,,
198,PT06M49.00S,2025-01-17T03:37:20.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201942,91.27792378449409,48.529411764705884,1610612758,43,36,2025-01-17T04:08:30Z,1960000,False,-7.0,29.0,1,right,D. DeRozan running Layup (7 PTS) (D. Sabonis 3 AST),"[201942, 1627734]",1610612758.0,SAC,running,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,3.04,Made,,,,,,,,,,,7.0,D. Sabonis,1627734.0,3.0,,,,
200,PT06M49.00S,2025-01-17T03:37:27.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,43,36,2025-01-17T03:37:27Z,1980000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT06M49.00S,2025-01-17T03:39:29.4Z,2,REGULAR,substitution,out,[],1641708,,,1610612745,43,36,2025-01-17T04:04:43Z,2015000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT06M49.00S,2025-01-17T03:39:29.4Z,2,REGULAR,substitution,out,[],1641715,,,1610612745,43,36,2025-01-17T04:04:43Z,2032500,False,,,0,,SUB out: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT06M49.00S,2025-01-17T03:39:29.4Z,2,REGULAR,substitution,in,[],1630224,,,1610612745,43,36,2025-01-17T04:04:43Z,2041250,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT06M49.00S,2025-01-17T03:39:29.4Z,2,REGULAR,substitution,in,[],1628415,,,1610612745,43,36,2025-01-17T04:04:43Z,2045625,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M35.00S,2025-01-17T03:41:31.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,10.726018396846255,44.6078431372549,1610612745,43,38,2025-01-17T03:41:56Z,2050000,False,27.0,48.0,1,left,A. Sengun driving Layup (8 PTS) (J. Green 1 AST),"[1630578, 201145]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.53,Made,,,,,,,,,,,8.0,J. Green,201145.0,1.0,,,,
211,PT06M35.00S,2025-01-17T03:41:35.2Z,2,REGULAR,foul,personal,['1freethrow'],1627734,,,1610612745,43,38,2025-01-17T03:41:45Z,2070000,False,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Sengun 1 FT),"[1627734, 1630578]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,203593.0,,,,,,,,,,1.0,0.0,Sengun,1630578.0
213,PT06M35.00S,2025-01-17T03:42:00.1Z,2,REGULAR,freethrow,1 of 1,[],1630578,,,1610612745,43,38,2025-01-17T03:42:02Z,2090000,False,,,0,,MISS A. Sengun Free Throw 1 of 1,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
214,PT06M32.00S,2025-01-17T03:42:03.1Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,43,38,2025-01-17T03:42:02Z,2100000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,213.0,8.0,7.0,1.0,,,,,,,,,,,,,,
215,PT06M22.00S,2025-01-17T03:42:12.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,90.62089356110381,46.568627450980394,1610612758,45,38,2025-01-17T04:10:01Z,2110000,False,-17.0,36.0,1,right,D. Sabonis Layup (6 PTS) (M. Monk 6 AST),"[1627734, 1628370]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.96,Made,,,,,,,,,,,6.0,M. Monk,1628370.0,6.0,,,,
217,PT06M15.00S,2025-01-17T03:42:21.7Z,2,REGULAR,turnover,palming,[],1628988,,,1610612745,45,38,2025-01-17T03:43:27Z,2130000,False,,,0,,A. Holiday palming TURNOVER (1 TO),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,,,,,,,
218,PT06M03.00S,2025-01-17T03:42:47.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626168,85.23324572930355,54.41176470588235,1610612758,45,38,2025-01-17T03:42:55Z,2140000,False,22.0,86.0,1,right,MISS T. Lyles 8' driving Layup,[1626168],1610612758.0,SAC,driving,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),8-16 Center,8.91,Missed,,,,,,,,,,,,,,,,,,
219,PT05M59.00S,2025-01-17T03:42:51.5Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,45,38,2025-01-17T03:42:55Z,2150000,False,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,218.0,3.0,3.0,0.0,,,,,,,,,,,,,,
220,PT05M48.00S,2025-01-17T03:43:02.5Z,2,REGULAR,2pt,Jump Shot,[],1630578,22.552562417871222,47.30392156862745,1610612745,45,40,2025-01-17T03:43:10Z,2160000,False,13.0,159.0,1,left,A. Sengun 16' Jump Shot (10 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,16.01,Made,,,,,,,,,,,10.0,,,,,,,
221,PT05M34.00S,2025-01-17T03:43:16.8Z,2,REGULAR,2pt,Jump Shot,[],201942,76.2976346911958,49.26470588235294,1610612758,45,40,2025-01-17T03:43:24Z,2170000,False,-4.0,170.0,1,right,MISS D. DeRozan 17' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,17.03,Missed,,,,,,,,,,,,,,,,,,
222,PT05M32.00S,2025-01-17T03:43:18.8Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,45,40,2025-01-17T03:43:24Z,2180000,False,,,0,,A. Sengun REBOUND (Off:0 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Center,,,221.0,4.0,4.0,0.0,,,,,,,,,,,,,,
223,PT05M25.00S,2025-01-17T03:43:26.2Z,2,REGULAR,3pt,Jump Shot,[],1628988,25.706307490144546,87.99019607843137,1610612745,45,40,2025-01-17T03:43:30Z,2190000,False,-190.0,189.0,1,left,MISS A. Holiday 26' 3PT,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,26.81,Missed,,,,,,,,,,,,,,,,,,
224,PT05M22.00S,2025-01-17T03:43:29.2Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612758,45,40,2025-01-17T03:43:30Z,2200000,False,,,0,,T. Lyles REBOUND (Off:0 Def:5),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,223.0,5.0,5.0,0.0,,,,,,,,,,,,,,
225,PT05M16.00S,2025-01-17T03:43:36.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,90.09526938239159,50.245098039215684,1610612758,47,40,2025-01-17T03:43:42Z,2210000,False,1.0,41.0,1,right,D. Sabonis cutting Layup (8 PTS) (M. Monk 7 AST),"[1627734, 1628370]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,4.06,Made,,,,,,,,,,,8.0,M. Monk,1628370.0,7.0,,,,
227,PT05M16.00S,2025-01-17T03:43:40.0Z,2,REGULAR,foul,personal,['1freethrow'],1630224,,,1610612758,47,40,2025-01-17T03:44:08Z,2230000,False,,,0,,J. Green shooting personal FOUL (2 PF) (Sabonis 1 FT),"[1630224, 1627734]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203593.0,,,,,,,,,,2.0,0.0,Sabonis,1627734.0
229,PT05M16.00S,2025-01-17T03:43:52.7Z,2,REGULAR,substitution,out,[],1631165,,,1610612758,47,40,2025-01-17T03:44:07Z,2250000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M16.00S,2025-01-17T03:43:52.7Z,2,REGULAR,substitution,out,[],1626168,,,1610612758,47,40,2025-01-17T03:44:07Z,2260000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M16.00S,2025-01-17T03:43:52.7Z,2,REGULAR,substitution,out,[],1628988,,,1610612758,47,40,2025-01-17T03:44:07Z,2270000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M16.00S,2025-01-17T03:43:52.7Z,2,REGULAR,substitution,out,[],201145,,,1610612758,47,40,2025-01-17T03:44:07Z,2280000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M16.00S,2025-01-17T03:43:52.7Z,2,REGULAR,substitution,in,[],1631099,,,1610612758,47,40,2025-01-17T03:44:07Z,2290000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M16.00S,2025-01-17T03:43:52.7Z,2,REGULAR,substitution,in,[],1628368,,,1610612758,47,40,2025-01-17T03:44:07Z,2300000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M16.00S,2025-01-17T03:43:52.7Z,2,REGULAR,substitution,in,[],1641708,,,1610612758,47,40,2025-01-17T03:44:07Z,2310000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M16.00S,2025-01-17T03:43:52.7Z,2,REGULAR,substitution,in,[],1631106,,,1610612758,47,40,2025-01-17T03:44:07Z,2320000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M16.00S,2025-01-17T03:44:18.4Z,2,REGULAR,freethrow,1 of 1,[],1627734,,,1610612758,48,40,2025-01-17T03:44:18Z,2330000,False,,,0,,D. Sabonis Free Throw 1 of 1 (9 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
238,PT05M02.00S,2025-01-17T03:44:33.5Z,2,REGULAR,2pt,Jump Shot,[],1630224,24.392247043363994,49.26470588235294,1610612745,48,40,2025-01-17T03:45:15Z,2340000,False,4.0,177.0,1,left,MISS J. Green 17' Jump Shot,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,17.68,Missed,,,,,,,,,,,,,,,,,,
239,PT04M59.00S,2025-01-17T03:44:36.4Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,48,40,2025-01-17T03:44:36Z,2350000,False,,,0,,K. Murray REBOUND (Off:1 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Center,,,238.0,3.0,2.0,1.0,,,,,,,,,,,,,,
240,PT04M57.00S,2025-01-17T03:44:42.4Z,2,REGULAR,foul,personal,[],1630224,,,1610612758,48,40,2025-01-17T03:44:49Z,2360000,False,,,0,,J. Green personal FOUL (3 PF),"[1630224, 1631099]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201639.0,,,,,,,,,,3.0,0.0,Murray,1631099.0
242,PT04M57.00S,2025-01-17T03:45:02.0Z,2,REGULAR,substitution,out,[],1630224,,,1610612758,48,40,2025-01-17T03:45:11Z,2380000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M57.00S,2025-01-17T03:45:02.0Z,2,REGULAR,substitution,in,[],1628988,,,1610612758,48,40,2025-01-17T03:45:11Z,2390000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M48.00S,2025-01-17T03:45:19.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,84.1819973718791,55.63725490196079,1610612758,48,40,2025-01-17T04:12:52Z,2400000,False,28.0,96.0,1,right,MISS M. Monk 10' driving floating Shot,[1628370],1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,10.02,Missed,,,,,,,,,,,,,,,,,,
245,PT04M46.00S,2025-01-17T03:45:21.4Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,48,40,2025-01-17T03:45:26Z,2410000,False,,,0,,T. Eason REBOUND (Off:0 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,244.0,3.0,3.0,0.0,,,,,,,,,,,,,,
246,PT04M44.00S,2025-01-17T03:45:27.0Z,2,REGULAR,foul,personal,['2freethrow'],201942,,,1610612745,48,40,2025-01-17T03:45:47Z,2420000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Eason 2 FT),"[201942, 1631106]",1610612758.0,SAC,shooting,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203593.0,,,,,,,,,,1.0,0.0,Eason,1631106.0
248,PT04M44.00S,2025-01-17T03:45:53.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631106,,,1610612745,48,40,2025-01-17T03:46:10Z,2440000,False,,,0,,MISS T. Eason Free Throw 1 of 2,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
249,PT04M44.00S,2025-01-17T03:45:53.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,48,40,2025-01-17T03:46:10Z,2450000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,248.0,,,,,,,,,,,,,,,,,
250,PT04M44.00S,2025-01-17T03:45:53.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631106,,,1610612745,48,40,2025-01-17T03:46:10Z,2460000,False,,,0,,MISS T. Eason Free Throw 2 of 2,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
251,PT04M41.00S,2025-01-17T03:45:56.2Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,48,40,2025-01-17T03:46:10Z,2470000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,250.0,9.0,8.0,1.0,,,,,,,,,,,,,,
