actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
90,PT05M26.00S,2025-03-20T02:23:57.0Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,7,12,2025-03-20T02:23:57Z,870000,False,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
91,PT05M26.00S,2025-03-20T02:23:57.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,7,12,2025-03-20T02:23:57Z,880000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,
92,PT05M26.00S,2025-03-20T02:24:12.4Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,7,13,2025-03-20T02:24:12Z,890000,False,,,0,,J. Allen Free Throw 2 of 2 (5 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
93,PT05M08.00S,2025-03-20T02:24:31.2Z,1,REGULAR,turnover,lost ball,[],1626168,,,1610612758,7,13,2025-03-20T02:24:35Z,900000,False,,,0,,T. Lyles lost ball TURNOVER (1 TO),"[1626168, 1629660]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,1.0,,,,,,,,Jerome,1629660.0,,
94,PT05M08.00S,2025-03-20T02:24:31.2Z,1,REGULAR,steal,,[],1629660,,,1610612739,7,13,2025-03-20T02:24:33Z,910000,False,,,0,,T. Jerome STEAL (1 STL),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
95,PT04M51.00S,2025-03-20T02:24:48.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629660,83.62352168199737,45.34313725490197,1610612739,7,15,2025-03-20T02:24:53Z,920000,False,-23.0,101.0,1,right,T. Jerome 10' step back Jump Shot (2 PTS),[1629660],1610612739.0,CLE,step back,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,10.4,Made,2.0,,,,,,,,,,,,,,,,,
96,PT04M34.00S,2025-03-20T02:25:05.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642269,13.058475689881732,49.50980392156863,1610612758,7,15,2025-03-20T02:26:22Z,930000,False,2.0,70.0,1,left,MISS D. Carter 7' driving Layup,[1642269],1610612758.0,SAC,driving,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,,,,,,,,,,,,,,,,,
97,PT04M31.00S,2025-03-20T02:25:08.4Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,7,15,2025-03-20T02:25:12Z,940000,False,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,96.0,2.0,2.0,0.0,,,,,,,
98,PT04M22.00S,2025-03-20T02:25:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,84.93758212877792,42.892156862745104,1610612739,7,17,2025-03-20T02:26:45Z,950000,False,-36.0,89.0,1,right,T. Jerome 9' driving floating Jump Shot (4 PTS),[1629660],1610612739.0,CLE,driving floating,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,9.59,Made,4.0,,,,,,,,,,,,,,,,,
99,PT04M06.00S,2025-03-20T02:25:33.2Z,1,REGULAR,3pt,Jump Shot,[],1626168,7.933639947437584,97.30392156862744,1610612758,7,17,2025-03-20T02:25:40Z,960000,False,-237.0,22.0,1,left,MISS T. Lyles 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Left Corner 3,24+ Left,23.75,Missed,,,,,,,,,,,,,,,,,,
100,PT03M59.00S,2025-03-20T02:25:40.2Z,1,REGULAR,rebound,offensive,[],1631165,,,1610612758,7,17,2025-03-20T02:25:40Z,970000,False,,,0,,K. Ellis REBOUND (Off:2 Def:1),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,,,,,,,,,,99.0,3.0,1.0,2.0,,,,,,,
101,PT03M57.00S,2025-03-20T02:25:42.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642269,27.250328515111704,18.137254901960787,1610612758,7,17,2025-03-20T02:25:46Z,980000,False,159.0,204.0,1,left,MISS D. Carter 25' 3PT,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
102,PT03M54.00S,2025-03-20T02:25:45.6Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612739,7,17,2025-03-20T02:25:46Z,990000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,101.0,1.0,1.0,0.0,,,,,,,
103,PT03M45.00S,2025-03-20T02:25:55.1Z,1,REGULAR,3pt,Jump Shot,[],1629622,67.59198423127464,61.27450980392157,1610612739,7,17,2025-03-20T02:25:58Z,1000000,False,56.0,252.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
104,PT03M42.00S,2025-03-20T02:25:58.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612758,7,17,2025-03-20T02:25:58Z,1010000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:3),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Center,,,,,,,,,,103.0,3.0,3.0,0.0,,,,,,,
105,PT03M31.00S,2025-03-20T02:26:08.3Z,1,REGULAR,3pt,Jump Shot,[],202685,34.346254927726676,52.205882352941174,1610612758,7,17,2025-03-20T02:26:14Z,1020000,False,-11.0,270.0,1,left,MISS J. Valančiūnas 27' 3PT,[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Center,27.06,Missed,,,,,,,,,,,,,,,,,,
106,PT03M26.00S,2025-03-20T02:26:13.6Z,1,REGULAR,rebound,offensive,[],1642269,,,1610612758,7,17,2025-03-20T02:26:13Z,1030000,False,,,0,,D. Carter REBOUND (Off:1 Def:0),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Above the Break 3,24+ Center,,,,,,,,,,105.0,1.0,0.0,1.0,,,,,,,
107,PT03M21.00S,2025-03-20T02:26:18.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626168,7.933639947437584,97.54901960784314,1610612758,7,17,2025-03-20T02:26:24Z,1040000,False,-238.0,22.0,1,left,MISS T. Lyles 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Left Corner 3,24+ Left,23.87,Missed,,,,,,,,,,,,,,,,,,
108,PT03M17.00S,2025-03-20T02:26:22.4Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,7,17,2025-03-20T02:26:24Z,1050000,False,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Left Corner 3,24+ Left,,,,,,,,,,107.0,3.0,3.0,0.0,,,,,,,
109,PT03M05.00S,2025-03-20T02:26:34.3Z,1,REGULAR,3pt,Jump Shot,[],1629731,92.82194480946123,97.30392156862744,1610612739,7,20,2025-03-20T02:26:40Z,1060000,False,237.0,15.0,1,right,D. Wade 3PT  (6 PTS) (T. Jerome 1 AST),"[1629731, 1629660]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,23.7,Made,6.0,,,,,,,,,,,T. Jerome,1629660.0,1.0,,,,
111,PT03M04.00S,2025-03-20T02:26:47.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,7,20,2025-03-20T02:26:47Z,1080000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M04.00S,2025-03-20T02:26:48.6Z,1,REGULAR,substitution,out,[],201942,,,1610612758,7,20,2025-03-20T02:29:34Z,1090000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M04.00S,2025-03-20T02:26:48.6Z,1,REGULAR,substitution,out,[],1631165,,,1610612758,7,20,2025-03-20T02:29:34Z,1100000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M04.00S,2025-03-20T02:26:48.6Z,1,REGULAR,substitution,out,[],202685,,,1610612758,7,20,2025-03-20T02:29:34Z,1110000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M04.00S,2025-03-20T02:26:48.6Z,1,REGULAR,substitution,out,[],1628386,,,1610612758,7,20,2025-03-20T02:29:34Z,1120000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M04.00S,2025-03-20T02:26:48.6Z,1,REGULAR,substitution,out,[],1629622,,,1610612758,7,20,2025-03-20T02:29:34Z,1130000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M04.00S,2025-03-20T02:26:48.6Z,1,REGULAR,substitution,out,[],1629731,,,1610612758,7,20,2025-03-20T02:29:34Z,1140000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M04.00S,2025-03-20T02:26:48.6Z,1,REGULAR,substitution,in,[],1628365,,,1610612758,7,20,2025-03-20T02:29:34Z,1150000,False,,,0,,SUB in: M. Fultz,[1628365],1610612758.0,SAC,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M04.00S,2025-03-20T02:26:48.6Z,1,REGULAR,substitution,in,[],1631099,,,1610612758,7,20,2025-03-20T02:29:34Z,1160000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M04.00S,2025-03-20T02:26:48.6Z,1,REGULAR,substitution,in,[],1628370,,,1610612758,7,20,2025-03-20T02:29:34Z,1170000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M04.00S,2025-03-20T02:26:48.6Z,1,REGULAR,substitution,in,[],1630596,,,1610612758,7,20,2025-03-20T02:29:34Z,1180000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M04.00S,2025-03-20T02:26:48.6Z,1,REGULAR,substitution,in,[],1628378,,,1610612758,7,20,2025-03-20T02:29:34Z,1190000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M04.00S,2025-03-20T02:26:48.6Z,1,REGULAR,substitution,in,[],1630241,,,1610612758,7,20,2025-03-20T02:29:34Z,1200000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M38.00S,2025-03-20T02:30:02.2Z,1,REGULAR,3pt,Jump Shot,[],1642269,25.936268068331145,86.51960784313725,1610612758,7,20,2025-03-20T02:30:11Z,1210000,False,-183.0,191.0,1,left,MISS D. Carter 26' pullup 3PT,[1642269],1610612758.0,SAC,pullup,,,Carter,D. Carter,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
125,PT02M35.00S,2025-03-20T02:30:05.0Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,7,20,2025-03-20T02:30:04Z,1220000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,124.0,2.0,2.0,0.0,,,,,,,
126,PT02M26.00S,2025-03-20T02:30:13.5Z,1,REGULAR,3pt,Jump Shot,[],1629660,68.9060446780552,72.30392156862744,1610612739,7,20,2025-03-20T02:30:52Z,1230000,False,112.0,240.0,1,right,MISS T. Jerome 26' pullup 3PT,[1629660],1610612739.0,CLE,pullup,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
127,PT02M26.00S,2025-03-20T02:30:13.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,7,20,2025-03-20T02:30:19Z,1240000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,126.0,,,,,,,,,,
129,PT02M07.00S,2025-03-20T02:30:44.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,11.744415243101187,54.65686274509804,1610612758,7,20,2025-03-20T02:31:23Z,1260000,False,-23.0,58.0,1,left,MISS M. Fultz 6' driving floating Shot,[1628365],1610612758.0,SAC,driving floating,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,6.24,Missed,,,,,,,,,,,,,,,,,,
130,PT02M05.00S,2025-03-20T02:30:46.1Z,1,REGULAR,rebound,offensive,[],1626168,,,1610612758,7,20,2025-03-20T02:30:53Z,1270000,False,,,0,,T. Lyles REBOUND (Off:1 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,129.0,3.0,2.0,1.0,,,,,,,
131,PT02M05.00S,2025-03-20T02:30:49.5Z,1,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612758,7,20,2025-03-20T02:31:25Z,1280000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Lyles 2 FT),"[1628378, 1626168]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,202058.0,1.0,0.0,Lyles,1626168.0,,,,,,,,,,,,
133,PT02M05.00S,2025-03-20T02:31:26.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626168,,,1610612758,8,20,2025-03-20T02:31:26Z,1300000,False,,,0,,T. Lyles Free Throw 1 of 2 (1 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
134,PT02M05.00S,2025-03-20T02:31:44.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626168,,,1610612758,9,20,2025-03-20T02:31:44Z,1310000,False,,,0,,T. Lyles Free Throw 2 of 2 (2 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
135,PT01M53.00S,2025-03-20T02:31:57.5Z,1,REGULAR,turnover,bad pass,[],1630596,,,1610612739,9,20,2025-03-20T02:32:04Z,1320000,False,,,0,,E. Mobley bad pass TURNOVER (1 TO),"[1630596, 1628370]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,Monk,1628370.0,,
136,PT01M53.00S,2025-03-20T02:31:57.5Z,1,REGULAR,steal,,[],1628370,,,1610612758,9,20,2025-03-20T03:45:35Z,1330000,False,,,0,,M. Monk STEAL (1 STL),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
137,PT01M41.00S,2025-03-20T02:32:09.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631099,18.396846254927723,95.0750612745098,1610612758,12,20,2025-03-20T02:32:16Z,1340000,False,-225.0,120.0,1,left,K. Murray 25' 3PT  (3 PTS) (M. Monk 1 AST),"[1631099, 1628370]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,25.55,Made,3.0,,,,,,,,,,,M. Monk,1628370.0,1.0,,,,
139,PT01M27.00S,2025-03-20T02:32:23.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,87.56570302233902,52.94117647058824,1610612739,12,22,2025-03-20T02:32:27Z,1360000,False,15.0,64.0,1,right,D. Mitchell 6' driving floating Jump Shot (4 PTS) (S. Merrill 1 AST),"[1628378, 1630241]",1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,6.61,Made,4.0,,,,,,,,,,,S. Merrill,1630241.0,1.0,,,,
140,PT01M01.00S,2025-03-20T02:32:49.4Z,1,REGULAR,3pt,Jump Shot,[],1631099,29.221419185282528,89.70588235294117,1610612758,12,22,2025-03-20T02:32:53Z,1370000,False,-199.0,222.0,1,left,MISS K. Murray 29' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,29.8,Missed,,,,,,,,,,,,,,,,,,
141,PT00M58.60S,2025-03-20T02:32:51.8Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,12,22,2025-03-20T02:32:53Z,1380000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,140.0,1.0,1.0,0.0,,,,,,,
142,PT00M54.40S,2025-03-20T02:32:56.8Z,1,REGULAR,3pt,Jump Shot,[],1629631,67.32917214191853,62.745098039215684,1610612739,12,22,2025-03-20T02:33:03Z,1390000,False,64.0,255.0,1,right,MISS D. Hunter 26' 3PT,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,26.24,Missed,,,,,,,,,,,,,,,,,,
143,PT00M50.80S,2025-03-20T02:33:00.4Z,1,REGULAR,rebound,offensive,[],1630241,,,1610612739,12,22,2025-03-20T02:58:43Z,1400000,False,,,0,,S. Merrill REBOUND (Off:1 Def:0),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Center,,,,,,,,,,142.0,1.0,0.0,1.0,,,,,,,
144,PT00M47.70S,2025-03-20T02:33:03.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629660,95.97568988173455,3.1862745098039227,1610612739,12,22,2025-03-20T02:33:10Z,1410000,False,-234.0,-15.0,1,right,MISS T. Jerome 3PT,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Left Corner 3,24+ Left,23.46,Missed,,,,,,,,,,,,,,,,,,
145,PT00M47.70S,2025-03-20T02:33:03.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,12,22,2025-03-20T02:33:10Z,1420000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,144.0,,,,,,,,,,
147,PT00M32.10S,2025-03-20T02:33:40.0Z,1,REGULAR,2pt,Jump Shot,[],1628365,13.18988173455979,31.862745098039213,1610612758,12,22,2025-03-20T02:33:47Z,1440000,False,91.0,71.0,1,left,MISS M. Fultz 11' pullup Shot,[1628365],1610612758.0,SAC,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Right,11.55,Missed,,,,,,,,,,,,,,,,,,
148,PT00M30.10S,2025-03-20T02:33:42.0Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,12,22,2025-03-20T02:33:42Z,1450000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,,,147.0,2.0,2.0,0.0,,,,,,,
150,PT00M10.50S,2025-03-20T02:34:01.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,91.63929040735874,61.51960784313725,1610612739,12,22,2025-03-20T02:35:59Z,1460000,False,58.0,26.0,1,right,MISS D. Mitchell 6' driving floating bank Shot,[1628378],1610612739.0,CLE,driving floating bank,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,6.32,Missed,,,,,,,,,,,,,,,,,,
151,PT00M08.30S,2025-03-20T02:34:03.7Z,1,REGULAR,rebound,defensive,[],1642269,,,1610612758,12,22,2025-03-20T02:34:03Z,1470000,False,,,0,,D. Carter REBOUND (Off:1 Def:1),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,150.0,2.0,1.0,1.0,,,,,,,
152,PT00M03.20S,2025-03-20T02:34:08.9Z,1,REGULAR,3pt,Jump Shot,[],1628370,35.66031537450722,49.01960784313726,1610612758,15,22,2025-03-20T02:34:14Z,1480000,False,5.0,283.0,1,left,M. Monk 28' 3PT  (6 PTS) (M. Fultz 1 AST),"[1628370, 1628365]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,28.27,Made,6.0,,,,,,,,,,,M. Fultz,1628365.0,1.0,,,,
156,PT00M00.00S,2025-03-20T02:34:29.5Z,1,REGULAR,period,end,[],0,,,1610612739,15,22,2025-03-20T02:34:29Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-03-20T02:36:37.3Z,2,REGULAR,substitution,out,['startperiod'],1629660,,,1610612739,15,22,2025-03-20T02:37:10Z,1530000,False,,,0,,SUB out: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-03-20T02:36:37.3Z,2,REGULAR,substitution,in,['startperiod'],1630171,,,1610612739,15,22,2025-03-20T02:37:10Z,1540000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-03-20T02:37:17.0Z,2,REGULAR,period,start,[],0,,,1610612758,15,22,2025-03-20T02:37:17Z,1550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M38.00S,2025-03-20T02:37:38.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,17.789093298291732,40.19607843137255,1610612758,17,22,2025-03-20T02:37:48Z,1560000,False,49.0,115.0,1,left,M. Fultz 12' pullup Jump Shot (2 PTS) (M. Monk 2 AST),"[1628365, 1628370]",1610612758.0,SAC,pullup,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,12.47,Made,2.0,,,,,,,,,,,M. Monk,1628370.0,2.0,,,,
162,PT11M18.00S,2025-03-20T02:37:58.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,89.93101182654402,50.0,1610612739,17,24,2025-03-20T02:38:02Z,1580000,False,0.0,42.0,1,right,E. Mobley Hook (4 PTS) (S. Merrill 2 AST),"[1630596, 1630241]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,4.21,Made,4.0,,,,,,,,,,,S. Merrill,1630241.0,2.0,,,,
164,PT11M04.00S,2025-03-20T02:38:11.1Z,2,REGULAR,3pt,Jump Shot,[],1628370,28.827201051248352,17.892156862745097,1610612758,20,24,2025-03-20T02:38:32Z,1600000,False,161.0,218.0,1,left,M. Monk 27' 3PT pullup (9 PTS) (T. Lyles 1 AST),"[1628370, 1626168]",1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,27.11,Made,9.0,,,,,,,,,,,T. Lyles,1626168.0,1.0,,,,
167,PT10M46.00S,2025-03-20T02:38:48.0Z,2,REGULAR,turnover,bad pass,[],1630241,,,1610612739,20,24,2025-03-20T02:38:54Z,1630000,False,,,0,,S. Merrill bad pass TURNOVER (1 TO),"[1630241, 1628370]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,,,,,,,,Monk,1628370.0,,
168,PT10M46.00S,2025-03-20T02:38:48.0Z,2,REGULAR,steal,,[],1628370,,,1610612758,20,24,2025-03-20T02:38:50Z,1640000,False,,,0,,M. Monk STEAL (2 STL),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
169,PT10M41.00S,2025-03-20T02:38:52.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642269,10.561760840998687,50.0,1610612758,22,24,2025-03-20T02:39:02Z,1650000,False,0.0,47.0,1,left,D. Carter running DUNK (2 PTS) (M. Monk 3 AST),"[1642269, 1628370]",1610612758.0,SAC,running,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,4.68,Made,2.0,,,,,,,,,,,M. Monk,1628370.0,3.0,,,,
171,PT10M25.00S,2025-03-20T02:39:09.5Z,2,REGULAR,3pt,Jump Shot,[],1630171,96.50131406044679,95.09803921568627,1610612739,22,27,2025-03-20T02:39:15Z,1670000,False,225.0,-20.0,1,right,I. Okoro 3PT  (3 PTS) (D. Hunter 1 AST),"[1630171, 1629631]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,22.64,Made,3.0,,,,,,,,,,,D. Hunter,1629631.0,1.0,,,,
173,PT10M04.00S,2025-03-20T02:39:29.3Z,2,REGULAR,3pt,Jump Shot,[],1628365,8.853482260183966,97.05882352941177,1610612758,25,27,2025-03-20T02:39:35Z,1690000,False,-235.0,31.0,1,left,M. Fultz 3PT  (5 PTS) (M. Monk 4 AST),"[1628365, 1628370]",1610612758.0,SAC,,,,Fultz,M. Fultz,,,,,Left Corner 3,24+ Left,23.73,Made,5.0,,,,,,,,,,,M. Monk,1628370.0,4.0,,,,
175,PT09M54.00S,2025-03-20T02:39:39.6Z,2,REGULAR,3pt,Jump Shot,[],1630596,67.59198423127464,50.0,1610612739,25,30,2025-03-20T02:39:45Z,1710000,False,0.0,252.0,1,right,E. Mobley 25' 3PT  (7 PTS) (S. Merrill 3 AST),"[1630596, 1630241]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,25.21,Made,7.0,,,,,,,,,,,S. Merrill,1630241.0,3.0,,,,
