actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-03-21T02:10:24.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-21T02:10:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-03-21T02:10:26.1Z,1,REGULAR,jumpball,recovered,[],1628370,,,1610612758,0,0,2025-03-21T02:10:26Z,40000,False,,,0,,Jump Ball J. Valančiūnas vs. N. Vučević: Tip to M. Monk,"[1628370, 202685, 202696]",1610612758.0,SAC,startperiod,M. Monk,1628370.0,Monk,M. Monk,Valančiūnas,202685.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-03-21T02:10:39.2Z,1,REGULAR,3pt,Jump Shot,[],203897,70.12155059132719,24.509803921568626,1610612758,0,0,2025-03-21T02:18:07Z,70000,False,-127.0,228.0,1,right,MISS Z. LaVine 26' 3PT,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2025-03-21T02:10:44.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,0,2025-03-21T02:10:53Z,80000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M31.00S,2025-03-21T02:10:51.7Z,1,REGULAR,3pt,Jump Shot,[],202696,27.283180026281208,22.794117647058822,1610612741,0,3,2025-03-21T02:10:59Z,90000,False,136.0,204.0,1,left,N. Vučević 24' 3PT  (3 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,24.52,Made,,,,,3.0,C. White,1629632.0,1.0,,,,,,,,,,
11,PT11M10.00S,2025-03-21T02:11:13.1Z,1,REGULAR,3pt,Jump Shot,[],1628370,67.49342969776609,33.088235294117645,1610612758,3,3,2025-03-21T02:11:34Z,110000,False,-85.0,253.0,1,right,M. Monk 26' 3PT  (3 PTS) (K. Murray 1 AST),"[1628370, 1631099]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,26.69,Made,,,,,3.0,K. Murray,1631099.0,1.0,,,,,,,,,,
13,PT10M59.00S,2025-03-21T02:11:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,5.863994743758213,52.450980392156865,1610612741,3,5,2025-03-21T02:11:56Z,130000,False,-12.0,3.0,1,left,T. Jones cutting finger roll Layup (2 PTS) (N. Vučević 1 AST),"[1630200, 202696]",1610612741.0,CHI,cutting finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,2.0,N. Vučević,202696.0,1.0,,,,,,,,,,
15,PT10M49.00S,2025-03-21T02:11:33.7Z,1,REGULAR,3pt,Jump Shot,[],201942,87.59855453350855,3.1862745098039214,1610612758,6,5,2025-03-21T02:11:41Z,150000,False,-234.0,64.0,1,right,D. DeRozan 24' 3PT  (3 PTS) (M. Monk 1 AST),"[201942, 1628370]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,24.27,Made,,,,,3.0,M. Monk,1628370.0,1.0,,,,,,,,,,
17,PT10M35.00S,2025-03-21T02:11:48.7Z,1,REGULAR,3pt,Jump Shot,[],1641824,15.588042049934298,95.34313725490196,1610612741,6,8,2025-03-21T02:11:55Z,170000,False,-227.0,94.0,1,left,M. Buzelis 24' 3PT  (3 PTS) (N. Vučević 2 AST),"[1641824, 202696]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left,24.54,Made,,,,,3.0,N. Vučević,202696.0,2.0,,,,,,,,,,
19,PT10M22.00S,2025-03-21T02:12:01.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,87.72996057818659,49.26470588235294,1610612758,8,8,2025-03-21T02:12:09Z,190000,False,-4.0,63.0,1,right,J. Valančiūnas 6' turnaround Hook (2 PTS),[202685],1610612758.0,SAC,turnaround,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,6.29,Made,,,,,2.0,,,,,,,,,,,,,
20,PT10M12.00S,2025-03-21T02:12:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,5.469776609724048,52.20588235294118,1610612741,8,10,2025-03-21T02:12:55Z,200000,False,-11.0,-1.0,1,left,K. Huerter driving reverse Layup (2 PTS),[1628989],1610612741.0,CHI,driving reverse,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,2.0,,,,,,,,,,,,,
21,PT09M59.00S,2025-03-21T02:12:23.7Z,1,REGULAR,2pt,Jump Shot,[],202685,77.21747700394218,46.568627450980394,1610612758,8,10,2025-03-21T02:12:35Z,210000,False,-17.0,162.0,1,right,MISS J. Valančiūnas 16' Jump Shot,[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,16-24 Center,16.26,Missed,,,,,,,,,,,,,,,,,,
22,PT09M58.00S,2025-03-21T02:12:24.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,8,10,2025-03-21T02:12:35Z,220000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,16-24 Center,,,21.0,,,,,,,,,,,,,,,,,
24,PT09M32.00S,2025-03-21T02:13:01.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,5.601182654402102,53.92156862745098,1610612741,8,12,2025-03-21T02:13:11Z,240000,False,-20.0,0.0,1,left,M. Buzelis driving Layup (5 PTS) (K. Huerter 1 AST),"[1641824, 1628989]",1610612741.0,CHI,driving,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,5.0,K. Huerter,1628989.0,1.0,,,,,,,,,,
26,PT09M23.00S,2025-03-21T02:13:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,92.19776609724047,45.34313725490196,1610612758,8,12,2025-03-21T02:13:17Z,260000,False,-23.0,21.0,1,right,MISS J. Valančiūnas Layup,[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,,,
27,PT09M22.00S,2025-03-21T02:13:12.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,8,12,2025-03-21T02:13:17Z,270000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
28,PT09M17.00S,2025-03-21T02:13:17.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630200,5.601182654402102,46.81372549019608,1610612741,8,14,2025-03-21T02:13:45Z,280000,False,16.0,0.0,1,left,T. Jones running finger roll Layup (4 PTS),[1630200],1610612741.0,CHI,running finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,4.0,,,,,,,,,,,,,
29,PT08M59.00S,2025-03-21T02:13:34.5Z,1,REGULAR,3pt,Jump Shot,[],1628370,92.46057818659659,95.58823529411765,1610612758,11,14,2025-03-21T02:13:41Z,290000,False,228.0,18.0,1,right,M. Monk 3PT  (6 PTS) (J. Valančiūnas 1 AST),"[1628370, 202685]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Right Corner 3,24+ Right,22.86,Made,,,,,6.0,J. Valančiūnas,202685.0,1.0,,,,,,,,,,
31,PT08M44.00S,2025-03-21T02:13:50.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,9.017739816031538,44.6078431372549,1610612741,11,14,2025-03-21T02:14:03Z,310000,False,27.0,32.0,1,left,MISS C. White driving Layup - blocked,"[1629632, 1631099]",1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,4.21,Missed,,,,,,,,,Murray,1631099.0,,,,,,,,
33,PT08M44.00S,2025-03-21T02:13:50.4Z,1,REGULAR,block,,[],1631099,,,1610612741,11,14,2025-03-21T02:14:03Z,315000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT08M42.00S,2025-03-21T02:13:52.4Z,1,REGULAR,rebound,defensive,[],202685,,,1610612758,11,14,2025-03-21T02:14:03Z,320000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT08M32.00S,2025-03-21T02:14:02.8Z,1,REGULAR,3pt,Jump Shot,[],1628370,68.15045992115637,67.64705882352942,1610612758,14,14,2025-03-21T02:14:10Z,330000,False,88.0,247.0,1,right,M. Monk 26' 3PT  (9 PTS) (D. DeRozan 1 AST),"[1628370, 201942]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,26.22,Made,,,,,9.0,D. DeRozan,201942.0,1.0,,,,,,,,,,
36,PT08M23.00S,2025-03-21T02:14:11.4Z,1,REGULAR,3pt,Jump Shot,[],1641824,27.283180026281208,22.058823529411764,1610612741,14,14,2025-03-21T02:14:20Z,350000,False,140.0,204.0,1,left,MISS M. Buzelis 24' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,24.72,Missed,,,,,,,,,,,,,,,,,,
37,PT08M20.00S,2025-03-21T02:14:14.4Z,1,REGULAR,rebound,defensive,[],202685,,,1610612758,14,14,2025-03-21T02:14:20Z,360000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:2),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Right Center,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,,
38,PT08M13.00S,2025-03-21T02:14:21.4Z,1,REGULAR,3pt,Jump Shot,[],1628370,68.28186596583443,69.85294117647058,1610612758,17,14,2025-03-21T02:14:28Z,370000,False,99.0,246.0,1,right,M. Monk 26' 3PT  (12 PTS) (Z. LaVine 1 AST),"[1628370, 203897]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,26.5,Made,,,,,12.0,Z. LaVine,203897.0,1.0,,,,,,,,,,
40,PT08M02.00S,2025-03-21T02:14:31.5Z,1,REGULAR,3pt,Jump Shot,[],202696,29.517082785808146,74.75490196078431,1610612741,17,14,2025-03-21T02:14:38Z,390000,False,-124.0,225.0,1,left,MISS N. Vučević 25' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,,,,,,,,,,,,,,,,,
41,PT07M58.00S,2025-03-21T02:14:35.5Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,17,14,2025-03-21T02:14:38Z,400000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT07M56.00S,2025-03-21T02:14:40.6Z,1,REGULAR,foul,personal,[],1630200,,,1610612758,17,14,2025-03-21T02:14:52Z,410000,False,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 1628370]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1204.0,1.0,0.0,Monk,1628370.0,,,
