actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
84,PT05M03.00S,2024-12-09T02:25:59.6Z,1,REGULAR,foul,personal,[],1631099,,,1610612762,13,11,2024-12-09T02:26:10Z,820000,False,,,0,,K. Murray personal FOUL (1 PF),"[1631099, 1628374]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,1627962.0,,,,,,,,,,,,,,1.0,0.0,Markkanen,1628374.0,,
86,PT05M03.00S,2024-12-09T02:26:10.5Z,1,REGULAR,substitution,out,[],1629012,,,1610612762,13,11,2024-12-09T02:26:19Z,840000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M03.00S,2024-12-09T02:26:10.5Z,1,REGULAR,substitution,out,[],1628381,,,1610612762,13,11,2024-12-09T02:26:19Z,850000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M03.00S,2024-12-09T02:26:10.5Z,1,REGULAR,substitution,in,[],1642268,,,1610612762,13,11,2024-12-09T02:26:19Z,860000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M03.00S,2024-12-09T02:26:10.5Z,1,REGULAR,substitution,in,[],1641729,,,1610612762,13,11,2024-12-09T02:26:19Z,870000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M57.00S,2024-12-09T02:26:25.3Z,1,REGULAR,3pt,Jump Shot,[],1628374,31.35676741130092,19.607843137254903,1610612762,13,11,2024-12-09T02:28:51Z,880000,False,152.0,242.0,1,left,MISS L. Markkanen 28' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,28.6,Missed,,,,,,,,,,,,,,,,
91,PT04M55.00S,2024-12-09T02:26:27.3Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,13,11,2024-12-09T02:28:51Z,890000,False,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,90.0,2.0,2.0,0.0,,,,,,,,,,,,
94,PT04M34.00S,2024-12-09T02:27:01.2Z,1,REGULAR,3pt,Jump Shot,[],201942,66.96780551905388,42.8921568627451,1610612758,13,11,2024-12-09T02:27:10Z,910000,False,-36.0,258.0,1,right,MISS D. DeRozan 26' pullup 3PT,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,26.04,Missed,,,,,,,,,,,,,,,,
95,PT04M28.00S,2024-12-09T02:27:07.2Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,13,11,2024-12-09T02:27:10Z,920000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,
96,PT04M26.00S,2024-12-09T02:27:13.3Z,1,REGULAR,foul,offensive,[],1630548,,,1610612762,13,11,2024-12-09T02:29:52Z,930000,False,,,0,,J. Juzang offensive FOUL (1 PF),"[1630548, 1628989]",1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Mid-Range,16-24 Left,202027.0,,,,,,,,,,,,,,1.0,0.0,Huerter,1628989.0,,
98,PT04M26.00S,2024-12-09T02:27:13.3Z,1,REGULAR,turnover,offensive foul,[],1630548,,,1610612762,13,11,2024-12-09T02:27:13Z,950000,False,,,0,,J. Juzang offensive foul TURNOVER (1 TO),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Mid-Range,16-24 Left,202027.0,1.0,,,,,,,,,,,,,,,,,,
99,PT04M16.00S,2024-12-09T02:27:34.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201942,91.5407358738502,22.794117647058822,1610612758,13,11,2024-12-09T02:27:40Z,960000,False,-136.0,27.0,1,right,MISS D. DeRozan 13' turnaround fadeaway Shot,[201942],1610612758.0,SAC,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,13.87,Missed,,,,,,,,,,,,,,,,
100,PT04M15.00S,2024-12-09T02:27:35.8Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,13,11,2024-12-09T02:30:10Z,970000,False,,,0,,W. Kessler REBOUND (Off:1 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,,,,,99.0,4.0,3.0,1.0,,,,,,,,,,,,
101,PT04M04.00S,2024-12-09T02:27:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,5.995400788436268,46.32352941176471,1610612762,13,13,2024-12-09T02:27:52Z,980000,False,18.0,4.0,1,left,L. Markkanen driving Layup (2 PTS) (B. Sensabaugh 1 AST),"[1628374, 1641729]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,1.88,Made,,,,,2.0,,,B. Sensabaugh,1641729.0,1.0,,,,,,
103,PT03M53.00S,2024-12-09T02:27:59.0Z,1,REGULAR,2pt,Jump Shot,[],1628370,77.61169513797634,31.862745098039213,1610612758,15,13,2024-12-09T02:28:06Z,1000000,False,-91.0,158.0,1,right,M. Monk 18' pullup Jump Shot (4 PTS) (D. Sabonis 1 AST),"[1628370, 1627734]",1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Mid-Range,16-24 Left Center,,,18.22,Made,,,,,4.0,,,D. Sabonis,1627734.0,1.0,,,,,,
105,PT03M53.00S,2024-12-09T02:28:05.4Z,1,REGULAR,foul,personal,['1freethrow'],1642268,,,1610612758,15,13,2024-12-09T02:28:16Z,1020000,False,,,0,,I. Collier shooting personal FOUL (1 PF) (Monk 1 FT),"[1642268, 1628370]",1610612762.0,UTA,shooting,,,Collier,I. Collier,,,,,Mid-Range,16-24 Left Center,1629178.0,,,,,,,,,,,,,,1.0,0.0,Monk,1628370.0,,
107,PT03M53.00S,2024-12-09T02:28:23.4Z,1,REGULAR,freethrow,1 of 1,[],1628370,,,1610612758,15,13,2024-12-09T02:28:27Z,1040000,False,,,0,,MISS M. Monk Free Throw 1 of 1,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
108,PT03M50.00S,2024-12-09T02:28:26.4Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,15,13,2024-12-09T02:28:27Z,1050000,False,,,0,,W. Kessler REBOUND (Off:1 Def:4),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,107.0,5.0,4.0,1.0,,,,,,,,,,,,
109,PT03M36.00S,2024-12-09T02:28:38.1Z,1,REGULAR,3pt,Jump Shot,[],1642268,29.122864651773984,19.362745098039216,1610612762,15,13,2024-12-09T02:28:43Z,1060000,False,153.0,221.0,1,left,MISS I. Collier 26' 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,,,26.92,Missed,,,,,,,,,,,,,,,,
110,PT03M33.00S,2024-12-09T02:28:41.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,15,13,2024-12-09T02:28:43Z,1070000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,109.0,3.0,3.0,0.0,,,,,,,,,,,,
111,PT03M28.00S,2024-12-09T02:28:47.3Z,1,REGULAR,turnover,lost ball,[],1627734,,,1610612758,15,13,2024-12-09T03:16:39Z,1080000,False,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 1641729]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,Sensabaugh,1641729.0,,,,,,,,,
112,PT03M28.00S,2024-12-09T02:28:47.3Z,1,REGULAR,steal,,[],1641729,,,1610612762,15,13,2024-12-09T02:28:49Z,1090000,False,,,0,,B. Sensabaugh STEAL (1 STL),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT03M22.00S,2024-12-09T02:28:53.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630548,10.463206307490145,3.6764705882352944,1610612762,15,13,2024-12-09T02:33:16Z,1100000,False,232.0,46.0,1,left,MISS J. Juzang running 3PT,[1630548],1610612762.0,UTA,running,,,Juzang,J. Juzang,,,,,Right Corner 3,24+ Right,,,23.61,Missed,,,,,,,,,,,,,,,,
114,PT03M20.00S,2024-12-09T02:28:55.6Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,15,13,2024-12-09T02:33:16Z,1110000,False,,,0,,K. Huerter REBOUND (Off:0 Def:3),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Right Corner 3,24+ Right,,,,,113.0,3.0,3.0,0.0,,,,,,,,,,,,
116,PT03M10.00S,2024-12-09T02:29:15.4Z,1,REGULAR,substitution,out,[],1628370,,,1610612758,15,13,2024-12-09T02:29:31Z,1130000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M10.00S,2024-12-09T02:29:15.4Z,1,REGULAR,substitution,out,[],1627734,,,1610612758,15,13,2024-12-09T02:29:31Z,1140000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M10.00S,2024-12-09T02:29:15.4Z,1,REGULAR,substitution,in,[],1628368,,,1610612758,15,13,2024-12-09T02:29:31Z,1150000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M10.00S,2024-12-09T02:29:15.4Z,1,REGULAR,substitution,in,[],1631115,,,1610612758,15,13,2024-12-09T02:29:31Z,1160000,False,,,0,,SUB in: O. Robinson,[1631115],1610612758.0,SAC,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M10.00S,2024-12-09T02:29:36.8Z,1,REGULAR,substitution,out,[],1631117,,,1610612758,15,13,2024-12-09T02:29:40Z,1170000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M10.00S,2024-12-09T02:29:36.8Z,1,REGULAR,substitution,in,[],1642271,,,1610612758,15,13,2024-12-09T02:29:40Z,1180000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M00.00S,2024-12-09T02:29:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631115,94.56307490144546,53.18627450980392,1610612758,17,13,2024-12-09T02:34:06Z,1190000,False,16.0,-1.0,1,right,O. Robinson cutting Layup (2 PTS) (D. Fox 2 AST),"[1631115, 1628368]",1610612758.0,SAC,cutting,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,,,1.6,Made,,,,,2.0,,,D. Fox,1628368.0,2.0,,,,,,
124,PT02M36.00S,2024-12-09T02:30:13.3Z,1,REGULAR,2pt,Jump Shot,[],1628374,17.559132720105126,27.941176470588236,1610612762,17,13,2024-12-09T02:34:36Z,1210000,False,110.0,113.0,1,left,MISS L. Markkanen 15' pullup Shot - blocked,"[1628374, 1631099]",1610612762.0,UTA,pullup,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Right,,,15.76,Missed,,,,,,,,,,,,,,,Murray,1631099.0
126,PT02M36.00S,2024-12-09T02:30:13.3Z,1,REGULAR,block,,[],1631099,,,1610612762,17,13,2024-12-09T02:30:22Z,1215000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
125,PT02M35.00S,2024-12-09T02:30:14.3Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,17,13,2024-12-09T02:34:36Z,1220000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,,,,,124.0,2.0,2.0,0.0,,,,,,,,,,,,
127,PT02M24.00S,2024-12-09T02:30:26.1Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612758,17,13,2024-12-09T02:30:43Z,1230000,False,,,0,,D. Fox bad pass TURNOVER (1 TO),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,,
128,PT02M24.00S,2024-12-09T02:30:34.6Z,1,REGULAR,foul,personal,[],201942,,,1610612762,17,13,2024-12-09T02:38:03Z,1240000,False,,,0,,D. DeRozan loose ball personal FOUL (1 PF),"[201942, 1642268]",1610612758.0,SAC,loose ball,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Left,1627962.0,,,,,,,,,,,,,,1.0,0.0,Collier,1642268.0,,
130,PT02M12.00S,2024-12-09T02:30:54.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641729,21.369908015768726,89.95098039215686,1610612762,17,16,2024-12-09T02:30:59Z,1260000,False,-200.0,148.0,1,left,B. Sensabaugh 24' 3PT  (3 PTS) (L. Markkanen 3 AST),"[1641729, 1628374]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,24.89,Made,,,,,3.0,,,L. Markkanen,1628374.0,3.0,,,,,,
131,PT02M01.00S,2024-12-09T02:31:05.6Z,1,REGULAR,3pt,Jump Shot,[],1631099,68.41327201051249,71.07843137254902,1610612758,17,16,2024-12-09T02:31:14Z,1270000,False,105.0,244.0,1,right,MISS K. Murray 26' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,26.62,Missed,,,,,,,,,,,,,,,,
132,PT02M00.00S,2024-12-09T02:31:06.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,17,16,2024-12-09T02:31:14Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,131.0,,,,,,,,,,,,,,,
133,PT02M00.00S,2024-12-09T02:31:13.1Z,1,REGULAR,foul,personal,[],1642271,,,1610612758,17,16,2024-12-09T02:31:26Z,1290000,False,,,0,,K. Filipowski loose ball personal FOUL (1 PF),"[1642271, 1631115]",1610612762.0,UTA,loose ball,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,1627962.0,,,,,,,,,,,,,,1.0,0.0,Robinson,1631115.0,,
135,PT02M00.00S,2024-12-09T02:31:26.0Z,1,REGULAR,substitution,out,[],201942,,,1610612758,17,16,2024-12-09T02:31:32Z,1310000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M00.00S,2024-12-09T02:31:26.0Z,1,REGULAR,substitution,in,[],1631165,,,1610612758,17,16,2024-12-09T02:31:32Z,1320000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M52.00S,2024-12-09T02:32:09.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628989,71.69842312746385,19.362745098039216,1610612758,20,16,2024-12-09T02:32:14Z,1330000,False,-153.0,214.0,1,right,K. Huerter 26' 3PT  (5 PTS) (K. Ellis 1 AST),"[1628989, 1631165]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,26.28,Made,,,,,5.0,,,K. Ellis,1631165.0,1.0,,,,,,
139,PT01M36.00S,2024-12-09T02:32:26.5Z,1,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612762,20,16,2024-12-09T02:32:43Z,1350000,False,,,0,,K. Murray shooting personal FOUL (2 PF) (Markkanen 2 FT),"[1631099, 1628374]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,1627962.0,,,,,,,,,,,,,,2.0,0.0,Markkanen,1628374.0,,
141,PT01M36.00S,2024-12-09T02:32:57.8Z,1,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,20,17,2024-12-09T02:32:57Z,1370000,False,,,0,,L. Markkanen Free Throw 1 of 2 (3 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
142,PT01M36.00S,2024-12-09T02:32:59.7Z,1,REGULAR,substitution,out,[],1631099,,,1610612762,20,17,2024-12-09T02:33:03Z,1380000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M36.00S,2024-12-09T02:32:59.7Z,1,REGULAR,substitution,in,[],1641732,,,1610612762,20,17,2024-12-09T02:33:03Z,1390000,False,,,0,,SUB in: C. Jones,[1641732],1610612758.0,SAC,,,,Jones,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M36.00S,2024-12-09T02:33:16.8Z,1,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,20,18,2024-12-09T02:33:16Z,1400000,False,,,0,,L. Markkanen Free Throw 2 of 2 (4 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
145,PT01M31.00S,2024-12-09T02:33:24.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642271,,,1610612758,20,18,2024-12-09T02:33:50Z,1410000,False,,,0,,K. Filipowski shooting personal FOUL (2 PF) (Fox 2 FT),"[1642271, 1628368]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,202027.0,,,,,,,,,,,,,,2.0,0.0,Fox,1628368.0,,
147,PT01M31.00S,2024-12-09T02:33:52.4Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,20,18,2024-12-09T02:33:52Z,1430000,False,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
148,PT01M31.00S,2024-12-09T02:33:52.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,20,18,2024-12-09T02:33:52Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,,,,,
149,PT01M31.00S,2024-12-09T02:34:08.7Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,21,18,2024-12-09T02:34:08Z,1450000,False,,,0,,D. Fox Free Throw 2 of 2 (3 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
150,PT01M11.00S,2024-12-09T02:34:31.8Z,1,REGULAR,3pt,Jump Shot,[],1642271,25.04927726675427,15.196078431372548,1610612762,21,18,2024-12-09T02:38:53Z,1460000,False,174.0,183.0,1,left,MISS K. Filipowski 25' bank 3PT,[1642271],1610612762.0,UTA,bank,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,25.25,Missed,,,,,,,,,,,,,,,,
151,PT01M09.00S,2024-12-09T02:34:33.8Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,21,18,2024-12-09T02:38:53Z,1470000,False,,,0,,K. Huerter REBOUND (Off:0 Def:4),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,150.0,4.0,4.0,0.0,,,,,,,,,,,,
152,PT00M59.10S,2024-12-09T02:34:42.2Z,1,REGULAR,3pt,Jump Shot,[],1628989,66.83639947437582,39.46078431372549,1610612758,24,18,2024-12-09T02:34:48Z,1480000,False,-53.0,259.0,1,right,K. Huerter 26' 3PT  (8 PTS) (D. Fox 3 AST),"[1628989, 1628368]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,26.45,Made,,,,,8.0,,,D. Fox,1628368.0,3.0,,,,,,
154,PT00M45.30S,2024-12-09T02:35:02.9Z,1,REGULAR,3pt,Jump Shot,[],1641729,24.26084099868594,84.55882352941177,1610612762,24,18,2024-12-09T02:39:30Z,1500000,False,-173.0,176.0,1,left,MISS B. Sensabaugh 24' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,24.64,Missed,,,,,,,,,,,,,,,,
155,PT00M43.30S,2024-12-09T02:35:04.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,24,18,2024-12-09T02:39:30Z,1510000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,154.0,,,,,,,,,,,,,,,
156,PT00M43.30S,2024-12-09T02:35:12.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641732,,,1610612762,24,18,2024-12-09T02:35:26Z,1520000,False,,,0,,C. Jones loose ball personal FOUL (1 PF) (Markkanen 2 FT),"[1641732, 1628374]",1610612758.0,SAC,loose ball,,,Jones,C. Jones,,,,,Above the Break 3,24+ Left Center,202027.0,,,,,,,,,,,,,,1.0,0.0,Markkanen,1628374.0,,
158,PT00M43.30S,2024-12-09T02:35:41.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628374,,,1610612762,24,19,2024-12-09T02:35:41Z,1540000,False,,,0,,L. Markkanen Free Throw 1 of 2 (5 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
159,PT00M43.30S,2024-12-09T02:35:59.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628374,,,1610612762,24,20,2024-12-09T02:35:59Z,1550000,False,,,0,,L. Markkanen Free Throw 2 of 2 (6 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
160,PT00M31.00S,2024-12-09T02:36:13.0Z,1,REGULAR,3pt,Jump Shot,[],1631115,94.82588699080158,3.431372549019608,1610612758,24,20,2024-12-09T02:36:21Z,1560000,False,-233.0,-4.0,1,right,MISS O. Robinson 3PT,[1631115],1610612758.0,SAC,,,,Robinson,O. Robinson,,,,,Left Corner 3,24+ Left,,,23.28,Missed,,,,,,,,,,,,,,,,
161,PT00M28.70S,2024-12-09T02:36:15.3Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,24,20,2024-12-09T02:40:15Z,1570000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,,,,,160.0,1.0,1.0,0.0,,,,,,,,,,,,
162,PT00M12.20S,2024-12-09T02:36:32.7Z,1,REGULAR,3pt,Jump Shot,[],1641729,8.09789750328515,2.696078431372549,1610612762,24,23,2024-12-09T02:40:39Z,1580000,False,237.0,24.0,1,left,B. Sensabaugh 3PT pullup (6 PTS) (I. Collier 1 AST),"[1641729, 1642268]",1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,,,23.77,Made,,,,,6.0,,,I. Collier,1642268.0,1.0,,,,,,
164,PT00M00.20S,2024-12-09T02:36:49.5Z,1,REGULAR,2pt,Jump Shot,[],1628368,79.58278580814718,50.73529411764706,1610612758,26,23,2024-12-09T02:40:57Z,1600000,False,4.0,139.0,1,right,D. Fox 13' turnaround fadeaway Jump Shot (5 PTS),[1628368],1610612758.0,SAC,turnaround fadeaway,,,Fox,D. Fox,,,,,Mid-Range,8-16 Center,,,13.94,Made,,,,,5.0,,,,,,,,,,,
165,PT00M00.00S,2024-12-09T02:36:55.8Z,1,REGULAR,period,end,[],0,,,1610612762,26,23,2024-12-09T02:36:55Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-12-09T02:39:07.9Z,2,REGULAR,substitution,out,['startperiod'],1642271,,,1610612762,26,23,2024-12-09T02:39:34Z,1620000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-12-09T02:39:07.9Z,2,REGULAR,substitution,out,['startperiod'],1628374,,,1610612762,26,23,2024-12-09T02:39:34Z,1630000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-12-09T02:39:07.9Z,2,REGULAR,substitution,in,['startperiod'],1630695,,,1610612762,26,23,2024-12-09T02:39:34Z,1640000,False,,,0,,SUB in: M. Potter,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-12-09T02:39:07.9Z,2,REGULAR,substitution,in,['startperiod'],1629234,,,1610612762,26,23,2024-12-09T02:39:34Z,1650000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-12-09T02:39:41.6Z,2,REGULAR,period,start,[],0,,,1610612758,26,23,2024-12-09T02:39:41Z,1660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M43.00S,2024-12-09T02:39:57.4Z,2,REGULAR,3pt,Jump Shot,[],1628989,92.32917214191852,96.56862745098039,1610612758,29,23,2024-12-09T02:40:04Z,1670000,False,233.0,20.0,1,right,K. Huerter 3PT  (11 PTS) (D. Fox 4 AST),"[1628989, 1628368]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Right Corner 3,24+ Right,,,23.36,Made,,,,,11.0,,,D. Fox,1628368.0,4.0,,,,,,
