actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
24,PT09M48.00S,2025-01-20T02:12:54.1Z,1,REGULAR,rebound,offensive,[],1628398,,,1610612764,4,6,2025-01-20T02:12:54Z,240000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:0),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,,
25,PT09M41.00S,2025-01-20T02:13:00.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,86.94152431011827,1.9607843137254901,1610612764,4,6,2025-01-20T02:13:06Z,250000,False,-240.0,70.0,1,right,MISS K. Kuzma 25' fadeaway 3PT,[1628398],1610612764.0,WAS,fadeaway,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,25.02,Missed,,,,,,,,,,,,,,,,,,
26,PT09M39.00S,2025-01-20T02:13:02.9Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,4,6,2025-01-20T02:13:06Z,260000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M32.00S,2025-01-20T02:13:12.1Z,1,REGULAR,foul,personal,[],1641731,,,1610612758,4,6,2025-01-20T02:13:27Z,270000,False,,,0,,B. Coulibaly personal FOUL (1 PF),"[1641731, 201942]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1629178.0,1.0,0.0,DeRozan,201942.0,,,
29,PT09M15.00S,2025-01-20T02:13:46.0Z,1,REGULAR,2pt,Jump Shot,[],1627734,22.28975032851511,46.568627450980394,1610612758,4,6,2025-01-20T02:13:52Z,290000,False,17.0,157.0,1,left,MISS D. Sabonis 15' pullup bank Shot,[1627734],1610612758.0,SAC,pullup bank,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Center,15.79,Missed,,,,,,,,,,,,,,,,,,
30,PT09M13.00S,2025-01-20T02:13:48.1Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,4,6,2025-01-20T02:13:48Z,300000,False,,,0,,C. Carrington REBOUND (Off:0 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Mid-Range,8-16 Center,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,
31,PT09M03.00S,2025-01-20T02:13:57.9Z,1,REGULAR,3pt,Jump Shot,[],1642259,67.23061760840999,65.68627450980392,1610612764,4,6,2025-01-20T02:14:02Z,310000,False,78.0,256.0,1,right,MISS A. Sarr 26' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,26.73,Missed,,,,,,,,,,,,,,,,,,
32,PT09M00.00S,2025-01-20T02:14:00.9Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,4,6,2025-01-20T02:14:02Z,320000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT08M54.00S,2025-01-20T02:14:07.3Z,1,REGULAR,3pt,Jump Shot,[],1628368,9.806176084099869,97.05882352941177,1610612758,4,6,2025-01-20T02:14:11Z,330000,False,-235.0,40.0,1,left,MISS D. Fox 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,23.86,Missed,,,,,,,,,,,,,,,,,,
34,PT08M51.00S,2025-01-20T02:14:10.3Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,4,6,2025-01-20T02:14:11Z,340000,False,,,0,,A. Sarr REBOUND (Off:0 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Left Corner 3,24+ Left,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT08M46.00S,2025-01-20T02:14:14.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642267,88.91261498028909,46.32352941176471,1610612764,4,8,2025-01-20T02:14:19Z,350000,False,-18.0,52.0,1,right,C. Carrington running Layup (2 PTS),[1642267],1610612764.0,WAS,running,,,Carrington,C. Carrington,,,,,In The Paint (Non-RA),0-8 Center,5.49,Made,,,,,,,,2.0,,,,,,,,,,
36,PT08M36.00S,2025-01-20T02:14:28.1Z,1,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612758,4,8,2025-01-20T02:14:42Z,360000,False,,,0,,J. Poole shooting personal FOUL (1 PF) (Monk 2 FT),"[1629673, 1628370]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202053.0,1.0,0.0,Monk,1628370.0,,,
38,PT08M36.00S,2025-01-20T02:14:55.7Z,1,REGULAR,freethrow,1 of 2,[],1628370,,,1610612758,5,8,2025-01-20T02:14:55Z,380000,False,,,0,,M. Monk Free Throw 1 of 2 (1 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
39,PT08M36.00S,2025-01-20T02:15:13.4Z,1,REGULAR,freethrow,2 of 2,[],1628370,,,1610612758,6,8,2025-01-20T02:15:13Z,390000,False,,,0,,M. Monk Free Throw 2 of 2 (2 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
40,PT08M20.00S,2025-01-20T02:15:30.0Z,1,REGULAR,3pt,Jump Shot,[],1629673,72.22404730617609,19.607843137254903,1610612764,6,8,2025-01-20T02:19:22Z,400000,False,-152.0,209.0,1,right,MISS J. Poole 25' pullup 3PT,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,25.81,Missed,,,,,,,,,,,,,,,,,,
41,PT08M14.00S,2025-01-20T02:15:36.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,6,8,2025-01-20T02:17:56Z,410000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,
42,PT08M10.00S,2025-01-20T02:15:42.0Z,1,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,6,8,2025-01-20T02:16:32Z,420000,False,,,0,,D. Sabonis lost ball out-of-bounds TURNOVER (1 TO),[1627734],1610612758.0,SAC,lost ball,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,,101283.0,,,,,,,
43,PT07M57.00S,2025-01-20T02:16:02.9Z,1,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612764,6,8,2025-01-20T02:16:09Z,430000,False,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1627734, 1628398]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,101283.0,1.0,0.0,Kuzma,1628398.0,,,
45,PT07M57.00S,2025-01-20T02:16:37.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628398,,,1610612764,6,9,2025-01-20T02:16:37Z,450000,False,,,0,,K. Kuzma Free Throw 1 of 2 (4 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
46,PT07M57.00S,2025-01-20T02:16:56.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628398,,,1610612764,6,10,2025-01-20T02:16:56Z,460000,False,,,0,,K. Kuzma Free Throw 2 of 2 (5 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
47,PT07M44.00S,2025-01-20T02:17:09.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,5.995400788436268,37.254901960784316,1610612758,8,10,2025-01-20T02:17:16Z,470000,False,64.0,4.0,1,left,M. Monk 6' driving Layup (4 PTS) (D. Fox 1 AST),"[1628370, 1628368]",1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,6.38,Made,,,,,,,,4.0,,,,,,,,D. Fox,1628368.0,1.0
49,PT07M35.00S,2025-01-20T02:17:18.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,90.22667542706965,59.31372549019608,1610612764,8,10,2025-01-20T02:17:53Z,490000,False,47.0,39.0,1,right,MISS A. Sarr 6' driving Layup,[1642259],1610612764.0,WAS,driving,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,6.1,Missed,,,,,,,,,,,,,,,,,,
50,PT07M33.00S,2025-01-20T02:17:20.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,8,10,2025-01-20T02:17:38Z,500000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,49.0,3.0,3.0,0.0,,,,,,,,,,,,,,
51,PT07M29.00S,2025-01-20T02:17:24.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631099,7.835085413929041,96.32352941176471,1610612758,8,10,2025-01-20T02:18:19Z,510000,False,-232.0,21.0,1,left,MISS K. Murray running 3PT,[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,23.26,Missed,,,,,,,,,,,,,,,,,,
52,PT07M26.00S,2025-01-20T02:17:27.2Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,8,10,2025-01-20T02:17:42Z,520000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT07M10.00S,2025-01-20T02:17:44.6Z,1,REGULAR,3pt,Jump Shot,[],1642267,69.20170827858082,24.754901960784316,1610612764,8,10,2025-01-20T02:17:59Z,530000,False,-126.0,237.0,1,right,MISS C. Carrington 26' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Left Center,26.85,Missed,,,,,,,,,,,,,,,,,,
54,PT07M07.00S,2025-01-20T02:17:47.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,8,10,2025-01-20T02:17:59Z,540000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,53.0,4.0,4.0,0.0,,,,,,,,,,,,,,
55,PT07M00.00S,2025-01-20T02:17:53.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631099,6.389618922470433,57.107843137254896,1610612758,10,10,2025-01-20T02:18:04Z,550000,False,-36.0,8.0,1,left,K. Murray cutting DUNK (2 PTS) (D. Sabonis 1 AST),"[1631099, 1627734]",1610612758.0,SAC,cutting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,3.63,Made,,,,,,,,2.0,,,,,,,,D. Sabonis,1627734.0,1.0
57,PT07M00.00S,2025-01-20T02:18:01.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,10,10,2025-01-20T02:18:01Z,570000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M48.00S,2025-01-20T02:21:08.2Z,1,REGULAR,turnover,out-of-bounds,[],1642259,,,1610612764,10,10,2025-01-20T02:21:15Z,580000,False,,,0,,A. Sarr lost ball out-of-bounds TURNOVER (1 TO),[1642259],1610612764.0,WAS,lost ball,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1.0,,,,,,101283.0,,,,,,,
59,PT06M36.00S,2025-01-20T02:21:24.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627734,7.440867279894875,60.5392156862745,1610612758,12,10,2025-01-20T02:21:30Z,590000,False,-53.0,17.0,1,left,D. Sabonis cutting Layup (6 PTS) (M. Monk 1 AST),"[1627734, 1628370]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,5.55,Made,,,,,,,,6.0,,,,,,,,M. Monk,1628370.0,1.0
61,PT06M36.00S,2025-01-20T02:21:27.3Z,1,REGULAR,foul,personal,['1freethrow'],1629673,,,1610612758,12,10,2025-01-20T02:21:35Z,610000,False,,,0,,J. Poole shooting personal FOUL (2 PF) (Sabonis 1 FT),"[1629673, 1627734]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202053.0,2.0,0.0,Sabonis,1627734.0,,,
63,PT06M36.00S,2025-01-20T02:21:36.6Z,1,REGULAR,substitution,out,[],201942,,,1610612758,12,10,2025-01-20T02:22:19Z,630000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M36.00S,2025-01-20T02:21:36.6Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,12,10,2025-01-20T02:22:19Z,640000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M36.00S,2025-01-20T02:21:36.6Z,1,REGULAR,substitution,out,[],1642259,,,1610612758,12,10,2025-01-20T02:22:19Z,650000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M36.00S,2025-01-20T02:21:36.6Z,1,REGULAR,substitution,out,[],1642267,,,1610612758,12,10,2025-01-20T02:22:19Z,660000,False,,,0,,SUB out: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M36.00S,2025-01-20T02:21:36.6Z,1,REGULAR,substitution,in,[],1631165,,,1610612758,12,10,2025-01-20T02:22:19Z,670000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M36.00S,2025-01-20T02:21:36.6Z,1,REGULAR,substitution,in,[],1626168,,,1610612758,12,10,2025-01-20T02:22:19Z,680000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M36.00S,2025-01-20T02:21:36.6Z,1,REGULAR,substitution,in,[],1630557,,,1610612758,12,10,2025-01-20T02:22:19Z,690000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M36.00S,2025-01-20T02:21:36.6Z,1,REGULAR,substitution,in,[],202685,,,1610612758,12,10,2025-01-20T02:22:19Z,700000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M36.00S,2025-01-20T02:22:14.5Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1627734,,,1610612758,12,10,2025-01-20T02:22:25Z,710000,False,,,0,,MISS D. Sabonis Free Throw 1 of 1,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
72,PT06M29.00S,2025-01-20T02:22:21.5Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,12,10,2025-01-20T02:22:25Z,720000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
73,PT06M25.00S,2025-01-20T02:22:28.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641731,88.38699080157687,62.745098039215684,1610612764,12,12,2025-01-20T02:22:34Z,730000,False,64.0,57.0,1,right,B. Coulibaly 8' driving bank Jump Shot (2 PTS),[1641731],1610612764.0,WAS,driving bank,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Right,8.53,Made,,,,,,,,2.0,,,,,,,,,,
74,PT06M25.00S,2025-01-20T02:22:30.6Z,1,REGULAR,foul,personal,['1freethrow'],1628370,,,1610612764,12,12,2025-01-20T02:22:39Z,740000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (Coulibaly 1 FT),"[1628370, 1641731]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,202053.0,1.0,0.0,Coulibaly,1641731.0,,,
76,PT06M25.00S,2025-01-20T02:22:53.9Z,1,REGULAR,freethrow,1 of 1,[],1641731,,,1610612764,12,13,2025-01-20T02:22:53Z,760000,False,,,0,,B. Coulibaly Free Throw 1 of 1 (3 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
77,PT06M03.00S,2025-01-20T02:23:18.6Z,1,REGULAR,3pt,Jump Shot,[],1628370,31.488173455978973,27.450980392156865,1610612758,15,13,2025-01-20T02:23:37Z,770000,False,113.0,243.0,1,left,M. Monk 26' 3PT pullup (7 PTS),[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,26.83,Made,,,,,,,,7.0,,,,,,,,,,
78,PT05M49.00S,2025-01-20T02:23:31.7Z,1,REGULAR,3pt,Jump Shot,[],1641731,76.69185282522996,11.27450980392157,1610612764,15,13,2025-01-20T02:23:36Z,780000,False,-194.0,167.0,1,right,MISS B. Coulibaly 25' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
79,PT05M47.00S,2025-01-20T02:23:33.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,15,13,2025-01-20T02:23:36Z,790000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,78.0,5.0,5.0,0.0,,,,,,,,,,,,,,
80,PT05M37.00S,2025-01-20T02:23:44.2Z,1,REGULAR,3pt,Jump Shot,[],1631099,10.988830486202366,96.56862745098039,1610612758,15,13,2025-01-20T02:23:49Z,800000,False,-233.0,51.0,1,left,MISS K. Murray 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,23.83,Missed,,,,,,,,,,,,,,,,,,
