actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
600,PT08M33.00S,2025-02-09T05:06:04.1Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,105,93,2025-02-09T05:21:19Z,5880000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:5),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,In The Paint (Non-RA),8-16 Center,,,599.0,5.0,5.0,0.0,,,,,,,,,,,,,
601,PT08M25.00S,2025-02-09T05:06:15.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,80.76544021024968,53.431372549019606,1610612740,105,95,2025-02-09T05:07:14Z,5890000,False,17.0,128.0,1,right,T. Murphy III 12' driving floating Jump Shot (19 PTS) (A. Reeves 2 AST),"[1630530, 1641810]",1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,,In The Paint (Non-RA),8-16 Center,12.94,Made,,,,,19.0,,,,A. Reeves,1641810.0,2.0,,,,,,
603,PT08M25.00S,2025-02-09T05:06:21.2Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628370,,,1610612740,105,95,2025-02-09T05:06:29Z,5910000,False,,,0,,M. Monk shooting personal FOUL (2 PF) (Murphy III 1 FT),"[1628370, 1630530]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,101284.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,0.0,Murphy III,1630530.0
605,PT08M25.00S,2025-02-09T05:06:33.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,105,95,2025-02-09T05:06:43Z,5930000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT08M25.00S,2025-02-09T05:06:35.9Z,4,REGULAR,substitution,out,[],1626168,,,1610612740,105,95,2025-02-09T05:09:06Z,5940000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT08M25.00S,2025-02-09T05:06:35.9Z,4,REGULAR,substitution,out,[],1629627,,,1610612740,105,95,2025-02-09T05:09:06Z,5950000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT08M25.00S,2025-02-09T05:06:35.9Z,4,REGULAR,substitution,in,[],201942,,,1610612740,105,95,2025-02-09T05:09:06Z,5960000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT08M25.00S,2025-02-09T05:06:35.9Z,4,REGULAR,substitution,in,[],1630631,,,1610612740,105,95,2025-02-09T05:09:06Z,5970000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT08M25.00S,2025-02-09T05:09:26.0Z,4,REGULAR,freethrow,1 of 1,[],1630530,,,1610612740,105,96,2025-02-09T05:09:26Z,5980000,False,,,0,,T. Murphy III Free Throw 1 of 1 (20 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,
611,PT08M14.00S,2025-02-09T05:09:39.0Z,4,REGULAR,3pt,Jump Shot,[],1627734,31.61957950065703,60.29411764705882,1610612758,105,96,2025-02-09T05:10:02Z,5990000,False,-51.0,245.0,1,left,MISS D. Sabonis 25' 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Above the Break 3,24+ Center,25.01,Missed,,,,,,,,,,,,,,,,,
612,PT08M11.00S,2025-02-09T05:09:42.0Z,4,REGULAR,rebound,defensive,[],1642274,,,1610612740,105,96,2025-02-09T05:10:02Z,6000000,False,,,0,,Y. Missi REBOUND (Off:1 Def:12),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,Above the Break 3,24+ Center,,,611.0,13.0,12.0,1.0,,,,,,,,,,,,,
613,PT07M58.00S,2025-02-09T05:09:55.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,93.24901445466492,51.470588235294116,1610612740,105,96,2025-02-09T05:10:06Z,6010000,False,7.0,11.0,1,right,MISS Y. Missi cutting Layup,[1642274],1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,,Restricted Area,0-8 Center,1.33,Missed,,,,,,,,,,,,,,,,,
614,PT07M56.00S,2025-02-09T05:09:57.3Z,4,REGULAR,rebound,defensive,[],201942,,,1610612758,105,96,2025-02-09T05:10:06Z,6020000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:5),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,Restricted Area,0-8 Center,,,613.0,6.0,5.0,1.0,,,,,,,,,,,,,
615,PT07M48.00S,2025-02-09T05:10:05.4Z,4,REGULAR,3pt,Jump Shot,[],1628370,32.276609724047304,47.549019607843135,1610612758,105,96,2025-02-09T05:10:12Z,6030000,False,12.0,251.0,1,left,MISS M. Monk 25' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,Above the Break 3,24+ Center,25.12,Missed,,,,,,,,,,,,,,,,,
616,PT07M43.00S,2025-02-09T05:10:10.4Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,105,96,2025-02-09T05:10:12Z,6040000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:6),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Above the Break 3,24+ Center,,,615.0,6.0,6.0,0.0,,,,,,,,,,,,,
617,PT07M34.00S,2025-02-09T05:10:18.7Z,4,REGULAR,3pt,Jump Shot,[],1641810,90.3580814717477,95.83333333333334,1610612740,105,99,2025-02-09T05:10:24Z,6050000,False,229.0,38.0,1,right,A. Reeves 3PT  (3 PTS) (T. Murphy III 5 AST),"[1641810, 1630530]",1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,Right Corner 3,24+ Right,23.23,Made,,,,,3.0,,,,T. Murphy III,1630530.0,5.0,,,,,,
619,PT07M16.00S,2025-02-09T05:10:36.2Z,4,REGULAR,2pt,Jump Shot,[],201942,21.632720105124836,37.99019607843137,1610612758,105,99,2025-02-09T05:10:57Z,6070000,False,60.0,151.0,1,left,MISS D. DeRozan 16' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,,Mid-Range,16-24 Right Center,16.23,Missed,,,,,,,,,,,,,,,,,
620,PT07M13.00S,2025-02-09T05:10:39.2Z,4,REGULAR,rebound,defensive,[],1641810,,,1610612740,105,99,2025-02-09T05:10:57Z,6080000,False,,,0,,A. Reeves REBOUND (Off:0 Def:1),[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,Mid-Range,16-24 Right Center,,,619.0,1.0,1.0,0.0,,,,,,,,,,,,,
621,PT07M03.00S,2025-02-09T05:10:50.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,89.30683311432325,49.754901960784316,1610612740,105,101,2025-02-09T05:11:38Z,6090000,False,-1.0,48.0,1,right,J. Alvarado driving floating Jump Shot (5 PTS) (C. McCollum 3 AST),"[1630631, 203468]",1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,,In The Paint (Non-RA),0-8 Center,4.8,Made,,,,,5.0,,,,C. McCollum,203468.0,3.0,,,,,,
623,PT06M49.00S,2025-02-09T05:11:07.2Z,4,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612758,105,101,2025-02-09T05:11:32Z,6110000,False,,,0,,Y. Missi shooting personal FOUL (2 PF) (Sabonis 2 FT),"[1642274, 1627734]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,101284.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Sabonis,1627734.0
625,PT06M49.00S,2025-02-09T05:11:40.9Z,4,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,106,101,2025-02-09T05:11:40Z,6130000,False,,,0,,D. Sabonis Free Throw 1 of 2 (22 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,
626,PT06M49.00S,2025-02-09T05:11:41.6Z,4,REGULAR,substitution,out,[],1628370,,,1610612758,106,101,2025-02-09T05:11:54Z,6140000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT06M49.00S,2025-02-09T05:11:41.6Z,4,REGULAR,substitution,in,[],203897,,,1610612758,106,101,2025-02-09T05:11:54Z,6150000,False,,,0,,SUB in: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT06M49.00S,2025-02-09T05:12:03.3Z,4,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,107,101,2025-02-09T05:12:03Z,6160000,False,,,0,,D. Sabonis Free Throw 2 of 2 (23 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,
629,PT06M35.00S,2025-02-09T05:12:24.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,87.99277266754271,50.245098039215684,1610612740,107,103,2025-02-09T05:12:40Z,6170000,False,1.0,60.0,1,right,Y. Missi 6' cutting Layup (2 PTS) (T. Murphy III 6 AST),"[1642274, 1630530]",1610612740.0,NOP,cutting,,,Missi,Y. Missi,,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,,,,,2.0,,,,T. Murphy III,1630530.0,6.0,,,,,,
631,PT06M14.00S,2025-02-09T05:12:45.2Z,4,REGULAR,3pt,Jump Shot,[],201942,29.517082785808146,27.941176470588236,1610612758,107,103,2025-02-09T05:13:00Z,6190000,False,110.0,225.0,1,left,MISS D. DeRozan 25' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,
632,PT06M13.00S,2025-02-09T05:12:46.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,107,103,2025-02-09T05:13:00Z,6200000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,Above the Break 3,24+ Right Center,,,631.0,,,,,,,,,,,,,,,,
633,PT06M13.00S,2025-02-09T05:12:54.7Z,4,REGULAR,foul,personal,[],1642274,,,1610612758,107,103,2025-02-09T05:13:16Z,6210000,False,,,0,,Y. Missi loose ball personal FOUL (3 PF),"[1642274, 1627734]",1610612740.0,NOP,loose ball,,,Missi,Y. Missi,,,,,101284.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Sabonis,1627734.0
635,PT06M04.00S,2025-02-09T05:13:28.4Z,4,REGULAR,turnover,bad pass,[],203897,,,1610612758,107,103,2025-02-09T05:13:33Z,6230000,False,,,0,,Z. LaVine bad pass TURNOVER (2 TO),"[203897, 1630530]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,Mid-Range,16-24 Center,,,,,,,,2.0,Murphy III,1630530.0,,,,,,,,,
636,PT06M04.00S,2025-02-09T05:13:28.4Z,4,REGULAR,steal,,[],1630530,,,1610612740,107,103,2025-02-09T05:13:30Z,6240000,False,,,0,,T. Murphy III STEAL (2 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
637,PT06M01.00S,2025-02-09T05:13:35.0Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203468,86.02168199737189,93.87254901960785,1610612740,107,103,2025-02-09T05:14:32Z,6250000,False,219.0,79.0,1,right,MISS C. McCollum running 3PT,[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,,Right Corner 3,24+ Right,23.32,Missed,,,,,,,,,,,,,,,,,
638,PT05M58.00S,2025-02-09T05:13:38.0Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,107,103,2025-02-09T05:14:32Z,6260000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:9),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Right Corner 3,24+ Right,,,637.0,12.0,9.0,3.0,,,,,,,,,,,,,
647,PT05M50.00S,2025-02-09T05:13:40.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203897,5.075558475689881,46.07843137254902,1610612758,107,103,2025-02-09T05:19:55Z,6265000,False,20.0,-5.0,1,left,MISS Z. LaVine driving Layup - blocked,"[203897, 203468]",1610612758.0,SAC,driving,,,LaVine,Z. LaVine,,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,McCollum,203468.0,,,,
648,PT05M50.00S,2025-02-09T05:13:40.6Z,4,REGULAR,block,,[],203468,,,1610612758,107,103,2025-02-09T05:16:27Z,6267500,False,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
649,PT05M48.00S,2025-02-09T05:13:42.6Z,4,REGULAR,rebound,defensive,[],203468,,,1610612740,107,103,2025-02-09T05:19:55Z,6268750,False,,,0,,C. McCollum REBOUND (Off:0 Def:5),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Restricted Area,0-8 Center,,,647.0,5.0,5.0,0.0,,,,,,,,,,,,,
641,PT05M39.00S,2025-02-09T05:13:52.8Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203468,83.65637319316689,37.745098039215684,1610612740,107,105,2025-02-09T05:16:30Z,6290000,False,-61.0,101.0,1,right,C. McCollum 11' driving floating Jump Shot (25 PTS),[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,,In The Paint (Non-RA),8-16 Left,11.82,Made,,,,,25.0,,,,,,,,,,,,
642,PT05M20.00S,2025-02-09T05:14:11.8Z,4,REGULAR,2pt,Jump Shot,[],201942,16.507884362680684,23.774509803921568,1610612758,109,105,2025-02-09T05:15:55Z,6300000,False,131.0,103.0,1,left,D. DeRozan 16' pullup Jump Shot (7 PTS),[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,,Mid-Range,16-24 Right Center,16.65,Made,,,,,7.0,,,,,,,,,,,,
643,PT04M57.00S,2025-02-09T05:14:35.6Z,4,REGULAR,turnover,bad pass,[],1630530,,,1610612740,109,105,2025-02-09T05:14:43Z,6310000,False,,,0,,T. Murphy III bad pass TURNOVER (3 TO),"[1630530, 1631165]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Mid-Range,8-16 Left,,,,,,,,3.0,Ellis,1631165.0,,,,,,,,,
644,PT04M57.00S,2025-02-09T05:14:35.6Z,4,REGULAR,steal,,[],1631165,,,1610612758,109,105,2025-02-09T05:14:37Z,6320000,False,,,0,,K. Ellis STEAL (3 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
645,PT04M52.00S,2025-02-09T05:14:40.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631165,5.338370565045992,46.81372549019608,1610612758,111,105,2025-02-09T05:14:47Z,6330000,False,16.0,-2.0,1,left,K. Ellis running Layup (13 PTS),[1631165],1610612758.0,SAC,running,,,Ellis,K. Ellis,,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,13.0,,,,,,,,,,,,
646,PT04M52.00S,2025-02-09T05:14:45.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,111,105,2025-02-09T05:14:45Z,6340000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT04M35.00S,2025-02-09T05:16:39.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,89.70105124835742,60.049019607843135,1610612740,111,107,2025-02-09T05:17:18Z,6350000,False,50.0,44.0,1,right,C. McCollum 6' driving floating bank Jump Shot (27 PTS),[203468],1610612740.0,NOP,driving floating bank,,,McCollum,C. McCollum,,,,,,In The Paint (Non-RA),0-8 Center,6.7,Made,,,,,27.0,,,,,,,,,,,,
651,PT04M13.00S,2025-02-09T05:17:00.4Z,4,REGULAR,2pt,Jump Shot,[],201942,6.389618922470433,74.26470588235294,1610612758,111,107,2025-02-09T05:17:49Z,6360000,False,-121.0,8.0,1,left,MISS D. DeRozan 12' turnaround Shot - blocked,"[201942, 203468]",1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,,Mid-Range,8-16 Left,12.15,Missed,,,,,,,,,,,,McCollum,203468.0,,,,
652,PT04M13.00S,2025-02-09T05:17:00.4Z,4,REGULAR,block,,[],203468,,,1610612758,111,107,2025-02-09T05:17:02Z,6370000,False,,,0,,C. McCollum BLOCK (2 BLK),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
653,PT04M13.00S,2025-02-09T05:17:00.4Z,4,REGULAR,rebound,defensive,[],203468,,,1610612740,111,107,2025-02-09T05:17:09Z,6380000,False,,,0,,C. McCollum REBOUND (Off:0 Def:6),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Mid-Range,8-16 Left,,,651.0,6.0,6.0,0.0,,,,,,,,,,,,,
654,PT04M08.00S,2025-02-09T05:17:04.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203468,68.67608409986859,69.85294117647058,1610612740,111,110,2025-02-09T05:17:13Z,6390000,False,99.0,242.0,1,right,C. McCollum 26' 3PT running pullup (30 PTS),[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,,Above the Break 3,24+ Right Center,26.15,Made,,,,,30.0,,,,,,,,,,,,
655,PT03M54.00S,2025-02-09T05:17:19.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,19.136005256241788,49.01960784313725,1610612758,113,110,2025-02-09T05:17:26Z,6400000,False,5.0,127.0,1,left,D. DeRozan 12' pullup Jump Shot (9 PTS),[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,,In The Paint (Non-RA),8-16 Center,12.75,Made,,,,,9.0,,,,,,,,,,,,
656,PT03M33.00S,2025-02-09T05:17:39.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,92.32917214191852,43.627450980392155,1610612740,113,110,2025-02-09T05:18:01Z,6410000,False,-32.0,20.0,1,right,MISS T. Murphy III driving Layup,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,,Restricted Area,0-8 Center,3.74,Missed,,,,,,,,,,,,,,,,,
657,PT03M31.00S,2025-02-09T05:17:41.5Z,4,REGULAR,rebound,defensive,[],1631099,,,1610612758,113,110,2025-02-09T05:18:01Z,6420000,False,,,0,,K. Murray REBOUND (Off:2 Def:6),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Restricted Area,0-8 Center,,,656.0,8.0,6.0,2.0,,,,,,,,,,,,,
658,PT03M26.00S,2025-02-09T05:17:47.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627734,5.601182654402102,51.9607843137255,1610612758,115,110,2025-02-09T05:18:09Z,6430000,False,-10.0,0.0,1,left,D. Sabonis running Layup (25 PTS) (Z. LaVine 5 AST),"[1627734, 203897]",1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,25.0,,,,Z. LaVine,203897.0,5.0,,,,,,
660,PT03M26.00S,2025-02-09T05:18:10.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,115,110,2025-02-09T05:18:10Z,6450000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT03M26.00S,2025-02-09T05:19:05.3Z,4,REGULAR,substitution,out,[],1641810,,,1610612740,115,110,2025-02-09T05:19:25Z,6460000,False,,,0,,SUB out: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT03M26.00S,2025-02-09T05:19:05.3Z,4,REGULAR,substitution,in,[],1629627,,,1610612740,115,110,2025-02-09T05:19:25Z,6470000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT03M10.00S,2025-02-09T05:19:43.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631165,,,1610612740,115,110,2025-02-09T05:19:54Z,6480000,False,,,0,,K. Ellis shooting personal FOUL (3 PF) (Williamson 2 FT),"[1631165, 1629627]",1610612758.0,SAC,shooting,,,Ellis,K. Ellis,,,,,1627524.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,3.0,0.0,Williamson,1629627.0
665,PT03M10.00S,2025-02-09T05:20:12.7Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612740,115,110,2025-02-09T05:20:22Z,6500000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT03M10.00S,2025-02-09T05:24:04.0Z,4,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,115,111,2025-02-09T05:24:04Z,6520000,False,,,0,,Z. Williamson Free Throw 1 of 2 (34 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,Made,,,,,34.0,,,,,,,,,,,,
668,PT03M10.00S,2025-02-09T05:24:18.7Z,4,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,115,112,2025-02-09T05:24:18Z,6530000,False,,,0,,Z. Williamson Free Throw 2 of 2 (35 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,Made,,,,,35.0,,,,,,,,,,,,
669,PT03M00.00S,2025-02-09T05:24:34.6Z,4,REGULAR,foul,offensive,['inpenalty'],1627734,,,1610612758,115,112,2025-02-09T05:24:49Z,6540000,False,,,0,,D. Sabonis offensive FOUL (5 PF),"[1627734, 1630631]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,1627524.0,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,5.0,0.0,Alvarado,1630631.0
671,PT03M00.00S,2025-02-09T05:24:34.6Z,4,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,115,112,2025-02-09T05:24:34Z,6560000,False,,,0,,D. Sabonis offensive foul TURNOVER (2 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,1627524.0,Mid-Range,16-24 Center,,,,,,,,2.0,,,,,,,,,,,
672,PT02M41.00S,2025-02-09T05:25:07.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,93.38042049934296,47.549019607843135,1610612740,115,114,2025-02-09T05:25:14Z,6570000,False,-12.0,10.0,1,right,Z. Williamson cutting Layup (37 PTS) (J. Alvarado 9 AST),"[1629627, 1630631]",1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,1.57,Made,,,,,37.0,,,,J. Alvarado,1630631.0,9.0,,,,,,
674,PT02M25.00S,2025-02-09T05:25:26.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,8.492115637319317,58.333333333333336,1610612758,115,114,2025-02-09T05:26:04Z,6590000,False,-42.0,27.0,1,left,MISS D. DeRozan driving floating bank Shot,[201942],1610612758.0,SAC,driving floating bank,,,DeRozan,D. DeRozan,,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,,,,,,,,,,,,,,,,,
675,PT02M24.00S,2025-02-09T05:25:27.9Z,4,REGULAR,rebound,offensive,[],1627734,,,1610612758,115,114,2025-02-09T05:26:04Z,6600000,False,,,0,,D. Sabonis REBOUND (Off:4 Def:9),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,In The Paint (Non-RA),0-8 Center,,,674.0,13.0,9.0,4.0,,,,,,,,,,,,,
678,PT02M23.00S,2025-02-09T05:25:31.5Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627734,5.590000152587891,50.0,1610612758,117,114,2025-02-09T05:26:44Z,6630000,False,0.0,0.0,1,left,D. Sabonis tip Layup (27 PTS),[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,27.0,,,,,,,,,,,,
679,PT02M04.00S,2025-02-09T05:25:44.3Z,4,REGULAR,2pt,Jump Shot,[],203468,78.79434954007884,64.2156862745098,1610612740,117,114,2025-02-09T05:27:10Z,6640000,False,71.0,147.0,1,right,MISS C. McCollum 16' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,,Mid-Range,16-24 Right Center,16.31,Missed,,,,,,,,,,,,,,,,,
680,PT02M02.00S,2025-02-09T05:25:46.3Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,117,114,2025-02-09T05:25:57Z,6650000,False,,,0,,D. Sabonis REBOUND (Off:4 Def:10),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Mid-Range,16-24 Right Center,,,679.0,14.0,10.0,4.0,,,,,,,,,,,,,
681,PT01M58.00S,2025-02-09T05:25:55.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629627,,,1610612758,117,114,2025-02-09T05:26:05Z,6660000,False,,,0,,Z. Williamson shooting personal FOUL (4 PF) (LaVine 2 FT),"[1629627, 203897]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,101284.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,4.0,0.0,LaVine,203897.0
683,PT01M58.00S,2025-02-09T05:26:24.4Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],203897,,,1610612758,118,114,2025-02-09T05:26:24Z,6680000,False,,,0,,Z. LaVine Free Throw 1 of 2 (21 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,
684,PT01M58.00S,2025-02-09T05:26:29.8Z,4,REGULAR,substitution,out,[],201942,,,1610612758,118,114,2025-02-09T05:26:31Z,6690000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT01M58.00S,2025-02-09T05:26:29.8Z,4,REGULAR,substitution,in,[],1628370,,,1610612758,118,114,2025-02-09T05:26:31Z,6700000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
