actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-01-23T03:14:03.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-23T03:14:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-01-23T03:14:07.3Z,1,REGULAR,jumpball,recovered,[],1627741,,,1610612744,0,0,2025-01-23T03:14:07Z,40000,False,,,0,,Jump Ball K. Looney vs. D. Sabonis: Tip to B. Hield,"[1627741, 1626172, 1627734]",1610612744.0,GSW,startperiod,B. Hield,1627741.0,Hield,B. Hield,Looney,1626172.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-01-23T03:14:21.3Z,1,REGULAR,3pt,Jump Shot,[],1627741,26.757555847568987,19.607843137254903,1610612744,0,0,2025-01-23T03:14:26Z,70000,False,152.0,199.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,25.04,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2025-01-23T03:14:23.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,0,2025-01-23T03:14:26Z,80000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M27.00S,2025-01-23T03:14:35.8Z,1,REGULAR,3pt,Jump Shot,[],1628370,67.7562417871222,70.34313725490196,1610612758,0,0,2025-01-23T03:14:42Z,90000,False,102.0,251.0,1,right,MISS M. Monk 27' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,27.05,Missed,,,,,,,,,,,,,,,,,,
10,PT11M23.00S,2025-01-23T03:14:39.8Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612744,0,0,2025-01-23T03:14:42Z,100000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M06.00S,2025-01-23T03:14:56.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,17.95335085413929,36.029411764705884,1610612744,0,0,2025-01-23T03:15:05Z,110000,False,70.0,116.0,1,left,MISS A. Wiggins 13' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Right,13.57,Missed,,,,,,,,,,,,,,,,,,
12,PT11M04.00S,2025-01-23T03:14:58.4Z,1,REGULAR,rebound,offensive,[],203952,,,1610612744,0,0,2025-01-23T03:15:05Z,120000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Right,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M00.00S,2025-01-23T03:15:02.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,32.670827858081466,47.30392156862745,1610612744,0,3,2025-01-23T03:15:09Z,130000,False,13.0,255.0,1,left,B. Hield 25' 3PT  (3 PTS) (G. Payton II 1 AST),"[1627741, 1627780]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,25.5,Made,,,,,3.0,G. Payton II,1627780.0,1.0,,,,,,,,,,
15,PT10M50.00S,2025-01-23T03:15:12.0Z,1,REGULAR,2pt,Jump Shot,[],201942,72.35545335085413,41.42156862745098,1610612758,0,3,2025-01-23T03:15:20Z,150000,False,-43.0,207.0,1,right,MISS D. DeRozan 21' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,21.18,Missed,,,,,,,,,,,,,,,,,,
16,PT10M47.00S,2025-01-23T03:15:15.0Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,0,3,2025-01-23T03:15:20Z,160000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,16-24 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M27.00S,2025-01-23T03:15:35.8Z,1,REGULAR,2pt,Jump Shot,[],1626172,5.338370565045992,26.225490196078432,1610612744,0,3,2025-01-23T03:15:41Z,170000,False,119.0,-2.0,1,left,MISS K. Looney 11' Jump Shot,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Right,11.89,Missed,,,,,,,,,,,,,,,,,,
18,PT10M24.00S,2025-01-23T03:15:38.8Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,0,3,2025-01-23T03:15:41Z,180000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M18.00S,2025-01-23T03:15:44.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1631099,86.94152431011827,39.705882352941174,1610612758,2,3,2025-01-23T03:17:13Z,190000,False,-51.0,70.0,1,right,K. Murray 8' driving floating Jump Shot (2 PTS) (D. DeRozan 1 AST),"[1631099, 201942]",1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Left,8.71,Made,,,,,2.0,D. DeRozan,201942.0,1.0,,,,,,,,,,
